Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,PrecinctBallotsCast_VT1,VotingTypeName3,PrecinctBallotsCast_VT2,VotingTypeName4,PrecinctBallotsCast_VT3,VotingTypeName5,PrecinctBallotsCast_VT4,VotingTypeName6,PrecinctBallotsCast_VT5,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
151 - BS2,"Donald J. Trump/JD Vance, REP","1,799","2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,"Kamala D. Harris/Tim Walz, DEM",549,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,"Chase Oliver/Mike ter Maat, LIB",9,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,"Jill Stein/Rudolph Ware, GRN",4,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Cherunda Fox/Harlan McVay (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Claudia De la Cruz/Karina Garcia (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Cornel West/Melina Abdullah (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Jessie Cuellar/Wesley Lasley (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Peter Sonski/Lauren Onak (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
151 - BS2,Shiva Ayyadurai/Crystal Ellis (W),0,"2,361",3,0,0,Rejected write-in votes,2,Unresolved write-in votes,0,Absentee Voting Ballots Cast,54,Early Voting Ballots Cast,"1,824",Election Day Voting Ballots Cast,486, Ballots Cast,0, Ballots Cast,0,"2,364","3,941",59.98%
