political_subdivison,election_name,electin_date,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,97,40,1,0,0,0,0,0,25,14,0,0,72,26,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,97,25,1,0,0,0,0,0,25,7,0,0,72,18,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,97,26,1,0,0,0,0,0,25,3,0,0,72,23,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,97,4,1,0,0,0,0,0,25,1,0,0,72,3,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,97,20,4,0,0,0,0,0,25,7,0,0,72,13,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,97,42,4,0,0,0,0,0,25,14,0,0,72,28,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,97,25,5,0,0,0,0,0,25,6,0,0,72,19,5,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,97,36,5,0,0,0,0,0,25,15,0,0,72,21,5,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,97,35,6,0,0,0,0,0,25,9,0,0,72,26,6,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,2,,1,6,2,2,1178,0.08,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,97,25,6,0,0,0,0,0,25,12,0,0,72,13,6,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,28,15,0,0,0,0,0,0,12,6,0,0,16,9,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,28,6,0,0,0,0,0,0,12,4,0,0,16,2,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,28,6,1,0,0,0,0,0,12,2,0,0,16,4,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,28,0,1,0,0,0,0,0,12,0,0,0,16,0,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,28,3,1,0,0,0,0,0,12,3,1,0,16,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,28,17,1,0,0,0,0,0,12,6,1,0,16,11,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,28,10,1,0,0,0,0,0,12,4,1,0,16,6,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,28,10,1,0,0,0,0,0,12,5,1,0,16,5,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,28,11,2,0,0,0,0,0,12,5,1,0,16,6,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,3,,1,5,3,3,511,0.05,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,28,8,2,0,0,0,0,0,12,4,1,0,16,4,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,35,18,1,0,0,0,0,0,14,4,0,0,21,14,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,35,7,1,0,0,0,0,0,14,4,0,0,21,3,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,35,8,0,0,0,0,0,0,14,6,0,0,21,2,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,35,1,0,0,0,0,0,0,14,0,0,0,21,1,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,35,16,1,0,0,0,0,0,14,5,0,0,21,11,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,35,9,1,0,0,0,0,0,14,3,0,0,21,6,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,35,13,1,0,0,0,0,0,14,3,0,0,21,10,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,35,12,1,0,0,0,0,0,14,5,0,0,21,7,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,35,18,1,0,0,0,0,0,14,6,0,0,21,12,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,4,,1,5,4,4,518,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,35,7,1,0,0,0,0,0,14,2,0,0,21,5,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,36,18,2,0,0,0,0,0,24,15,2,0,12,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,36,8,2,0,0,0,0,0,24,5,2,0,12,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,36,8,0,0,0,0,0,0,24,2,0,0,12,6,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,36,0,0,0,0,0,0,0,24,0,0,0,12,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,36,7,4,0,0,0,0,0,24,5,3,0,12,2,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,36,17,4,0,0,0,0,0,24,14,3,0,12,3,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,36,12,6,0,0,0,0,0,24,9,5,0,12,3,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,36,10,6,0,0,0,0,0,24,8,5,0,12,2,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,36,15,3,0,0,0,0,0,24,12,3,0,12,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,5,,1,5,5,5,714,0.05,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,36,10,3,0,0,0,0,0,24,7,3,0,12,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,65,21,2,0,0,0,0,0,34,7,0,0,31,14,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,65,14,2,0,0,0,0,0,34,7,0,0,31,7,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,65,17,1,0,0,0,0,0,34,9,1,0,31,8,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,65,10,1,0,0,0,0,0,34,10,1,0,31,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,65,20,4,0,0,0,0,0,34,6,1,0,31,14,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,65,13,4,0,0,0,0,0,34,7,1,0,31,6,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,65,12,2,0,0,0,0,0,34,5,1,0,31,7,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,65,23,2,0,0,0,0,0,34,8,1,0,31,15,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,65,19,3,0,0,0,0,0,34,9,1,0,31,10,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,6,,1,6,6,6,910,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,65,15,3,0,0,0,0,0,34,4,1,0,31,11,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,44,23,0,0,0,0,0,0,29,14,0,0,15,9,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,44,7,0,0,0,0,0,0,29,4,0,0,15,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,44,7,0,0,0,0,0,0,29,7,0,0,15,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,44,7,0,0,0,0,0,0,29,4,0,0,15,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,44,6,7,0,0,0,0,0,29,4,2,0,15,2,5,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,44,17,7,0,0,0,0,0,29,12,2,0,15,5,5,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,44,16,7,0,0,0,0,0,29,9,3,0,15,7,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,44,7,7,0,0,0,0,0,29,6,3,0,15,1,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,44,11,7,0,0,0,0,0,29,4,3,0,15,7,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,7,,1,5,7,7,793,0.06,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,44,12,7,0,0,0,0,0,29,11,3,0,15,1,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,67,35,0,0,0,0,0,0,30,10,0,0,37,25,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,67,14,0,0,0,0,0,0,30,9,0,0,37,5,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,67,15,0,0,0,0,0,0,30,9,0,0,37,6,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,67,3,0,0,0,0,0,0,30,2,0,0,37,1,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,67,25,4,0,0,0,0,0,30,9,1,0,37,16,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,67,20,4,0,0,0,0,0,30,9,1,0,37,11,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,67,28,6,0,0,0,0,0,30,11,2,0,37,17,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,67,15,6,0,0,0,0,0,30,6,2,0,37,9,4,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,67,29,4,0,0,0,0,0,30,10,1,0,37,19,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,8,,1,5,8,8,737,0.09,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,67,16,4,0,0,0,0,0,30,8,1,0,37,8,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,34,17,0,0,0,0,0,0,9,3,0,0,25,14,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,34,7,0,0,0,0,0,0,9,3,0,0,25,4,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,34,10,0,0,0,0,0,0,9,3,0,0,25,7,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,34,0,0,0,0,0,0,0,9,0,0,0,25,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,34,8,2,0,0,0,0,0,9,4,0,0,25,4,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,34,14,2,0,0,0,0,0,9,2,0,0,25,12,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,34,14,2,0,0,0,0,0,9,4,0,0,25,10,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,34,8,2,0,0,0,0,0,9,2,0,0,25,6,2,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,34,12,3,0,0,0,0,0,9,5,0,0,25,7,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,9,,1,5,9,9,491,0.07,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,34,9,3,0,0,0,0,0,9,1,0,0,25,8,3,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,4,8,United States Senator  REP,,1,4,Ted Cruz,C,1,DEM,17,10,0,0,0,0,0,0,9,3,0,0,8,7,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,4,8,United States Senator  REP,,1,5,David Dewhurst,C,7,DEM,17,6,0,0,0,0,0,0,9,5,0,0,8,1,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,5,9,United States Senator  DEM,,1,3,Paul Sadler,C,1,DEM,17,1,0,0,0,0,0,0,9,1,0,0,8,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,5,9,United States Senator  DEM,,1,4,Grady Yarbrough,C,3,DEM,17,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,10,14,Railroad Commissioner  REP,,1,3,Warren Chisum,C,1,DEM,17,6,0,0,0,0,0,0,9,2,0,0,8,4,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,10,14,Railroad Commissioner  REP,,1,5,Christi Craddick,C,2,DEM,17,10,0,0,0,0,0,0,9,6,0,0,8,4,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,98,15,Railroad Commissioner Unexpired Term  Rep,,1,4,Barry Smitherman,C,1,REP,17,8,0,0,0,0,0,0,9,3,0,0,8,5,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,98,15,Railroad Commissioner Unexpired Term  Rep,,1,3,Greg Parker,C,2,REP,17,8,0,0,0,0,0,0,9,5,0,0,8,3,0,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,14,19,"Justice, Supreme Court, Place 4  REP",,1,2,David Medina,C,1,DEM,17,9,1,0,0,0,0,0,9,4,0,0,8,5,1,0
MARION COUNTY,2012 Primary Runoff,7/31/2012,10,,1,5,10,10,458,0.04,14,19,"Justice, Supreme Court, Place 4  REP",,1,1,John Devine,C,3,DEM,17,6,1,0,0,0,0,0,9,4,0,0,8,2,1,0
