political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,United States Senator,Ted Cruz,,398,260,88,310
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,United States Senator,"Bruce Jacobson, Jr.",,20,13,4,16
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,United States Senator,Geraldine Sam,,4,4,0,4
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,United States Senator,Stefano de Stefano,,2,1,0,2
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,United States Senator,Mary Miller,,26,6,4,22
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"United States Representative, District No. 19",Jodey Arrington,,406,253,81,325
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Governor,Greg Abbott,,399,262,95,304
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Governor,Barbara Krueger,,39,16,1,38
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Governor,SECEDE Kilgore,,1,1,0,1
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Lieutenant Governor,Scott Milder,,146,75,17,129
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Lieutenant Governor,Dan Patrick,,299,190,79,220
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Attorney General,Ken Paxton,,391,250,83,308
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Comptroller of Public Accounts,Glenn Hegar,,386,240,82,304
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of the General Land Office,Rick Range,,37,25,11,26
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of the General Land Office,George P. Bush,,261,176,50,211
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of the General Land Office,Jerry Patterson,,100,52,23,77
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of the General Land Office,Davey Edwards,,28,6,6,22
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of Agriculture,Jim Hogan,,123,79,23,100
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of Agriculture,Sid Miller,,196,123,37,159
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Commissioner of Agriculture,Trey Blocker,,62,32,18,44
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Railroad Commissioner,Christi Craddick,,311,183,69,242
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,Railroad Commissioner,Weston Martinez,,69,53,12,57
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,365,231,76,289
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, Supreme Court, Place 4",John Devine,,367,227,78,289
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, Supreme Court, Place 6",Jeff Brown,,365,228,75,290
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Presiding Judge, Court of Criminal Appeals",David Bridges,,231,149,43,188
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,,137,72,29,108
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,,363,218,76,287
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,,171,100,34,137
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,,121,80,21,100
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,,67,25,14,53
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"State Senator, District No. 30",Pat Fallon,,303,165,66,237
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"State Senator, District No. 30",Craig Carter,,59,38,12,47
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"State Senator, District No. 30",Craig Estes,,84,69,18,66
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"State Representative 
District No. 68",Drew Springer,,399,250,82,317
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Chief Justice, 2nd Court of Appeals District",Bonnie Sudderth,,360,220,78,282
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, 2nd Court of Appeals District, Place No. 4",Wade Birdwell,,362,222,77,285
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, 2nd Court of Appeals District, Place No. 5",Dabney Bassel,,358,218,77,281
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice, 2nd Court of Appeals District, Place No. 6",Mark Pittman,,357,222,77,280
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,County Judge,John C. Bullock,,310,191,77,233
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,County Judge,Paul M. Hemphill,,145,97,19,126
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,District Clerk,Jamie Freeze Land,,399,248,88,311
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,County Clerk,Kay Jennings Hardin,,406,250,88,318
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,County Treasurer,Ann B. Daily,,398,246,86,312
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"County Commissioner,
Precinct No. 2",Matt Pruitt,,247,119,52,195
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"County Commissioner,
Precinct No. 2",Larry Pratt,,139,97,28,111
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"County Commissioner,
Precinct No. 2",Les Remington,,59,63,14,45
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice of the Peace,
Precinct No. 1",Jason Hearne,,192,93,25,167
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice of the Peace,
Precinct No. 1",Randy Saylor,,99,72,21,78
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice of the Peace,
Precinct No. 1",Norman B. Carpenter,,79,54,19,60
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,"Justice of the Peace,
Precinct No. 1",Jabe Underwood,,66,60,17,49
Young County,3/6/2018,2018 MARCH 6TH REPUBLICAN PRIMARY,9,7,5,0,County Chairman,Kyle Zohn Milam,,410,245,84,326
