political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of the General Land Office,REP,Rick Range,19,10
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of the General Land Office,REP,George P. Bush,193,108
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of the General Land Office,REP,Jerry Patterson,147,49
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of the General Land Office,REP,Davey Edwards,12,5
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of Agriculture,REP,Jim Hogan,94,58
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of Agriculture,REP,Trey Blocker,50,32
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Commissioner of Agriculture,REP,Sid Miller,189,68
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Railroad Commissioner,REP,Weston Martinez,78,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Railroad Commissioner,REP,Christi Craddick,265,121
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 2",REP,Jimmy Blacklock,320,149
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 4",REP,John Devine,317,144
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, Supreme Court, Place 6",REP,Jeff Brown,318,145
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Presiding Judge, Court of Criminal Appeals",REP,Sharon Keller,217,83
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Presiding Judge, Court of Criminal Appeals",REP,David Bridges,122,70
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, Court of Criminal Appeals, Place 7",REP,Barbara Parker Hervey,317,148
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, Court of Criminal Appeals, Place 8",REP,Dib Waldrip,35,23
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, Court of Criminal Appeals, Place 8",REP,Michelle Slaughter,192,83
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, Court of Criminal Appeals, Place 8",REP,Jay Brandon,94,46
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Member, State Board of Education, District 7",REP,Matt Robinson,310,146
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"State Representative, District 25",REP,Damon Rambo,98,33
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"State Representative, District 25",REP,Dennis Bonnen,291,144
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 2",REP,Jane Bland,315,145
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 6",REP,Harvey Brown,309,147
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 7",REP,Katy Boatman,130,60
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 7",REP,Terry Yates,203,92
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 8",REP,Michael Massengale,306,145
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 1st Court of Appeals District, Place 9",REP,Jennifer Caughey,308,144
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 3",REP,Brett Busby,307,143
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 4",REP,Marc Brown,307,144
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 5",REP,Martha Hill Jamison,303,143
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 6",REP,Bill Boyce,303,142
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice, 14th Court of Appeals District, Place 8",REP,John Donovan,302,143
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 149th Judicial District",REP,Terri Tipton Holder,354,159
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 239th Judicial District",REP,Pat Sebesta,356,164
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 300th Judicial District",REP,K. Randall Hufstetler,342,160
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 412th Judicial District",REP,Scott Siscoe,27,14
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 412th Judicial District",REP,Cheryl Coleman Driver,44,19
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 412th Judicial District",REP,Justin R. Gilbert,219,100
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"District Judge, 412th Judicial District",REP,Keith Allen,90,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Criminal District Attorney,REP,Jeri Yenne,324,145
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,County Judge,REP,Matt Sebesta,339,159
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 1 and Probate Court",REP,Dora L. Bonner,126,68
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 1 and Probate Court",REP,Greg Hill,239,97
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 2 and Probate Court",REP,Marc Wayne Holder,347,158
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 3 and Probate Court",REP,Jeremy Warren,212,91
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 3 and Probate Court",REP,Leigh Hughes Lehmann,151,79
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Judge, County Court at Law No. 4 and Probate Court",REP,Lori Rickert,336,154
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,District Clerk,REP,Rhonda Cross Barchak,334,156
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,County Clerk,REP,Joyce Hudman,326,154
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,County Treasurer,REP,Cathy Campbell,322,151
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice of the Peace Precinct No. 1, Place 2",REP,Robin Rape,215,87
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice of the Peace Precinct No. 1, Place 2",REP,Norma Moreno-Garcia,36,13
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,"Justice of the Peace Precinct No. 1, Place 2",REP,Randy Smith,134,71
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,County Chairman,REP,Yvonne Dewey,310,151
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 1,REP,Yes,245,112
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 1,REP,No,110,49
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 2,REP,Yes,350,162
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 2,REP,No,26,12
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 3,REP,Yes,310,146
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 3,REP,No,51,22
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 4,REP,Yes,344,156
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 4,REP,No,23,17
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 5,REP,Yes,327,146
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 5,REP,No,48,26
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 6,REP,Yes,360,162
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 6,REP,No,18,10
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 7,REP,Yes,267,109
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 7,REP,No,110,58
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 8,REP,Yes,375,165
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 8,REP,No,6,7
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 9,REP,Yes,347,148
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 9,REP,No,36,23
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 10,REP,Yes,360,164
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 10,REP,No,9,8
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 11,REP,Yes,342,150
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,1 - BS2,4367,Republican Party Proposition 11,REP,No,44,24
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,U. S. Senator,REP,Mary Miller,2,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,U. S. Senator,REP,Stefano de Stefano,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,U. S. Senator,REP,Ted Cruz,68,49
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,U. S. Senator,REP,"Bruce Jacobson, Jr.",4,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,U. S. Senator,REP,Geraldine Sam,1,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"U. S. Representative, District 14",REP,Keith Casey,0,3
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"U. S. Representative, District 14",REP,"Bill ""Sarge"" Sargent",11,10
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"U. S. Representative, District 14",REP,Randy Weber,59,36
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Governor,REP,SECEDE Kilgore,0,1
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Governor,REP,Greg Abbott,72,48
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Governor,REP,Barbara Krueger,3,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Lieutenant Governor,REP,Scott Milder,14,6
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Lieutenant Governor,REP,Dan Patrick,59,44
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Attorney General,REP,Ken Paxton,63,44
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Comptroller of Public Accounts,REP,Glenn Hegar,65,45
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of the General Land Office,REP,Rick Range,5,1
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of the General Land Office,REP,George P. Bush,24,30
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of the General Land Office,REP,Jerry Patterson,42,18
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of the General Land Office,REP,Davey Edwards,2,1
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of Agriculture,REP,Jim Hogan,10,11
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of Agriculture,REP,Trey Blocker,6,5
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Commissioner of Agriculture,REP,Sid Miller,54,28
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Railroad Commissioner,REP,Weston Martinez,12,8
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Railroad Commissioner,REP,Christi Craddick,60,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 2",REP,Jimmy Blacklock,65,44
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 4",REP,John Devine,60,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, Supreme Court, Place 6",REP,Jeff Brown,63,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Presiding Judge, Court of Criminal Appeals",REP,Sharon Keller,43,24
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Presiding Judge, Court of Criminal Appeals",REP,David Bridges,27,19
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, Court of Criminal Appeals, Place 7",REP,Barbara Parker Hervey,64,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, Court of Criminal Appeals, Place 8",REP,Dib Waldrip,12,9
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, Court of Criminal Appeals, Place 8",REP,Michelle Slaughter,41,22
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, Court of Criminal Appeals, Place 8",REP,Jay Brandon,11,13
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Member, State Board of Education, District 7",REP,Matt Robinson,60,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"State Senator, District 17",REP,Kristin Tassin,10,11
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"State Senator, District 17",REP,Joan Huffman,65,37
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"State Representative, District 25",REP,Damon Rambo,25,13
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"State Representative, District 25",REP,Dennis Bonnen,51,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 2",REP,Jane Bland,65,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 6",REP,Harvey Brown,64,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 7",REP,Katy Boatman,37,17
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 7",REP,Terry Yates,31,28
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 8",REP,Michael Massengale,61,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 1st Court of Appeals District, Place 9",REP,Jennifer Caughey,62,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 3",REP,Brett Busby,64,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 4",REP,Marc Brown,64,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 5",REP,Martha Hill Jamison,64,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 6",REP,Bill Boyce,65,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice, 14th Court of Appeals District, Place 8",REP,John Donovan,66,37
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 149th Judicial District",REP,Terri Tipton Holder,65,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 239th Judicial District",REP,Pat Sebesta,62,41
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 300th Judicial District",REP,K. Randall Hufstetler,64,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 412th Judicial District",REP,Scott Siscoe,12,8
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 412th Judicial District",REP,Cheryl Coleman Driver,7,9
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 412th Judicial District",REP,Justin R. Gilbert,35,17
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"District Judge, 412th Judicial District",REP,Keith Allen,10,11
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Criminal District Attorney,REP,Jeri Yenne,62,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,County Judge,REP,Matt Sebesta,61,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 1 and Probate Court",REP,Dora L. Bonner,22,19
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 1 and Probate Court",REP,Greg Hill,41,26
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 2 and Probate Court",REP,Marc Wayne Holder,65,43
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 3 and Probate Court",REP,Jeremy Warren,30,25
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 3 and Probate Court",REP,Leigh Hughes Lehmann,32,14
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Judge, County Court at Law No. 4 and Probate Court",REP,Lori Rickert,62,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,District Clerk,REP,Rhonda Cross Barchak,65,41
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,County Clerk,REP,Joyce Hudman,68,40
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,County Treasurer,REP,Cathy Campbell,66,39
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"County Commissioner, Precinct No. 4",REP,David Linder,63,43
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,"Justice of the Peace Precinct No. 4, Place 2",REP,Sherry Kersh,70,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,County Chairman,REP,Yvonne Dewey,65,43
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 1,REP,Yes,57,38
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 1,REP,No,17,13
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 2,REP,Yes,75,49
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 2,REP,No,2,2
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 3,REP,Yes,71,43
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 3,REP,No,3,7
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 4,REP,Yes,71,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 4,REP,No,4,5
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 5,REP,Yes,62,44
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 5,REP,No,14,6
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 6,REP,Yes,75,48
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 6,REP,No,1,3
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 7,REP,Yes,60,42
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 7,REP,No,16,8
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 8,REP,Yes,75,45
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 8,REP,No,2,6
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 9,REP,Yes,74,48
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 9,REP,No,2,2
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 10,REP,Yes,75,48
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 10,REP,No,1,1
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 11,REP,Yes,62,47
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,10 - BS22,1007,Republican Party Proposition 11,REP,No,13,4
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,U. S. Senator,REP,Mary Miller,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,U. S. Senator,REP,Stefano de Stefano,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,U. S. Senator,REP,Ted Cruz,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,U. S. Senator,REP,"Bruce Jacobson, Jr.",0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,U. S. Senator,REP,Geraldine Sam,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,"U. S. Representative, District 22",REP,Eric Zmrhal,0,0
BRAZORIA COUNTY,3/6/2018,Republican Party Primary  Election,,,11 - BS10,5,"U. S. Representative, District 22",REP,Danny Nguyen,0,0
