Political_subdivision,Election_date,Election_name,Total Prov Ballots,Total Prov Counted,Precinct_Number,Reg_Voters,Race_Name,Candidate_Name,Party_Code,Early_votes,Election_Votes
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 7,NO,REP,26,22
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 8,YES,REP,58,84
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 8,NO,REP,2,0
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 9,YES,REP,53,77
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 9,NO,REP,6,9
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 10,YES,REP,58,81
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 10,NO,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 11,YES,REP,54,68
San Patricio County,3/6/2018,Republican Primary,,,106,1739,Proposition 11,NO,REP,7,15
San Patricio County,3/6/2018,Republican Primary,,,107,236,United States Senator,Stefano de Stefano,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,United States Senator,Mary Miller,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,United States Senator,Geraldine Sam,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,United States Senator,"Bruce Jacobson, Jr.",REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,United States Senator,Ted Cruz,REP,6,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",John Grunwald,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",Bech Bruun,REP,0,8
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",Michael Cloud,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",Christopher K. Mapp,REP,0,2
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",Eddie Gassman,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,"United States Representative, District No. 27",Jerry Hall,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,Governor,SECEDE Kilgore,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,Governor,Barbara Krueger,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,Governor,Greg Abbott,REP,6,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,Lieutenant Governor,Dan Patrick,REP,5,12
San Patricio County,3/6/2018,Republican Primary,,,107,236,Lieutenant Governor,Scott Milder,REP,1,3
San Patricio County,3/6/2018,Republican Primary,,,107,236,Attorney General,Ken Paxton,REP,5,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Comptroller of Public Accounts,Glenn Hegar,REP,4,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of the General Land Office,Davey Edwards,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of the General Land Office,Rick Range,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of the General Land Office,Jerry Patterson,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of the General Land Office,George P. Bush,REP,1,10
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of Agriculture,Sid Miller,REP,2,8
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of Agriculture,Jim Hogan,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Commissioner of Agriculture,Trey Blocker,REP,1,6
San Patricio County,3/6/2018,Republican Primary,,,107,236,Railroad Commissioner,Weston Martinez,REP,1,6
San Patricio County,3/6/2018,Republican Primary,,,107,236,Railroad Commissioner,Christi Craddick,REP,4,10
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,5,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, Supreme Court, Place 4",John Devine,REP,5,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, Supreme Court, Place 6",Jeff Brown,REP,5,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,4,10
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,3,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,2,6
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,1,4
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,3,12
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Member, State Board of Education, District No. 2",Eric Garza,REP,1,5
San Patricio County,3/6/2018,Republican Primary,,,107,236,"State Representative,
District No. 43",J.M. Lozano,REP,3,14
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,3,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,4,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,3,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,3,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,"District Judge, 36th Judicial District",Jason Keeney,REP,1,6
San Patricio County,3/6/2018,Republican Primary,,,107,236,"District Judge, 36th Judicial District",Starr Bauer,REP,2,9
San Patricio County,3/6/2018,Republican Primary,,,107,236,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,4,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,County Judge,Terry Simpson,REP,1,13
San Patricio County,3/6/2018,Republican Primary,,,107,236,County Judge,David R Krebs,REP,3,4
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,1,7
San Patricio County,3/6/2018,Republican Primary,,,107,236,"Judge, County Court-at-Law",Elizabeth Welborn,REP,3,10
San Patricio County,3/6/2018,Republican Primary,,,107,236,District Clerk,Victoria Price Luke,REP,1,9
San Patricio County,3/6/2018,Republican Primary,,,107,236,District Clerk,Heather Marks,REP,2,6
San Patricio County,3/6/2018,Republican Primary,,,107,236,County Treasurer,Denise Janak,REP,3,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,County Surveyor,Julius Petrus,REP,4,15
San Patricio County,3/6/2018,Republican Primary,,,107,236,"County Commissioner,
Precinct No. 2",Mark Roach,REP,0,5
San Patricio County,3/6/2018,Republican Primary,,,107,236,"County Commissioner,
Precinct No. 2",Gary Moore Sr,REP,1,7
San Patricio County,3/6/2018,Republican Primary,,,107,236,"County Commissioner,
Precinct No. 2",Rick Ott,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 1,YES,REP,5,14
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 1,NO,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 2,YES,REP,6,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 2,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 3,YES,REP,5,13
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 3,NO,REP,1,4
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 4,YES,REP,6,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 4,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 5,YES,REP,5,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 5,NO,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 6,YES,REP,6,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 6,NO,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 7,YES,REP,5,15
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 7,NO,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 8,YES,REP,6,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 8,NO,REP,0,0
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 9,YES,REP,6,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 9,NO,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 10,YES,REP,5,16
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 10,NO,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 11,YES,REP,5,17
San Patricio County,3/6/2018,Republican Primary,,,107,236,Proposition 11,NO,REP,1,0
San Patricio County,3/6/2018,Republican Primary,,,108,3866,United States Senator,Stefano de Stefano,REP,16,10
San Patricio County,3/6/2018,Republican Primary,,,108,3866,United States Senator,Mary Miller,REP,31,30
San Patricio County,3/6/2018,Republican Primary,,,108,3866,United States Senator,Geraldine Sam,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,108,3866,United States Senator,"Bruce Jacobson, Jr.",REP,11,15
San Patricio County,3/6/2018,Republican Primary,,,108,3866,United States Senator,Ted Cruz,REP,245,219
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",John Grunwald,REP,22,26
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",Bech Bruun,REP,103,120
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",Michael Cloud,REP,83,50
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",Christopher K. Mapp,REP,16,25
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",Eddie Gassman,REP,7,12
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"United States Representative, District No. 27",Jerry Hall,REP,46,18
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Governor,SECEDE Kilgore,REP,5,6
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Governor,Barbara Krueger,REP,23,24
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Governor,Greg Abbott,REP,277,243
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Lieutenant Governor,Dan Patrick,REP,226,198
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Lieutenant Governor,Scott Milder,REP,70,61
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Attorney General,Ken Paxton,REP,269,240
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Comptroller of Public Accounts,Glenn Hegar,REP,271,236
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of the General Land Office,Davey Edwards,REP,16,17
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of the General Land Office,Rick Range,REP,23,15
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of the General Land Office,Jerry Patterson,REP,90,69
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of the General Land Office,George P. Bush,REP,166,155
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of Agriculture,Sid Miller,REP,143,109
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of Agriculture,Jim Hogan,REP,70,71
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Commissioner of Agriculture,Trey Blocker,REP,49,49
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Railroad Commissioner,Weston Martinez,REP,62,69
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Railroad Commissioner,Christi Craddick,REP,206,161
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,253,222
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, Supreme Court, Place 4",John Devine,REP,251,215
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, Supreme Court, Place 6",Jeff Brown,REP,250,214
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,132,141
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,128,93
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,253,215
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,127,117
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,55,35
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,69,64
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,189,169
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Member, State Board of Education, District No. 2",Eric Garza,REP,67,65
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"State Representative,
District No. 43",J.M. Lozano,REP,263,232
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,244,203
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,256,219
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,242,205
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,240,207
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"District Judge, 36th Judicial District",Jason Keeney,REP,148,150
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"District Judge, 36th Judicial District",Starr Bauer,REP,130,107
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,258,223
San Patricio County,3/6/2018,Republican Primary,,,108,3866,County Judge,Terry Simpson,REP,88,81
San Patricio County,3/6/2018,Republican Primary,,,108,3866,County Judge,David R Krebs,REP,210,186
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,84,68
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Judge, County Court-at-Law",Elizabeth Welborn,REP,196,182
San Patricio County,3/6/2018,Republican Primary,,,108,3866,District Clerk,Victoria Price Luke,REP,89,98
San Patricio County,3/6/2018,Republican Primary,,,108,3866,District Clerk,Heather Marks,REP,198,164
San Patricio County,3/6/2018,Republican Primary,,,108,3866,County Treasurer,Denise Janak,REP,253,220
San Patricio County,3/6/2018,Republican Primary,,,108,3866,County Surveyor,Julius Petrus,REP,251,212
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"County Commissioner,
Precinct No. 2",Mark Roach,REP,85,82
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"County Commissioner,
Precinct No. 2",Gary Moore Sr,REP,104,106
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"County Commissioner,
Precinct No. 2",Rick Ott,REP,99,74
San Patricio County,3/6/2018,Republican Primary,,,108,3866,"Justice of the Peace,
Precinct No. 4",Karen Diaz,REP,251,237
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 1,YES,REP,177,186
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 1,NO,REP,109,62
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 2,YES,REP,268,237
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 2,NO,REP,31,33
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 3,YES,REP,256,232
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 3,NO,REP,41,30
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 4,YES,REP,276,249
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 4,NO,REP,25,18
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 5,YES,REP,240,218
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 5,NO,REP,55,47
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 6,YES,REP,275,252
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 6,NO,REP,27,17
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 7,YES,REP,213,188
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 7,NO,REP,89,79
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 8,YES,REP,290,259
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 8,NO,REP,14,11
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 9,YES,REP,261,236
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 9,NO,REP,40,35
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 10,YES,REP,268,243
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 10,NO,REP,19,20
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 11,YES,REP,262,220
San Patricio County,3/6/2018,Republican Primary,,,108,3866,Proposition 11,NO,REP,36,51
San Patricio County,3/6/2018,Republican Primary,,,109,2824,United States Senator,Stefano de Stefano,REP,4,2
San Patricio County,3/6/2018,Republican Primary,,,109,2824,United States Senator,Mary Miller,REP,9,11
San Patricio County,3/6/2018,Republican Primary,,,109,2824,United States Senator,Geraldine Sam,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,109,2824,United States Senator,"Bruce Jacobson, Jr.",REP,6,5
San Patricio County,3/6/2018,Republican Primary,,,109,2824,United States Senator,Ted Cruz,REP,102,167
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",John Grunwald,REP,9,15
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",Bech Bruun,REP,52,65
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",Michael Cloud,REP,30,40
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",Christopher K. Mapp,REP,5,21
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",Eddie Gassman,REP,4,7
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"United States Representative, District No. 27",Jerry Hall,REP,12,25
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Governor,SECEDE Kilgore,REP,2,4
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Governor,Barbara Krueger,REP,9,10
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Governor,Greg Abbott,REP,110,171
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Lieutenant Governor,Dan Patrick,REP,85,149
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Lieutenant Governor,Scott Milder,REP,30,27
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Attorney General,Ken Paxton,REP,106,170
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Comptroller of Public Accounts,Glenn Hegar,REP,101,161
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of the General Land Office,Davey Edwards,REP,12,15
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of the General Land Office,Rick Range,REP,5,5
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of the General Land Office,Jerry Patterson,REP,36,45
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of the General Land Office,George P. Bush,REP,64,109
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of Agriculture,Sid Miller,REP,50,65
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of Agriculture,Jim Hogan,REP,43,54
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Commissioner of Agriculture,Trey Blocker,REP,20,39
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Railroad Commissioner,Weston Martinez,REP,33,44
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Railroad Commissioner,Christi Craddick,REP,78,117
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,96,156
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, Supreme Court, Place 4",John Devine,REP,99,156
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, Supreme Court, Place 6",Jeff Brown,REP,95,155
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,63,81
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,46,75
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,96,153
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,58,82
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,13,18
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,30,53
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,79,110
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Member, State Board of Education, District No. 2",Eric Garza,REP,28,43
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"State Representative,
District No. 43",J.M. Lozano,REP,96,161
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,90,146
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,94,149
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,92,147
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,91,149
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"District Judge, 36th Judicial District",Jason Keeney,REP,57,79
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"District Judge, 36th Judicial District",Starr Bauer,REP,52,81
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,93,153
San Patricio County,3/6/2018,Republican Primary,,,109,2824,County Judge,Terry Simpson,REP,64,86
San Patricio County,3/6/2018,Republican Primary,,,109,2824,County Judge,David R Krebs,REP,49,77
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, County Court-at-Law",Viki Hesseltine Martino,REP,32,40
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Judge, County Court-at-Law",Elizabeth Welborn,REP,82,133
San Patricio County,3/6/2018,Republican Primary,,,109,2824,District Clerk,Victoria Price Luke,REP,71,110
San Patricio County,3/6/2018,Republican Primary,,,109,2824,District Clerk,Heather Marks,REP,46,68
San Patricio County,3/6/2018,Republican Primary,,,109,2824,County Treasurer,Denise Janak,REP,98,159
San Patricio County,3/6/2018,Republican Primary,,,109,2824,County Surveyor,Julius Petrus,REP,98,152
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"County Commissioner,
Precinct No. 4",Howard J. Gillespie,REP,72,108
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"County Commissioner,
Precinct No. 4",Ross L. McElwee,REP,43,65
San Patricio County,3/6/2018,Republican Primary,,,109,2824,"Justice of the Peace,
Precinct No. 6",Susan Price,REP,91,154
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 1,YES,REP,87,103
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 1,NO,REP,33,68
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 2,YES,REP,115,173
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 2,NO,REP,7,9
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 3,YES,REP,100,158
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 3,NO,REP,19,22
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 4,YES,REP,116,168
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 4,NO,REP,8,10
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 5,YES,REP,99,151
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 5,NO,REP,23,29
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 6,YES,REP,118,174
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 6,NO,REP,5,7
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 7,YES,REP,78,121
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 7,NO,REP,40,55
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 8,YES,REP,122,178
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 8,NO,REP,3,4
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 9,YES,REP,110,165
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 9,NO,REP,12,17
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 10,YES,REP,111,178
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 10,NO,REP,11,4
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 11,YES,REP,109,157
San Patricio County,3/6/2018,Republican Primary,,,109,2824,Proposition 11,NO,REP,11,25
San Patricio County,3/6/2018,Republican Primary,,,110,1861,United States Senator,Stefano de Stefano,REP,2,2
San Patricio County,3/6/2018,Republican Primary,,,110,1861,United States Senator,Mary Miller,REP,4,8
San Patricio County,3/6/2018,Republican Primary,,,110,1861,United States Senator,Geraldine Sam,REP,1,1
San Patricio County,3/6/2018,Republican Primary,,,110,1861,United States Senator,"Bruce Jacobson, Jr.",REP,4,3
San Patricio County,3/6/2018,Republican Primary,,,110,1861,United States Senator,Ted Cruz,REP,78,106
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",John Grunwald,REP,9,6
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",Bech Bruun,REP,44,54
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",Michael Cloud,REP,10,26
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",Christopher K. Mapp,REP,7,9
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",Eddie Gassman,REP,0,1
San Patricio County,3/6/2018,Republican Primary,,,110,1861,"United States Representative, District No. 27",Jerry Hall,REP,6,6
San Patricio County,3/6/2018,Republican Primary,,,110,1861,Governor,SECEDE Kilgore,REP,1,2
San Patricio County,3/6/2018,Republican Primary,,,110,1861,Governor,Barbara Krueger,REP,7,6
San Patricio County,3/6/2018,Republican Primary,,,110,1861,Governor,Greg Abbott,REP,82,109
San Patricio County,3/6/2018,Republican Primary,,,110,1861,Lieutenant Governor,Dan Patrick,REP,59,79
