political_subdivision,election_date,election_name,total provision ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"United States Representative, District No. 34",Rey Gonzalez,REP,21,49
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Governor,SECEDE Kilgore,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Governor,Greg Abbott,REP,29,66
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Governor,Barbara Krueger,REP,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Lieutenant Governor,Scott Milder,REP,4,21
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Lieutenant Governor,Dan Patrick,REP,25,47
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Attorney General,Ken Paxton,REP,23,52
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Comptroller of Public Accounts,Glenn Hegar,REP,22,52
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of the General Land Office,Davey Edwards,REP,1,10
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of the General Land Office,Rick Range,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of the General Land Office,Jerry Patterson,REP,10,17
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of the General Land Office,George P. Bush,REP,15,38
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of Agriculture,Trey Blocker,REP,5,17
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of Agriculture,Sid Miller,REP,17,31
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Commissioner of Agriculture,Jim Hogan,REP,6,12
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Railroad Commissioner,Christi Craddick,REP,24,53
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,Railroad Commissioner,Weston Martinez,REP,5,8
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,22,54
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, Supreme Court, Place 4",John Devine,REP,22,53
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, Supreme Court, Place 6",Jeff Brown,REP,22,53
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,19,42
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,8,17
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,22,52
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,6,10
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,10,21
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,11,25
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"State Representative, District No. 43",J.M. Lozano,REP,23,55
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,21,51
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,22,50
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,21,50
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,22,49
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"District Judge, 36th Judicial District",Starr Bauer,REP,22,50
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"District Judge, 36th Judicial District",Jason Keeney,REP,8,15
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,23,50
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,County Judge,"Stephanie ""Silvas"" Moreno",REP,22,53
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,District Clerk,Zenaida Silva,REP,22,52
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,County Clerk,Nickelle Clark Gonzales,REP,23,49
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"County Commissioner, Precinct No. 4",Ken Haggard,REP,25,57
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,"Justice of the Peace, Precinct No. 4",Leticia Cantu,REP,20,51
Bee County,3/6/2018,2018 Republican Primary,8,7,6,1257,County Chairman,Patricia Johnson,REP,21,52
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,United States Senator,Mary Miller,REP,0,3
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,United States Senator,"Bruce Jacobson, Jr.",REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,United States Senator,Ted Cruz,REP,17,18
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"United States Representative, District No. 34",Rey Gonzalez,REP,14,17
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Governor,Greg Abbott,REP,18,20
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Governor,Barbara Krueger,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Lieutenant Governor,Scott Milder,REP,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Lieutenant Governor,Dan Patrick,REP,15,14
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Attorney General,Ken Paxton,REP,15,18
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Comptroller of Public Accounts,Glenn Hegar,REP,14,17
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of the General Land Office,Davey Edwards,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of the General Land Office,Rick Range,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of the General Land Office,Jerry Patterson,REP,2,7
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of the General Land Office,George P. Bush,REP,14,12
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of Agriculture,Trey Blocker,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of Agriculture,Sid Miller,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Commissioner of Agriculture,Jim Hogan,REP,4,2
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Railroad Commissioner,Christi Craddick,REP,8,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,Railroad Commissioner,Weston Martinez,REP,3,3
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,13,18
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, Supreme Court, Place 4",John Devine,REP,14,18
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, Supreme Court, Place 6",Jeff Brown,REP,14,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,10,9
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,3,10
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,14,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,8,12
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"State Representative, District No. 43",J.M. Lozano,REP,18,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,14,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,14,16
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,14,13
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,14,14
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"District Judge, 36th Judicial District",Starr Bauer,REP,15,16
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"District Judge, 36th Judicial District",Jason Keeney,REP,3,6
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,15,16
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,County Judge,"Stephanie ""Silvas"" Moreno",REP,17,13
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,District Clerk,Zenaida Silva,REP,16,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,County Clerk,Nickelle Clark Gonzales,REP,13,15
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,17,5
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"County Commissioner, Precinct No. 2",Mike Smith,REP,1,16
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,16,12
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,15,12
Bee County,3/6/2018,2018 Republican Primary,8,7,8,248,County Chairman,Patricia Johnson,REP,15,15
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,United States Senator,Mary Miller,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,United States Senator,"Bruce Jacobson, Jr.",REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,United States Senator,Stefano de Stefano,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,United States Senator,Geraldine Sam,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,United States Senator,Ted Cruz,REP,11,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"United States Representative, District No. 34",Rey Gonzalez,REP,12,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Governor,SECEDE Kilgore,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Governor,Greg Abbott,REP,13,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Governor,Barbara Krueger,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Lieutenant Governor,Scott Milder,REP,5,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Lieutenant Governor,Dan Patrick,REP,10,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Attorney General,Ken Paxton,REP,11,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Comptroller of Public Accounts,Glenn Hegar,REP,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of the General Land Office,Davey Edwards,REP,2,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of the General Land Office,Rick Range,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of the General Land Office,Jerry Patterson,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of the General Land Office,George P. Bush,REP,10,7
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of Agriculture,Trey Blocker,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of Agriculture,Sid Miller,REP,9,4
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Commissioner of Agriculture,Jim Hogan,REP,3,2
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Railroad Commissioner,Christi Craddick,REP,11,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,Railroad Commissioner,Weston Martinez,REP,3,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,13,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, Supreme Court, Place 4",John Devine,REP,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, Supreme Court, Place 6",Jeff Brown,REP,13,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,7,4
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,8,5
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,12,7
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,7,0
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,3,5
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,5,2
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"State Representative, District No. 43",J.M. Lozano,REP,13,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,12,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,12,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"District Judge, 36th Judicial District",Starr Bauer,REP,13,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"District Judge, 36th Judicial District",Jason Keeney,REP,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,10,8
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,County Judge,"Stephanie ""Silvas"" Moreno",REP,11,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,District Clerk,Zenaida Silva,REP,12,10
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,County Clerk,Nickelle Clark Gonzales,REP,10,9
Bee County,3/6/2018,2018 Republican Primary,8,7,9,780,County Chairman,Patricia Johnson,REP,11,8
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,United States Senator,Mary Miller,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,United States Senator,"Bruce Jacobson, Jr.",REP,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,United States Senator,Stefano de Stefano,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,United States Senator,Ted Cruz,REP,18,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"United States Representative, District No. 34",Rey Gonzalez,REP,19,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Governor,SECEDE Kilgore,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Governor,Greg Abbott,REP,23,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Governor,Barbara Krueger,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Lieutenant Governor,Scott Milder,REP,7,7
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Lieutenant Governor,Dan Patrick,REP,17,7
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Attorney General,Ken Paxton,REP,21,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Comptroller of Public Accounts,Glenn Hegar,REP,18,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of the General Land Office,Davey Edwards,REP,1,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of the General Land Office,Rick Range,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of the General Land Office,Jerry Patterson,REP,2,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of the General Land Office,George P. Bush,REP,19,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of Agriculture,Trey Blocker,REP,6,1
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of Agriculture,Sid Miller,REP,7,5
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Commissioner of Agriculture,Jim Hogan,REP,7,6
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Railroad Commissioner,Christi Craddick,REP,12,7
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,Railroad Commissioner,Weston Martinez,REP,11,5
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,20,10
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, Supreme Court, Place 4",John Devine,REP,18,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, Supreme Court, Place 6",Jeff Brown,REP,18,10
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,15,5
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,5,8
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,20,10
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,3,0
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,6,6
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,10,6
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"State Representative, District No. 43",J.M. Lozano,REP,24,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,22,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,20,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,21,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,19,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"District Judge, 36th Judicial District",Starr Bauer,REP,18,11
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"District Judge, 36th Judicial District",Jason Keeney,REP,5,5
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,19,12
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,County Judge,"Stephanie ""Silvas"" Moreno",REP,20,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,District Clerk,Zenaida Silva,REP,21,13
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,County Clerk,Nickelle Clark Gonzales,REP,19,14
Bee County,3/6/2018,2018 Republican Primary,8,7,10,1625,County Chairman,Patricia Johnson,REP,21,10
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,United States Senator,Mary Miller,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,United States Senator,"Bruce Jacobson, Jr.",REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,United States Senator,Stefano de Stefano,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,United States Senator,Geraldine Sam,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,United States Senator,Ted Cruz,REP,6,22
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"United States Representative, District No. 34",Rey Gonzalez,REP,6,13
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Governor,Greg Abbott,REP,6,22
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Governor,Barbara Krueger,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Lieutenant Governor,Scott Milder,REP,0,8
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Lieutenant Governor,Dan Patrick,REP,6,14
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Attorney General,Ken Paxton,REP,6,22
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Comptroller of Public Accounts,Glenn Hegar,REP,6,19
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of the General Land Office,Davey Edwards,REP,0,1
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of the General Land Office,Rick Range,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of the General Land Office,Jerry Patterson,REP,1,7
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of the General Land Office,George P. Bush,REP,4,11
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of Agriculture,Trey Blocker,REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of Agriculture,Sid Miller,REP,4,16
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Commissioner of Agriculture,Jim Hogan,REP,1,3
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Railroad Commissioner,Christi Craddick,REP,4,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,Railroad Commissioner,Weston Martinez,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,5,12
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, Supreme Court, Place 4",John Devine,REP,5,14
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, Supreme Court, Place 6",Jeff Brown,REP,5,14
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Presiding Judge, Court of Criminal Appeals",David Bridges,REP,4,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1,2
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,5,13
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,REP,2,6
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,REP,1,4
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"State Representative, District No. 43",J.M. Lozano,REP,5,18
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,5,14
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,5,13
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"District Judge, 36th Judicial District",Starr Bauer,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"District Judge, 36th Judicial District",Jason Keeney,REP,1,6
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,5,16
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,County Judge,"Stephanie ""Silvas"" Moreno",REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,District Clerk,Zenaida Silva,REP,5,16
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,County Clerk,Nickelle Clark Gonzales,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"County Commissioner, Precinct No. 2",Dennis DeWitt,REP,4,12
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"County Commissioner, Precinct No. 2",Mike Smith,REP,2,9
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Justice of the Peace, Precinct No. 2",Amy Shanklin,REP,5,13
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,"Constable, Precinct No. 2 Unexpired Term","Micaela ""Mickie"" Arizmendi-Ochoa",REP,5,12
Bee County,3/6/2018,2018 Republican Primary,8,7,11,268,County Chairman,Patricia Johnson,REP,5,15
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,United States Senator,Mary Miller,REP,2,2
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,United States Senator,"Bruce Jacobson, Jr.",REP,0,2
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,United States Senator,Stefano de Stefano,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,United States Senator,Geraldine Sam,REP,1,0
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,United States Senator,Ted Cruz,REP,8,32
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,"United States Representative, District No. 34",Rey Gonzalez,REP,10,29
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Governor,SECEDE Kilgore,REP,0,0
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Governor,Greg Abbott,REP,9,36
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Governor,Barbara Krueger,REP,3,1
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Lieutenant Governor,Scott Milder,REP,2,5
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Lieutenant Governor,Dan Patrick,REP,10,28
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Attorney General,Ken Paxton,REP,11,33
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Comptroller of Public Accounts,Glenn Hegar,REP,11,31
Bee County,3/6/2018,2018 Republican Primary,8,7,12,290,Commissioner of the General Land Office,Davey Edwards,REP,1,2
