Political_subdivision,Precinct_name,Election-Date,Republican_Democrat Primary,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,8,8,Attorney General,,1,3,Ken Paxton,C,3,REP,212,181,29,0,0,0,0,0,137,118,18,0,75,63,11,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,9,9,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,212,168,42,0,0,0,0,0,137,107,29,0,75,61,13,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,10,10,Commissioner of the General Land Office,,1,3,Rick Range,C,1,REP,212,21,25,1,0,0,0,0,137,14,15,1,75,7,10,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,10,10,Commissioner of the General Land Office,,1,2,George P. Bush,C,2,REP,212,129,25,1,0,0,0,0,137,84,15,1,75,45,10,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,10,10,Commissioner of the General Land Office,,1,4,Jerry Patterson,C,3,REP,212,30,25,1,0,0,0,0,137,19,15,1,75,11,10,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,10,10,Commissioner of the General Land Office,,1,1,Davey Edwards,C,4,REP,212,4,25,1,0,0,0,0,137,3,15,1,75,1,10,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,11,11,Commissioner of Agriculture,,1,3,Jim Hogan,C,1,REP,212,42,44,0,0,0,0,0,137,28,33,0,75,14,11,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,11,11,Commissioner of Agriculture,,1,2,Sid Miller,C,2,REP,212,111,44,0,0,0,0,0,137,65,33,0,75,46,11,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,11,11,Commissioner of Agriculture,,1,4,Trey Blocker,C,3,REP,212,13,44,0,0,0,0,0,137,10,33,0,75,3,11,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,12,12,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,212,128,46,0,0,0,0,0,137,89,31,0,75,39,15,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,12,12,Railroad Commissioner,,1,2,Weston Martinez,C,2,REP,212,36,46,0,0,0,0,0,137,16,31,0,75,20,15,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,104,13,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,212,157,53,0,0,0,0,0,137,100,36,0,75,57,17,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,14,14,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,212,157,53,0,0,0,0,0,137,99,37,0,75,58,16,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,15,15,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,212,158,52,0,0,0,0,0,137,100,36,0,75,58,16,0
Shackelford County,101,6-Mar-18,REP,1,5,1,1,0,0,105,16,"Presiding Judge, Court of Criminal Appeals",,1,1,David Bridges,C,1,REP,212,95,58,0,0,0,0,0,137,59,38,0,75,36,20,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,105,16,"Presiding Judge, Court of Criminal Appeals",,1,2,Sharon Keller,C,2,REP,212,57,58,0,0,0,0,0,137,39,38,0,75,18,20,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,106,17,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,212,148,62,0,0,0,0,0,137,96,40,0,75,52,22,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,17,18,"Judge, Court of Criminal Appeals, Place 8",,1,3,Michelle Slaughter,C,1,REP,212,77,66,0,0,0,0,0,137,47,45,0,75,30,21,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,17,18,"Judge, Court of Criminal Appeals, Place 8",,1,1,Dib Waldrip,C,2,REP,212,32,66,0,0,0,0,0,137,22,45,0,75,10,21,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,17,18,"Judge, Court of Criminal Appeals, Place 8",,1,2,Jay Brandon,C,3,REP,212,35,66,0,0,0,0,0,137,22,45,0,75,13,21,0
Shackelford County,101,6-Mar,REP,1,5,1,1,0,0,21,21,"State Representative, District No. 60",,1,1,Jim Largent,C,1,REP,212,58,24,0,0,0,0,0,137,44,15,0,75,14,9,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,21,21,"State Representative, District No. 60",,1,2,Gregory Risse,C,2,REP,212,2,24,0,0,0,0,0,137,1,15,0,75,1,9,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,21,21,"State Representative, District No. 60",,1,3,Mike Lang,C,3,REP,212,126,24,0,0,0,0,0,137,76,15,0,75,50,9,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,22,22,"Chief Justice, 11th Court of Appeals District",,1,1,John Bailey,C,1,REP,212,148,62,0,0,0,0,0,137,91,45,0,75,57,17,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,26,26,County Judge,,1,1,Brian Cope,C,1,REP,212,13,1,0,0,0,0,0,137,5,0,0,75,8,1,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,26,26,County Judge,,1,2,"Robert ""Bob"" Skelton",C,2,REP,212,161,1,0,0,0,0,0,137,108,0,0,75,53,1,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,26,26,County Judge,,1,3,Melinda Viertel Lucas,C,3,REP,212,35,1,0,0,0,0,0,137,23,0,0,75,12,1,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,27,28,District and County Clerk,,1,1,Cheri Hawkins,C,1,REP,212,192,18,0,0,0,0,0,137,124,12,0,75,68,6,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,29,30,County Treasurer,,1,1,Tammy Brown,C,1,REP,212,189,21,0,0,0,0,0,137,123,13,0,75,66,8,0
Shackelford County,101,3/6/2018,REP,1,5,1,1,0,0,33,34,Justice of the Peace,,1,1,James Breeden,C,1,REP,212,185,25,0,0,0,0,0,137,120,16,0,75,65,9,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,40,41,United States Senator,,1,1,Beto O'Rourke,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,40,41,United States Senator,,1,2,Edward Kimbrough,C,2,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,40,41,United States Senator,,1,3,Sema Hernandez,C,3,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,41,42,"United States Representative, District No. 19",,1,1,Miguel Levario,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,7,Jeffrey Payne,C,1,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,1,Adrian Ocegueda,C,2,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,8,Joe Mumbach,C,3,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,6,James Jolly Clark,C,4,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,2,Andrew White,C,5,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,9,Lupe Valdez,C,6,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,5,Grady Yarbrough,C,7,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,3,"Cedric Davis, Sr.",C,8,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,42,43,Governor,,1,10,Tom Wakely,C,9,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,43,44,Lieutenant Governor,,1,1,Michael Cooper,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,43,44,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,44,45,Attorney General,,1,1,Justin Nelson,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,45,46,Comptroller of Public Accounts,,1,1,Joi Chevalier,C,1,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,45,46,Comptroller of Public Accounts,,1,2,Tim Mahoney,C,2,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,46,47,Commissioner of the General Land Office,,1,1,Miguel Suazo,C,1,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,46,47,Commissioner of the General Land Office,,1,2,Tex Morgan,C,2,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,47,48,Commissioner of Agriculture,,1,1,Kim Olson,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,48,49,Railroad Commissioner,,1,2,Roman McAllen,C,1,DEM,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,48,49,Railroad Commissioner,,1,1,Chris Spellmon,C,2,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,80,50,"Justice, Supreme Court, Place 2",,1,1,Steven Kirkland,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,50,51,"Justice, Supreme Court, Place 4",,1,1,R.K. Sandill,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,51,52,"Justice, Supreme Court, Place 6",,1,1,Kathy Cheng,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,54,53,"Presiding Judge, Court of Criminal Appeals",,1,1,Maria T. (Terri) Jackson,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,52,54,"Judge, Court of Criminal Appeals, Place 7",,1,1,Ramona Franklin,C,1,DEM,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,DEM,1,5,1,1,0,0,60,60,"District Judge, 259th Judicial District",,1,1,Brooks H. Hagler,C,1,DEM,212,0,2,0,0,0,0,0,137,0,1,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,81,77,Proposition #1 Right to a 21st Century Public Education:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,81,77,Proposition #1 Right to a 21st Century Public Education:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,82,78,Proposition #2 Student Loan Debt:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,82,78,Proposition #2 Student Loan Debt:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,83,79,Proposition #3 Right to Healthcare:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,83,79,Proposition #3 Right to Healthcare:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,84,80,Proposition #4 Right to Economic Security:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,84,80,Proposition #4 Right to Economic Security:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,85,81,Proposition #5 National Jobs Program:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,85,81,Proposition #5 National Jobs Program:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,86,82,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,86,82,"Proposition #6 Right to Clean Air, Safe Water, and a Healthy Environment:",,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,87,83,Proposition #7 Right to Dignity & Respect:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,87,83,Proposition #7 Right to Dignity & Respect:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,88,84,Proposition #8 Right to Housing:,,1,1,Yes,C,1,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,88,84,Proposition #8 Right to Housing:,,1,2,No,C,2,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,89,85,Proposition #9 Right to Vote:,,1,1,Yes,C,1,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,89,85,Proposition #9 Right to Vote:,,1,2,No,C,2,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,90,86,Proposition #10 Right to a Fair Criminal Justice System:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,90,86,Proposition #10 Right to a Fair Criminal Justice System:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,91,87,Proposition #11 Immigrant Rights:,,1,1,Yes,C,1,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,91,87,Proposition #11 Immigrant Rights:,,1,2,No,C,2,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,92,88,Proposition #12 Right to Fair Taxation:,,1,1,Yes,C,1,,212,1,1,0,0,0,0,0,137,1,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,92,88,Proposition #12 Right to Fair Taxation:,,1,2,No,C,2,,212,0,1,0,0,0,0,0,137,0,0,0,75,0,1,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,93,89,Proposition 1,,1,1,YES,C,1,,212,119,36,0,0,0,0,0,137,78,21,0,75,41,15,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,93,89,Proposition 1,,1,2,NO,C,2,,212,55,36,0,0,0,0,0,137,37,21,0,75,18,15,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,94,90,Proposition 2,,1,1,YES,C,1,,212,170,26,0,0,0,0,0,137,111,14,0,75,59,12,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,94,90,Proposition 2,,1,2,NO,C,2,,212,14,26,0,0,0,0,0,137,11,14,0,75,3,12,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,95,91,Proposition 3,,1,1,YES,C,1,,212,156,25,0,0,0,0,0,137,101,15,0,75,55,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,95,91,Proposition 3,,1,2,NO,C,2,,212,29,25,0,0,0,0,0,137,20,15,0,75,9,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,96,92,Proposition 4,,1,1,YES,C,1,,212,169,23,0,0,0,0,0,137,114,12,0,75,55,11,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,96,92,Proposition 4,,1,2,NO,C,2,,212,18,23,0,0,0,0,0,137,10,12,0,75,8,11,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,97,93,Proposition 5,,1,1,YES,C,1,,212,143,22,0,0,0,0,0,137,88,12,0,75,55,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,97,93,Proposition 5,,1,2,NO,C,2,,212,45,22,0,0,0,0,0,137,36,12,0,75,9,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,98,94,Proposition 6,,1,1,YES,C,1,,212,188,18,0,0,0,0,0,137,125,8,0,75,63,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,98,94,Proposition 6,,1,2,NO,C,2,,212,4,18,0,0,0,0,0,137,3,8,0,75,1,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,99,95,Proposition 7,,1,1,YES,C,1,,212,138,22,0,0,0,0,0,137,89,14,0,75,49,8,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,99,95,Proposition 7,,1,2,NO,C,2,,212,50,22,0,0,0,0,0,137,33,14,0,75,17,8,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,100,96,Proposition 8,,1,1,YES,C,1,,212,188,15,0,0,0,0,0,137,124,8,0,75,64,7,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,100,96,Proposition 8,,1,2,NO,C,2,,212,7,15,0,0,0,0,0,137,4,8,0,75,3,7,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,101,97,Proposition 9,,1,1,YES,C,1,,212,174,19,0,0,0,0,0,137,116,12,0,75,58,7,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,101,97,Proposition 9,,1,2,NO,C,2,,212,17,19,0,0,0,0,0,137,8,12,0,75,9,7,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,102,98,Proposition 10,,1,1,YES,C,1,,212,174,26,0,0,0,0,0,137,114,16,0,75,60,10,0
Shackelford County,101,3/6/2018,,1,5,1,1,0,0,102,98,Proposition 10,,1,2,NO,C,2,,212,10,26,0,0,0,0,0,137,6,16,0,75,4,10,0
Shackelford County,202,3/6/2018,,1,5,1,1,0,0,103,99,Proposition 11,,1,1,YES,C,1,,212,168,20,0,0,0,0,0,137,108,13,0,75,60,7,0
Shackelford County,202,3/6/2018,,1,5,1,1,0,0,103,99,Proposition 11,,1,2,NO,C,2,,212,22,20,0,0,0,0,0,137,15,13,0,75,7,7,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,4,4,United States Senator,,1,2,Mary Miller,C,1,REP,261,17,27,0,0,0,0,0,151,7,16,0,110,10,11,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,4,4,United States Senator,,1,3,Ted Cruz,C,2,REP,261,204,27,0,0,0,0,0,151,120,16,0,110,84,11,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,4,4,United States Senator,,1,1,Geraldine Sam,C,3,REP,261,2,27,0,0,0,0,0,151,1,16,0,110,1,11,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,4,4,United States Senator,,1,5,Stefano de Stefano,C,4,REP,261,2,27,0,0,0,0,0,151,2,16,0,110,0,11,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,4,4,United States Senator,,1,4,"Bruce Jacobson, Jr.",C,5,REP,261,8,27,0,0,0,0,0,151,4,16,0,110,4,11,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,5,5,"United States Representative, District No. 19",,1,1,Jodey Arrington,C,1,REP,261,219,41,0,0,0,0,0,151,125,25,0,110,94,16,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,6,6,Governor,,1,4,SECEDE Kilgore,C,1,REP,261,2,17,0,0,0,0,0,151,2,9,0,110,0,8,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,6,6,Governor,,1,5,Barbara Krueger,C,2,REP,261,17,17,0,0,0,0,0,151,11,9,0,110,6,8,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,6,6,Governor,,1,2,Greg Abbott,C,3,REP,261,224,17,0,0,0,0,0,151,128,9,0,110,96,8,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,7,7,Lieutenant Governor,,1,4,Dan Patrick,C,1,REP,261,158,30,0,0,0,0,0,151,88,20,0,110,70,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,7,7,Lieutenant Governor,,1,1,Scott Milder,C,2,REP,261,72,30,0,0,0,0,0,151,42,20,0,110,30,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,8,8,Attorney General,,1,3,Ken Paxton,C,3,REP,261,219,41,0,0,0,0,0,151,129,21,0,110,90,20,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,9,9,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,261,203,57,0,0,0,0,0,151,117,33,0,110,86,24,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,10,10,Commissioner of the General Land Office,,1,3,Rick Range,C,1,REP,261,14,31,0,0,0,0,0,151,9,21,0,110,5,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,10,10,Commissioner of the General Land Office,,1,2,George P. Bush,C,2,REP,261,183,31,0,0,0,0,0,151,104,21,0,110,79,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,10,10,Commissioner of the General Land Office,,1,4,Jerry Patterson,C,3,REP,261,26,31,0,0,0,0,0,151,12,21,0,110,14,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,10,10,Commissioner of the General Land Office,,1,1,Davey Edwards,C,4,REP,261,6,31,0,0,0,0,0,151,4,21,0,110,2,10,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,11,11,Commissioner of Agriculture,,1,3,Jim Hogan,C,1,REP,261,51,47,0,0,0,0,0,151,27,24,0,110,24,23,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,11,11,Commissioner of Agriculture,,1,2,Sid Miller,C,2,REP,261,136,47,0,0,0,0,0,151,82,24,0,110,54,23,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,11,11,Commissioner of Agriculture,,1,4,Trey Blocker,C,3,REP,261,26,47,0,0,0,0,0,151,17,24,0,110,9,23,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,12,12,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,261,182,54,0,0,0,0,0,151,105,33,0,110,77,21,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,12,12,Railroad Commissioner,,1,2,Weston Martinez,C,2,REP,261,24,54,0,0,0,0,0,151,12,33,0,110,12,21,0
Shackelford County,202,3/6/2018,REP,1,5,2,2,0,0,104,13,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,261,194,66,0,0,0,0,0,151,106,44,0,110,88,22,0
