political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,Precinct_number,reg_voters,race_name,candidate_name,Party code,early_votes,election_votes
county,3/6/2018,Rep Primary,4,2,1,2321,United States Senator,"Bruce Jacobson, Jr.",,7,4
county,3/6/2018,Rep Primary,4,2,1,2321,United States Senator,Mary Miller,,13,11
county,3/6/2018,Rep Primary,4,2,1,2321,United States Senator,Stefano de Stefano,,1,2
county,3/6/2018,Rep Primary,4,2,1,2321,United States Senator,Ted Cruz,,187,174
county,3/6/2018,Rep Primary,4,2,1,2321,United States Senator,Geraldine Sam,,6,0
county,3/6/2018,Rep Primary,4,2,1,2321,"United States Representative, District No. 11",Mike Conaway,,174,145
county,3/6/2018,Rep Primary,4,2,1,2321,"United States Representative, District No. 11",Paul Myers,,36,33
county,3/6/2018,Rep Primary,4,2,1,2321,Governor,Greg Abbott,,190,173
county,3/6/2018,Rep Primary,4,2,1,2321,Governor,Barbara Krueger,,18,13
county,3/6/2018,Rep Primary,4,2,1,2321,Governor,SECEDE Kilgore,,3,1
county,3/6/2018,Rep Primary,4,2,1,2321,Lieutenant Governor,Dan Patrick,,152,129
county,3/6/2018,Rep Primary,4,2,1,2321,Lieutenant Governor,Scott Milder,,59,57
county,3/6/2018,Rep Primary,4,2,1,2321,Attorney General,Ken Paxton,,195,168
county,3/6/2018,Rep Primary,4,2,1,2321,Comptroller of Public Accounts,Glenn Hegar,,191,161
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of the General Land Office,Davey Edwards,,21,22
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of the General Land Office,Jerry Patterson,,45,52
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of the General Land Office,Rick Range,,14,10
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of the General Land Office,George P. Bush,,124,96
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of Agriculture,Trey Blocker,,45,31
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of Agriculture,Jim Hogan,,49,43
county,3/6/2018,Rep Primary,4,2,1,2321,Commissioner of Agriculture,Sid Miller,,107,102
county,3/6/2018,Rep Primary,4,2,1,2321,Railroad Commissioner,Weston Martinez,,61,33
county,3/6/2018,Rep Primary,4,2,1,2321,Railroad Commissioner,Christi Craddick,,138,131
county,3/6/2018,Rep Primary,4,2,1,2321,"Justice, Supreme Court, Place 2",Jimmy Blacklock,,179,157
county,3/6/2018,Rep Primary,4,2,1,2321,"Justice, Supreme Court, Place 4",John Devine,,170,157
county,3/6/2018,Rep Primary,4,2,1,2321,"Justice, Supreme Court, Place 6",Jeff Brown,,177,156
county,3/6/2018,Rep Primary,4,2,1,2321,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,,114,91
county,3/6/2018,Rep Primary,4,2,1,2321,"Presiding Judge, Court of Criminal Appeals",David Bridges,,70,72
county,3/6/2018,Rep Primary,4,2,1,2321,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,,174,154
county,3/6/2018,Rep Primary,4,2,1,2321,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,,70,50
county,3/6/2018,Rep Primary,4,2,1,2321,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,,31,44
county,3/6/2018,Rep Primary,4,2,1,2321,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,,78,63
county,3/6/2018,Rep Primary,4,2,1,2321,"State Representative,
District No. 60",Mike Lang,,133,111
county,3/6/2018,Rep Primary,4,2,1,2321,"State Representative,
District No. 60",Jim Largent,,68,62
county,3/6/2018,Rep Primary,4,2,1,2321,"State Representative,
District No. 60",Gregory Risse,,7,5
county,3/6/2018,Rep Primary,4,2,1,2321,"Chief Justice, 11th Court of Appeals District",John Bailey,,179,153
county,3/6/2018,Rep Primary,4,2,1,2321,County Judge,Bobby Don Lovell,,60,43
county,3/6/2018,Rep Primary,4,2,1,2321,County Judge,Nicki Harle,,70,65
county,3/6/2018,Rep Primary,4,2,1,2321,County Judge,Gerry Scott Kniffen,,87,80
county,3/6/2018,Rep Primary,4,2,1,2321,District Clerk,Molly Matties,,87,67
county,3/6/2018,Rep Primary,4,2,1,2321,District Clerk,Sharon Owens,,124,114
county,3/6/2018,Rep Primary,4,2,1,2321,County Clerk,Nicole Darnell Crocker,,185,152
county,3/6/2018,Rep Primary,4,2,1,2321,County Treasurer,Jan Windham,,188,163
county,3/6/2018,Rep Primary,4,2,1,2321,"Justice of the Peace,
Precinct No. 1",Tom Rumfield,,126,113
county,3/6/2018,Rep Primary,4,2,1,2321,"Justice of the Peace,
Precinct No. 1",Renea McGowen Ortiz,,84,62
county,3/6/2018,Rep Primary,4,2,1,2321,County Chairman,Angie Campbell,,182,154
county,3/6/2018,Dem Primary,4,2,1,2321,United States Senator,Beto O'Rourke,,10,11
county,3/6/2018,Dem Primary,4,2,1,2321,United States Senator,Sema Hernandez,,4,2
county,3/6/2018,Dem Primary,4,2,1,2321,United States Senator,Edward Kimbrough,,2,0
county,3/6/2018,Dem Primary,4,2,1,2321,"United States Representative, District No. 11",Jennie Lou Leeder,,14,13
county,3/6/2018,Dem Primary,4,2,1,2321,"United States Representative, District No. 11",Eric Pfalzgraf,,2,0
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Jeffrey Payne,,1,1
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,"Cedric Davis, Sr.",,0,1
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Joe Mumbach,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Tom Wakely,,2,0
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Lupe Valdez,,3,5
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Adrian Ocegueda,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,James Jolly Clark,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Grady Yarbrough,,4,1
county,3/6/2018,Dem Primary,4,2,1,2321,Governor,Andrew White,,6,5
county,3/6/2018,Dem Primary,4,2,1,2321,Lieutenant Governor,Mike Collier,,10,9
county,3/6/2018,Dem Primary,4,2,1,2321,Lieutenant Governor,Michael Cooper,,6,4
county,3/6/2018,Dem Primary,4,2,1,2321,Attorney General,Justin Nelson,,14,13
county,3/6/2018,Dem Primary,4,2,1,2321,Comptroller of Public Accounts,Tim Mahoney,,8,6
county,3/6/2018,Dem Primary,4,2,1,2321,Comptroller of Public Accounts,Joi Chevalier,,8,7
county,3/6/2018,Dem Primary,4,2,1,2321,Commissioner of the General Land Office,Miguel Suazo,,10,8
county,3/6/2018,Dem Primary,4,2,1,2321,Commissioner of the General Land Office,Tex Morgan,,6,5
county,3/6/2018,Dem Primary,4,2,1,2321,Commissioner of Agriculture,Kim Olson,,15,13
county,3/6/2018,Dem Primary,4,2,1,2321,Railroad Commissioner,Roman McAllen,,8,8
county,3/6/2018,Dem Primary,4,2,1,2321,Railroad Commissioner,Chris Spellmon,,8,5
county,3/6/2018,Dem Primary,4,2,1,2321,"Justice, Supreme Court, Place 2",Steven Kirkland,,14,13
county,3/6/2018,Dem Primary,4,2,1,2321,"Justice, Supreme Court, Place 4",R.K. Sandill,,14,13
county,3/6/2018,Dem Primary,4,2,1,2321,"Justice, Supreme Court, Place 6",Kathy Cheng,,15,13
county,3/6/2018,Dem Primary,4,2,1,2321,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,,15,13
county,3/6/2018,Dem Primary,4,2,1,2321,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,,14,13
county,3/6/2018,Dem Primary,4,2,1,2321,County Chairman,Mary Melton,,15,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #1,Yes,,16,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #1,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #2,Yes,,16,11
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #2,No,,0,1
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #3,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #3,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #4,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #4,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #5,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #5,No,,0,1
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #6,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #6,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #7,Yes,,16,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #7,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #8,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #8,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #9,Yes,,16,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #9,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #10,Yes,,15,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #10,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #11,Yes,,16,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #11,No,,0,1
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #12,Yes,,16,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition #12,No,,0,0
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 1,YES,,131,116
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 1,NO,,75,57
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 2,YES,,198,177
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 2,NO,,16,13
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 3,YES,,183,165
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 3,NO,,27,19
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 4,YES,,192,175
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 4,NO,,19,12
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 5,YES,,165,140
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 5,NO,,45,47
county,3/6/2018,Dem Primary,4,2,1,2321,Proposition 6,YES,,210,175
