Political Subdivision,Election Date,Election name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,40,31,Democrat Primary,,1,2,Edward Kimbrough,C,2,DEM,154,2,0,0,0,0,0,0,78,0,0,0,76,2,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,40,31,Democrat Primary,,1,3,Sema Hernandez,C,3,DEM,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,41,32,Democrat Primary,,1,1,Jennie Lou Leeder,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,41,32,Democrat Primary,,1,2,Eric Pfalzgraf,C,2,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,1,Adrian Ocegueda,C,1,DEM,154,2,0,0,0,0,0,0,78,0,0,0,76,2,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,3,"Cedric Davis, Sr.",C,3,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,5,Grady Yarbrough,C,4,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,2,Andrew White,C,5,DEM,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,10,Tom Wakely,C,6,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,9,Lupe Valdez,C,7,DEM,154,2,0,0,0,0,0,0,78,0,0,0,76,2,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,6,James Jolly Clark,C,8,DEM,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,7,Jeffrey Payne,C,9,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,42,33,Democrat Primary,,1,8,Joe Mumbach,C,10,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,43,34,Democrat Primary,,1,1,Michael Cooper,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,43,34,Democrat Primary,,1,2,Mike Collier,C,2,DEM,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,44,35,Democrat Primary,,1,1,Justin Nelson,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,45,36,Democrat Primary,,1,2,Tim Mahoney,C,1,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,45,36,Democrat Primary,,1,1,Joi Chevalier,C,2,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,46,37,Democrat Primary,,1,2,Tex Morgan,C,1,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,46,37,Democrat Primary,,1,1,Miguel Suazo,C,2,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,47,38,Democrat Primary,,1,1,Kim Olson,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,48,39,Democrat Primary,,1,2,Roman McAllen,C,1,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,48,39,Democrat Primary,,1,1,Chris Spellmon,C,2,DEM,154,3,0,0,0,0,0,0,78,0,0,0,76,3,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,80,40,Democrat Primary,,1,1,Steven Kirkland,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,50,41,Democrat Primary,,1,1,R.K. Sandill,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,51,42,Democrat Primary,,1,1,Kathy Cheng,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,54,43,Democrat Primary,,1,1,Maria T. (Terri) Jackson,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,52,44,Democrat Primary,,1,1,Ramona Franklin,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,57,45,Democrat Primary,,1,1,Spencer Bounds,C,1,DEM,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,81,46,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,81,46,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,82,47,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,82,47,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,83,48,Democrat Primary,,1,1,Yes,C,1,,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,83,48,Democrat Primary,,1,2,No,C,2,,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,84,49,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,84,49,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,85,50,Democrat Primary,,1,1,Yes,C,1,,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,85,50,Democrat Primary,,1,2,No,C,2,,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,86,51,Democrat Primary,,1,1,Yes,C,1,,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,86,51,Democrat Primary,,1,2,No,C,2,,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,87,52,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,87,52,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,88,53,Democrat Primary,,1,1,Yes,C,1,,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,88,53,Democrat Primary,,1,2,No,C,2,,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,89,54,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,89,54,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,90,55,Democrat Primary,,1,1,Yes,C,1,,154,6,0,0,0,0,0,0,78,0,0,0,76,6,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,90,55,Democrat Primary,,1,2,No,C,2,,154,0,0,0,0,0,0,0,78,0,0,0,76,0,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,91,56,Democrat Primary,,1,1,Yes,C,1,,154,5,0,0,0,0,0,0,78,0,0,0,76,5,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,91,56,Democrat Primary,,1,2,No,C,2,,154,1,0,0,0,0,0,0,78,0,0,0,76,1,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,92,57,Democrat Primary,,1,1,Yes,C,1,,154,4,0,0,0,0,0,0,78,0,0,0,76,4,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,92,57,Democrat Primary,,1,2,No,C,2,,154,2,0,0,0,0,0,0,78,0,0,0,76,2,0,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,93,58,Republican Primary,,1,1,YES,C,1,,154,91,26,0,0,0,0,0,78,51,16,0,76,40,10,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,93,58,Republican Primary,,1,2,NO,C,2,,154,31,26,0,0,0,0,0,78,11,16,0,76,20,10,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,94,59,Republican Primary,,1,1,YES,C,1,,154,113,22,0,0,0,0,0,78,59,15,0,76,54,7,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,94,59,Republican Primary,,1,2,NO,C,2,,154,13,22,0,0,0,0,0,78,4,15,0,76,9,7,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,95,60,Republican Primary,,1,1,YES,C,1,,154,106,22,0,0,0,0,0,78,51,15,0,76,55,7,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,95,60,Republican Primary,,1,2,NO,C,2,,154,20,22,0,0,0,0,0,78,12,15,0,76,8,7,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,96,61,Republican Primary,,1,1,YES,C,1,,154,115,20,0,0,0,0,0,78,60,14,0,76,55,6,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,96,61,Republican Primary,,1,2,NO,C,2,,154,13,20,0,0,0,0,0,78,4,14,0,76,9,6,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,97,62,Republican Primary,,1,1,YES,C,1,,154,111,19,0,0,0,0,0,78,54,13,0,76,57,6,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,97,62,Republican Primary,,1,2,NO,C,2,,154,18,19,0,0,0,0,0,78,11,13,0,76,7,6,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,98,63,Republican Primary,,1,1,YES,C,1,,154,124,17,0,0,0,0,0,78,62,12,0,76,62,5,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,98,63,Republican Primary,,1,2,NO,C,2,,154,7,17,0,0,0,0,0,78,4,12,0,76,3,5,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,99,64,Republican Primary,,1,1,YES,C,1,,154,102,15,0,0,0,0,0,78,51,12,0,76,51,3,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,99,64,Republican Primary,,1,2,NO,C,2,,154,31,15,0,0,0,0,0,78,15,12,0,76,16,3,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,100,65,Republican Primary,,1,1,YES,C,1,,154,131,14,0,0,0,0,0,78,67,10,0,76,64,4,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,100,65,Republican Primary,,1,2,NO,C,2,,154,3,14,0,0,0,0,0,78,1,10,0,76,2,4,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,101,66,Republican Primary,,1,1,YES,C,1,,154,118,16,0,0,0,0,0,78,59,12,0,76,59,4,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,101,66,Republican Primary,,1,2,NO,C,2,,154,14,16,0,0,0,0,0,78,7,12,0,76,7,4,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,102,67,Republican Primary,,1,1,YES,C,1,,154,122,19,0,0,0,0,0,78,59,14,0,76,63,5,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,102,67,Republican Primary,,1,2,NO,C,2,,154,7,19,0,0,0,0,0,78,5,14,0,76,2,5,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,103,68,Republican Primary,,1,1,YES,C,1,,154,107,20,0,0,0,0,0,78,53,15,0,76,54,5,0
Martin County,3/6/2018,2018 Primaries,1,,1,10,1,1,768,0.2,103,68,Republican Primary,,1,2,NO,C,2,,154,21,20,0,0,0,0,0,78,10,15,0,76,11,5,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,4,4,Republican Primary,,1,5,Stefano de Stefano,C,1,REP,187,5,27,0,0,0,0,0,106,4,20,0,81,1,7,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,4,4,Republican Primary,,1,3,Ted Cruz,C,2,REP,187,134,27,0,0,0,0,0,106,70,20,0,81,64,7,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,4,4,Republican Primary,,1,2,Mary Miller,C,3,REP,187,6,27,0,0,0,0,0,106,3,20,0,81,3,7,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,4,4,Republican Primary,,1,1,Geraldine Sam,C,4,REP,187,1,27,0,0,0,0,0,106,1,20,0,81,0,7,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,4,4,Republican Primary,,1,4,"Bruce Jacobson, Jr.",C,5,REP,187,3,27,0,0,0,0,0,106,2,20,0,81,1,7,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,5,5,Republican Primary,,1,1,Mike Conaway,C,1,REP,187,126,24,0,0,0,0,0,106,67,18,0,81,59,6,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,5,5,Republican Primary,,1,2,Paul Myers,C,2,REP,187,26,24,0,0,0,0,0,106,15,18,0,81,11,6,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,6,6,Republican Primary,,1,4,SECEDE Kilgore,C,1,REP,187,8,27,0,0,0,0,0,106,6,21,0,81,2,6,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,6,6,Republican Primary,,1,2,Greg Abbott,C,2,REP,187,127,27,0,0,0,0,0,106,67,21,0,81,60,6,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,6,6,Republican Primary,,1,5,Barbara Krueger,C,3,REP,187,14,27,0,0,0,0,0,106,6,21,0,81,8,6,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,7,7,Republican Primary,,1,4,Dan Patrick,C,1,REP,187,94,40,0,0,0,0,0,106,52,26,0,81,42,14,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,7,7,Republican Primary,,1,1,Scott Milder,C,2,REP,187,42,40,0,0,0,0,0,106,22,26,0,81,20,14,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,8,8,Republican Primary,,1,3,Ken Paxton,C,3,REP,187,126,50,0,0,0,0,0,106,69,31,0,81,57,19,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,9,9,Republican Primary,,1,1,Glenn Hegar,C,1,REP,187,117,59,0,0,0,0,0,106,63,37,0,81,54,22,0
Martin County,3/6/2018,2018 Primaries,2,,1,12,2,2,733,0.26,10,10,Republican Primary,,1,1,Davey Edwards,C,1,REP,187,16,38,0,0,0,0,0,106,8,27,0,81,8,11,0
