political_subdivision,election_date,election_name,totalprovisionalballots,totalprovisionalballotscounted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,President    D,Hillary Clinton,D,35,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,President    D,Bernie Sanders,D,10,26
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,President    D,"Roque ""Rocky"" De La Fuente",D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,President    D,Martin J. O'Malley,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"U. S. Representative, District 14    D",Michael Cole,D,32,66
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,Railroad Commissioner    D,Lon Burnam,D,2,15
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,Railroad Commissioner    D,Grady Yarbrough,D,25,36
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,Railroad Commissioner    D,Cody Garrett,D,8,35
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,33,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,33,81
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,33,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,33,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,34,80
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,32,76
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,34,76
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,21,56
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,15,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,33,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,35,80
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,"Constable, Precinct 1    D",Darren W. Barnett,D,32,80
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,Democratic Party County Chair,Sue Funkhouser,D,35,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,40,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,0,7
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,32,79
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,4,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,35,79
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,2,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,36,80
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,2,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,31,65
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,8,22
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,34,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,19,2274,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,6,14
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Willie L. Wilson,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Calvis L. Hawes,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Hillary Clinton,D,23,26
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Bernie Sanders,D,7,15
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,"Roque ""Rocky"" De La Fuente",D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,President    D,Martin J. O'Malley,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"U. S. Representative, District 14    D",Michael Cole,D,21,22
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,Railroad Commissioner    D,Lon Burnam,D,8,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,Railroad Commissioner    D,Grady Yarbrough,D,7,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,Railroad Commissioner    D,Cody Garrett,D,9,14
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,23,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,23,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,23,29
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,23,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,25,29
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,25,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,24,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,14,15
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,14,15
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,25,27
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,25,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,"Constable, Precinct 4    D",Lance Willis,D,25,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,Democratic Party County Chair,Sue Funkhouser,D,25,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,25,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,3,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,26,31
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,3,3
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,27,28
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,2,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,23,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,3,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,28,25
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,1,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,20,25
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,20,1512,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,9,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Willie L. Wilson,D,0,2
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Calvis L. Hawes,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Hillary Clinton,D,70,131
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Bernie Sanders,D,17,59
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,"Roque ""Rocky"" De La Fuente",D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,President    D,Martin J. O'Malley,D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"U. S. Representative, District 14    D",Michael Cole,D,70,155
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,Railroad Commissioner    D,Lon Burnam,D,14,36
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,Railroad Commissioner    D,Grady Yarbrough,D,39,76
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,Railroad Commissioner    D,Cody Garrett,D,17,51
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,67,155
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,69,156
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,69,158
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,66,154
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,70,157
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,66,156
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,66,156
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,48,131
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,23,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,67,154
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,69,157
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,"Constable, Precinct 4    D",Lance Willis,D,69,155
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,Democratic Party County Chair,Sue Funkhouser,D,71,154
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,75,165
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,4,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,74,169
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,2,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,75,160
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,4,14
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,73,157
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,6,17
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,69,141
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,10,38
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,68,151
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,21,3550,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,11,25
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Willie L. Wilson,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Star Locke,D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Calvis L. Hawes,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Hillary Clinton,D,46,57
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Bernie Sanders,D,22,29
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,"Roque ""Rocky"" De La Fuente",D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,President    D,Martin J. O'Malley,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"U. S. Representative, District 14    D",Michael Cole,D,53,64
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,Railroad Commissioner    D,Lon Burnam,D,16,10
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,Railroad Commissioner    D,Grady Yarbrough,D,25,31
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,Railroad Commissioner    D,Cody Garrett,D,17,26
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,57,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,54,68
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,56,68
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,55,65
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,55,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,55,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,55,63
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,41,41
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,21,29
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,55,68
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,56,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,"Constable, Precinct 1    D",Darren W. Barnett,D,56,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,Democratic Party County Chair,Sue Funkhouser,D,59,70
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,56,75
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,9,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,61,74
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,1,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,61,77
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,3,8
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,55,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,8,9
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,54,72
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,10,12
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,55,77
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,22,3622,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,10,5
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Willie L. Wilson,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Star Locke,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Calvis L. Hawes,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Hillary Clinton,D,73,53
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Bernie Sanders,D,22,36
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,"Roque ""Rocky"" De La Fuente",D,1,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,President    D,Martin J. O'Malley,D,1,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"U. S. Representative, District 14    D",Michael Cole,D,76,71
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,Railroad Commissioner    D,Lon Burnam,D,15,12
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,Railroad Commissioner    D,Grady Yarbrough,D,40,34
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,Railroad Commissioner    D,Cody Garrett,D,26,30
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, Supreme Court, Place 3    D",Mike Westergren,D,78,71
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, Supreme Court, Place 5    D",Dori Contreras Garza,D,77,70
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, Supreme Court, Place 9    D",Savannah Robinson,D,77,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Judge, Court of Criminal Appeals Place 2    D","Lawrence ""Larry"" Meyers",D,78,70
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Judge, Court of Criminal Appeals Place 5    D",Betsy Johnson,D,76,68
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Judge, Court of Criminal Appeals Place 6    D",Robert Burns,D,77,68
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Chief Justice, 1st Court of Appeals     D",Jim Peacock,D,77,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, 14th Court of Appeals District, Place 2    D",Candance White,D,57,49
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, 14th Court of Appeals District, Place 2    D",Jim Sharp,D,28,26
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, 14th Court of Appeals District, Place 9    D",Peter M. Kelly,D,76,67
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Justice, 1st Court of Appeals District, Place 4    D",Barbara Gardner,D,76,71
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,"Constable, Precinct 1    D",Darren W. Barnett,D,73,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,Democratic Party County Chair,Sue Funkhouser,D,76,72
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,Yes,D,79,76
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 1 ON ECONOMIC SECURITY & PROSPERITY    D,No,D,4,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,Yes,D,84,77
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM    D,No,D,2,6
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 3 ON CLIMATE    D,Yes,D,84,74
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 3 ON CLIMATE    D,No,D,3,9
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,Yes,D,74,78
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 4 ON THE VOTING RIGHTS ACT    D,No,D,8,4
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,Yes,D,77,69
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 5 ON CAMPUS CARRY    D,No,D,11,14
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,Yes,D,81,76
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,23,4558,REFERENDA ITEM # 6 ON COMPREHENSIVE IMMIGRATION REFORM    D,No,D,7,7
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Willie L. Wilson,D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Keith Judd,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Star Locke,D,0,0
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Calvis L. Hawes,D,0,1
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Hillary Clinton,D,54,72
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,Bernie Sanders,D,14,42
BRAZORIA COUNTY,3/1/2016,2016 Democratic Primary Election,,,24,4214,President    D,"Roque ""Rocky"" De La Fuente",D,0,1
