political_subdivision,election_date,election_name,totalprovisionalballots,totalprovisionalballotscounted,precinct_number,reg_voters,race_name,candidate_name,party_code,early_votes,election_votes
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Judge, Court of Criminal Appeals Place 5    R",Steve Smith,R,61,79
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Judge, Court of Criminal Appeals Place 6    R",Richard Davis,R,203,226
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Judge, Court of Criminal Appeals Place 6    R",Michael E. Keasler,R,112,104
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"State Senator, District 11    R",Larry Taylor,R,299,315
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"State Representative, District 25    R",Dennis Bonnen,R,342,356
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Chief Justice, 1st Court of Appeals    R",Sherry Radack,R,292,313
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 2    R",Bud Wiesedeppe,R,163,125
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 2    R",Kevin Jewell,R,123,182
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Justice, 14th Court of Appeals District, Place 9    R",Tracy Elizabeth Christopher,R,277,310
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Justice, 1st Court of Appeals District, Place 4    R",Evelyn Keyes,R,276,307
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"District Judge, 23rd Judicial District    R",Ben Hardin,R,296,320
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Sheriff    R,Charles Wagner,R,318,347
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,County Tax Assessor-Collector    R,Ro’Vin Garrett,R,331,356
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"County Commissioner, Precinct 1    R",Donald “Dude” Payne,R,334,346
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Justice of the Peace, Precinct 1 Place 1    R",Jack Brown,R,314,325
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Constable, Precinct 1    R",Harold Vandergrifft,R,97,123
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,"Constable, Precinct 1    R",David Thacker,R,259,240
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Republican Party County Chair,Yvonne Dewey,R,299,319
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 1    R,Yes,R,282,273
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 1    R,No,R,87,112
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 2    R,Yes,R,197,219
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 2    R,No,R,163,173
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 3    R,Yes,R,290,303
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 3    R,No,R,63,79
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 4    R,Yes,R,344,350
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,1,4198,Proposition 4    R,No,R,13,27
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Lindsey Graham,R,1,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Carly Fiorina,R,2,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Rand Paul,R,3,3
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Ben Carson,R,18,19
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Mike Huckabee,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,John R. Kasich,R,9,6
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Marco Rubio,R,61,47
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Chris Christie,R,1,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Jeb Bush,R,5,3
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Elizabeth Gray,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Rick Santorum,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Ted Cruz,R,257,262
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Donald J. Trump,R,160,129
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,President   R,Uncommitted,R,10,2
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"U. S. Representative, District 14   R",Keith Casey,R,87,88
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"U. S. Representative, District 14   R",Randy Weber,R,408,304
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Ron Hale,R,79,79
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Weston Martinez,R,21,20
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Wayne Christian,R,73,53
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Lance N. Christian,R,33,28
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Gary Gates,R,180,101
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,Doug Jeffrey,R,30,29
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Railroad Commissioner    R,John Greytok,R,15,21
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 3    R",Michael Massengale,R,235,206
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 3    R",Debra Lehrmann,R,214,159
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 5    R",Paul Green,R,263,216
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 5    R",Rick Green,R,174,127
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 9   R",Eva Guzman,R,293,201
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, Supreme Court, Place 9   R",Joe Pool,R,149,157
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 2    R",Ray Wheless,R,168,128
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 2    R",Chris Oldner,R,101,88
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 2    R",Mary Lou Keel,R,145,107
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 5    R",Scott Walker,R,192,172
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 5    R",Brent Webster,R,125,79
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 5    R",Sid Harle,R,47,21
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 5    R",Steve Smith,R,55,56
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 6    R",Richard Davis,R,211,180
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Judge, Court of Criminal Appeals Place 6    R",Michael E. Keasler,R,206,140
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"State Representative, District 25    R",Dennis Bonnen,R,462,357
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Chief Justice, 1st Court of Appeals    R",Sherry Radack,R,408,316
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 2    R",Bud Wiesedeppe,R,178,145
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 2    R",Kevin Jewell,R,221,167
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, 14th Court of Appeals District, Place 9    R",Tracy Elizabeth Christopher,R,379,285
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice, 1st Court of Appeals District, Place 4    R",Evelyn Keyes,R,389,299
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"District Judge, 23rd Judicial District    R",Ben Hardin,R,401,308
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Sheriff    R,Charles Wagner,R,436,343
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,County Tax Assessor-Collector    R,Ro’Vin Garrett,R,443,346
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice of the Peace, Precinct 4 Place 1    R",Sharon Fox,R,289,260
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Justice of the Peace, Precinct 4 Place 1    R",Janis Varner Phillips,R,214,164
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Constable, Precinct 4    R",James Brawner,R,322,263
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,"Constable, Precinct 4    R",Pete Gamboa,R,171,158
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Republican Party County Chair,Yvonne Dewey,R,409,310
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 1    R,Yes,R,355,305
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 1    R,No,R,128,109
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 2    R,Yes,R,289,247
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 2    R,No,R,202,175
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 3    R,Yes,R,384,324
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 3    R,No,R,101,89
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 4    R,Yes,R,459,386
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,2,3809,Proposition 4    R,No,R,25,25
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Lindsey Graham,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Carly Fiorina,R,0,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Rand Paul,R,3,3
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Ben Carson,R,13,22
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Mike Huckabee,R,1,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,John R. Kasich,R,13,14
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Marco Rubio,R,64,57
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Chris Christie,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Jeb Bush,R,14,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Elizabeth Gray,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Rick Santorum,R,4,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Ted Cruz,R,310,274
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Donald J. Trump,R,129,98
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,President   R,Uncommitted,R,9,6
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"U. S. Representative, District 22    R",Pete Olson,R,453,384
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Ron Hale,R,78,82
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Weston Martinez,R,21,30
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Wayne Christian,R,63,51
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Lance N. Christian,R,23,39
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Gary Gates,R,199,109
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,Doug Jeffrey,R,33,35
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Railroad Commissioner    R,John Greytok,R,25,20
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 3    R",Michael Massengale,R,201,203
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 3    R",Debra Lehrmann,R,270,189
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 5    R",Paul Green,R,243,238
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 5    R",Rick Green,R,214,134
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 9   R",Eva Guzman,R,302,222
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, Supreme Court, Place 9   R",Joe Pool,R,164,155
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 2    R",Ray Wheless,R,208,131
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 2    R",Chris Oldner,R,106,95
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 2    R",Mary Lou Keel,R,126,131
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 5    R",Scott Walker,R,162,186
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 5    R",Brent Webster,R,161,84
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 5    R",Sid Harle,R,43,23
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 5    R",Steve Smith,R,74,67
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 6    R",Richard Davis,R,186,188
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Judge, Court of Criminal Appeals Place 6    R",Michael E. Keasler,R,246,162
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"State Senator, District 11    R",Larry Taylor,R,438,355
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"State Representative, District 29   R",Ed Thompson,R,450,362
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Chief Justice, 1st Court of Appeals    R",Sherry Radack,R,431,347
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 2    R",Bud Wiesedeppe,R,212,162
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 2    R",Kevin Jewell,R,212,174
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, 14th Court of Appeals District, Place 9    R",Tracy Elizabeth Christopher,R,411,338
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice, 1st Court of Appeals District, Place 4    R",Evelyn Keyes,R,410,338
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"District Judge, 23rd Judicial District    R",Ben Hardin,R,410,332
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Sheriff    R,Charles Wagner,R,445,354
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,County Tax Assessor-Collector    R,Ro’Vin Garrett,R,460,378
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"County Commissioner, Precinct 3    R",Stacy Adams,R,434,349
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Justice of the Peace, Precinct 3, Place 1    R",Mike Merkel,R,478,377
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Constable, Precinct 3    R",C. B. Buck Stevens,R,420,332
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Commissioner, Conservation & Reclamation District No. 3, Place 2",Ricky Kubeczka,R,200,157
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,"Commissioner, Conservation & Reclamation District No. 3, Place 2",Alfred Froberg,R,336,288
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Republican Party County Chair,Yvonne Dewey,R,419,345
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 1    R,Yes,R,363,319
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 1    R,No,R,154,115
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 2    R,Yes,R,333,275
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 2    R,No,R,197,169
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 3    R,Yes,R,430,355
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 3    R,No,R,88,76
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 4    R,Yes,R,498,421
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,3,4401,Proposition 4    R,No,R,34,13
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Lindsey Graham,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Carly Fiorina,R,2,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Rand Paul,R,5,3
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Ben Carson,R,13,13
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Mike Huckabee,R,1,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,John R. Kasich,R,7,5
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Marco Rubio,R,46,31
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Chris Christie,R,1,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Jeb Bush,R,8,2
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Elizabeth Gray,R,0,1
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Rick Santorum,R,0,0
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Ted Cruz,R,244,200
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Donald J. Trump,R,185,113
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,President   R,Uncommitted,R,17,4
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"U. S. Representative, District 14   R",Keith Casey,R,95,91
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"U. S. Representative, District 14   R",Randy Weber,R,383,232
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Ron Hale,R,96,67
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Weston Martinez,R,27,20
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Wayne Christian,R,71,35
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Lance N. Christian,R,41,21
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Gary Gates,R,159,92
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,Doug Jeffrey,R,32,30
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,Railroad Commissioner    R,John Greytok,R,18,13
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"Justice, Supreme Court, Place 3    R",Michael Massengale,R,235,175
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"Justice, Supreme Court, Place 3    R",Debra Lehrmann,R,216,126
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"Justice, Supreme Court, Place 5    R",Paul Green,R,286,196
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"Justice, Supreme Court, Place 5    R",Rick Green,R,158,97
BRAZORIA COUNTY,3/1/2016,2016 Republican Primary Election,,,4,3073,"Justice, Supreme Court, Place 9   R",Eva Guzman,R,247,166
