political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,2,Calvis L. Hawes,C,1,,1092,1,1,0,0,0,0,0,441,0,1,0,651,1,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,4,Keith Judd,C,2,,1092,1,1,0,0,0,0,0,441,0,1,0,651,1,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,6,"Roque ""Rocky"" De La Fuente",C,3,,1092,2,1,0,0,0,0,0,441,0,1,0,651,2,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,5,Martin J. O'Malley,C,4,,1092,0,1,0,0,0,0,0,441,0,1,0,651,0,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,3,Hillary Clinton,C,5,,1092,205,1,0,0,0,0,0,441,50,1,0,651,155,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,8,Star Locke,C,6,,1092,1,1,0,0,0,0,0,441,0,1,0,651,1,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,7,Willie L. Wilson,C,7,,1092,0,1,0,0,0,0,0,441,0,1,0,651,0,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,34,33,President,DEMOCRATIC PARTY,1,1,Bernie Sanders,C,8,,1092,105,1,0,0,0,0,0,441,29,1,0,651,76,0,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,35,34,"United States Representative, District 25",DEMOCRATIC PARTY,1,1,Kathi Thomas,C,1,,1092,269,47,0,0,0,0,0,441,71,9,0,651,198,38,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,2,Cody Garrett,C,1,,1092,102,56,0,0,0,0,0,441,25,11,0,651,77,45,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,1,Grady Yarbrough,C,2,,1092,113,56,0,0,0,0,0,441,32,11,0,651,81,45,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,3,Lon Burnam,C,3,,1092,45,56,0,0,0,0,0,441,12,11,0,651,33,45,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,37,36,"Justice, Supreme Court, Place 3",DEMOCRATIC PARTY,1,1,Mike Westergren,C,1,,1092,251,65,0,0,0,0,0,441,69,11,0,651,182,54,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,38,37,"Justice, Supreme Court, Place 5",DEMOCRATIC PARTY,1,1,Dori Contreras Garza,C,1,,1092,255,61,0,0,0,0,0,441,70,10,0,651,185,51,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,39,38,"Justice, Supreme Court, Place 9",DEMOCRATIC PARTY,1,1,Savannah Robinson,C,1,,1092,256,60,0,0,0,0,0,441,70,10,0,651,186,50,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,68,39,"Judge, Court of Criminal Appeals, Place 2",DEMOCRATIC PARTY,1,1,"Lawrence ""Larry"" Meyers",C,1,,1092,251,65,0,0,0,0,0,441,70,10,0,651,181,55,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,69,40,"Judge, Court of Criminal Appeals, Place 5",DEMOCRATIC PARTY,1,1,Betsy Johnson,C,1,,1092,255,61,0,0,0,0,0,441,70,10,0,651,185,51,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,67,41,"Judge, Court of Criminal Appeals, Place 6",DEMOCRATIC PARTY,1,1,Robert Burns,C,1,,1092,248,68,0,0,0,0,0,441,70,10,0,651,178,58,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,41,42,"State Senator, District 24",DEMOCRATIC PARTY,1,1,"Virginia ""Jennie Lou"" Leeder",C,1,,1092,251,65,0,0,0,0,0,441,70,10,0,651,181,55,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,56,43,County Chairman,DEMOCRATIC PARTY,1,1,Gene Whittle,C,1,,1092,248,68,0,0,0,0,0,441,70,10,0,651,178,58,0
Coryell County Democratic Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,57,44,REFERENDA ITEM #1,DEMOCRATIC PARTY,1,1,For,C,1,,1092,291,12,0,0,0,0,0,441,77,1,0,651,214,11,0
