political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,2,3,Straight Party,,1,1,Republican Party,C,1,REP,198,106,82,0,0,0,0,0,124,62,56,0,74,44,26,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,2,3,Straight Party,,1,2,Democratic Party,C,2,DEM,198,10,82,0,0,0,0,0,124,6,56,0,74,4,26,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,2,3,Straight Party,,1,3,Libertarian Party,C,3,LIB,198,0,82,0,0,0,0,0,124,0,56,0,74,0,26,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,2,3,Straight Party,,1,4,Green Party,C,4,GRN,198,0,82,0,0,0,0,0,124,0,56,0,74,0,26,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,1,Donald J. Trump / Mike Pence,C,1,REP,198,169,2,0,0,0,0,0,124,103,1,0,74,66,1,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,2,Hillary Clinton / Tim Kaine,C,2,DEM,198,25,2,0,0,0,0,0,124,20,1,0,74,5,1,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,3,Gary Johnson / William Weld,C,3,LIB,198,1,2,0,0,0,0,0,124,0,1,0,74,1,1,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,4,Jill Stein / Ajamu Baraka,C,4,GRN,198,1,2,0,0,0,0,0,124,0,1,0,74,1,1,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,6,Darrell L. Castle/Scott N. Bradley,W,5,,198,0,2,0,0,0,0,0,124,0,1,0,74,0,1,0
Irion County,11/8/2016,2016 General Election,100,,1,5,1,1,324,0.61,3,4,President and Vice President,,1,7,Scott Cubbler/Michaelo Rodriguez,W,6,,198,0,2,0,0,0,0,0,124,0,1,0,74,0,1,0
