Political_Subdivision,Precinct_name,Election_Date,Election_Name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,Total Provisional Ballots,Total Provisional Ballots Counted,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,3,3,President,,1,13,Ted Cruz,C,13,REP,2,0,166,58,3,0,0,0,0,0,23,8,0,0,143,50,3,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,3,3,President,,1,14,Uncommitted,C,14,REP,2,0,166,0,3,0,0,0,0,0,23,0,0,0,143,0,3,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,1,DeRenda Warren,C,1,REP,2,0,166,2,27,0,0,0,0,0,23,0,7,0,143,2,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,2,Don Parrish,C,2,REP,2,0,166,7,27,0,0,0,0,0,23,1,7,0,143,6,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,3,Donald R. May,C,3,REP,2,0,166,12,27,0,0,0,0,0,23,3,7,0,143,9,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,4,Glen Robertson,C,4,REP,2,0,166,22,27,0,0,0,0,0,23,5,7,0,143,17,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,5,Greg Garrett,C,5,REP,2,0,166,12,27,0,0,0,0,0,23,2,7,0,143,10,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,6,Jason Corley,C,6,REP,2,0,166,0,27,0,0,0,0,0,23,0,7,0,143,0,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,7,Jodey Arrington,C,7,REP,2,0,166,32,27,0,0,0,0,0,23,4,7,0,143,28,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,8,John C. Key,C,8,REP,2,0,166,2,27,0,0,0,0,0,23,0,7,0,143,2,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,4,4,"United States Representative, District 19",,1,9,Michael Bob Starr,C,9,REP,2,0,166,7,27,0,0,0,0,0,23,0,7,0,143,7,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,1,Doug Jeffrey,C,1,REP,2,0,166,7,43,0,0,0,0,0,23,1,10,0,143,6,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,2,Gary Gates,C,2,REP,2,0,166,18,43,0,0,0,0,0,23,4,10,0,143,14,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,3,John Greytok,C,3,REP,2,0,166,6,43,0,0,0,0,0,23,0,10,0,143,6,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,4,Lance N. Christian,C,4,REP,2,0,166,8,43,0,0,0,0,0,23,1,10,0,143,7,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,5,Ron Hale,C,5,REP,2,0,166,19,43,0,0,0,0,0,23,0,10,0,143,19,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,6,Wayne Christian,C,6,REP,2,0,166,10,43,0,0,0,0,0,23,3,10,0,143,7,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,5,5,Railroad Commissioner,,1,7,Weston Martinez,C,7,REP,2,0,166,12,43,0,0,0,0,0,23,3,10,0,143,9,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,6,6,"Justice, Supreme Court, Place 3",,1,1,Debra Lehrmann,C,1,REP,2,0,166,43,42,0,0,0,0,0,23,5,11,0,143,38,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,6,6,"Justice, Supreme Court, Place 3",,1,2,Michael Massengale,C,2,REP,2,0,166,38,42,0,0,0,0,0,23,6,11,0,143,32,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,7,7,"Justice, Supreme Court, Place 5",,1,1,Paul Green,C,1,REP,2,0,166,49,44,0,0,0,0,0,23,6,13,0,143,43,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,7,7,"Justice, Supreme Court, Place 5",,1,2,Rick Green,C,2,REP,2,0,166,30,44,0,0,0,0,0,23,3,13,0,143,27,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,8,8,"Justice, Supreme Court, Place 9",,1,1,Eva Guzman,C,1,REP,2,0,166,40,41,0,0,0,0,0,23,8,10,0,143,32,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,8,8,"Justice, Supreme Court, Place 9",,1,2,Joe Pool,C,2,REP,2,0,166,42,41,0,0,0,0,0,23,4,10,0,143,38,31,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,9,9,"Judge, Court of Criminal Appeals, Place 2",,1,1,Chris Oldner,C,1,REP,2,0,166,26,44,0,0,0,0,0,23,0,12,0,143,26,32,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,9,9,"Judge, Court of Criminal Appeals, Place 2",,1,2,Mary Lou Keel,C,2,REP,2,0,166,35,44,0,0,0,0,0,23,5,12,0,143,30,32,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,9,9,"Judge, Court of Criminal Appeals, Place 2",,1,3,Ray Wheless,C,3,REP,2,0,166,18,44,0,0,0,0,0,23,5,12,0,143,13,32,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,10,10,"Judge, Court of Criminal Appeals, Place 5",,1,1,Brent Webster,C,1,REP,2,0,166,12,47,0,0,0,0,0,23,1,13,0,143,11,34,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,10,10,"Judge, Court of Criminal Appeals, Place 5",,1,2,Scott Walker,C,2,REP,2,0,166,29,47,0,0,0,0,0,23,4,13,0,143,25,34,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,10,10,"Judge, Court of Criminal Appeals, Place 5",,1,3,Sid Harle,C,3,REP,2,0,166,10,47,0,0,0,0,0,23,3,13,0,143,7,34,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,10,10,"Judge, Court of Criminal Appeals, Place 5",,1,4,Steve Smith,C,4,REP,2,0,166,25,47,0,0,0,0,0,23,1,13,0,143,24,34,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,11,11,"Judge, Court of Criminal Appeals, Place 6",,1,1,Michael E. Keasler,C,1,REP,2,0,166,40,47,0,0,0,0,0,23,8,12,0,143,32,35,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,11,11,"Judge, Court of Criminal Appeals, Place 6",,1,2,Richard Davis,C,2,REP,2,0,166,36,47,0,0,0,0,0,23,2,12,0,143,34,35,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,12,12,"Member, State Board of Education, District 15",,1,1,Marty Rowley,C,1,REP,2,0,166,68,55,0,0,0,0,0,23,6,16,0,143,62,39,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,13,13,"State Representative, District 88",,1,1,Ken King,C,1,REP,2,0,166,74,49,0,0,0,0,0,23,7,15,0,143,67,34,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,14,14,"Justice, 7th Court of Appeals District, Place 4",,1,1,Jim Campbell,C,1,REP,2,0,166,72,51,0,0,0,0,0,23,7,15,0,143,65,36,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,15,15,County Attorney,,1,1,Shalyn Hamlin,C,1,REP,2,0,166,88,35,0,0,0,0,0,23,15,7,0,143,73,28,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,16,16,Sheriff,,1,1,Sal Rivera,C,1,REP,2,0,166,96,27,0,0,0,0,0,23,15,7,0,143,81,20,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,17,17,County Tax Assessor-Collector,,1,1,Sheryl Brown,C,1,REP,2,0,166,11,7,0,0,0,0,0,23,5,0,0,143,6,7,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,17,17,County Tax Assessor-Collector,,1,2,Pamala Rickert,C,2,REP,2,0,166,62,7,0,0,0,0,0,23,12,0,0,143,50,7,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,17,17,County Tax Assessor-Collector,,1,3,Elaine Kern,C,3,REP,2,0,166,31,7,0,0,0,0,0,23,3,0,0,143,28,7,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,17,17,County Tax Assessor-Collector,,1,4,Candi E. Rodriguez,C,4,REP,2,0,166,12,7,0,0,0,0,0,23,2,0,0,143,10,7,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,18,18,"County Treasurer, Unexpired Term",,1,1,Elaine Davis Flynt,C,1,REP,2,0,166,81,42,0,0,0,0,0,23,13,9,0,143,68,33,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,19,19,"County Commissioner, Precinct 1",,1,1,Rod Hales,C,1,REP,2,0,166,43,26,0,0,0,0,0,23,9,3,0,143,34,23,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,19,19,"County Commissioner, Precinct 1",,1,2,Justin Bradley,C,2,REP,2,0,166,54,26,0,0,0,0,0,23,10,3,0,143,44,23,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,20,21,Constable,,1,1,John W. Kropp,C,1,REP,2,0,166,85,38,0,0,0,0,0,23,14,8,0,143,71,30,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,23,23,1,,1,1,YES,C,1,REP,2,0,166,57,29,0,0,0,0,0,23,11,6,0,143,46,23,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,23,23,1,,1,2,NO,C,2,REP,2,0,166,37,29,0,0,0,0,0,23,5,6,0,143,32,23,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,24,24,2,,1,1,YES,C,1,REP,2,0,166,56,27,0,0,0,0,0,23,10,5,0,143,46,22,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,24,24,2,,1,2,NO,C,2,REP,2,0,166,40,27,0,0,0,0,0,23,7,5,0,143,33,22,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,25,25,3,,1,1,YES,C,1,REP,2,0,166,75,29,0,0,0,0,0,23,14,7,0,143,61,22,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,25,25,3,,1,2,NO,C,2,REP,2,0,166,19,29,0,0,0,0,0,23,1,7,0,143,18,22,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,26,26,4,,1,1,YES,C,1,REP,2,0,166,81,32,0,0,0,0,0,23,14,7,0,143,67,25,0
Castro County,101,3/1/2016,Republican Primary,1,5,1,1,754,0.22,26,26,4,,1,2,NO,C,2,REP,2,0,166,10,32,0,0,0,0,0,23,1,7,0,143,9,25,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,1,Hillary Clinton,C,1,DEM,1,0,166,30,1,0,0,0,0,0,23,1,0,0,143,29,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,2,"Roque ""Rocky"" De La Fuente",C,2,DEM,1,0,166,1,1,0,0,0,0,0,23,0,0,0,143,1,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,3,Star Locke,C,3,DEM,1,0,166,0,1,0,0,0,0,0,23,0,0,0,143,0,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,4,Keith Judd,C,4,DEM,1,0,166,0,1,0,0,0,0,0,23,0,0,0,143,0,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,5,Willie L. Wilson,C,5,DEM,1,0,166,0,1,0,0,0,0,0,23,0,0,0,143,0,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,6,Calvis L. Hawes,C,6,DEM,1,0,166,0,1,0,0,0,0,0,23,0,0,0,143,0,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,7,Martin J. O'Malley,C,7,DEM,1,0,166,0,1,0,0,0,0,0,23,0,0,0,143,0,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,28,28,President,,1,8,Bernie Sanders,C,8,DEM,1,0,166,11,1,0,0,0,0,0,23,0,0,0,143,11,1,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,29,29,Railroad Commissioner,,1,1,Grady Yarbrough,C,1,DEM,1,0,166,18,9,0,0,0,0,0,23,0,0,0,143,18,9,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,29,29,Railroad Commissioner,,1,2,Cody Garrett,C,2,DEM,1,0,166,10,9,0,0,0,0,0,23,1,0,0,143,9,9,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,29,29,Railroad Commissioner,,1,3,Lon Burnam,C,3,DEM,1,0,166,6,9,0,0,0,0,0,23,0,0,0,143,6,9,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,30,30,"Justice, Supreme Court, Place 3",,1,1,Mike Westergren,C,1,DEM,1,0,166,32,11,0,0,0,0,0,23,1,0,0,143,31,11,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,31,31,"Justice, Supreme Court, Place 5",,1,1,Dori Contreras Garza,C,1,DEM,1,0,166,31,12,0,0,0,0,0,23,1,0,0,143,30,12,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,32,32,"Justice, Supreme Court, Place 9",,1,1,Savannah Robinson,C,1,DEM,1,0,166,28,15,0,0,0,0,0,23,1,0,0,143,27,15,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,33,33,"Judge, Court of Criminal Appeals, Place 2",,1,1,"Lawrence ""Larry"" Meyers",C,1,DEM,1,0,166,28,15,0,0,0,0,0,23,1,0,0,143,27,15,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,34,34,"Judge, Court of Criminal Appeals, Place 5",,1,1,Betsy Johnson,C,1,DEM,1,0,166,28,15,0,0,0,0,0,23,1,0,0,143,27,15,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,35,35,"Judge, Court of Criminal Appeals, Place 6",,1,1,Robert Burns,C,1,DEM,1,0,166,28,15,0,0,0,0,0,23,1,0,0,143,27,15,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,36,36,"County Commissioner, Precinct 1",,1,1,Paul Ramirez,C,1,DEM,1,0,166,32,11,0,0,0,0,0,23,1,0,0,143,31,11,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,38,38,REFERENDA ITEM #1: ON ECONOMIC SECURITY & PROSPERITY,,1,1,YES,C,1,DEM,1,0,166,25,10,0,0,0,0,0,23,1,0,0,143,24,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,38,38,REFERENDA ITEM #1: ON ECONOMIC SECURITY & PROSPERITY,,1,2,NO,C,2,DEM,1,0,166,8,10,0,0,0,0,0,23,0,0,0,143,8,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,39,39,REFERENDA ITEM #2 ON A FAIR CRIMINAL JUSTICE SYSTEM,,1,1,YES,C,1,DEM,1,0,166,32,10,0,0,0,0,0,23,1,0,0,143,31,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,39,39,REFERENDA ITEM #2 ON A FAIR CRIMINAL JUSTICE SYSTEM,,1,2,NO,C,2,DEM,1,0,166,1,10,0,0,0,0,0,23,0,0,0,143,1,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,40,40,REFERENDA ITEM #3 ON CLIMATE,,1,1,YES,C,1,DEM,1,0,166,23,10,0,0,0,0,0,23,1,0,0,143,22,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,40,40,REFERENDA ITEM #3 ON CLIMATE,,1,2,NO,C,2,DEM,1,0,166,10,10,0,0,0,0,0,23,0,0,0,143,10,10,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,41,41,REFERENDA ITEM #4 ON THE VOTING RIGHTS ACT,,1,1,YES,C,1,DEM,1,0,166,30,11,0,0,0,0,0,23,1,0,0,143,29,11,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,41,41,REFERENDA ITEM #4 ON THE VOTING RIGHTS ACT,,1,2,NO,C,2,DEM,1,0,166,2,11,0,0,0,0,0,23,0,0,0,143,2,11,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,42,42,REFERENDA ITEM #5 ON CAMPUS CARRY,,1,1,YES,C,1,DEM,1,0,166,21,6,0,0,0,0,0,23,1,0,0,143,20,6,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,42,42,REFERENDA ITEM #5 ON CAMPUS CARRY,,1,2,NO,C,2,DEM,1,0,166,16,6,0,0,0,0,0,23,0,0,0,143,16,6,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,43,43,REFERENDA ITEM #6 ON COMPREHENSIVE IMMIGRATION REFORM,,1,1,YES,C,1,DEM,1,0,166,30,9,0,0,0,0,0,23,1,0,0,143,29,9,0
Castro County,101,3/1/2016,Democratic Primary,1,5,1,1,754,0.22,43,43,REFERENDA ITEM #6 ON COMPREHENSIVE IMMIGRATION REFORM,,1,2,NO,C,2,DEM,1,0,166,4,9,0,0,0,0,0,23,0,0,0,143,4,9,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,1,Ben Carson,C,1,REP,2,0,22,2,0,0,0,0,0,0,14,1,0,0,8,1,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,2,Carly Fiorina,C,2,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,3,Chris Christie,C,3,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,4,Donald J. Trump,C,4,REP,2,0,22,9,0,0,0,0,0,0,14,6,0,0,8,3,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,5,Elizabeth Gray,C,5,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,6,Jeb Bush,C,6,REP,2,0,22,1,0,0,0,0,0,0,14,1,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,7,John R. Kasich,C,7,REP,2,0,22,1,0,0,0,0,0,0,14,1,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,8,Lindsey Graham,C,8,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,9,Marco Rubio,C,9,REP,2,0,22,1,0,0,0,0,0,0,14,1,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,10,Mike Huckabee,C,10,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,11,Rand Paul,C,11,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,12,Rick Santorum,C,12,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,13,Ted Cruz,C,13,REP,2,0,22,5,0,0,0,0,0,0,14,2,0,0,8,3,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,3,3,President,,1,14,Uncommitted,C,14,REP,2,0,22,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,1,DeRenda Warren,C,1,REP,2,0,22,0,4,0,0,0,0,0,14,0,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,2,Don Parrish,C,2,REP,2,0,22,1,4,0,0,0,0,0,14,1,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,3,Donald R. May,C,3,REP,2,0,22,0,4,0,0,0,0,0,14,0,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,4,Glen Robertson,C,4,REP,2,0,22,1,4,0,0,0,0,0,14,1,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,5,Greg Garrett,C,5,REP,2,0,22,1,4,0,0,0,0,0,14,0,3,0,8,1,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,6,Jason Corley,C,6,REP,2,0,22,0,4,0,0,0,0,0,14,0,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,7,Jodey Arrington,C,7,REP,2,0,22,10,4,0,0,0,0,0,14,6,3,0,8,4,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,8,John C. Key,C,8,REP,2,0,22,1,4,0,0,0,0,0,14,0,3,0,8,1,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,4,4,"United States Representative, District 19",,1,9,Michael Bob Starr,C,9,REP,2,0,22,1,4,0,0,0,0,0,14,1,3,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,1,Doug Jeffrey,C,1,REP,2,0,22,3,5,0,0,0,0,0,14,1,4,0,8,2,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,2,Gary Gates,C,2,REP,2,0,22,5,5,0,0,0,0,0,14,2,4,0,8,3,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,3,John Greytok,C,3,REP,2,0,22,0,5,0,0,0,0,0,14,0,4,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,4,Lance N. Christian,C,4,REP,2,0,22,1,5,0,0,0,0,0,14,1,4,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,5,Ron Hale,C,5,REP,2,0,22,1,5,0,0,0,0,0,14,1,4,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,6,Wayne Christian,C,6,REP,2,0,22,2,5,0,0,0,0,0,14,2,4,0,8,0,1,0
Castro County,105,3/1/2016,Republican Primary,1,4,2,2,67,0.33,5,5,Railroad Commissioner,,1,7,Weston Martinez,C,7,REP,2,0,22,2,5,0,0,0,0,0,14,1,4,0,8,1,1,0
