political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,1,Ben Carson,C,1,,1092,46,11,0,0,0,0,0,441,17,4,0,651,29,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,13,Elizabeth Gray,C,2,,1092,1,11,0,0,0,0,0,441,0,4,0,651,1,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,11,Ted Cruz,C,3,,1092,327,11,0,0,0,0,0,441,135,4,0,651,192,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,14,Rick Santorum,C,4,,1092,0,11,0,0,0,0,0,441,0,4,0,651,0,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,7,Lindsey Graham,C,5,,1092,0,11,0,0,0,0,0,441,0,4,0,651,0,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,10,Rand Paul,C,6,,1092,2,11,0,0,0,0,0,441,1,4,0,651,1,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,4,Donald J. Trump,C,7,,1092,232,11,0,0,0,0,0,441,122,4,0,651,110,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,8,Marco Rubio,C,8,,1092,99,11,0,0,0,0,0,441,44,4,0,651,55,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,2,Carly Fiorina,C,9,,1092,0,11,0,0,0,0,0,441,0,4,0,651,0,7,0
Coryell County Republican Party,3/1/2016,2016 Primary Election,101,,1,34,1,1,10068,0.11,7,6,President,REPUBLICAN PARTY,1,6,John R. Kasich,C,10,,1092,20,11,0,0,0,0,0,441,10,4,0,651,10,7,0
