political_subdivision,election_date,election _name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,1,Martin J. O'Malley,C,1,DEM,644,1,1,0,0,0,0,0,205,0,1,0,439,1,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,2,Star Locke,C,2,DEM,644,0,1,0,0,0,0,0,205,0,1,0,439,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,3,"Roque ""Rocky"" De La Fuente",C,3,DEM,644,0,1,0,0,0,0,0,205,0,1,0,439,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,4,Bernie Sanders,C,4,DEM,644,20,1,0,0,0,0,0,205,3,1,0,439,17,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,5,Calvis L. Hawes,C,5,DEM,644,0,1,0,0,0,0,0,205,0,1,0,439,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,6,Willie L. Wilson,C,6,DEM,644,0,1,0,0,0,0,0,205,0,1,0,439,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,7,Keith Judd,C,7,DEM,644,0,1,0,0,0,0,0,205,0,1,0,439,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,2,4,President/Vice-President,,1,8,Hillary Clinton,C,8,DEM,644,42,1,0,0,0,0,0,205,10,1,0,439,32,0,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,4,Donald J. Trump,C,1,REP,644,118,9,0,0,0,0,0,205,34,2,0,439,84,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,5,Elizabeth Gray,C,2,REP,644,0,9,0,0,0,0,0,205,0,2,0,439,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,8,Lindsey Graham,C,3,REP,644,0,9,0,0,0,0,0,205,0,2,0,439,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,2,Carly Fiorina,C,4,REP,644,0,9,0,0,0,0,0,205,0,2,0,439,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,13,Ted Cruz,C,5,REP,644,302,9,0,0,0,0,0,205,108,2,0,439,194,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,11,Rand Paul,C,6,REP,644,2,9,0,0,0,0,0,205,0,2,0,439,2,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,3,Chris Christie,C,7,REP,644,2,9,0,0,0,0,0,205,0,2,0,439,2,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,10,Mike Huckabee,C,8,REP,644,1,9,0,0,0,0,0,205,0,2,0,439,1,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,7,John R. Kasich,C,9,REP,644,21,9,0,0,0,0,0,205,8,2,0,439,13,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,9,Marco Rubio,C,10,REP,644,85,9,0,0,0,0,0,205,28,2,0,439,57,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,1,Ben Carson,C,11,REP,644,33,9,0,0,0,0,0,205,8,2,0,439,25,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,12,Rick Santorum,C,12,REP,644,0,9,0,0,0,0,0,205,0,2,0,439,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,6,Jeb Bush,C,13,REP,644,2,9,0,0,0,0,0,205,1,2,0,439,1,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,11,5,President/Vice-President,,1,14,Uncommitted,C,14,REP,644,5,9,0,0,0,0,0,205,2,2,0,439,3,7,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,3,6,U. S. Representative District 17,,1,1,William Matta,C,1,DEM,644,52,12,0,0,0,0,0,205,12,2,0,439,40,10,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,12,7,U. S. Representative District 17,,1,3,Bill Flores,C,1,REP,644,448,39,0,0,0,0,0,205,162,11,0,439,286,28,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,12,7,U. S. Representative District 17,,1,2,Ralph Patterson,C,2,REP,644,55,39,0,0,0,0,0,205,15,11,0,439,40,28,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,12,7,U. S. Representative District 17,,1,1,Kaleb Sims,C,3,REP,644,38,39,0,0,0,0,0,205,3,11,0,439,35,28,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,4,8,Railroad Commissioner,,1,1,Lon Burnam,C,1,DEM,644,7,17,0,0,0,0,0,205,2,3,0,439,5,14,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,4,8,Railroad Commissioner,,1,2,Cody Garrett,C,2,DEM,644,17,17,0,0,0,0,0,205,4,3,0,439,13,14,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,4,8,Railroad Commissioner,,1,3,Grady Yarbrough,C,3,DEM,644,23,17,0,0,0,0,0,205,5,3,0,439,18,14,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,8,Weston Martinez,C,1,REP,644,52,191,0,0,0,0,0,205,16,54,0,439,36,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,6,John Greytok,C,2,REP,644,25,191,0,0,0,0,0,205,9,54,0,439,16,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,5,Gary Gates,C,3,REP,644,93,191,0,0,0,0,0,205,34,54,0,439,59,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,7,Ron Hale,C,4,REP,644,77,191,0,0,0,0,0,205,27,54,0,439,50,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,2,Lance N. Christian,C,5,REP,644,68,191,0,0,0,0,0,205,23,54,0,439,45,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,3,Wayne Christian,C,6,REP,644,36,191,0,0,0,0,0,205,14,54,0,439,22,137,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,13,9,Railroad Commissioner,,1,1,Doug Jeffrey,C,7,REP,644,38,191,0,0,0,0,0,205,14,54,0,439,24,137,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,5,10,"Justice, Supreme Court, Place 3",,1,1,Mike Westergren,C,1,DEM,644,50,14,0,0,0,0,0,205,12,2,0,439,38,12,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,14,11,"Justice, Supreme Court, Place 3",,1,1,Debra Lehrmann,C,1,REP,644,273,164,0,0,0,0,0,205,102,42,0,439,171,122,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,14,11,"Justice, Supreme Court, Place 3",,1,2,Michael Massengale,C,2,REP,644,143,164,0,0,0,0,0,205,47,42,0,439,96,122,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,6,12,"Justice, Supreme Court, Place 5",,1,1,Dori Contreras Garza,C,1,DEM,644,46,18,0,0,0,0,0,205,12,2,0,439,34,16,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,15,13,"Justice, Supreme Court, Place 5",,1,2,Rick Green,C,1,REP,644,227,174,0,0,0,0,0,205,77,45,0,439,150,129,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,15,13,"Justice, Supreme Court, Place 5",,1,1,Paul Green,C,2,REP,644,179,174,0,0,0,0,0,205,69,45,0,439,110,129,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,7,14,"Justice, Supreme Court, Place 9",,1,1,Savannah Robinson,C,1,DEM,644,46,18,0,0,0,0,0,205,12,2,0,439,34,16,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,16,15,"Justice, Supreme Court, Place 9",,1,2,Eva Guzman,C,1,REP,644,227,182,0,0,0,0,0,205,94,46,0,439,133,136,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,16,15,"Justice, Supreme Court, Place 9",,1,1,Joe Pool,C,2,REP,644,171,182,0,0,0,0,0,205,51,46,0,439,120,136,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,8,16,"Judge, Court of Criminal Appeals Place 2",,1,1,"Lawrence ""Larry"" Meyers",C,1,DEM,644,47,17,0,0,0,0,0,205,12,2,0,439,35,15,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,17,17,"Judge, Court of Criminal Appeals Place 2",,1,2,Mary Lou Keel,C,1,REP,644,169,210,0,0,0,0,0,205,57,62,0,439,112,148,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,17,17,"Judge, Court of Criminal Appeals Place 2",,1,1,Chris Oldner,C,2,REP,644,115,210,0,0,0,0,0,205,33,62,0,439,82,148,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,17,17,"Judge, Court of Criminal Appeals Place 2",,1,3,Ray Wheless,C,3,REP,644,86,210,0,0,0,0,0,205,39,62,0,439,47,148,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,9,18,"Judge, Court of Criminal Appeals Place 5",,1,1,Betsy Johnson,C,1,DEM,644,47,17,0,0,0,0,0,205,12,2,0,439,35,15,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,18,19,"Judge, Court of Criminal Appeals Place 5",,1,4,Sid Harle,C,1,REP,644,75,157,0,0,0,0,0,205,26,44,0,439,49,113,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,18,19,"Judge, Court of Criminal Appeals Place 5",,1,2,Steve Smith,C,2,REP,644,209,157,0,0,0,0,0,205,75,44,0,439,134,113,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,18,19,"Judge, Court of Criminal Appeals Place 5",,1,1,Scott Walker,C,3,REP,644,108,157,0,0,0,0,0,205,36,44,0,439,72,113,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,18,19,"Judge, Court of Criminal Appeals Place 5",,1,3,Brent Webster,C,4,REP,644,31,157,0,0,0,0,0,205,10,44,0,439,21,113,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,10,20,"Judge, Court of Criminal Appeals Place 6",,1,1,Robert Burns,C,1,DEM,644,48,16,0,0,0,0,0,205,12,2,0,439,36,14,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,19,21,"Judge, Court of Criminal Appeals Place 6",,1,1,Michael E. Keasler,C,1,REP,644,231,195,0,0,0,0,0,205,85,61,0,439,146,134,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,19,21,"Judge, Court of Criminal Appeals Place 6",,1,2,Richard Davis,C,2,REP,644,154,195,0,0,0,0,0,205,45,61,0,439,109,134,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,20,22,"Member, State Board of Education, District 8",,1,1,Barbara Cargill,C,1,REP,644,380,200,0,0,0,0,0,205,132,59,0,439,248,141,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,21,23,State Representative District 12,,1,2,Kyle Kacal,C,1,REP,644,402,63,0,0,0,0,0,205,141,16,0,439,261,47,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,21,23,State Representative District 12,,1,3,Michael Stanford,C,2,REP,644,54,63,0,0,0,0,0,205,13,16,0,439,41,47,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,21,23,State Representative District 12,,1,1,Timothy Delasandro,C,3,REP,644,61,63,0,0,0,0,0,205,21,16,0,439,40,47,0
