political_subdivision,election_date,election _name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,23,25,"Justice, 10th Court of Appeals District, Place 3",,1,1,Al Scoggins,C,1,REP,644,383,197,0,0,0,0,0,205,136,55,0,439,247,142,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,24,26,"District Judge, 272nd Judicial District",,1,1,Travis Bryan III,C,1,REP,644,429,151,0,0,0,0,0,205,151,40,0,439,278,111,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,25,27,"District Attorney, 85th Judicial District",,1,1,Jarvis Parsons,C,1,REP,644,441,139,0,0,0,0,0,205,154,37,0,439,287,102,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,26,28,County Attorney,,1,1,Rod Anderson,C,1,REP,644,384,196,0,0,0,0,0,205,137,54,0,439,247,142,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,27,29,Sheriff,,1,1,Chris Kirk,C,1,REP,644,471,53,0,0,0,0,0,205,154,11,0,439,317,42,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,27,29,Sheriff,,1,2,Miguel C. Vasquez,C,2,REP,644,56,53,0,0,0,0,0,205,26,11,0,439,30,42,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,28,30,Tax Assessor-Collector,,1,1,Kristeen Roe,C,1,REP,644,450,130,0,0,0,0,0,205,156,35,0,439,294,95,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,29,31,County Commissioner Pct. 1,,1,2,Steve Aldrich,C,1,REP,644,265,75,0,0,0,0,0,205,100,14,0,439,165,61,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,29,31,County Commissioner Pct. 1,,1,1,Lloyd Wassermann,C,2,REP,644,240,75,0,0,0,0,0,205,77,14,0,439,163,61,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,43,33,County Chairman,,1,1,TC Langford,C,1,DEM,644,47,17,0,0,0,0,0,205,12,2,0,439,35,15,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,44,35,County Chairman,,1,1,Paul Rieger,C,1,REP,644,398,182,0,0,0,0,0,205,141,50,0,439,257,132,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,31,36,REFERENDA ITEM  # 1 ON ECONOMIC SECURITY & PROSPERITY,,1,1,Yes,C,1,,644,50,10,0,0,0,0,0,205,12,1,0,439,38,9,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,31,36,REFERENDA ITEM  # 1 ON ECONOMIC SECURITY & PROSPERITY,,1,2,No,C,2,,644,4,10,0,0,0,0,0,205,1,1,0,439,3,9,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,32,37,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM,,1,1,Yes,C,1,,644,52,9,0,0,0,0,0,205,12,1,0,439,40,8,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,32,37,REFERENDA ITEM # 2 ON A FAIR CRIMINAL JUSTICE SYSTEM,,1,2,No,C,2,,644,3,9,0,0,0,0,0,205,1,1,0,439,2,8,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,33,38,REFERENDA ITEM # 3 ON CLIMATE,,1,1,Yes,C,1,,644,47,12,0,0,0,0,0,205,11,2,0,439,36,10,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,33,38,REFERENDA ITEM # 3 ON CLIMATE,,1,2,No,C,2,,644,5,12,0,0,0,0,0,205,1,2,0,439,4,10,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,34,39,REFERENDA ITEM  # 4 ON THE VOTING RIGHTS ACT,,1,1,Yes,C,1,,644,49,10,0,0,0,0,0,205,11,2,0,439,38,8,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,34,39,REFERENDA ITEM  # 4 ON THE VOTING RIGHTS ACT,,1,2,No,C,2,,644,5,10,0,0,0,0,0,205,1,2,0,439,4,8,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,35,40,REFERENDA ITEM # 5 ON CAMPUS CARRY,,1,1,Yes,C,1,,644,49,7,0,0,0,0,0,205,13,1,0,439,36,6,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,35,40,REFERENDA ITEM # 5 ON CAMPUS CARRY,,1,2,No,C,2,,644,8,7,0,0,0,0,0,205,0,1,0,439,8,6,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,36,41,REFERENDA ITEM  # 6 ON COMPREHENSIVE IMMIGRATION REFORM,,1,1,Yes,C,1,,644,53,7,0,0,0,0,0,205,10,2,0,439,43,5,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,1,,1,74,2,1,0,0,36,41,REFERENDA ITEM  # 6 ON COMPREHENSIVE IMMIGRATION REFORM,,1,2,No,C,2,,644,4,7,0,0,0,0,0,205,2,2,0,439,2,5,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,37,42,PROPOSITION #1,,1,1,Yes,C,1,,644,359,59,0,0,0,0,0,205,128,12,0,439,231,47,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,37,42,PROPOSITION #1,,1,2,No,C,2,,644,162,59,0,0,0,0,0,205,51,12,0,439,111,47,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,38,43,PROPOSITION #2,,1,1,Yes,C,1,,644,344,43,0,0,0,0,0,205,116,8,0,439,228,35,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,38,43,PROPOSITION #2,,1,2,No,C,2,,644,193,43,0,0,0,0,0,205,67,8,0,439,126,35,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,39,44,PROPOSITION #3,,1,1,Yes,C,1,,644,453,61,0,0,0,0,0,205,152,15,0,439,301,46,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,39,44,PROPOSITION #3,,1,2,No,C,2,,644,66,61,0,0,0,0,0,205,24,15,0,439,42,46,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,40,45,PROPOSITION #4,,1,1,Yes,C,1,,644,508,52,0,0,0,0,0,205,177,8,0,439,331,44,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,1,,1,74,2,1,0,0,40,45,PROPOSITION #4,,1,2,No,C,2,,644,20,52,0,0,0,0,0,205,6,8,0,439,14,44,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,1,Martin J. O'Malley,C,1,DEM,1998,2,1,0,0,0,0,0,699,0,1,0,1299,2,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,2,Star Locke,C,2,DEM,1998,1,1,0,0,0,0,0,699,0,1,0,1299,1,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,3,"Roque ""Rocky"" De La Fuente",C,3,DEM,1998,0,1,0,0,0,0,0,699,0,1,0,1299,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,4,Bernie Sanders,C,4,DEM,1998,101,1,0,0,0,0,0,699,27,1,0,1299,74,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,5,Calvis L. Hawes,C,5,DEM,1998,0,1,0,0,0,0,0,699,0,1,0,1299,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,6,Willie L. Wilson,C,6,DEM,1998,0,1,0,0,0,0,0,699,0,1,0,1299,0,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,7,Keith Judd,C,7,DEM,1998,1,1,0,0,0,0,0,699,0,1,0,1299,1,0,0
BRAZOS COUNTY,3/1/2016,DEMOCRATIC PRIMARY,2,,1,76,86,3,0,0,2,4,President/Vice-President,,1,8,Hillary Clinton,C,8,DEM,1998,150,1,0,0,0,0,0,699,57,1,0,1299,93,0,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,4,Donald J. Trump,C,1,REP,1998,290,12,0,0,0,0,0,699,98,5,0,1299,192,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,5,Elizabeth Gray,C,2,REP,1998,0,12,0,0,0,0,0,699,0,5,0,1299,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,8,Lindsey Graham,C,3,REP,1998,0,12,0,0,0,0,0,699,0,5,0,1299,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,2,Carly Fiorina,C,4,REP,1998,0,12,0,0,0,0,0,699,0,5,0,1299,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,13,Ted Cruz,C,5,REP,1998,898,12,0,0,0,0,0,699,289,5,0,1299,609,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,11,Rand Paul,C,6,REP,1998,4,12,0,0,0,0,0,699,2,5,0,1299,2,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,3,Chris Christie,C,7,REP,1998,0,12,0,0,0,0,0,699,0,5,0,1299,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,10,Mike Huckabee,C,8,REP,1998,7,12,0,0,0,0,0,699,1,5,0,1299,6,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,7,John R. Kasich,C,9,REP,1998,106,12,0,0,0,0,0,699,35,5,0,1299,71,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,9,Marco Rubio,C,10,REP,1998,308,12,0,0,0,0,0,699,133,5,0,1299,175,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,1,Ben Carson,C,11,REP,1998,92,12,0,0,0,0,0,699,31,5,0,1299,61,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,12,Rick Santorum,C,12,REP,1998,0,12,0,0,0,0,0,699,0,5,0,1299,0,7,0
BRAZOS COUNTY,3/1/2016,REPUBLICAN PRIMARY,2,,1,76,86,3,0,0,11,5,President/Vice-President,,1,6,Jeb Bush,C,13,REP,1998,18,12,0,0,0,0,0,699,15,5,0,1299,3,7,0
