political_subdivision,election_date,election name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,7,6,President,REPUBLICAN PARTY,1,6,John R. Kasich,C,11,,187,1,3,0,0,0,0,0,54,1,0,0,133,0,3,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,7,6,President,REPUBLICAN PARTY,1,5,Jeb Bush,C,12,,187,1,3,0,0,0,0,0,54,1,0,0,133,0,3,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,7,6,President,REPUBLICAN PARTY,1,13,Elizabeth Gray,C,13,,187,0,3,0,0,0,0,0,54,0,0,0,133,0,3,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,7,6,President,REPUBLICAN PARTY,1,12,Uncommitted,C,14,,187,4,3,0,0,0,0,0,54,2,0,0,133,2,3,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,8,7,"United States Representative, District 4",REPUBLICAN PARTY,1,1,Ray Hall,C,1,,187,19,15,0,0,0,0,0,54,2,5,0,133,17,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,8,7,"United States Representative, District 4",REPUBLICAN PARTY,1,2,John Ratcliffe,C,2,,187,90,15,0,0,0,0,0,54,31,5,0,133,59,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,8,7,"United States Representative, District 4",REPUBLICAN PARTY,1,3,Lou Gigliotti,C,3,,187,46,15,0,0,0,0,0,54,10,5,0,133,36,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,4,Ron Hale,C,1,,187,29,48,0,0,0,0,0,54,8,12,0,133,21,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,9,Doug Jeffrey,C,2,,187,5,48,0,0,0,0,0,54,2,12,0,133,3,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,2,Gary Gates,C,3,,187,57,48,0,0,0,0,0,54,21,12,0,133,36,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,3,John Greytok,C,4,,187,2,48,0,0,0,0,0,54,0,12,0,133,2,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,8,Lance N. Christian,C,5,,187,6,48,0,0,0,0,0,54,0,12,0,133,6,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,7,Weston Martinez,C,6,,187,4,48,0,0,0,0,0,54,1,12,0,133,3,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,9,8,Railroad Commissioner,REPUBLICAN PARTY,1,5,Wayne Christian,C,7,,187,19,48,0,0,0,0,0,54,4,12,0,133,15,36,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,10,9,"Justice, Supreme Court, Place 3",REPUBLICAN PARTY,1,2,Michael Massengale,C,1,,187,77,38,0,0,0,0,0,54,21,8,0,133,56,30,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,10,9,"Justice, Supreme Court, Place 3",REPUBLICAN PARTY,1,1,Debra Lehrmann,C,2,,187,55,38,0,0,0,0,0,54,19,8,0,133,36,30,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,11,10,"Justice, Supreme Court, Place 5",REPUBLICAN PARTY,1,1,Paul Green,C,1,,187,65,59,0,0,0,0,0,54,20,16,0,133,45,43,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,11,10,"Justice, Supreme Court, Place 5",REPUBLICAN PARTY,1,2,Rick Green,C,2,,187,46,59,0,0,0,0,0,54,12,16,0,133,34,43,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,12,11,"Justice, Supreme Court, Place 9",REPUBLICAN PARTY,1,1,Eva Guzman,C,1,,187,46,50,0,0,0,0,0,54,19,13,0,133,27,37,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,12,11,"Justice, Supreme Court, Place 9",REPUBLICAN PARTY,1,2,Joe Pool,C,2,,187,74,50,0,0,0,0,0,54,16,13,0,133,58,37,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,13,12,"Judge, Court of Criminal Appeals, Place 2",REPUBLICAN PARTY,1,1,Mary Lou Keel,C,1,,187,45,65,0,0,0,0,0,54,13,16,0,133,32,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,13,12,"Judge, Court of Criminal Appeals, Place 2",REPUBLICAN PARTY,1,3,Chris Oldner,C,2,,187,40,65,0,0,0,0,0,54,12,16,0,133,28,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,13,12,"Judge, Court of Criminal Appeals, Place 2",REPUBLICAN PARTY,1,2,Ray Wheless,C,3,,187,20,65,0,0,0,0,0,54,7,16,0,133,13,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,14,13,"Judge, Court of Criminal Appeals, Place 5",REPUBLICAN PARTY,1,4,Steve Smith,C,1,,187,33,65,0,0,0,0,0,54,11,16,0,133,22,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,14,13,"Judge, Court of Criminal Appeals, Place 5",REPUBLICAN PARTY,1,1,Brent Webster,C,2,,187,16,65,0,0,0,0,0,54,5,16,0,133,11,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,14,13,"Judge, Court of Criminal Appeals, Place 5",REPUBLICAN PARTY,1,2,Sid Harle,C,3,,187,16,65,0,0,0,0,0,54,7,16,0,133,9,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,14,13,"Judge, Court of Criminal Appeals, Place 5",REPUBLICAN PARTY,1,3,Scott Walker,C,4,,187,40,65,0,0,0,0,0,54,9,16,0,133,31,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,15,14,"Judge, Court of Criminal Appeals, Place 6",REPUBLICAN PARTY,1,1,Michael E. Keasler,C,1,,187,68,68,0,0,0,0,0,54,17,19,0,133,51,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,15,14,"Judge, Court of Criminal Appeals, Place 6",REPUBLICAN PARTY,1,2,Richard Davis,C,2,,187,34,68,0,0,0,0,0,54,12,19,0,133,22,49,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,16,15,"Member, State Board of Education, District 9",REPUBLICAN PARTY,1,1,Keven M. Ellis,C,1,,187,36,54,0,0,0,0,0,54,6,14,0,133,30,40,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,16,15,"Member, State Board of Education, District 9",REPUBLICAN PARTY,1,2,Hank Hering,C,2,,187,22,54,0,0,0,0,0,54,8,14,0,133,14,40,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,16,15,"Member, State Board of Education, District 9",REPUBLICAN PARTY,1,3,Mary Lou Bruner,C,3,,187,58,54,0,0,0,0,0,54,20,14,0,133,38,40,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,17,16,"State Senator, District 1",REPUBLICAN PARTY,1,1,David Simpson,C,1,,187,38,32,0,0,0,0,0,54,9,7,0,133,29,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,17,16,"State Senator, District 1",REPUBLICAN PARTY,1,2,Mike Lee,C,2,,187,25,32,0,0,0,0,0,54,10,7,0,133,15,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,17,16,"State Senator, District 1",REPUBLICAN PARTY,1,3,Bryan Hughes,C,3,,187,57,32,0,0,0,0,0,54,16,7,0,133,41,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,17,16,"State Senator, District 1",REPUBLICAN PARTY,1,4,James K. Red Brown,C,4,,187,18,32,0,0,0,0,0,54,6,7,0,133,12,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,18,17,"State Representative, District 1",REPUBLICAN PARTY,1,1,George Lavender,C,1,,187,34,8,0,0,0,0,0,54,7,1,0,133,27,7,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,18,17,"State Representative, District 1",REPUBLICAN PARTY,1,2,Gary VanDeaver,C,2,,187,128,8,0,0,0,0,0,54,40,1,0,133,88,7,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,22,18,"Chief Justice, 6th Court of Appeals District",REPUBLICAN PARTY,1,1,Josh Morriss,C,1,,187,92,78,0,0,0,0,0,54,27,21,0,133,65,57,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,20,20,"District Judge, 6th Judicial District",REPUBLICAN PARTY,1,1,Jeff Starnes,C,1,,187,98,18,0,0,0,0,0,54,23,5,0,133,75,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,20,20,"District Judge, 6th Judicial District",REPUBLICAN PARTY,1,2,R. Wesley Tidwell,C,2,,187,54,18,0,0,0,0,0,54,20,5,0,133,34,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,23,23,County Attorney,REPUBLICAN PARTY,1,1,Val Varley,C,1,,187,124,46,0,0,0,0,0,54,41,7,0,133,83,39,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,24,24,Sheriff,REPUBLICAN PARTY,1,1,Jim Caldwell,C,1,,187,131,39,0,0,0,0,0,54,40,8,0,133,91,31,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,25,25,Tax Assessor-Collector,REPUBLICAN PARTY,1,1,Tonya R. Martin,C,1,,187,139,31,0,0,0,0,0,54,41,7,0,133,98,24,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,26,26,"County Commissioner, Precinct No. 1",REPUBLICAN PARTY,1,1,Donnie Gentry,C,1,,187,99,10,0,0,0,0,0,54,32,0,0,133,67,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,26,26,"County Commissioner, Precinct No. 1",REPUBLICAN PARTY,1,2,William H. Brown,C,2,,187,42,10,0,0,0,0,0,54,9,0,0,133,33,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,26,26,"County Commissioner, Precinct No. 1",REPUBLICAN PARTY,1,3,Larry Cochran,C,3,,187,19,10,0,0,0,0,0,54,7,0,0,133,12,10,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,28,28,Constable,REPUBLICAN PARTY,1,1,Barnaby Resendiz,C,1,,187,102,31,0,0,0,0,0,54,31,6,0,133,71,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,28,28,Constable,REPUBLICAN PARTY,1,2,Dustin San Jule,C,2,,187,37,31,0,0,0,0,0,54,11,6,0,133,26,25,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,32,32,County Chairman,REPUBLICAN PARTY,1,1,Vernon Eastepp,C,1,,187,103,67,0,0,0,0,0,54,32,16,0,133,71,51,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,6,"Roque ""Rocky"" De La Fuente",C,1,,187,0,1,0,0,0,0,0,54,0,1,0,133,0,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,5,Martin J. O'Malley,C,2,,187,2,1,0,0,0,0,0,54,2,1,0,133,0,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,1,Bernie Sanders,C,3,,187,3,1,0,0,0,0,0,54,1,1,0,133,2,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,7,Willie L. Wilson,C,4,,187,0,1,0,0,0,0,0,54,0,1,0,133,0,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,4,Keith Judd,C,5,,187,1,1,0,0,0,0,0,54,0,1,0,133,1,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,3,Hillary Clinton,C,6,,187,10,1,0,0,0,0,0,54,2,1,0,133,8,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,8,Star Locke,C,7,,187,0,1,0,0,0,0,0,54,0,1,0,133,0,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,34,33,President,DEMOCRATIC PARTY,1,2,Calvis L. Hawes,C,8,,187,0,1,0,0,0,0,0,54,0,1,0,133,0,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,2,Cody Garrett,C,1,,187,4,4,0,0,0,0,0,54,0,3,0,133,4,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,3,Lon Burnam,C,2,,187,1,4,0,0,0,0,0,54,0,3,0,133,1,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,36,35,Railroad Commissioner,DEMOCRATIC PARTY,1,1,Grady Yarbrough,C,3,,187,8,4,0,0,0,0,0,54,3,3,0,133,5,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,37,36,"Justice, Supreme Court, Place 3",DEMOCRATIC PARTY,1,1,Mike Westergren,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,38,37,"Justice, Supreme Court, Place 5",DEMOCRATIC PARTY,1,1,Dori Contreras Garza,C,1,,187,14,3,0,0,0,0,0,54,4,2,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,39,38,"Justice, Supreme Court, Place 9",DEMOCRATIC PARTY,1,1,Savannah Robinson,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,68,39,"Judge, Court of Criminal Appeals, Place 2",DEMOCRATIC PARTY,1,1,"Lawrence ""Larry"" Meyers",C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,69,40,"Judge, Court of Criminal Appeals, Place 5",DEMOCRATIC PARTY,1,1,Betsy Johnson,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,67,41,"Judge, Court of Criminal Appeals, Place 6",DEMOCRATIC PARTY,1,1,Robert Burns,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,40,42,"Member, State Board of Education, District 9",DEMOCRATIC PARTY,1,1,Amanda M. Rudolph,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,44,46,"District Judge, 6th Judicial District",DEMOCRATIC PARTY,1,1,Gary Waite,C,1,,187,14,3,0,0,0,0,0,54,4,2,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,47,49,County Attorney,DEMOCRATIC PARTY,1,1,Jack Herrington,C,1,,187,15,2,0,0,0,0,0,54,5,1,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,52,54,Constable,DEMOCRATIC PARTY,1,1,Chris C. Turner,C,1,,187,13,4,0,0,0,0,0,54,3,3,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,57,59,REFERENDA ITEM #1,DEMOCRATIC PARTY,1,1,For,C,1,,187,15,2,0,0,0,0,0,54,5,1,0,133,10,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,57,59,REFERENDA ITEM #1,DEMOCRATIC PARTY,1,2,Against,C,2,,187,0,2,0,0,0,0,0,54,0,1,0,133,0,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,58,60,REFERENDA ITEM #2,DEMOCRATIC PARTY,1,1,For,C,1,,187,15,1,0,0,0,0,0,54,5,1,0,133,10,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,58,60,REFERENDA ITEM #2,DEMOCRATIC PARTY,1,2,Against,C,2,,187,1,1,0,0,0,0,0,54,0,1,0,133,1,0,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,59,61,REFERENDA ITEM #3,DEMOCRATIC PARTY,1,1,For,C,1,,187,11,2,0,0,0,0,0,54,5,1,0,133,6,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,59,61,REFERENDA ITEM #3,DEMOCRATIC PARTY,1,2,Against,C,2,,187,4,2,0,0,0,0,0,54,0,1,0,133,4,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,60,62,REFERENDA ITEM #4,DEMOCRATIC PARTY,1,1,For,C,1,,187,14,2,0,0,0,0,0,54,5,1,0,133,9,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,60,62,REFERENDA ITEM #4,DEMOCRATIC PARTY,1,2,Against,C,2,,187,1,2,0,0,0,0,0,54,0,1,0,133,1,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,61,63,REFERENDA ITEM #5,DEMOCRATIC PARTY,1,1,For,C,1,,187,11,2,0,0,0,0,0,54,4,1,0,133,7,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,61,63,REFERENDA ITEM #5,DEMOCRATIC PARTY,1,2,Against,C,2,,187,4,2,0,0,0,0,0,54,1,1,0,133,3,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,62,64,REFERENDA ITEM #6,DEMOCRATIC PARTY,1,1,For,C,1,,187,12,2,0,0,0,0,0,54,5,1,0,133,7,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,62,64,REFERENDA ITEM #6,DEMOCRATIC PARTY,1,2,Against,C,2,,187,3,2,0,0,0,0,0,54,0,1,0,133,3,1,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,63,65,Proposition 1,REPUBLICAN PARTY,1,1,YES,C,1,,187,117,20,0,0,0,0,0,54,30,7,0,133,87,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,63,65,Proposition 1,REPUBLICAN PARTY,1,2,NO,C,2,,187,33,20,0,0,0,0,0,54,11,7,0,133,22,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,64,66,Proposition 2,REPUBLICAN PARTY,1,1,YES,C,1,,187,81,17,1,0,0,0,0,54,20,6,1,133,61,11,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,64,66,Proposition 2,REPUBLICAN PARTY,1,2,NO,C,2,,187,71,17,1,0,0,0,0,54,21,6,1,133,50,11,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,65,67,Proposition 3,REPUBLICAN PARTY,1,1,YES,C,1,,187,136,21,0,0,0,0,0,54,36,8,0,133,100,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,65,67,Proposition 3,REPUBLICAN PARTY,1,2,NO,C,2,,187,13,21,0,0,0,0,0,54,4,8,0,133,9,13,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,66,68,Proposition 4,REPUBLICAN PARTY,1,1,YES,C,1,,187,143,19,0,0,0,0,0,54,37,8,0,133,106,11,0
Red River County,3/1/2016,2016 Primary Election,1,,1,16,1,1,1020,0.18,66,68,Proposition 4,REPUBLICAN PARTY,1,2,NO,C,2,,187,8,19,0,0,0,0,0,54,3,8,0,133,5,11,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,8,Marco Rubio,C,1,,248,4,7,0,0,0,0,0,107,1,2,0,141,3,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,4,Donald J. Trump,C,2,,248,78,7,0,0,0,0,0,107,42,2,0,141,36,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,2,Carly Fiorina,C,3,,248,1,7,0,0,0,0,0,107,1,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,9,Mike Huckabee,C,4,,248,1,7,0,0,0,0,0,107,1,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,7,Lindsey Graham,C,5,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,3,Chris Christie,C,6,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,11,Ted Cruz,C,7,,248,83,7,0,0,0,0,0,107,38,2,0,141,45,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,1,Ben Carson,C,8,,248,13,7,0,0,0,0,0,107,7,2,0,141,6,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,14,Rick Santorum,C,9,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,10,Rand Paul,C,10,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,6,John R. Kasich,C,11,,248,2,7,0,0,0,0,0,107,0,2,0,141,2,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,5,Jeb Bush,C,12,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,13,Elizabeth Gray,C,13,,248,0,7,0,0,0,0,0,107,0,2,0,141,0,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,7,6,President,REPUBLICAN PARTY,1,12,Uncommitted,C,14,,248,4,7,0,0,0,0,0,107,1,2,0,141,3,5,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,8,7,"United States Representative, District 4",REPUBLICAN PARTY,1,1,Ray Hall,C,1,,248,25,26,0,0,0,0,0,107,8,10,0,141,17,16,0
Red River County,3/1/2016,2016 Primary Election,2,,1,16,2,2,1316,0.19,8,7,"United States Representative, District 4",REPUBLICAN PARTY,1,2,John Ratcliffe,C,2,,248,111,26,0,0,0,0,0,107,58,10,0,141,53,16,0
