political_subdivision,election-date,election-name, ,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,4,6,Lieutenant Governor,,1,4,Robert D. Butler,C,3,LIB,209,6,6,0,0,0,0,0,90,1,2,0,119,5,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,4,6,Lieutenant Governor,,1,3,Chandrakantha Courtney,C,4,GRN,209,0,6,0,0,0,0,0,90,0,2,0,119,0,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,209,119,7,0,0,0,0,0,90,54,2,0,119,65,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,5,7,Attorney General,,1,2,Sam Houston,C,2,DEM,209,77,7,0,0,0,0,0,90,33,2,0,119,44,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,5,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,209,6,7,0,0,0,0,0,90,1,2,0,119,5,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,5,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,209,0,7,0,0,0,0,0,90,0,2,0,119,0,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,209,118,5,0,0,0,0,0,90,53,1,0,119,65,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,6,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,209,79,5,0,0,0,0,0,90,35,1,0,119,44,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,209,6,5,0,0,0,0,0,90,1,1,0,119,5,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,6,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,209,1,5,0,0,0,0,0,90,0,1,0,119,1,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,209,119,3,0,0,0,0,0,90,54,1,0,119,65,2,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,7,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,209,82,3,0,0,0,0,0,90,35,1,0,119,47,2,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,7,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,209,4,3,0,0,0,0,0,90,0,1,0,119,4,2,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,7,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,209,1,3,0,0,0,0,0,90,0,1,0,119,1,2,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,209,114,4,0,0,0,0,0,90,52,1,0,119,62,3,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,8,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,209,80,4,0,0,0,0,0,90,35,1,0,119,45,3,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,8,10,Commissioner of Agriculture,,1,3,David (Rocky) Palmquist,C,3,LIB,209,8,4,0,0,0,0,0,90,2,1,0,119,6,3,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,8,10,Commissioner of Agriculture,,1,5,Kenneth Kendrick,C,5,GRN,209,3,4,0,0,0,0,0,90,0,1,0,119,3,3,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,9,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,209,117,6,0,0,0,0,0,90,53,2,0,119,64,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,9,11,Railroad Commissioner,,1,2,Steve Brown,C,2,DEM,209,79,6,0,0,0,0,0,90,35,2,0,119,44,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,9,11,Railroad Commissioner,,1,3,Mark A. Miller,C,3,LIB,209,6,6,0,0,0,0,0,90,0,2,0,119,6,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,9,11,Railroad Commissioner,,1,4,Martina Salinas,C,4,GRN,209,1,6,0,0,0,0,0,90,0,2,0,119,1,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,10,12,"Chief Justice, Supreme Court",,1,1,Nathan Hecht,C,1,REP,209,115,8,0,0,0,0,0,90,51,3,0,119,64,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,10,12,"Chief Justice, Supreme Court",,1,2,William Moody,C,2,DEM,209,77,8,0,0,0,0,0,90,34,3,0,119,43,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,10,12,"Chief Justice, Supreme Court",,1,3,Tom Oxford,C,3,LIB,209,9,8,0,0,0,0,0,90,2,3,0,119,7,5,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,1,Jeff Brown,C,1,REP,209,116,6,0,0,0,0,0,90,51,2,0,119,65,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,2,Lawrence Edward Meyers,C,2,DEM,209,78,6,0,0,0,0,0,90,35,2,0,119,43,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,3,Mark Ash,C,3,LIB,209,9,6,0,0,0,0,0,90,2,2,0,119,7,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,11,14,"Justice, Supreme Court, Place 7",,1,1,Jeff Boyd,C,1,REP,209,111,5,0,0,0,0,0,90,50,1,0,119,61,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,11,14,"Justice, Supreme Court, Place 7",,1,2,Gina Benavides,C,2,DEM,209,84,5,0,0,0,0,0,90,37,1,0,119,47,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,11,14,"Justice, Supreme Court, Place 7",,1,3,Don Fulton,C,3,LIB,209,9,5,0,0,0,0,0,90,2,1,0,119,7,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,11,14,"Justice, Supreme Court, Place 7",,1,4,Charles E. Waterbury,C,4,GRN,209,0,5,0,0,0,0,0,90,0,1,0,119,0,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,12,15,"Justice, Supreme Court, Place 8",,1,1,Phil Johnson,C,1,REP,209,123,66,0,0,0,0,0,90,54,28,0,119,69,38,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,12,15,"Justice, Supreme Court, Place 8",,1,3,RS Roberto Koelsch,C,2,LIB,209,15,66,0,0,0,0,0,90,6,28,0,119,9,38,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,12,15,"Justice, Supreme Court, Place 8",,1,2,Jim Chisolm,C,3,GRN,209,5,66,0,0,0,0,0,90,2,28,0,119,3,38,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,13,16,"Judge, Court of Criminal Appeals Place 3",,1,1,Bert Richardson,C,1,REP,209,114,5,0,0,0,0,0,90,51,1,0,119,63,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,13,16,"Judge, Court of Criminal Appeals Place 3",,1,2,John Granberg,C,2,DEM,209,80,5,0,0,0,0,0,90,36,1,0,119,44,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,13,16,"Judge, Court of Criminal Appeals Place 3",,1,3,Mark W. Bennett,C,3,LIB,209,10,5,0,0,0,0,0,90,2,1,0,119,8,4,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,14,17,"Judge, Court of Criminal Appeals Place 4",,1,1,Kevin Patrick Yeary,C,1,REP,209,118,64,0,0,0,0,0,90,52,27,0,119,66,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,14,17,"Judge, Court of Criminal Appeals Place 4",,1,2,Quanah Parker,C,2,LIB,209,19,64,0,0,0,0,0,90,8,27,0,119,11,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,14,17,"Judge, Court of Criminal Appeals Place 4",,1,4,Judith Sanders-Castro,C,4,GRN,209,8,64,0,0,0,0,0,90,3,27,0,119,5,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,15,18,"Judge, Court of Criminal Appeals Place 9",,1,1,David Newell,C,1,REP,209,122,66,0,0,0,0,0,90,54,29,0,119,68,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,15,18,"Judge, Court of Criminal Appeals Place 9",,1,3,"William Bryan Strange, III",C,2,LIB,209,16,66,0,0,0,0,0,90,6,29,0,119,10,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,15,18,"Judge, Court of Criminal Appeals Place 9",,1,2,George Joseph Altgelt,C,3,GRN,209,5,66,0,0,0,0,0,90,1,29,0,119,4,37,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,17,19,"State Representative, District 9",,1,1,Chris Paddie,C,1,REP,209,129,80,0,0,0,0,0,90,58,32,0,119,71,48,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,18,20,"Justice, 6th Court of Appeals District, Place 3",,1,1,Ralph K. Burgess,C,1,REP,209,129,80,0,0,0,0,0,90,58,32,0,119,71,48,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,19,21,"District Judge, 115th Judicial District",,1,1,"Lauren ""Laurie"" Parish",C,1,REP,209,135,74,0,0,0,0,0,90,60,30,0,119,75,44,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,39,22,"District Judge, 276th Judicial District",,1,1,Robert Rolston,C,1,REP,209,131,78,0,0,0,0,0,90,59,31,0,119,72,47,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,38,25,PROPOSITION 1,,1,1,For,C,1,,209,103,86,0,0,0,0,0,90,51,31,0,119,52,55,0
MARION COUNTY,11/4/2014,2014 General Election,1,,1,6,1,1,605,0.35,38,25,PROPOSITION 1,,1,2,Against,C,2,,209,20,86,0,0,0,0,0,90,8,31,0,119,12,55,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,31,2,Straight Party,,1,1,Republican Party,C,1,REP,360,188,127,0,0,0,0,0,129,64,54,0,231,124,73,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,31,2,Straight Party,,1,2,Democratic Party,C,2,DEM,360,45,127,0,0,0,0,0,129,11,54,0,231,34,73,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,31,2,Straight Party,,1,3,Libertarian Party,C,3,LIB,360,0,127,0,0,0,0,0,129,0,54,0,231,0,73,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,31,2,Straight Party,,1,4,Green Party,C,4,GRN,360,0,127,0,0,0,0,0,129,0,54,0,231,0,73,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,32,3,United States Senator,,1,1,John Cornyn,C,1,REP,360,271,9,0,0,0,0,0,129,99,5,0,231,172,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,32,3,United States Senator,,1,2,David M. Alameel,C,2,DEM,360,74,9,0,0,0,0,0,129,24,5,0,231,50,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,32,3,United States Senator,,1,4,Rebecca Paddock,C,3,LIB,360,5,9,0,0,0,0,0,129,1,5,0,231,4,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,32,3,United States Senator,,1,3,"Emily ""Spicybrown"" Sanchez",C,4,GRN,360,1,9,0,0,0,0,0,129,0,5,0,231,1,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,32,3,United States Senator,,1,6,Mohammed Tahiro,W,5,,360,0,9,0,0,0,0,0,129,0,5,0,231,0,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,2,4,"United States Representative, District 4",,1,1,John Ratcliffe,C,1,REP,360,282,78,0,0,0,0,0,129,103,26,0,231,179,52,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,3,5,Governor,,1,1,Greg Abbott,C,1,REP,360,268,7,0,0,0,0,0,129,98,0,0,231,170,7,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,3,5,Governor,,1,2,Wendy R. Davis,C,2,DEM,360,81,7,0,0,0,0,0,129,29,0,0,231,52,7,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,3,5,Governor,,1,4,Kathie Glass,C,3,LIB,360,3,7,0,0,0,0,0,129,1,0,0,231,2,7,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,3,5,Governor,,1,3,Brandon Parmer,C,4,GRN,360,1,7,0,0,0,0,0,129,1,0,0,231,0,7,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,3,5,Governor,,1,6,Sarah M. Pavitt,W,5,,360,0,7,0,0,0,0,0,129,0,0,0,231,0,7,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,360,270,5,0,0,0,0,0,129,94,0,0,231,176,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,4,6,Lieutenant Governor,,1,2,Leticia Van de Putte,C,2,DEM,360,76,5,0,0,0,0,0,129,30,0,0,231,46,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,4,6,Lieutenant Governor,,1,4,Robert D. Butler,C,3,LIB,360,7,5,0,0,0,0,0,129,3,0,0,231,4,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,4,6,Lieutenant Governor,,1,3,Chandrakantha Courtney,C,4,GRN,360,2,5,0,0,0,0,0,129,2,0,0,231,0,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,360,262,4,0,0,0,0,0,129,94,0,0,231,168,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,5,7,Attorney General,,1,2,Sam Houston,C,2,DEM,360,82,4,0,0,0,0,0,129,31,0,0,231,51,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,5,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,360,10,4,0,0,0,0,0,129,4,0,0,231,6,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,5,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,360,2,4,0,0,0,0,0,129,0,0,0,231,2,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,360,265,4,0,0,0,0,0,129,92,1,0,231,173,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,6,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,360,81,4,0,0,0,0,0,129,33,1,0,231,48,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,360,9,4,0,0,0,0,0,129,3,1,0,231,6,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,6,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,360,1,4,0,0,0,0,0,129,0,1,0,231,1,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,360,264,5,0,0,0,0,0,129,95,0,0,231,169,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,7,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,360,80,5,0,0,0,0,0,129,30,0,0,231,50,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,7,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,360,5,5,0,0,0,0,0,129,3,0,0,231,2,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,7,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,360,6,5,0,0,0,0,0,129,1,0,0,231,5,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,360,260,6,0,0,0,0,0,129,94,1,0,231,166,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,8,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,360,81,6,0,0,0,0,0,129,29,1,0,231,52,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,8,10,Commissioner of Agriculture,,1,3,David (Rocky) Palmquist,C,3,LIB,360,9,6,0,0,0,0,0,129,4,1,0,231,5,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,8,10,Commissioner of Agriculture,,1,5,Kenneth Kendrick,C,5,GRN,360,4,6,0,0,0,0,0,129,1,1,0,231,3,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,9,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,360,268,6,0,0,0,0,0,129,95,1,0,231,173,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,9,11,Railroad Commissioner,,1,2,Steve Brown,C,2,DEM,360,75,6,0,0,0,0,0,129,28,1,0,231,47,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,9,11,Railroad Commissioner,,1,3,Mark A. Miller,C,3,LIB,360,8,6,0,0,0,0,0,129,3,1,0,231,5,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,9,11,Railroad Commissioner,,1,4,Martina Salinas,C,4,GRN,360,3,6,0,0,0,0,0,129,2,1,0,231,1,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,10,12,"Chief Justice, Supreme Court",,1,1,Nathan Hecht,C,1,REP,360,261,4,0,0,0,0,0,129,91,0,0,231,170,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,10,12,"Chief Justice, Supreme Court",,1,2,William Moody,C,2,DEM,360,86,4,0,0,0,0,0,129,34,0,0,231,52,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,10,12,"Chief Justice, Supreme Court",,1,3,Tom Oxford,C,3,LIB,360,9,4,0,0,0,0,0,129,4,0,0,231,5,4,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,1,Jeff Brown,C,1,REP,360,268,2,0,0,0,0,0,129,95,0,0,231,173,2,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,2,Lawrence Edward Meyers,C,2,DEM,360,77,2,0,0,0,0,0,129,28,0,0,231,49,2,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,3,Mark Ash,C,3,LIB,360,13,2,0,0,0,0,0,129,6,0,0,231,7,2,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,11,14,"Justice, Supreme Court, Place 7",,1,1,Jeff Boyd,C,1,REP,360,269,5,0,0,0,0,0,129,95,0,0,231,174,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,11,14,"Justice, Supreme Court, Place 7",,1,2,Gina Benavides,C,2,DEM,360,74,5,0,0,0,0,0,129,29,0,0,231,45,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,11,14,"Justice, Supreme Court, Place 7",,1,3,Don Fulton,C,3,LIB,360,10,5,0,0,0,0,0,129,4,0,0,231,6,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,11,14,"Justice, Supreme Court, Place 7",,1,4,Charles E. Waterbury,C,4,GRN,360,2,5,0,0,0,0,0,129,1,0,0,231,1,5,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,12,15,"Justice, Supreme Court, Place 8",,1,1,Phil Johnson,C,1,REP,360,280,49,0,0,0,0,0,129,101,16,0,231,179,33,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,12,15,"Justice, Supreme Court, Place 8",,1,3,RS Roberto Koelsch,C,2,LIB,360,17,49,0,0,0,0,0,129,8,16,0,231,9,33,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,12,15,"Justice, Supreme Court, Place 8",,1,2,Jim Chisolm,C,3,GRN,360,14,49,0,0,0,0,0,129,4,16,0,231,10,33,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,13,16,"Judge, Court of Criminal Appeals Place 3",,1,1,Bert Richardson,C,1,REP,360,272,3,0,0,0,0,0,129,96,0,0,231,176,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,13,16,"Judge, Court of Criminal Appeals Place 3",,1,2,John Granberg,C,2,DEM,360,77,3,0,0,0,0,0,129,30,0,0,231,47,3,0
MARION COUNTY,11/4/2014,2014 General Election,2,,1,6,2,2,1155,0.31,13,16,"Judge, Court of Criminal Appeals Place 3",,1,3,Mark W. Bennett,C,3,LIB,360,8,3,0,0,0,0,0,129,3,0,0,231,5,3,0
