political_subdivision,election-date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,8,Steve Stockman,C,1,,69,5,3,0,0,0,0,0,19,0,3,0,50,5,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,4,Reid Reasor,C,2,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,1,Chris Mapp,C,3,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,6,Ken Cope,C,4,,69,1,3,0,0,0,0,0,19,0,3,0,50,1,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,2,John Cornyn,C,5,,69,36,3,0,0,0,0,0,19,12,3,0,50,24,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,3,Dwayne Stovall,C,6,,69,4,3,0,0,0,0,0,19,2,3,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,5,Linda Vega,C,7,,69,3,3,0,0,0,0,0,19,0,3,0,50,3,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,4,4,United States Senator,R,1,7,Curt Cleaver,C,8,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,1,John Ratcliffe,C,1,,69,22,3,0,0,0,0,0,19,4,3,0,50,18,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,2,Ralph M. Hall,C,2,,69,25,3,0,0,0,0,0,19,9,3,0,50,16,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,3,John Stacy,C,3,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,4,Tony Arterburn,C,4,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,5,Lou Gigliotti,C,5,,69,1,3,0,0,0,0,0,19,1,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,5,5,"United States Representative, District 4",R,1,6,Brent Lawson,C,6,,69,1,3,0,0,0,0,0,19,0,3,0,50,1,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,6,6,Governor,R,1,2,Greg Abbott,C,1,,69,43,3,0,0,0,0,0,19,14,3,0,50,29,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,6,6,Governor,R,1,3,Lisa Fritsch,C,2,,69,4,3,0,0,0,0,0,19,0,3,0,50,4,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,6,6,Governor,R,1,4,SECEDE Kilgore,C,3,,69,2,3,0,0,0,0,0,19,0,3,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,6,6,Governor,R,1,1,Miriam Martinez,C,4,,69,0,3,0,0,0,0,0,19,0,3,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,7,7,Lieutenant Governor,R,1,2,Jerry Patterson,C,1,,69,15,3,0,0,0,0,0,19,3,3,0,50,12,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,7,7,Lieutenant Governor,R,1,4,Dan Patrick,C,2,,69,10,3,0,0,0,0,0,19,4,3,0,50,6,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,7,7,Lieutenant Governor,R,1,3,Todd Staples,C,3,,69,6,3,0,0,0,0,0,19,1,3,0,50,5,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,7,7,Lieutenant Governor,R,1,1,David Dewhurst,C,4,,69,18,3,0,0,0,0,0,19,6,3,0,50,12,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,8,8,Attorney General,R,1,3,Ken Paxton,C,1,,69,25,4,0,0,0,0,0,19,7,4,0,50,18,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,8,8,Attorney General,R,1,2,Dan Branch,C,2,,69,17,4,0,0,0,0,0,19,2,4,0,50,15,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,8,8,Attorney General,R,1,1,Barry Smitherman,C,3,,69,6,4,0,0,0,0,0,19,4,4,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,9,9,Comptroller of Public Accounts,R,1,1,Glenn Hegar,C,1,,69,19,6,0,0,0,0,0,19,2,4,0,50,17,2,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,9,9,Comptroller of Public Accounts,R,1,3,Harvey Hilderbran,C,2,,69,15,6,0,0,0,0,0,19,6,4,0,50,9,2,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,9,9,Comptroller of Public Accounts,R,1,4,Raul Torres,C,3,,69,1,6,0,0,0,0,0,19,0,4,0,50,1,2,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,9,9,Comptroller of Public Accounts,R,1,2,Debra Medina,C,4,,69,11,6,0,0,0,0,0,19,5,4,0,50,6,2,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,10,10,Commissioner of the General Land Office,R,1,2,George P. Bush,C,1,,69,37,5,0,0,0,0,0,19,10,4,0,50,27,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,10,10,Commissioner of the General Land Office,R,1,1,David Watts,C,2,,69,10,5,0,0,0,0,0,19,3,4,0,50,7,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,11,11,Commissioner of Agriculture,R,1,5,Joe Cotten,C,1,,69,13,4,0,0,0,0,0,19,2,3,0,50,11,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,11,11,Commissioner of Agriculture,R,1,3,Eric Opiela,C,2,,69,3,4,0,0,0,0,0,19,1,3,0,50,2,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,11,11,Commissioner of Agriculture,R,1,2,Sid Miller,C,3,,69,11,4,0,0,0,0,0,19,6,3,0,50,5,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,11,11,Commissioner of Agriculture,R,1,4,Tommy Merritt,C,4,,69,21,4,0,0,0,0,0,19,5,3,0,50,16,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,11,11,Commissioner of Agriculture,R,1,1,J Allen Carnes,C,5,,69,0,4,0,0,0,0,0,19,0,3,0,50,0,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,12,12,Railroad Commissioner,R,1,3,Becky Berger,C,1,,69,14,5,0,0,0,0,0,19,1,4,0,50,13,1,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,12,12,Railroad Commissioner,R,1,2,Wayne Christian,C,2,,69,25,5,0,0,0,0,0,19,7,4,0,50,18,1,0
