political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,31,2,Straight Party,,1,1,Republican Party,C,1,REP,480,143,0,0,0,0,0,0,254,82,0,0,226,61,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,31,2,Straight Party,,1,2,Democratic Party,C,2,DEM,480,79,0,0,0,0,0,0,254,37,0,0,226,42,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,31,2,Straight Party,,1,3,Libertarian Party,C,3,LIB,480,0,0,0,0,0,0,0,254,0,0,0,226,0,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,31,2,Straight Party,,1,4,Green Party,C,4,GRN,480,1,0,0,0,0,0,0,254,0,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,32,3,United States Senator,,1,1,John Cornyn,C,1,REP,480,324,0,0,0,0,0,0,254,179,0,0,226,145,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,32,3,United States Senator,,1,2,David M. Alameel,C,2,DEM,480,116,0,0,0,0,0,0,254,53,0,0,226,63,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,32,3,United States Senator,,1,4,Rebecca Paddock,C,3,LIB,480,12,0,0,0,0,0,0,254,8,0,0,226,4,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,32,3,United States Senator,,1,3,"Emily ""Spicybrown"" Sanchez",C,4,GRN,480,2,0,0,0,0,0,0,254,1,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,2,4,"United States Representative, District 36",,1,1,Brian Babin,C,1,REP,480,344,0,0,0,0,0,0,254,192,0,0,226,152,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,2,4,"United States Representative, District 36",,1,2,Michael K. Cole,C,2,DEM,480,122,0,0,0,0,0,0,254,54,0,0,226,68,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,2,4,"United States Representative, District 36",,1,3,Rodney Veach,C,3,LIB,480,1,0,0,0,0,0,0,254,1,0,0,226,0,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,2,4,"United States Representative, District 36",,1,4,"Hal J. Ridley, Jr",C,4,GRN,480,4,0,0,0,0,0,0,254,3,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,3,5,Governor,,1,1,Greg Abbott,C,1,REP,480,322,0,0,0,0,0,0,254,181,0,0,226,141,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,3,5,Governor,,1,2,Wendy R. Davis,C,2,DEM,480,137,0,0,0,0,0,0,254,60,0,0,226,77,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,3,5,Governor,,1,4,Kathie Glass,C,3,LIB,480,8,0,0,0,0,0,0,254,6,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,3,5,Governor,,1,3,Brandon Parmer,C,4,GRN,480,3,0,0,0,0,0,0,254,1,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,480,329,0,0,0,0,0,0,254,185,0,0,226,144,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,4,6,Lieutenant Governor,,1,2,Leticia Van de Putte,C,2,DEM,480,127,0,0,0,0,0,0,254,58,0,0,226,69,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,4,6,Lieutenant Governor,,1,4,Robert D. Butler,C,3,LIB,480,12,0,0,0,0,0,0,254,6,0,0,226,6,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,4,6,Lieutenant Governor,,1,3,Chandrakantha Courtney,C,4,GRN,480,1,0,0,0,0,0,0,254,0,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,480,325,0,0,0,0,0,0,254,180,0,0,226,145,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,5,7,Attorney General,,1,2,Sam Houston,C,2,DEM,480,138,0,0,0,0,0,0,254,65,0,0,226,73,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,5,7,Attorney General,,1,3,Jamie Balagia,C,3,LIB,480,5,0,0,0,0,0,0,254,3,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,5,7,Attorney General,,1,4,Jamar Osborne,C,4,GRN,480,1,0,0,0,0,0,0,254,0,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,480,312,0,0,0,0,0,0,254,171,0,0,226,141,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,6,8,Comptroller of Public Accounts,,1,2,Mike Collier,C,2,DEM,480,145,0,0,0,0,0,0,254,71,0,0,226,74,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,480,6,0,0,0,0,0,0,254,4,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,6,8,Comptroller of Public Accounts,,1,4,Deb Shafto,C,4,GRN,480,2,0,0,0,0,0,0,254,0,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,480,321,0,0,0,0,0,0,254,172,0,0,226,149,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,7,9,Commissioner of the General Land Office,,1,2,John Cook,C,2,DEM,480,132,0,0,0,0,0,0,254,65,0,0,226,67,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,7,9,Commissioner of the General Land Office,,1,3,Justin Knight,C,3,LIB,480,11,0,0,0,0,0,0,254,9,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,7,9,Commissioner of the General Land Office,,1,4,Valerie Alessi,C,4,GRN,480,2,0,0,0,0,0,0,254,0,0,0,226,2,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,480,304,0,0,0,0,0,0,254,164,0,0,226,140,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,8,10,Commissioner of Agriculture,,1,2,Jim Hogan,C,2,DEM,480,139,0,0,0,0,0,0,254,69,0,0,226,70,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,8,10,Commissioner of Agriculture,,1,3,David (Rocky) Palmquist,C,3,LIB,480,16,0,0,0,0,0,0,254,11,0,0,226,5,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,8,10,Commissioner of Agriculture,,1,5,Kenneth Kendrick,C,5,GRN,480,4,0,0,0,0,0,0,254,3,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,9,11,Railroad Commissioner,,1,1,Ryan Sitton,C,1,REP,480,306,0,0,0,0,0,0,254,169,0,0,226,137,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,9,11,Railroad Commissioner,,1,2,Steve Brown,C,2,DEM,480,142,0,0,0,0,0,0,254,69,0,0,226,73,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,9,11,Railroad Commissioner,,1,3,Mark A. Miller,C,3,LIB,480,16,0,0,0,0,0,0,254,8,0,0,226,8,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,9,11,Railroad Commissioner,,1,4,Martina Salinas,C,4,GRN,480,2,0,0,0,0,0,0,254,1,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,10,12,"Chief Justice, Supreme Court",,1,1,Nathan Hecht,C,1,REP,480,300,0,0,0,0,0,0,254,167,0,0,226,133,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,10,12,"Chief Justice, Supreme Court",,1,2,William Moody,C,2,DEM,480,147,0,0,0,0,0,0,254,70,0,0,226,77,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,10,12,"Chief Justice, Supreme Court",,1,3,Tom Oxford,C,3,LIB,480,14,0,0,0,0,0,0,254,9,0,0,226,5,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,1,Jeff Brown,C,1,REP,480,313,0,0,0,0,0,0,254,169,0,0,226,144,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,2,Lawrence Edward Meyers,C,2,DEM,480,136,0,0,0,0,0,0,254,67,0,0,226,69,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,33,13,"Justice, Supreme Court, Place 6 - Unexpired Term",,1,3,Mark Ash,C,3,LIB,480,14,0,0,0,0,0,0,254,10,0,0,226,4,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,11,14,"Justice, Supreme Court, Place 7",,1,1,Jeff Boyd,C,1,REP,480,319,0,0,0,0,0,0,254,174,0,0,226,145,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,11,14,"Justice, Supreme Court, Place 7",,1,2,Gina Benavides,C,2,DEM,480,131,0,0,0,0,0,0,254,62,0,0,226,69,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,11,14,"Justice, Supreme Court, Place 7",,1,3,Don Fulton,C,3,LIB,480,11,0,0,0,0,0,0,254,8,0,0,226,3,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,11,14,"Justice, Supreme Court, Place 7",,1,4,Charles E. Waterbury,C,4,GRN,480,3,0,0,0,0,0,0,254,2,0,0,226,1,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,12,15,"Justice, Supreme Court, Place 8",,1,1,Phil Johnson,C,1,REP,480,341,0,0,0,0,0,0,254,189,0,0,226,152,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,12,15,"Justice, Supreme Court, Place 8",,1,3,RS Roberto Koelsch,C,2,LIB,480,35,0,0,0,0,0,0,254,20,0,0,226,15,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,12,15,"Justice, Supreme Court, Place 8",,1,2,Jim Chisolm,C,3,GRN,480,19,0,0,0,0,0,0,254,7,0,0,226,12,0,0
HARDIN COUNTY,11.04.2014,2014 GENERAL ELECTION,1,CO-KISD,1,4,1,1,1614,0.3,13,16,"Judge, Court of Criminal Appeals Place 3",,1,1,Bert Richardson,C,1,REP,480,314,0,0,0,0,0,0,254,170,0,0,226,144,0,0
