Political Subdivision,Election Date,Election Name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,4,Reid Reasor,C,1,,157,9,14,0,0,0,0,0,70,3,6,0,87,6,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,8,Steve Stockman,C,2,,157,17,14,0,0,0,0,0,70,6,6,0,87,11,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,2,John Cornyn,C,3,,157,74,14,0,0,0,0,0,70,36,6,0,87,38,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,5,Linda Vega,C,4,,157,14,14,0,0,0,0,0,70,6,6,0,87,8,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,6,Ken Cope,C,5,,157,3,14,0,0,0,0,0,70,2,6,0,87,1,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,1,Chris Mapp,C,6,,157,3,14,0,0,0,0,0,70,1,6,0,87,2,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,7,Curt Cleaver,C,7,,157,2,14,0,0,0,0,0,70,1,6,0,87,1,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,4,4,United States Senator,,1,3,Dwayne Stovall,C,8,,157,9,14,0,0,0,0,0,70,3,6,0,87,6,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,5,5,"United States Representative, District 11",,1,1,Mike Conaway,C,1,,157,110,5,0,0,0,0,0,70,52,3,0,87,58,2,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,5,5,"United States Representative, District 11",,1,2,Wade Brown,C,2,,157,30,5,0,0,0,0,0,70,9,3,0,87,21,2,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,6,6,Governor,,1,1,Miriam Martinez,C,1,,157,11,10,0,0,0,0,0,70,6,2,0,87,5,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,6,6,Governor,,1,2,Greg Abbott,C,2,,157,112,10,0,0,0,0,0,70,49,2,0,87,63,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,6,6,Governor,,1,3,Lisa Fritsch,C,3,,157,6,10,0,0,0,0,0,70,4,2,0,87,2,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,6,6,Governor,,1,4,SECEDE Kilgore,C,4,,157,6,10,0,0,0,0,0,70,3,2,0,87,3,8,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,7,7,Lieutenant Governor,,1,2,Jerry Patterson,C,1,,157,10,9,0,0,0,0,0,70,5,2,0,87,5,7,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,7,7,Lieutenant Governor,,1,3,Todd Staples,C,2,,157,33,9,0,0,0,0,0,70,18,2,0,87,15,7,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,7,7,Lieutenant Governor,,1,1,David Dewhurst,C,3,,157,58,9,0,0,0,0,0,70,25,2,0,87,33,7,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,7,7,Lieutenant Governor,,1,4,Dan Patrick,C,4,,157,35,9,0,0,0,0,0,70,14,2,0,87,21,7,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,8,8,Attorney General,,1,1,Barry Smitherman,C,1,,157,44,21,0,0,0,0,0,70,19,7,0,87,25,14,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,8,8,Attorney General,,1,3,Ken Paxton,C,2,,157,40,21,0,0,0,0,0,70,20,7,0,87,20,14,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,8,8,Attorney General,,1,2,Dan Branch,C,3,,157,40,21,0,0,0,0,0,70,18,7,0,87,22,14,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,9,9,Comptroller of Public Accounts,,1,2,Debra Medina,C,1,,157,44,26,0,0,0,0,0,70,20,10,0,87,24,16,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,9,9,Comptroller of Public Accounts,,1,3,Harvey Hilderbran,C,2,,157,30,26,0,0,0,0,0,70,11,10,0,87,19,16,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,9,9,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,3,,157,38,26,0,0,0,0,0,70,18,10,0,87,20,16,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,9,9,Comptroller of Public Accounts,,1,4,Raul Torres,C,4,,157,7,26,0,0,0,0,0,70,5,10,0,87,2,16,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,10,10,Commissioner of the General Land Office,,1,1,David Watts,C,1,,157,30,17,0,0,0,0,0,70,15,6,0,87,15,11,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,10,10,Commissioner of the General Land Office,,1,2,George P. Bush,C,2,,157,98,17,0,0,0,0,0,70,43,6,0,87,55,11,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,11,11,Commissioner of Agriculture,,1,1,J Allen Carnes,C,1,,157,26,30,0,0,0,0,0,70,15,12,0,87,11,18,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,11,11,Commissioner of Agriculture,,1,3,Eric Opiela,C,2,,157,12,30,0,0,0,0,0,70,4,12,0,87,8,18,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,11,11,Commissioner of Agriculture,,1,2,Sid Miller,C,3,,157,27,30,0,0,0,0,0,70,13,12,0,87,14,18,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,11,11,Commissioner of Agriculture,,1,5,Joe Cotten,C,4,,157,25,30,0,0,0,0,0,70,9,12,0,87,16,18,0
Martin County,3/4/2014,Republican Primary,1,,1,12,1,1,800,0.2,11,11,Commissioner of Agriculture,,1,4,Tommy Merritt,C,5,,157,25,30,0,0,0,0,0,70,11,12,0,87,14,18,0
