political_subdivision,election-date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,49,51,"Chief Justice, Supreme Court",D,1,1,William Moody,C,1,,69,12,5,0,0,0,0,0,19,1,1,0,50,11,4,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,80,52,"Justice, Supreme Court, Place 6 - Unexpired Term",D,1,1,Lawrence Edward Meyers,C,1,,69,11,6,0,0,0,0,0,19,0,2,0,50,11,4,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,50,53,"Justice, Supreme Court, Place 7",D,1,1,Gina Benavides,C,1,,69,12,5,0,0,0,0,0,19,1,1,0,50,11,4,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,52,55,"Judge, Court of Criminal Appeals, Place 3",D,1,1,John Granberg,C,1,,69,13,4,0,0,0,0,0,19,1,1,0,50,12,3,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,65,68,County Clerk,D,1,1,Vickie Wray Smith,C,1,,69,14,3,0,0,0,0,0,19,2,0,0,50,12,3,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,66,69,County Treasurer,D,1,1,Terrie S. Neuville,C,1,,69,14,3,0,0,0,0,0,19,2,0,0,50,12,3,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,78,79,County Chairman,D,1,1,Ricky Harrington,C,1,,69,14,3,0,0,0,0,0,19,2,0,0,50,12,3,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,87,86,ON IMMIGRATION REFORM,D,1,1,FOR,C,1,,69,16,0,0,0,0,0,0,19,1,0,0,50,15,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,87,86,ON IMMIGRATION REFORM,D,1,2,AGAINST,C,2,,69,1,0,0,0,0,0,0,19,1,0,0,50,0,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,1,FOR,C,1,,69,15,0,0,0,0,0,0,19,2,0,0,50,13,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,2,AGAINST,C,2,,69,2,0,0,0,0,0,0,19,0,0,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,89,88,MEDICAID EXPANSION,D,1,1,FOR,C,1,,69,15,0,0,0,0,0,0,19,2,0,0,50,13,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,89,88,MEDICAID EXPANSION,D,1,2,AGAINST,C,2,,69,2,0,0,0,0,0,0,19,0,0,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,1,FOR,C,1,,69,15,0,0,0,0,0,0,19,2,0,0,50,13,0,0
Marion County,3/4/2014,2014 Primary,1,,1,5,1,1,1226,0.06,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,2,AGAINST,C,2,,69,2,0,0,0,0,0,0,19,0,0,0,50,2,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,40,42,United States Senator,D,1,1,David M. Alameel,C,1,,176,10,4,0,0,0,0,0,52,3,0,0,124,7,4,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,40,42,United States Senator,D,1,3,"Michael ""Fjet"" Fjetland",C,2,,176,1,4,0,0,0,0,0,52,0,0,0,124,1,4,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,40,42,United States Senator,D,1,2,Maxey Marie Scherr,C,3,,176,12,4,0,0,0,0,0,52,2,0,0,124,10,4,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,40,42,United States Senator,D,1,4,Kesha Rogers,C,4,,176,7,4,0,0,0,0,0,52,2,0,0,124,5,4,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,40,42,United States Senator,D,1,5,Harry Kim,C,5,,176,1,4,0,0,0,0,0,52,0,0,0,124,1,4,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,42,44,Governor,D,1,1,Wendy R. Davis,C,1,,176,30,1,0,0,0,0,0,52,6,0,0,124,24,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,42,44,Governor,D,1,2,"Reynaldo ""Ray"" Madrigal",C,2,,176,4,1,0,0,0,0,0,52,1,0,0,124,3,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,43,45,Lieutenant Governor,D,1,1,Leticia Van de Putte,C,1,,176,26,9,0,0,0,0,0,52,7,0,0,124,19,9,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,44,46,Attorney General,D,1,1,Sam Houston,C,1,,176,28,7,0,0,0,0,0,52,7,0,0,124,21,7,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,45,47,Comptroller of Public Accounts,D,1,1,Mike Collier,C,1,,176,27,8,0,0,0,0,0,52,7,0,0,124,20,8,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,46,48,Commissioner of the General Land Office,D,1,1,John Cook,C,1,,176,26,9,0,0,0,0,0,52,7,0,0,124,19,9,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,47,49,Commissioner of Agriculture,D,1,3,"Richard ""Kinky"" Friedman",C,1,,176,13,1,0,0,0,0,0,52,3,0,0,124,10,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,47,49,Commissioner of Agriculture,D,1,1,Hugh Asa Fitzsimons III,C,2,,176,8,1,0,0,0,0,0,52,1,0,0,124,7,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,47,49,Commissioner of Agriculture,D,1,2,Jim Hogan,C,3,,176,13,1,0,0,0,0,0,52,3,0,0,124,10,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,48,50,Railroad Commissioner,D,1,1,Steve Brown,C,1,,176,17,5,0,0,0,0,0,52,3,0,0,124,14,5,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,48,50,Railroad Commissioner,D,1,2,Dale Henry,C,2,,176,13,5,0,0,0,0,0,52,4,0,0,124,9,5,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,49,51,"Chief Justice, Supreme Court",D,1,1,William Moody,C,1,,176,28,7,0,0,0,0,0,52,7,0,0,124,21,7,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,80,52,"Justice, Supreme Court, Place 6 - Unexpired Term",D,1,1,Lawrence Edward Meyers,C,1,,176,25,10,0,0,0,0,0,52,5,2,0,124,20,8,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,50,53,"Justice, Supreme Court, Place 7",D,1,1,Gina Benavides,C,1,,176,27,8,0,0,0,0,0,52,6,1,0,124,21,7,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,52,55,"Judge, Court of Criminal Appeals, Place 3",D,1,1,John Granberg,C,1,,176,26,9,0,0,0,0,0,52,7,0,0,124,19,9,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,65,68,County Clerk,D,1,1,Vickie Wray Smith,C,1,,176,27,8,0,0,0,0,0,52,7,0,0,124,20,8,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,66,69,County Treasurer,D,1,1,Terrie S. Neuville,C,1,,176,26,9,0,0,0,0,0,52,7,0,0,124,19,9,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,78,79,County Chairman,D,1,1,Ricky Harrington,C,1,,176,28,7,0,0,0,0,0,52,7,0,0,124,21,7,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,87,86,ON IMMIGRATION REFORM,D,1,1,FOR,C,1,,176,29,0,0,0,0,0,0,52,7,0,0,124,22,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,87,86,ON IMMIGRATION REFORM,D,1,2,AGAINST,C,2,,176,6,0,0,0,0,0,0,52,0,0,0,124,6,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,1,FOR,C,1,,176,29,0,0,0,0,0,0,52,7,0,0,124,22,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,2,AGAINST,C,2,,176,6,0,0,0,0,0,0,52,0,0,0,124,6,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,89,88,MEDICAID EXPANSION,D,1,1,FOR,C,1,,176,29,0,0,0,0,0,0,52,7,0,0,124,22,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,89,88,MEDICAID EXPANSION,D,1,2,AGAINST,C,2,,176,6,0,0,0,0,0,0,52,0,0,0,124,6,0,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,1,FOR,C,1,,176,26,1,0,0,0,0,0,52,6,0,0,124,20,1,0
Marion County,3/4/2014,2014 Primary,2,,1,5,2,2,2328,0.08,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,2,AGAINST,C,2,,176,8,1,0,0,0,0,0,52,1,0,0,124,7,1,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,40,42,United States Senator,D,1,1,David M. Alameel,C,1,,88,3,0,0,0,0,0,0,26,0,0,0,62,3,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,40,42,United States Senator,D,1,3,"Michael ""Fjet"" Fjetland",C,2,,88,0,0,0,0,0,0,0,26,0,0,0,62,0,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,40,42,United States Senator,D,1,2,Maxey Marie Scherr,C,3,,88,4,0,0,0,0,0,0,26,3,0,0,62,1,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,40,42,United States Senator,D,1,4,Kesha Rogers,C,4,,88,8,0,0,0,0,0,0,26,2,0,0,62,6,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,40,42,United States Senator,D,1,5,Harry Kim,C,5,,88,1,0,0,0,0,0,0,26,0,0,0,62,1,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,42,44,Governor,D,1,1,Wendy R. Davis,C,1,,88,11,0,0,0,0,0,0,26,4,0,0,62,7,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,42,44,Governor,D,1,2,"Reynaldo ""Ray"" Madrigal",C,2,,88,5,0,0,0,0,0,0,26,1,0,0,62,4,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,43,45,Lieutenant Governor,D,1,1,Leticia Van de Putte,C,1,,88,12,4,0,0,0,0,0,26,3,2,0,62,9,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,44,46,Attorney General,D,1,1,Sam Houston,C,1,,88,15,1,0,0,0,0,0,26,4,1,0,62,11,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,45,47,Comptroller of Public Accounts,D,1,1,Mike Collier,C,1,,88,13,3,0,0,0,0,0,26,4,1,0,62,9,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,46,48,Commissioner of the General Land Office,D,1,1,John Cook,C,1,,88,13,3,0,0,0,0,0,26,4,1,0,62,9,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,47,49,Commissioner of Agriculture,D,1,3,"Richard ""Kinky"" Friedman",C,1,,88,1,2,0,0,0,0,0,26,0,0,0,62,1,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,47,49,Commissioner of Agriculture,D,1,1,Hugh Asa Fitzsimons III,C,2,,88,1,2,0,0,0,0,0,26,1,0,0,62,0,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,47,49,Commissioner of Agriculture,D,1,2,Jim Hogan,C,3,,88,12,2,0,0,0,0,0,26,4,0,0,62,8,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,48,50,Railroad Commissioner,D,1,1,Steve Brown,C,1,,88,13,2,0,0,0,0,0,26,5,0,0,62,8,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,48,50,Railroad Commissioner,D,1,2,Dale Henry,C,2,,88,1,2,0,0,0,0,0,26,0,0,0,62,1,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,49,51,"Chief Justice, Supreme Court",D,1,1,William Moody,C,1,,88,12,4,0,0,0,0,0,26,4,1,0,62,8,3,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,80,52,"Justice, Supreme Court, Place 6 - Unexpired Term",D,1,1,Lawrence Edward Meyers,C,1,,88,13,3,0,0,0,0,0,26,4,1,0,62,9,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,50,53,"Justice, Supreme Court, Place 7",D,1,1,Gina Benavides,C,1,,88,13,3,0,0,0,0,0,26,4,1,0,62,9,2,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,52,55,"Judge, Court of Criminal Appeals, Place 3",D,1,1,John Granberg,C,1,,88,12,4,0,0,0,0,0,26,4,1,0,62,8,3,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,65,68,County Clerk,D,1,1,Vickie Wray Smith,C,1,,88,16,0,0,0,0,0,0,26,5,0,0,62,11,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,66,69,County Treasurer,D,1,1,Terrie S. Neuville,C,1,,88,15,1,0,0,0,0,0,26,5,0,0,62,10,1,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,78,79,County Chairman,D,1,1,Ricky Harrington,C,1,,88,12,4,0,0,0,0,0,26,5,0,0,62,7,4,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,87,86,ON IMMIGRATION REFORM,D,1,1,FOR,C,1,,88,8,1,0,0,0,0,0,26,2,0,0,62,6,1,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,87,86,ON IMMIGRATION REFORM,D,1,2,AGAINST,C,2,,88,7,1,0,0,0,0,0,26,3,0,0,62,4,1,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,1,FOR,C,1,,88,12,0,0,0,0,0,0,26,2,0,0,62,10,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,2,AGAINST,C,2,,88,4,0,0,0,0,0,0,26,3,0,0,62,1,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,89,88,MEDICAID EXPANSION,D,1,1,FOR,C,1,,88,13,0,0,0,0,0,0,26,3,0,0,62,10,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,89,88,MEDICAID EXPANSION,D,1,2,AGAINST,C,2,,88,3,0,0,0,0,0,0,26,2,0,0,62,1,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,1,FOR,C,1,,88,9,0,0,0,0,0,0,26,1,0,0,62,8,0,0
Marion County,3/4/2014,2014 Primary,3,,1,5,3,3,1106,0.08,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,2,AGAINST,C,2,,88,7,0,0,0,0,0,0,26,4,0,0,62,3,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,40,42,United States Senator,D,1,1,David M. Alameel,C,1,,76,6,1,0,0,0,0,0,37,1,0,0,39,5,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,40,42,United States Senator,D,1,3,"Michael ""Fjet"" Fjetland",C,2,,76,3,1,0,0,0,0,0,37,0,0,0,39,3,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,40,42,United States Senator,D,1,2,Maxey Marie Scherr,C,3,,76,2,1,0,0,0,0,0,37,2,0,0,39,0,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,40,42,United States Senator,D,1,4,Kesha Rogers,C,4,,76,5,1,0,0,0,0,0,37,1,0,0,39,4,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,40,42,United States Senator,D,1,5,Harry Kim,C,5,,76,2,1,0,0,0,0,0,37,1,0,0,39,1,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,42,44,Governor,D,1,1,Wendy R. Davis,C,1,,76,14,1,0,0,0,0,0,37,2,0,0,39,12,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,42,44,Governor,D,1,2,"Reynaldo ""Ray"" Madrigal",C,2,,76,4,1,0,0,0,0,0,37,3,0,0,39,1,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,43,45,Lieutenant Governor,D,1,1,Leticia Van de Putte,C,1,,76,15,4,0,0,0,0,0,37,4,1,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,44,46,Attorney General,D,1,1,Sam Houston,C,1,,76,15,4,0,0,0,0,0,37,4,1,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,45,47,Comptroller of Public Accounts,D,1,1,Mike Collier,C,1,,76,18,1,0,0,0,0,0,37,4,1,0,39,14,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,46,48,Commissioner of the General Land Office,D,1,1,John Cook,C,1,,76,16,3,0,0,0,0,0,37,4,1,0,39,12,2,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,47,49,Commissioner of Agriculture,D,1,3,"Richard ""Kinky"" Friedman",C,1,,76,9,0,0,0,0,0,0,37,2,0,0,39,7,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,47,49,Commissioner of Agriculture,D,1,1,Hugh Asa Fitzsimons III,C,2,,76,3,0,0,0,0,0,0,37,1,0,0,39,2,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,47,49,Commissioner of Agriculture,D,1,2,Jim Hogan,C,3,,76,7,0,0,0,0,0,0,37,2,0,0,39,5,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,48,50,Railroad Commissioner,D,1,1,Steve Brown,C,1,,76,8,3,0,0,0,0,0,37,2,1,0,39,6,2,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,48,50,Railroad Commissioner,D,1,2,Dale Henry,C,2,,76,8,3,0,0,0,0,0,37,2,1,0,39,6,2,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,49,51,"Chief Justice, Supreme Court",D,1,1,William Moody,C,1,,76,15,4,0,0,0,0,0,37,4,1,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,80,52,"Justice, Supreme Court, Place 6 - Unexpired Term",D,1,1,Lawrence Edward Meyers,C,1,,76,14,5,0,0,0,0,0,37,3,2,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,50,53,"Justice, Supreme Court, Place 7",D,1,1,Gina Benavides,C,1,,76,15,4,0,0,0,0,0,37,4,1,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,52,55,"Judge, Court of Criminal Appeals, Place 3",D,1,1,John Granberg,C,1,,76,14,5,0,0,0,0,0,37,4,1,0,39,10,4,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,65,68,County Clerk,D,1,1,Vickie Wray Smith,C,1,,76,18,1,0,0,0,0,0,37,5,0,0,39,13,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,66,69,County Treasurer,D,1,1,Terrie S. Neuville,C,1,,76,16,3,0,0,0,0,0,37,5,0,0,39,11,3,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,78,79,County Chairman,D,1,1,Ricky Harrington,C,1,,76,15,4,0,0,0,0,0,37,2,3,0,39,13,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,87,86,ON IMMIGRATION REFORM,D,1,1,FOR,C,1,,76,17,1,0,0,0,0,0,37,5,0,0,39,12,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,87,86,ON IMMIGRATION REFORM,D,1,2,AGAINST,C,2,,76,1,1,0,0,0,0,0,37,0,0,0,39,1,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,1,FOR,C,1,,76,13,1,0,0,0,0,0,37,3,0,0,39,10,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,88,87,A LIVING WAGE FOR ALL TEXANS,D,1,2,AGAINST,C,2,,76,5,1,0,0,0,0,0,37,2,0,0,39,3,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,89,88,MEDICAID EXPANSION,D,1,1,FOR,C,1,,76,14,0,0,0,0,0,0,37,2,0,0,39,12,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,89,88,MEDICAID EXPANSION,D,1,2,AGAINST,C,2,,76,5,0,0,0,0,0,0,37,3,0,0,39,2,0,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,1,FOR,C,1,,76,14,1,0,0,0,0,0,37,2,0,0,39,12,1,0
Marion County,3/4/2014,2014 Primary,4,,1,6,4,4,1110,0.07,90,89,ON NON-DISCRIMINATION LEGISLATION,D,1,2,AGAINST,C,2,,76,4,1,0,0,0,0,0,37,3,0,0,39,1,1,0
Marion County,3/4/2014,2014 Primary,5,,1,6,5,5,1460,0.07,40,42,United States Senator,D,1,1,David M. Alameel,C,1,,101,10,0,0,0,0,0,0,47,4,0,0,54,6,0,0
Marion County,3/4/2014,2014 Primary,5,,1,6,5,5,1460,0.07,40,42,United States Senator,D,1,3,"Michael ""Fjet"" Fjetland",C,2,,101,1,0,0,0,0,0,0,47,0,0,0,54,1,0,0
Marion County,3/4/2014,2014 Primary,5,,1,6,5,5,1460,0.07,40,42,United States Senator,D,1,2,Maxey Marie Scherr,C,3,,101,3,0,0,0,0,0,0,47,1,0,0,54,2,0,0
Marion County,3/4/2014,2014 Primary,5,,1,6,5,5,1460,0.07,40,42,United States Senator,D,1,4,Kesha Rogers,C,4,,101,2,0,0,0,0,0,0,47,1,0,0,54,1,0,0
