political_subdivision,election_date,election_name,total_provisional_ballots,total_provisional_ballots_counted,precinct_name,reg_voters,race_name,candidate_name,early_votes,election_votes
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY JUDGE - DEM,Sarah Eckhardt,75,124
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY JUDGE - DEM,Andy Brown,36,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,91,166
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,93,166
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,82,109
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,18,48
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,93,166
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,91,169
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,92,167
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,94,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,91,167
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,DISTRICT CLERK - DEM,Velva L. Price,91,167
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY CLERK - DEM,Dana DeBeauvoir,94,176
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY TREASURER - DEM,Ramey Ko,43,69
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY TREASURER - DEM,Dolores Ortega Carter,61,105
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,COUNTY CHAIRMAN - DEM,Jan Soifer,93,175
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,IMMIGRATION REFORM,For,99,188
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,IMMIGRATION REFORM,Against,11,14
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,A LIVING WAGE FOR ALL TEXANS,For,106,186
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,A LIVING WAGE FOR ALL TEXANS,Against,4,19
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,MEDICAID EXPANSION,For,107,196
Travis County Democratic Primary Election,3/4/2014,Joint General Election,20,20,337,3706,MEDICAID EXPANSION,Against,3,10
Travis County Republican Primary Election,3/4/2014,Joint General Election,20,20,337,3706,NON-DISCRIMINATION LEGISLATION,For,106,193
Travis County Republican Primary Election,3/4/2014,Joint General Election,20,20,337,3706,NON-DISCRIMINATION LEGISLATION,Against,3,11
CONGRESSIONAL DISTRICT 25 - D,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT 25, UNITED STATES REPRESENTATIVE - DEM",Marco Montoya,84,119
CONGRESSIONAL DISTRICT 25 - D,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT 25, UNITED STATES REPRESENTATIVE - DEM",Stuart Gourd,20,39
Federal Ballots - DEM,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,36,55
Federal Ballots - DEM,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Harry Kim,11,18
Federal Ballots - DEM,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Kesha Rogers,8,26
Federal Ballots - DEM,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,7
Federal Ballots - DEM,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,David M. Alameel,51,74
JUSTICE OF THE PEACE 3 - D,3/4/2014,Joint General Election,23,23,338,5049,"PRECINCT 3, JUSTICE OF THE PEACE - DEM",Susan Steeg,110,167
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,117,188
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,36,55
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Harry Kim,11,18
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,Kesha Rogers,8,26
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,7
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,UNITED STATES SENATOR - DEM,David M. Alameel,51,74
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",2,10
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,GOVERNOR - DEM,Wendy R. Davis,130,207
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,123,188
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,ATTORNEY GENERAL - DEM,Sam Houston,113,173
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,112,180
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,110,180
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",49,84
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,25,56
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,43,55
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,RAILROAD COMMISSIONER - DEM,Dale Henry,24,53
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,RAILROAD COMMISSIONER - DEM,Steve Brown,72,107
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,103,165
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,105,171
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,110,171
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,106,169
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,112,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,109,173
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,111,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,110,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,110,173
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,110,171
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,109,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,109,172
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,109,175
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY JUDGE - DEM,Sarah Eckhardt,80,112
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY JUDGE - DEM,Andy Brown,50,94
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,111,170
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,111,170
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,79,118
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,22,46
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,109,166
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,110,168
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,109,168
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,112,171
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,110,169
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,DISTRICT CLERK - DEM,Velva L. Price,110,168
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY CLERK - DEM,Dana DeBeauvoir,114,178
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY TREASURER - DEM,Ramey Ko,58,85
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY TREASURER - DEM,Dolores Ortega Carter,56,104
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,COUNTY CHAIRMAN - DEM,Jan Soifer,112,170
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,IMMIGRATION REFORM,For,121,187
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,IMMIGRATION REFORM,Against,9,18
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,A LIVING WAGE FOR ALL TEXANS,For,127,196
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,A LIVING WAGE FOR ALL TEXANS,Against,5,16
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,MEDICAID EXPANSION,For,129,206
Travis County Democratic Primary Election,3/4/2014,Joint General Election,23,23,338,5049,MEDICAID EXPANSION,Against,3,9
Travis County Republican Primary Election,3/4/2014,Joint General Election,23,23,338,5049,NON-DISCRIMINATION LEGISLATION,For,127,207
Travis County Republican Primary Election,3/4/2014,Joint General Election,23,23,338,5049,NON-DISCRIMINATION LEGISLATION,Against,3,8
Federal Ballots - DEM,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,31,28
Federal Ballots - DEM,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Harry Kim,4,2
Federal Ballots - DEM,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Kesha Rogers,11,3
Federal Ballots - DEM,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,0
Federal Ballots - DEM,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,David M. Alameel,68,22
JUSTICE OF THE PEACE 3 - D,3/4/2014,Joint General Election,7,6,339,1862,"PRECINCT 3, JUSTICE OF THE PEACE - DEM",Susan Steeg,108,52
LEGISLATIVE DISTRICT 48 - D,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT 48, STATE REPRESENTATIVE - DEM",Donna Howard,120,58
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,120,60
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,31,28
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Harry Kim,4,2
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,Kesha Rogers,11,3
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",5,0
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,UNITED STATES SENATOR - DEM,David M. Alameel,68,22
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",8,3
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,GOVERNOR - DEM,Wendy R. Davis,118,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,122,61
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,ATTORNEY GENERAL - DEM,Sam Houston,117,55
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,117,57
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,117,56
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",44,22
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,38,15
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,36,24
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,RAILROAD COMMISSIONER - DEM,Dale Henry,45,14
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,RAILROAD COMMISSIONER - DEM,Steve Brown,64,34
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,120,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,105,48
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,111,53
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,110,53
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,112,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,109,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,111,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,108,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,110,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,109,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,110,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,111,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,111,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY JUDGE - DEM,Sarah Eckhardt,67,39
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY JUDGE - DEM,Andy Brown,57,25
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,107,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,106,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,80,32
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,32,15
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,108,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 5, JUDGE - DEM",Nancy Hohengarten,108,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 6, JUDGE - DEM",Brandy Mueller,107,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"COUNTY COURT AT LAW 7, JUDGE - DEM",Elisabeth Earle,110,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,"JUDGE, COUNTY PROBATE COURT - DEM",Guy Herman,107,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,DISTRICT CLERK - DEM,Velva L. Price,106,51
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY CLERK - DEM,Dana DeBeauvoir,117,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY TREASURER - DEM,Ramey Ko,45,26
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY TREASURER - DEM,Dolores Ortega Carter,75,28
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,COUNTY CHAIRMAN - DEM,Jan Soifer,106,52
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,IMMIGRATION REFORM,For,114,59
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,IMMIGRATION REFORM,Against,7,7
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,A LIVING WAGE FOR ALL TEXANS,For,116,64
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,A LIVING WAGE FOR ALL TEXANS,Against,5,3
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,MEDICAID EXPANSION,For,120,65
Travis County Democratic Primary Election,3/4/2014,Joint General Election,7,6,339,1862,MEDICAID EXPANSION,Against,4,3
Travis County Republican Primary Election,3/4/2014,Joint General Election,7,6,339,1862,NON-DISCRIMINATION LEGISLATION,For,120,66
Travis County Republican Primary Election,3/4/2014,Joint General Election,7,6,339,1862,NON-DISCRIMINATION LEGISLATION,Against,5,2
Federal Ballots - DEM,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,35,37
Federal Ballots - DEM,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Harry Kim,7,6
Federal Ballots - DEM,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Kesha Rogers,4,8
Federal Ballots - DEM,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",4,2
Federal Ballots - DEM,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,David M. Alameel,32,26
JUSTICE OF THE PEACE 3 - D,3/4/2014,Joint General Election,10,10,340,1988,"PRECINCT 3, JUSTICE OF THE PEACE - DEM",Susan Steeg,77,76
LEGISLATIVE DISTRICT 49 - D,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT 49, STATE REPRESENTATIVE - DEM",Elliott Naishtat,83,84
SENATE DISTRICT 14 - D,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT 14, STATE SENATOR - DEM",Kirk Watson,84,89
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Maxey Marie Scherr,35,37
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Harry Kim,7,6
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,Kesha Rogers,4,8
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,"Michael ""Fjet"" Fjetland",4,2
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,UNITED STATES SENATOR - DEM,David M. Alameel,32,26
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,GOVERNOR - DEM,"Reynaldo ""Ray"" Madrigal",3,1
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,GOVERNOR - DEM,Wendy R. Davis,87,98
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,LIEUTENANT GOVERNOR - DEM,Leticia Van de Putte,86,92
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,ATTORNEY GENERAL - DEM,Sam Houston,78,80
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COMPTROLLER OF PUBLIC ACCOUNTS - DEM,Mike Collier,80,82
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COMMISSIONER OF THE GENERAL LAND OFFICE - DEM,John Cook,79,82
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COMMISSIONER OF AGRICULTURE - DEM,"Richard ""Kinky"" Friedman",30,37
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COMMISSIONER OF AGRICULTURE - DEM,Jim Hogan,16,12
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COMMISSIONER OF AGRICULTURE - DEM,Hugh Asa Fitzsimons III,37,42
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,RAILROAD COMMISSIONER - DEM,Dale Henry,24,25
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,RAILROAD COMMISSIONER - DEM,Steve Brown,50,50
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"CHIEF JUSTICE, SUPREME COURT - DEM",William Moody,75,80
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"PLACE 6, JUSTICE, SUPREME COURT, UNEXPIRED TERM - DEM",Lawrence Edward Meyers,73,74
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"PLACE 7, JUSTICE, SUPREME COURT - DEM",Gina Benavides,74,79
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"PLACE 3, JUDGE, COURT OF CRIMINAL APPEALS - DEM",John Granberg,74,75
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"CHIEF JUSTICE, 3RD COURT OF APPEALS DISTRICT - DEM",Diane Henson,76,78
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 147TH JUDICIAL DISTRICT - DEM",Cliff Brown,75,80
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 201ST JUDICIAL DISTRICT - DEM",Amy Clark Meachum,76,78
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 250TH JUDICIAL DISTRICT - DEM",Karin Crump,75,79
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 261ST JUDICIAL DISTRICT - DEM",Lora Livingston,75,79
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 299TH JUDICIAL DISTRICT - DEM",Karen Sage,72,78
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 331ST JUDICIAL DISTRICT - DEM",David Crain,73,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 403RD JUDICIAL DISTRICT - DEM",Brenda P. Kennedy,74,77
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"DISTRICT JUDGE, 419TH JUDICIAL DISTRICT - DEM",Orlinda Naranjo,75,78
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COUNTY JUDGE - DEM,Sarah Eckhardt,45,63
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,COUNTY JUDGE - DEM,Andy Brown,44,37
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"COUNTY COURT AT LAW 1, JUDGE - DEM",Todd Wong,75,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"COUNTY COURT AT LAW 2, JUDGE - DEM",Eric Montgomery Shepperd,75,76
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"COUNTY COURT AT LAW 3, JUDGE - DEM",John Lipscombe,59,57
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"COUNTY COURT AT LAW 3, JUDGE - DEM",Paul Evans,24,16
Travis County Democratic Primary Election,3/4/2014,Joint General Election,10,10,340,1988,"COUNTY COURT AT LAW 4, JUDGE - DEM",Mike Denton,75,72
