political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,Precinct_name,Reg_voters,race_name,candidate_name,Party_Code,early_votes,election_votes
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 6, Unexpired Term",Lawrence Edward Meyers,DEM,50,38
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 6, Unexpired Term",Mark Ash,LIB,3,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,152,125
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,47,35
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 7",Don Fulton,LIB,5,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,2,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 8",Phil Johnson,REP,171,134
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,12,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,11,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,152,118
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 3",John Granberg,DEM,52,37
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 3",Mark W. Bennett,LIB,6,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,158,117
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 4",Quanah Parker,LIB,33,22
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 4",Judith Sanders-Castro,GRN,4,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,171,131
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 9","William Bryan Strange, III",LIB,14,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Judge, Court of Criminal Appeals Place 9",George Joseph Altgelt,GRN,6,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,State Representative District 68,Drew Springer,REP,186,133
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,178,133
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"District Judge, 46th Judicial District",Dan Mike Bird,DEM,156,102
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,County Judge,Tommy Milner,REP,86,71
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,County Judge,Greg Tyra,DEM,135,93
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,District Clerk,Brenda Peterson,DEM,165,109
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,County Clerk,Jana Kennon,REP,197,133
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,County Treasurer,"Joann ""Fo-Fo"" Carter",DEM,153,99
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,"Justice of the Peace, Precinct No. 1",Gene Morton,REP,185,138
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Proposition,For,,165,105
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 9,987,Proposition,Against,,39,22
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Candidate for:,Republican Party,REP,76,61
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Candidate for:,Democratic Party,DEM,45,74
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Candidate for:,Libertarian Party,LIB,0,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Candidate for:,Green Party,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,United States Senator,John Cornyn,REP,214,121
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,United States Senator,David M. Alameel,DEM,77,92
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,United States Senator,Rebecca Paddock,LIB,9,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,United States Senator,"Emily ""Spicybrown"" Sanchez",GRN,2,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,United States Senator,Mohammed Tahiro,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"United States Representative, District 13",Mac Thornberry,REP,234,129
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"United States Representative, District 13",Mike Minter,DEM,76,86
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"United States Representative, District 13",Emily Pivoda,LIB,6,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"United States Representative, District 13",Don Cook,GRN,2,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Governor,Greg Abbott,REP,223,125
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Governor,Wendy R. Davis,DEM,93,97
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Governor,Kathie Glass,LIB,3,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Governor,Brandon Parmer,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Governor,Sarah M. Pavitt,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Lieutenant Govenor,Dan Patrick,REP,223,124
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Lieutenant Govenor,Leticia Van de Putte,DEM,83,89
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Lieutenant Govenor,Robert D. Butler,LIB,8,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Lieutenant Govenor,Chandrakantha Courtney,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Attorney General,Ken Paxton,REP,201,117
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Attorney General,Sam Houston,DEM,104,98
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Attorney General,Jamie Balagia,LIB,5,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Attorney General,Jamar Osborne,GRN,3,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Comptroller of Public Accounts,Glenn Hegar,REP,191,112
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Comptroller of Public Accounts,Mike Collier,DEM,102,98
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Comptroller of Public Accounts,Ben Sanders,LIB,10,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Comptroller of Public Accounts,Deb Shafto,GRN,2,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of the General Land Office,George P. Bush,REP,215,122
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of the General Land Office,John Cook,DEM,88,92
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of the General Land Office,Justin Knight,LIB,12,7
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of the General Land Office,Valerie Alessi,GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of Agriculture,Sid Miller,REP,192,118
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of Agriculture,Jim Hogan,DEM,103,96
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,10,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Commissioner of Agriculture,Kenneth Kendrick,GRN,3,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Railroad Commissioner,Ryan Sitton,REP,189,109
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Railroad Commissioner,Steve Brown,DEM,105,99
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Railroad Commissioner,Mark A. Miller,LIB,10,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Railroad Commissioner,Martina Salinas,GRN,3,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Chief Justice, Supreme Court",Nathan Hecht,REP,191,112
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Chief Justice, Supreme Court",William Moody,DEM,98,99
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Chief Justice, Supreme Court",Tom Oxford,LIB,8,9
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 6, Unexpired Term",Jeff Brown,REP,201,117
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 6, Unexpired Term",Lawrence Edward Meyers,DEM,92,95
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 6, Unexpired Term",Mark Ash,LIB,7,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,204,114
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,86,97
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 7",Don Fulton,LIB,11,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 8",Phil Johnson,REP,227,130
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,20,15
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,7,15
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,196,115
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 3",John Granberg,DEM,90,97
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 3",Mark W. Bennett,LIB,7,7
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,204,120
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 4",Quanah Parker,LIB,46,29
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 4",Judith Sanders-Castro,GRN,7,10
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,224,130
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 9","William Bryan Strange, III",LIB,20,20
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Judge, Court of Criminal Appeals Place 9",George Joseph Altgelt,GRN,6,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,State Representative District 68,Drew Springer,REP,237,143
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,228,134
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"District Judge, 46th Judicial District",Dan Mike Bird,DEM,206,161
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,County Judge,Tommy Milner,REP,132,75
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,County Judge,Greg Tyra,DEM,192,153
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,District Clerk,Brenda Peterson,DEM,221,167
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,County Clerk,Jana Kennon,REP,262,143
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,County Treasurer,"Joann ""Fo-Fo"" Carter",DEM,205,150
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,"Justice of the Peace, Precinct No. 2",Lewis D. Templeton,REP,247,151
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Proposition,For,,206,114
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 19,1809,Proposition,Against,,79,37
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Candidate for:,Republican Party,REP,61,46
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Candidate for:,Democratic Party,DEM,18,27
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Candidate for:,Libertarian Party,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Candidate for:,Green Party,GRN,0,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,United States Senator,John Cornyn,REP,140,95
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,United States Senator,David M. Alameel,DEM,30,28
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,United States Senator,Rebecca Paddock,LIB,3,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,United States Senator,"Emily ""Spicybrown"" Sanchez",GRN,0,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,United States Senator,Mohammed Tahiro,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"United States Representative, District 13",Mac Thornberry,REP,150,98
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"United States Representative, District 13",Mike Minter,DEM,34,27
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"United States Representative, District 13",Emily Pivoda,LIB,0,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"United States Representative, District 13",Don Cook,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Governor,Greg Abbott,REP,144,94
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Governor,Wendy R. Davis,DEM,39,31
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Governor,Kathie Glass,LIB,0,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Governor,Brandon Parmer,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Governor,Sarah M. Pavitt,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Lieutenant Govenor,Dan Patrick,REP,144,92
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Lieutenant Govenor,Leticia Van de Putte,DEM,35,30
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Lieutenant Govenor,Robert D. Butler,LIB,1,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Lieutenant Govenor,Chandrakantha Courtney,GRN,0,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Attorney General,Ken Paxton,REP,132,84
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Attorney General,Sam Houston,DEM,41,38
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Attorney General,Jamie Balagia,LIB,0,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Attorney General,Jamar Osborne,GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Comptroller of Public Accounts,Glenn Hegar,REP,130,84
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Comptroller of Public Accounts,Mike Collier,DEM,39,36
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Comptroller of Public Accounts,Ben Sanders,LIB,1,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Comptroller of Public Accounts,Deb Shafto,GRN,0,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of the General Land Office,George P. Bush,REP,142,91
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of the General Land Office,John Cook,DEM,35,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of the General Land Office,Justin Knight,LIB,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of the General Land Office,Valerie Alessi,GRN,0,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of Agriculture,Sid Miller,REP,127,86
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of Agriculture,Jim Hogan,DEM,41,31
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of Agriculture,David (Rocky) Palmquist,LIB,0,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Commissioner of Agriculture,Kenneth Kendrick,GRN,1,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Railroad Commissioner,Ryan Sitton,REP,119,82
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Railroad Commissioner,Steve Brown,DEM,55,36
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Railroad Commissioner,Mark A. Miller,LIB,1,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Railroad Commissioner,Martina Salinas,GRN,0,6
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Chief Justice, Supreme Court",Nathan Hecht,REP,122,88
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Chief Justice, Supreme Court",William Moody,DEM,44,35
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Chief Justice, Supreme Court",Tom Oxford,LIB,1,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 6, Unexpired Term",Jeff Brown,REP,132,88
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 6, Unexpired Term",Lawrence Edward Meyers,DEM,38,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 6, Unexpired Term",Mark Ash,LIB,1,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 7",Jeff Boyd,REP,131,87
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 7",Gina Benavides,DEM,38,35
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 7",Don Fulton,LIB,0,3
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 7",Charles E. Waterbury,GRN,0,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 8",Phil Johnson,REP,144,96
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 8",RS Roberto Koelsch,LIB,6,9
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice, Supreme Court, Place 8",Jim Chisolm,GRN,4,5
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 3",Bert Richardson,REP,126,88
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 3",John Granberg,DEM,40,34
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 3",Mark W. Bennett,LIB,1,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 4",Kevin Patrick Yeary,REP,137,89
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 4",Quanah Parker,LIB,14,15
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 4",Judith Sanders-Castro,GRN,1,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 9",David Newell,REP,143,97
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 9","William Bryan Strange, III",LIB,5,9
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Judge, Court of Criminal Appeals Place 9",George Joseph Altgelt,GRN,2,4
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,State Representative District 68,Drew Springer,REP,153,102
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Chief Justice, 7th Court of Appeals District",Brian Quinn,REP,143,102
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"District Judge, 46th Judicial District",Dan Mike Bird,DEM,112,78
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,County Judge,Tommy Milner,REP,89,62
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,County Judge,Greg Tyra,DEM,102,67
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,District Clerk,Brenda Peterson,DEM,121,79
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,County Clerk,Jana Kennon,REP,162,109
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,County Treasurer,"Joann ""Fo-Fo"" Carter",DEM,114,73
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"County Commissioner, Precinct No. 4",Josh Patterson,REP,150,103
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,"Justice of the Peace, Precinct No. 1",Gene Morton,REP,153,104
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Proposition,For,,127,83
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 20,1574,Proposition,Against,,35,29
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,Candidate for:,Republican Party,REP,157,84
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,Candidate for:,Democratic Party,DEM,29,25
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,Candidate for:,Libertarian Party,LIB,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,Candidate for:,Green Party,GRN,1,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,United States Senator,John Cornyn,REP,433,217
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,United States Senator,David M. Alameel,DEM,58,46
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,United States Senator,Rebecca Paddock,LIB,7,11
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,United States Senator,"Emily ""Spicybrown"" Sanchez",GRN,1,2
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,United States Senator,Mohammed Tahiro,,0,0
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,"United States Representative, District 13",Mac Thornberry,REP,450,230
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,"United States Representative, District 13",Mike Minter,DEM,58,41
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,"United States Representative, District 13",Emily Pivoda,LIB,11,8
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,"United States Representative, District 13",Don Cook,GRN,1,1
Wilbarger County,11/4/2014,2014 General Election 11/4/2014,0,0,Precinct 21,1799,Governor,Greg Abbott,REP,449,221
