political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,48,47,U.S. Senator,Democrtatic,1,1,Kesha Rogers,C,1,DEM,25,9,2,0,0,0,0,0,10,4,0,0,15,5,2,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,48,47,U.S. Senator,Democrtatic,1,2,"Michael ""Fjet"" Fjetland",C,2,DEM,25,1,2,0,0,0,0,0,10,0,0,0,15,1,2,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,48,47,U.S. Senator,Democrtatic,1,3,Maxey Marie Scherr,C,3,DEM,25,7,2,0,0,0,0,0,10,3,0,0,15,4,2,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,48,47,U.S. Senator,Democrtatic,1,4,David M. Alameel,C,4,DEM,25,2,2,0,0,0,0,0,10,2,0,0,15,0,2,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,48,47,U.S. Senator,Democrtatic,1,5,Harry Kim,C,5,DEM,25,4,2,0,0,0,0,0,10,1,0,0,15,3,2,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,49,48,"U.S. Representative, District 17",Democrtatic,1,1,Nick Haynes,C,1,DEM,25,22,3,0,0,0,0,0,10,10,0,0,15,12,3,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,50,49,Governor,Democrtatic,1,4,"Reynaldo ""Ray"" Madrigal",C,4,DEM,25,2,0,0,0,0,0,0,10,0,0,0,15,2,0,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,50,49,Governor,Democrtatic,1,5,Wendy R. Davis,C,5,DEM,25,23,0,0,0,0,0,0,10,10,0,0,15,13,0,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,51,50,Lieutenant Governor,Democrtatic,1,1,Leticia Van de Putte,C,1,DEM,25,21,4,0,0,0,0,0,10,9,1,0,15,12,3,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,52,51,Attorney General,Democrtatic,1,1,Sam Houston,C,1,DEM,25,20,5,0,0,0,0,0,10,9,1,0,15,11,4,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,53,52,Comptroller of Public Accounts,Democrtatic,1,1,Mike Collier,C,1,DEM,25,21,4,0,0,0,0,0,10,10,0,0,15,11,4,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,54,53,Commissioner of the General Land Office,Democrtatic,1,1,John Cook,C,1,DEM,25,21,4,0,0,0,0,0,10,10,0,0,15,11,4,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,55,54,Commissioner of Agriculture,Democrtatic,1,1,Jim Hogan,C,1,DEM,25,11,1,0,0,0,0,0,10,5,0,0,15,6,1,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,55,54,Commissioner of Agriculture,Democrtatic,1,2,Hugh Asa Fitzsimons III,C,2,DEM,25,5,1,0,0,0,0,0,10,3,0,0,15,2,1,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,55,54,Commissioner of Agriculture,Democrtatic,1,3,"Richard ""Kinky"" Friedman",C,3,DEM,25,8,1,0,0,0,0,0,10,2,0,0,15,6,1,0
Brazos County,3/4/2014,Democratic Primary,1 DEM,,1,7,84,78,1329,0.02,56,55,Railroad Commissioner,Democrtatic,1,1,Steve Brown,C,1,DEM,25,14,4,0,0,0,0,0,10,7,0,0,15,7,4,0
