political_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,4,Reid Reasor,C,1,,381,11,21,0,0,0,0,0,181,3,17,0,200,8,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,8,Steve Stockman,C,2,,381,56,21,0,0,0,0,0,181,24,17,0,200,32,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,6,Ken Cope,C,3,,381,20,21,0,0,0,0,0,181,2,17,0,200,18,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,1,Chris Mapp,C,4,,381,12,21,0,0,0,0,0,181,4,17,0,200,8,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,3,Dwayne Stovall,C,5,,381,38,21,0,0,0,0,0,181,10,17,0,200,28,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,7,Curt Cleaver,C,6,,381,1,21,0,0,0,0,0,181,1,17,0,200,0,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,5,Linda Vega,C,7,,381,16,21,0,0,0,0,0,181,8,17,0,200,8,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,4,4,United States Senator,,1,2,John Cornyn,C,8,,381,206,21,0,0,0,0,0,181,112,17,0,200,94,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,5,5,"United States Representative, District 11",,1,1,Mike Conaway,C,1,,381,261,39,0,0,0,0,0,181,128,20,0,200,133,19,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,5,5,"United States Representative, District 11",,1,2,Wade Brown,C,2,,381,81,39,0,0,0,0,0,181,33,20,0,200,48,19,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,6,6,Governor,,1,2,Greg Abbott,C,1,,381,340,16,0,0,0,0,0,181,158,12,0,200,182,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,6,6,Governor,,1,3,Lisa Fritsch,C,2,,381,15,16,0,0,0,0,0,181,5,12,0,200,10,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,6,6,Governor,,1,4,SECEDE Kilgore,C,3,,381,2,16,0,0,0,0,0,181,2,12,0,200,0,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,6,6,Governor,,1,1,Miriam Martinez,C,4,,381,7,16,0,0,0,0,0,181,3,12,0,200,4,4,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,7,7,Lieutenant Governor,,1,1,David Dewhurst,C,1,,381,170,17,0,0,0,0,0,181,84,11,0,200,86,6,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,7,7,Lieutenant Governor,,1,4,Dan Patrick,C,2,,381,119,17,0,0,0,0,0,181,55,11,0,200,64,6,0
Callahan County,3/4/2014,Republican Primary,1,,1,13,1,1,2208,0.17,7,7,Lieutenant Governor,,1,3,Todd Staples,C,3,,381,43,17,0,0,0,0,0,181,16,11,0,200,27,6,0
