Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,111,41,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"State Representative, District No. 43",J.M. Lozano,REP,15,6
San Patricio County,11/6/2018,General Election,,,111,41,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,15,5
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,3,2
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"District Judge, 36th Judicial District",Starr Bauer,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,County Judge,David R. Krebs,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Judge, County Court-at-Law",Elizabeth Welborn,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,District Clerk,Heather Marks,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,County Clerk,Gracie Alaniz-Gonzales,DEM,8,2
San Patricio County,11/6/2018,General Election,,,111,41,County Treasurer,Denise Janak,REP,16,7
San Patricio County,11/6/2018,General Election,,,111,41,County Surveyor,Julius Petrus,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice of the Peace, Precinct No. 1",Yolanda P. Guerrero,DEM,8,1
San Patricio County,11/6/2018,General Election,,,112,980,Straight-Party,Republican Party,REP,17,16
San Patricio County,11/6/2018,General Election,,,112,980,Straight-Party,Democratic Party,DEM,82,79
San Patricio County,11/6/2018,General Election,,,112,980,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112,980,United States Senator,Ted Cruz,REP,23,21
San Patricio County,11/6/2018,General Election,,,112,980,United States Senator,Beto O'Rourke,DEM,98,91
San Patricio County,11/6/2018,General Election,,,112,980,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112,980,"United States Representative, District No. 27",Michael Cloud,REP,25,18
San Patricio County,11/6/2018,General Election,,,112,980,"United States Representative, District No. 27",Eric Holguin,DEM,96,88
San Patricio County,11/6/2018,General Election,,,112,980,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112,980,"United States Representative, District No. 27",James Duerr,IND,0,3
San Patricio County,11/6/2018,General Election,,,112,980,Governor,Greg Abbott,REP,24,30
San Patricio County,11/6/2018,General Election,,,112,980,Governor,Lupe Valdez,DEM,96,81
San Patricio County,11/6/2018,General Election,,,112,980,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,112,980,Lieutenant Governor,Dan Patrick,REP,22,19
San Patricio County,11/6/2018,General Election,,,112,980,Lieutenant Governor,Mike Collier,DEM,97,90
San Patricio County,11/6/2018,General Election,,,112,980,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,1
San Patricio County,11/6/2018,General Election,,,112,980,Attorney General,Ken Paxton,REP,20,21
San Patricio County,11/6/2018,General Election,,,112,980,Attorney General,Justin Nelson,DEM,98,87
San Patricio County,11/6/2018,General Election,,,112,980,Attorney General,Michael Ray Harris,LIB,1,2
San Patricio County,11/6/2018,General Election,,,112,980,Comptroller of Public Accounts,Glenn Hegar,REP,19,17
San Patricio County,11/6/2018,General Election,,,112,980,Comptroller of Public Accounts,Joi Chevalier,DEM,98,88
San Patricio County,11/6/2018,General Election,,,112,980,Comptroller of Public Accounts,Ben Sanders,LIB,3,4
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of the General Land Office,George P. Bush,REP,25,24
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of the General Land Office,Miguel Suazo,DEM,93,85
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of the General Land Office,Matt Pina,LIB,1,0
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of Agriculture,Sid Miller,REP,21,18
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of Agriculture,Kim Olson,DEM,98,91
San Patricio County,11/6/2018,General Election,,,112,980,Commissioner of Agriculture,Richard Carpenter,LIB,1,0
San Patricio County,11/6/2018,General Election,,,112,980,Railroad Commissioner,Christi Craddick,REP,21,16
San Patricio County,11/6/2018,General Election,,,112,980,Railroad Commissioner,Roman McAllen,DEM,98,92
San Patricio County,11/6/2018,General Election,,,112,980,Railroad Commissioner,Mike Wright,LIB,1,0
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,22,20
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,96,90
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 4",John Devine,REP,22,18
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,98,92
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 6",Jeff Brown,REP,19,16
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,99,94
San Patricio County,11/6/2018,General Election,,,112,980,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,21,15
San Patricio County,11/6/2018,General Election,,,112,980,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,99,94
San Patricio County,11/6/2018,General Election,,,112,980,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,1
San Patricio County,11/6/2018,General Election,,,112,980,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,20,17
San Patricio County,11/6/2018,General Election,,,112,980,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,98,93
San Patricio County,11/6/2018,General Election,,,112,980,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,29,29
San Patricio County,11/6/2018,General Election,,,112,980,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,18,33
San Patricio County,11/6/2018,General Election,,,112,980,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,21,15
San Patricio County,11/6/2018,General Election,,,112,980,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,99,96
San Patricio County,11/6/2018,General Election,,,112,980,"State Representative, District No. 43",J.M. Lozano,REP,21,24
San Patricio County,11/6/2018,General Election,,,112,980,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,99,87
San Patricio County,11/6/2018,General Election,,,112,980,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,20,15
San Patricio County,11/6/2018,General Election,,,112,980,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,99,95
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,19,16
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,101,94
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,24,20
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,96,91
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,23,20
San Patricio County,11/6/2018,General Election,,,112,980,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,97,91
San Patricio County,11/6/2018,General Election,,,112,980,"District Judge, 36th Judicial District",Starr Bauer,REP,33,44
San Patricio County,11/6/2018,General Election,,,112,980,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,36,41
San Patricio County,11/6/2018,General Election,,,112,980,County Judge,David R. Krebs,REP,36,38
San Patricio County,11/6/2018,General Election,,,112,980,"Judge, County Court-at-Law",Elizabeth Welborn,REP,35,40
San Patricio County,11/6/2018,General Election,,,112,980,District Clerk,Heather Marks,REP,35,39
San Patricio County,11/6/2018,General Election,,,112,980,County Clerk,Gracie Alaniz-Gonzales,DEM,102,95
San Patricio County,11/6/2018,General Election,,,112,980,County Treasurer,Denise Janak,REP,36,40
San Patricio County,11/6/2018,General Election,,,112,980,County Surveyor,Julius Petrus,REP,35,40
San Patricio County,11/6/2018,General Election,,,112,980,"Justice of the Peace, Precinct No. 8",Elvia L. Hernandez,DEM,104,93
San Patricio County,11/6/2018,General Election,,,113,1262,Straight-Party,Republican Party,REP,54,39
San Patricio County,11/6/2018,General Election,,,113,1262,Straight-Party,Democratic Party,DEM,75,157
San Patricio County,11/6/2018,General Election,,,113,1262,Straight-Party,Libertarian Party,LIB,0,4
San Patricio County,11/6/2018,General Election,,,113,1262,United States Senator,Ted Cruz,REP,72,53
San Patricio County,11/6/2018,General Election,,,113,1262,United States Senator,Beto O'Rourke,DEM,88,204
San Patricio County,11/6/2018,General Election,,,113,1262,United States Senator,Neal M. Dikeman,LIB,1,1
San Patricio County,11/6/2018,General Election,,,113,1262,"United States Representative, District No. 27",Michael Cloud,REP,70,52
San Patricio County,11/6/2018,General Election,,,113,1262,"United States Representative, District No. 27",Eric Holguin,DEM,88,194
San Patricio County,11/6/2018,General Election,,,113,1262,"United States Representative, District No. 27",Daniel Tinus,LIB,0,2
San Patricio County,11/6/2018,General Election,,,113,1262,"United States Representative, District No. 27",James Duerr,IND,2,8
San Patricio County,11/6/2018,General Election,,,113,1262,Governor,Greg Abbott,REP,76,75
San Patricio County,11/6/2018,General Election,,,113,1262,Governor,Lupe Valdez,DEM,83,181
San Patricio County,11/6/2018,General Election,,,113,1262,Governor,Mark Jay Tippetts,LIB,0,2
San Patricio County,11/6/2018,General Election,,,113,1262,Lieutenant Governor,Dan Patrick,REP,71,55
San Patricio County,11/6/2018,General Election,,,113,1262,Lieutenant Governor,Mike Collier,DEM,88,194
San Patricio County,11/6/2018,General Election,,,113,1262,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,7
San Patricio County,11/6/2018,General Election,,,113,1262,Attorney General,Ken Paxton,REP,67,50
San Patricio County,11/6/2018,General Election,,,113,1262,Attorney General,Justin Nelson,DEM,90,199
San Patricio County,11/6/2018,General Election,,,113,1262,Attorney General,Michael Ray Harris,LIB,3,6
San Patricio County,11/6/2018,General Election,,,113,1262,Comptroller of Public Accounts,Glenn Hegar,REP,70,52
San Patricio County,11/6/2018,General Election,,,113,1262,Comptroller of Public Accounts,Joi Chevalier,DEM,84,186
San Patricio County,11/6/2018,General Election,,,113,1262,Comptroller of Public Accounts,Ben Sanders,LIB,3,15
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of the General Land Office,George P. Bush,REP,70,59
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of the General Land Office,Miguel Suazo,DEM,84,186
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of the General Land Office,Matt Pina,LIB,5,8
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of Agriculture,Sid Miller,REP,66,49
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of Agriculture,Kim Olson,DEM,91,195
San Patricio County,11/6/2018,General Election,,,113,1262,Commissioner of Agriculture,Richard Carpenter,LIB,2,9
San Patricio County,11/6/2018,General Election,,,113,1262,Railroad Commissioner,Christi Craddick,REP,68,49
San Patricio County,11/6/2018,General Election,,,113,1262,Railroad Commissioner,Roman McAllen,DEM,88,195
San Patricio County,11/6/2018,General Election,,,113,1262,Railroad Commissioner,Mike Wright,LIB,3,6
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,73,52
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,87,200
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 4",John Devine,REP,70,58
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,89,193
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 6",Jeff Brown,REP,72,53
San Patricio County,11/6/2018,General Election,,,113,1262,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,87,197
San Patricio County,11/6/2018,General Election,,,113,1262,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,67,45
San Patricio County,11/6/2018,General Election,,,113,1262,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,90,198
San Patricio County,11/6/2018,General Election,,,113,1262,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,3,9
San Patricio County,11/6/2018,General Election,,,113,1262,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,71,51
San Patricio County,11/6/2018,General Election,,,113,1262,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,89,199
San Patricio County,11/6/2018,General Election,,,113,1262,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,78,77
San Patricio County,11/6/2018,General Election,,,113,1262,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,30,60
San Patricio County,11/6/2018,General Election,,,113,1262,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,68,47
San Patricio County,11/6/2018,General Election,,,113,1262,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,92,205
San Patricio County,11/6/2018,General Election,,,113,1262,"State Representative, District No. 43",J.M. Lozano,REP,73,66
San Patricio County,11/6/2018,General Election,,,113,1262,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,84,187
