Political_subdivision,election_date,election_name,total prov ballots,total prov ballots counted,precinct_number,reg_voters,race_name,candidate_name,Party_code,early_votes,election_votes
San Patricio County,11/6/2018,General Election,,,107,239,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,45,43
San Patricio County,11/6/2018,General Election,,,107,239,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,23,23
San Patricio County,11/6/2018,General Election,,,107,239,"District Judge, 36th Judicial District",Starr Bauer,REP,51,51
San Patricio County,11/6/2018,General Election,,,107,239,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,51,51
San Patricio County,11/6/2018,General Election,,,107,239,County Judge,David R. Krebs,REP,49,51
San Patricio County,11/6/2018,General Election,,,107,239,"Judge, County Court-at-Law",Elizabeth Welborn,REP,49,50
San Patricio County,11/6/2018,General Election,,,107,239,District Clerk,Heather Marks,REP,49,52
San Patricio County,11/6/2018,General Election,,,107,239,County Clerk,Gracie Alaniz-Gonzales,DEM,38,34
San Patricio County,11/6/2018,General Election,,,107,239,County Treasurer,Denise Janak,REP,50,49
San Patricio County,11/6/2018,General Election,,,107,239,County Surveyor,Julius Petrus,REP,50,51
San Patricio County,11/6/2018,General Election,,,107,239,"County Commissioner, Precinct No. 2","Gary Moore, Sr.",REP,50,52
San Patricio County,11/6/2018,General Election,,,107,239,"Justice of the Peace, Precinct No. 2","Daniel ""Danny"" Garza",DEM,37,33
San Patricio County,11/6/2018,General Election,,,108,4011,Straight-Party,Republican Party,REP,758,323
San Patricio County,11/6/2018,General Election,,,108,4011,Straight-Party,Democratic Party,DEM,203,134
San Patricio County,11/6/2018,General Election,,,108,4011,Straight-Party,Libertarian Party,LIB,8,8
San Patricio County,11/6/2018,General Election,,,108,4011,United States Senator,Ted Cruz,REP,990,439
San Patricio County,11/6/2018,General Election,,,108,4011,United States Senator,Beto O'Rourke,DEM,340,210
San Patricio County,11/6/2018,General Election,,,108,4011,United States Senator,Neal M. Dikeman,LIB,8,7
San Patricio County,11/6/2018,General Election,,,108,4011,"United States Representative, District No. 27",Michael Cloud,REP,990,434
San Patricio County,11/6/2018,General Election,,,108,4011,"United States Representative, District No. 27",Eric Holguin,DEM,299,179
San Patricio County,11/6/2018,General Election,,,108,4011,"United States Representative, District No. 27",Daniel Tinus,LIB,11,10
San Patricio County,11/6/2018,General Election,,,108,4011,"United States Representative, District No. 27",James Duerr,IND,36,29
San Patricio County,11/6/2018,General Election,,,108,4011,Governor,Greg Abbott,REP,1055,478
San Patricio County,11/6/2018,General Election,,,108,4011,Governor,Lupe Valdez,DEM,269,164
San Patricio County,11/6/2018,General Election,,,108,4011,Governor,Mark Jay Tippetts,LIB,17,12
San Patricio County,11/6/2018,General Election,,,108,4011,Lieutenant Governor,Dan Patrick,REP,975,438
San Patricio County,11/6/2018,General Election,,,108,4011,Lieutenant Governor,Mike Collier,DEM,332,194
San Patricio County,11/6/2018,General Election,,,108,4011,Lieutenant Governor,Kerry Douglas McKennon,LIB,27,18
San Patricio County,11/6/2018,General Election,,,108,4011,Attorney General,Ken Paxton,REP,973,431
San Patricio County,11/6/2018,General Election,,,108,4011,Attorney General,Justin Nelson,DEM,329,193
San Patricio County,11/6/2018,General Election,,,108,4011,Attorney General,Michael Ray Harris,LIB,34,23
San Patricio County,11/6/2018,General Election,,,108,4011,Comptroller of Public Accounts,Glenn Hegar,REP,1000,443
San Patricio County,11/6/2018,General Election,,,108,4011,Comptroller of Public Accounts,Joi Chevalier,DEM,289,177
San Patricio County,11/6/2018,General Election,,,108,4011,Comptroller of Public Accounts,Ben Sanders,LIB,36,27
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of the General Land Office,George P. Bush,REP,985,449
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of the General Land Office,Miguel Suazo,DEM,285,184
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of the General Land Office,Matt Pina,LIB,60,16
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of Agriculture,Sid Miller,REP,979,432
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of Agriculture,Kim Olson,DEM,323,187
San Patricio County,11/6/2018,General Election,,,108,4011,Commissioner of Agriculture,Richard Carpenter,LIB,26,26
San Patricio County,11/6/2018,General Election,,,108,4011,Railroad Commissioner,Christi Craddick,REP,1000,439
San Patricio County,11/6/2018,General Election,,,108,4011,Railroad Commissioner,Roman McAllen,DEM,284,175
San Patricio County,11/6/2018,General Election,,,108,4011,Railroad Commissioner,Mike Wright,LIB,43,31
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,997,448
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,321,200
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 4",John Devine,REP,994,458
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,325,190
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1001,445
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,322,201
San Patricio County,11/6/2018,General Election,,,108,4011,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,989,433
San Patricio County,11/6/2018,General Election,,,108,4011,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,306,186
San Patricio County,11/6/2018,General Election,,,108,4011,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,30,26
San Patricio County,11/6/2018,General Election,,,108,4011,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1009,456
San Patricio County,11/6/2018,General Election,,,108,4011,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,311,186
San Patricio County,11/6/2018,General Election,,,108,4011,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1034,467
San Patricio County,11/6/2018,General Election,,,108,4011,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,185,113
San Patricio County,11/6/2018,General Election,,,108,4011,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,994,441
San Patricio County,11/6/2018,General Election,,,108,4011,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,330,204
San Patricio County,11/6/2018,General Election,,,108,4011,"State Representative, District No. 43",J.M. Lozano,REP,1020,450
San Patricio County,11/6/2018,General Election,,,108,4011,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,306,202
San Patricio County,11/6/2018,General Election,,,108,4011,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,990,446
San Patricio County,11/6/2018,General Election,,,108,4011,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,335,200
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,992,443
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,334,203
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,1000,446
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,318,196
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,999,448
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,320,195
San Patricio County,11/6/2018,General Election,,,108,4011,"District Judge, 36th Judicial District",Starr Bauer,REP,1092,518
San Patricio County,11/6/2018,General Election,,,108,4011,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,1100,515
San Patricio County,11/6/2018,General Election,,,108,4011,County Judge,David R. Krebs,REP,1117,523
San Patricio County,11/6/2018,General Election,,,108,4011,"Judge, County Court-at-Law",Elizabeth Welborn,REP,1093,520
San Patricio County,11/6/2018,General Election,,,108,4011,District Clerk,Heather Marks,REP,1089,520
San Patricio County,11/6/2018,General Election,,,108,4011,County Clerk,Gracie Alaniz-Gonzales,DEM,501,316
San Patricio County,11/6/2018,General Election,,,108,4011,County Treasurer,Denise Janak,REP,1088,514
San Patricio County,11/6/2018,General Election,,,108,4011,County Surveyor,Julius Petrus,REP,1079,519
San Patricio County,11/6/2018,General Election,,,108,4011,"County Commissioner, Precinct No. 2","Gary Moore, Sr.",REP,1096,521
San Patricio County,11/6/2018,General Election,,,108,4011,"Justice of the Peace, Precinct No. 4",Karen Diaz,REP,1113,526
San Patricio County,11/6/2018,General Election,,,109,2928,Straight-Party,Republican Party,REP,413,333
San Patricio County,11/6/2018,General Election,,,109,2928,Straight-Party,Democratic Party,DEM,161,97
San Patricio County,11/6/2018,General Election,,,109,2928,Straight-Party,Libertarian Party,LIB,6,6
San Patricio County,11/6/2018,General Election,,,109,2928,United States Senator,Ted Cruz,REP,515,415
San Patricio County,11/6/2018,General Election,,,109,2928,United States Senator,Beto O'Rourke,DEM,226,137
San Patricio County,11/6/2018,General Election,,,109,2928,United States Senator,Neal M. Dikeman,LIB,5,8
San Patricio County,11/6/2018,General Election,,,109,2928,"United States Representative, District No. 27",Michael Cloud,REP,512,414
San Patricio County,11/6/2018,General Election,,,109,2928,"United States Representative, District No. 27",Eric Holguin,DEM,218,132
San Patricio County,11/6/2018,General Election,,,109,2928,"United States Representative, District No. 27",Daniel Tinus,LIB,7,9
San Patricio County,11/6/2018,General Election,,,109,2928,"United States Representative, District No. 27",James Duerr,IND,10,7
San Patricio County,11/6/2018,General Election,,,109,2928,Governor,Greg Abbott,REP,545,440
San Patricio County,11/6/2018,General Election,,,109,2928,Governor,Lupe Valdez,DEM,194,113
San Patricio County,11/6/2018,General Election,,,109,2928,Governor,Mark Jay Tippetts,LIB,11,8
San Patricio County,11/6/2018,General Election,,,109,2928,Lieutenant Governor,Dan Patrick,REP,511,409
San Patricio County,11/6/2018,General Election,,,109,2928,Lieutenant Governor,Mike Collier,DEM,220,136
San Patricio County,11/6/2018,General Election,,,109,2928,Lieutenant Governor,Kerry Douglas McKennon,LIB,17,18
San Patricio County,11/6/2018,General Election,,,109,2928,Attorney General,Ken Paxton,REP,510,406
San Patricio County,11/6/2018,General Election,,,109,2928,Attorney General,Justin Nelson,DEM,225,142
San Patricio County,11/6/2018,General Election,,,109,2928,Attorney General,Michael Ray Harris,LIB,14,16
San Patricio County,11/6/2018,General Election,,,109,2928,Comptroller of Public Accounts,Glenn Hegar,REP,517,415
San Patricio County,11/6/2018,General Election,,,109,2928,Comptroller of Public Accounts,Joi Chevalier,DEM,204,124
San Patricio County,11/6/2018,General Election,,,109,2928,Comptroller of Public Accounts,Ben Sanders,LIB,25,21
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of the General Land Office,George P. Bush,REP,509,390
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of the General Land Office,Miguel Suazo,DEM,203,130
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of the General Land Office,Matt Pina,LIB,31,40
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of Agriculture,Sid Miller,REP,506,404
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of Agriculture,Kim Olson,DEM,218,135
San Patricio County,11/6/2018,General Election,,,109,2928,Commissioner of Agriculture,Richard Carpenter,LIB,17,20
San Patricio County,11/6/2018,General Election,,,109,2928,Railroad Commissioner,Christi Craddick,REP,514,416
San Patricio County,11/6/2018,General Election,,,109,2928,Railroad Commissioner,Roman McAllen,DEM,206,126
San Patricio County,11/6/2018,General Election,,,109,2928,Railroad Commissioner,Mike Wright,LIB,27,19
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,514,428
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,230,134
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 4",John Devine,REP,522,430
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,224,130
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 6",Jeff Brown,REP,518,427
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,227,134
San Patricio County,11/6/2018,General Election,,,109,2928,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,512,407
San Patricio County,11/6/2018,General Election,,,109,2928,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,218,130
San Patricio County,11/6/2018,General Election,,,109,2928,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,16,22
San Patricio County,11/6/2018,General Election,,,109,2928,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,521,429
San Patricio County,11/6/2018,General Election,,,109,2928,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,224,128
San Patricio County,11/6/2018,General Election,,,109,2928,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,546,434
San Patricio County,11/6/2018,General Election,,,109,2928,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,111,71
San Patricio County,11/6/2018,General Election,,,109,2928,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,512,412
San Patricio County,11/6/2018,General Election,,,109,2928,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,230,144
San Patricio County,11/6/2018,General Election,,,109,2928,"State Representative, District No. 43",J.M. Lozano,REP,531,437
San Patricio County,11/6/2018,General Election,,,109,2928,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,213,123
San Patricio County,11/6/2018,General Election,,,109,2928,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,514,413
San Patricio County,11/6/2018,General Election,,,109,2928,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,224,142
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,508,415
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,231,145
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,514,424
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,225,134
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,508,427
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,227,131
San Patricio County,11/6/2018,General Election,,,109,2928,"District Judge, 36th Judicial District",Starr Bauer,REP,574,471
San Patricio County,11/6/2018,General Election,,,109,2928,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,571,467
San Patricio County,11/6/2018,General Election,,,109,2928,County Judge,David R. Krebs,REP,572,466
San Patricio County,11/6/2018,General Election,,,109,2928,"Judge, County Court-at-Law",Elizabeth Welborn,REP,579,464
San Patricio County,11/6/2018,General Election,,,109,2928,District Clerk,Heather Marks,REP,571,463
San Patricio County,11/6/2018,General Election,,,109,2928,County Clerk,Gracie Alaniz-Gonzales,DEM,312,226
San Patricio County,11/6/2018,General Election,,,109,2928,County Treasurer,Denise Janak,REP,572,467
San Patricio County,11/6/2018,General Election,,,109,2928,County Surveyor,Julius Petrus,REP,570,464
San Patricio County,11/6/2018,General Election,,,109,2928,"County Commissioner, Precinct No. 4",Howard J. Gillespie,REP,579,466
San Patricio County,11/6/2018,General Election,,,109,2928,"Justice of the Peace, Precinct No. 6",Susan Price,REP,568,460
San Patricio County,11/6/2018,General Election,,,110,412,Straight-Party,Republican Party,REP,86,37
San Patricio County,11/6/2018,General Election,,,110,412,Straight-Party,Democratic Party,DEM,15,17
San Patricio County,11/6/2018,General Election,,,110,412,Straight-Party,Libertarian Party,LIB,1,0
San Patricio County,11/6/2018,General Election,,,110,412,United States Senator,Ted Cruz,REP,127,49
San Patricio County,11/6/2018,General Election,,,110,412,United States Senator,Beto O'Rourke,DEM,21,19
San Patricio County,11/6/2018,General Election,,,110,412,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,110,412,"United States Representative, District No. 27",Michael Cloud,REP,128,47
San Patricio County,11/6/2018,General Election,,,110,412,"United States Representative, District No. 27",Eric Holguin,DEM,19,19
San Patricio County,11/6/2018,General Election,,,110,412,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,110,412,"United States Representative, District No. 27",James Duerr,IND,0,1
San Patricio County,11/6/2018,General Election,,,110,412,Governor,Greg Abbott,REP,129,52
San Patricio County,11/6/2018,General Election,,,110,412,Governor,Lupe Valdez,DEM,17,16
San Patricio County,11/6/2018,General Election,,,110,412,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,110,412,Lieutenant Governor,Dan Patrick,REP,123,47
San Patricio County,11/6/2018,General Election,,,110,412,Lieutenant Governor,Mike Collier,DEM,21,20
San Patricio County,11/6/2018,General Election,,,110,412,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,1
San Patricio County,11/6/2018,General Election,,,110,412,Attorney General,Ken Paxton,REP,125,46
San Patricio County,11/6/2018,General Election,,,110,412,Attorney General,Justin Nelson,DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,Attorney General,Michael Ray Harris,LIB,1,2
San Patricio County,11/6/2018,General Election,,,110,412,Comptroller of Public Accounts,Glenn Hegar,REP,128,49
San Patricio County,11/6/2018,General Election,,,110,412,Comptroller of Public Accounts,Joi Chevalier,DEM,18,19
San Patricio County,11/6/2018,General Election,,,110,412,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of the General Land Office,George P. Bush,REP,125,43
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of the General Land Office,Miguel Suazo,DEM,17,19
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of the General Land Office,Matt Pina,LIB,3,4
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of Agriculture,Sid Miller,REP,121,47
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of Agriculture,Kim Olson,DEM,23,19
San Patricio County,11/6/2018,General Election,,,110,412,Commissioner of Agriculture,Richard Carpenter,LIB,2,1
San Patricio County,11/6/2018,General Election,,,110,412,Railroad Commissioner,Christi Craddick,REP,124,46
San Patricio County,11/6/2018,General Election,,,110,412,Railroad Commissioner,Roman McAllen,DEM,19,19
San Patricio County,11/6/2018,General Election,,,110,412,Railroad Commissioner,Mike Wright,LIB,2,2
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,126,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 4",John Devine,REP,126,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 6",Jeff Brown,REP,126,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,124,50
San Patricio County,11/6/2018,General Election,,,110,412,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,19,17
San Patricio County,11/6/2018,General Election,,,110,412,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,1,0
San Patricio County,11/6/2018,General Election,,,110,412,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,127,48
San Patricio County,11/6/2018,General Election,,,110,412,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,18,19
San Patricio County,11/6/2018,General Election,,,110,412,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,127,51
San Patricio County,11/6/2018,General Election,,,110,412,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,11,4
San Patricio County,11/6/2018,General Election,,,110,412,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,124,48
San Patricio County,11/6/2018,General Election,,,110,412,"Member, State Board of Education, District No. 2","Ruben Cortez, Jr.",DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,"State Representative, District No. 43",J.M. Lozano,REP,128,51
San Patricio County,11/6/2018,General Election,,,110,412,"State Representative, District No. 43",Dee Ann Torres Miller,DEM,18,16
San Patricio County,11/6/2018,General Election,,,110,412,"Chief Justice, 13th Court of Appeals District",Ernie Aliseda,REP,120,48
San Patricio County,11/6/2018,General Election,,,110,412,"Chief Justice, 13th Court of Appeals District",Dori Contreras,DEM,22,19
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 2",Greg Perkes,REP,123,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 2",Nora Longoria,DEM,22,19
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 4",Jaime Tijerina,REP,124,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 4",Rudy Delgado,DEM,18,19
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 5",Clarissa Silva,REP,122,48
San Patricio County,11/6/2018,General Election,,,110,412,"Justice, 13th Court of Appeals District, Place No. 5",Gina Benavides,DEM,20,19
San Patricio County,11/6/2018,General Election,,,110,412,"District Judge, 36th Judicial District",Starr Bauer,REP,124,54
San Patricio County,11/6/2018,General Election,,,110,412,"District Judge, 156th Judicial District",Patrick L. Flanigan,REP,126,53
San Patricio County,11/6/2018,General Election,,,110,412,County Judge,David R. Krebs,REP,128,54
San Patricio County,11/6/2018,General Election,,,110,412,"Judge, County Court-at-Law",Elizabeth Welborn,REP,125,52
San Patricio County,11/6/2018,General Election,,,110,412,District Clerk,Heather Marks,REP,129,52
San Patricio County,11/6/2018,General Election,,,110,412,County Clerk,Gracie Alaniz-Gonzales,DEM,53,32
San Patricio County,11/6/2018,General Election,,,110,412,County Treasurer,Denise Janak,REP,130,52
San Patricio County,11/6/2018,General Election,,,110,412,County Surveyor,Julius Petrus,REP,131,52
San Patricio County,11/6/2018,General Election,,,110,412,"Justice of the Peace, Precinct No. 8",Elvia L. Hernandez,DEM,45,31
San Patricio County,11/6/2018,General Election,,,111,41,Straight-Party,Republican Party,REP,13,5
San Patricio County,11/6/2018,General Election,,,111,41,Straight-Party,Democratic Party,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,Straight-Party,Libertarian Party,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,United States Senator,Ted Cruz,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,United States Senator,Beto O'Rourke,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,United States Senator,Neal M. Dikeman,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,"United States Representative, District No. 27",Michael Cloud,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"United States Representative, District No. 27",Eric Holguin,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"United States Representative, District No. 27",Daniel Tinus,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,"United States Representative, District No. 27",James Duerr,IND,0,0
San Patricio County,11/6/2018,General Election,,,111,41,Governor,Greg Abbott,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,Governor,Lupe Valdez,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,Governor,Mark Jay Tippetts,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,Lieutenant Governor,Dan Patrick,REP,13,6
San Patricio County,11/6/2018,General Election,,,111,41,Lieutenant Governor,Mike Collier,DEM,3,1
San Patricio County,11/6/2018,General Election,,,111,41,Lieutenant Governor,Kerry Douglas McKennon,LIB,2,0
San Patricio County,11/6/2018,General Election,,,111,41,Attorney General,Ken Paxton,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,Attorney General,Justin Nelson,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,Attorney General,Michael Ray Harris,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,Comptroller of Public Accounts,Glenn Hegar,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,Comptroller of Public Accounts,Joi Chevalier,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of the General Land Office,George P. Bush,REP,15,5
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of the General Land Office,Miguel Suazo,DEM,2,2
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of the General Land Office,Matt Pina,LIB,1,0
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of Agriculture,Sid Miller,REP,15,6
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of Agriculture,Kim Olson,DEM,3,1
San Patricio County,11/6/2018,General Election,,,111,41,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,Railroad Commissioner,Christi Craddick,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,Railroad Commissioner,Roman McAllen,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,Railroad Commissioner,Mike Wright,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 4",John Devine,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 6",Jeff Brown,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,16,6
San Patricio County,11/6/2018,General Election,,,111,41,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,2,1
San Patricio County,11/6/2018,General Election,,,111,41,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,16,7
San Patricio County,11/6/2018,General Election,,,111,41,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,0,0
San Patricio County,11/6/2018,General Election,,,111,41,"Member, State Board of Education, District No. 2","Charles ""Tad"" Hasse",REP,16,6
