political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Refugio County,11/6/2018,General Election,,,1,477,Straight Party,Republican Party    REP,REP,33,17
Refugio County,11/6/2018,General Election,,,1,477,Straight Party,Democratic Party   DEM,DEM,46,33
Refugio County,11/6/2018,General Election,,,1,477,Straight Party,Libertarian Party    LIB,LIB,0,0
Refugio County,11/6/2018,General Election,,,1,477,United States Senator,Ted Cruz,REP,67,27
Refugio County,11/6/2018,General Election,,,1,477,United States Senator,Beto O'Rourke,DEM,56,38
Refugio County,11/6/2018,General Election,,,1,477,United States Senator,Neal M. Dikeman,LIB,1,0
Refugio County,11/6/2018,General Election,,,1,477,"United States Representative,
District No. 27",Michael Cloud,REP,68,26
Refugio County,11/6/2018,General Election,,,1,477,"United States Representative,
District No. 27",Eric Holguin,DEM,57,37
Refugio County,11/6/2018,General Election,,,1,477,"United States Representative,
District No. 27",Daniel Tinus,LIB,0,0
Refugio County,11/6/2018,General Election,,,1,477,"United States Representative,
District No. 27",James Duerr,IND,0,0
Refugio County,11/6/2018,General Election,,,1,477,Governor,Greg Abbott,REP,75,27
Refugio County,11/6/2018,General Election,,,1,477,Governor,Lupe Valdez,DEM,49,37
Refugio County,11/6/2018,General Election,,,1,477,Governor,Mark Jay Tippetts,LIB,1,0
Refugio County,11/6/2018,General Election,,,1,477,Lieutenant Governor,Dan Patrick,REP,69,25
Refugio County,11/6/2018,General Election,,,1,477,Lieutenant Governor,Mike Collier,DEM,53,38
Refugio County,11/6/2018,General Election,,,1,477,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,0
Refugio County,11/6/2018,General Election,,,1,477,Attorney General,Ken Paxton,REP,69,25
Refugio County,11/6/2018,General Election,,,1,477,Attorney General,Justin Nelson,DEM,54,38
Refugio County,11/6/2018,General Election,,,1,477,Attorney General,Michael Ray Harris,LIB,0,0
Refugio County,11/6/2018,General Election,,,1,477,Comptroller of Public Accounts,Glenn Hegar,REP,70,24
Refugio County,11/6/2018,General Election,,,1,477,Comptroller of Public Accounts,Joi Chevalier,DEM,53,39
Refugio County,11/6/2018,General Election,,,1,477,Comptroller of Public Accounts,Ben Sanders,LIB,2,0
