political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,"race_name
",candidate_name,party code,early_votes,election_votes
Eastland,11/6/2018,General Election,47,6,1,2741,Straight Party,Republican Party,REP,725,213
Eastland,11/6/2018,General Election,47,6,1,2741,Straight Party,Democratic Party,DEM,84,30
Eastland,11/6/2018,General Election,47,6,1,2741,Straight Party,Libertarian Party,LIB,1,3
Eastland,11/6/2018,General Election,47,6,1,2741,United States Senator,Ted Cruz,REP,965,291
Eastland,11/6/2018,General Election,47,6,1,2741,United States Senator,Beto O'Rourke,DEM,131,50
Eastland,11/6/2018,General Election,47,6,1,2741,United States Senator,Neal M. Dikeman,LIB,2,4
Eastland,11/6/2018,General Election,47,6,1,2741,"United States Representative, District 11",Mike Conaway,REP,956,297
Eastland,11/6/2018,General Election,47,6,1,2741,"United States Representative, District 11",Jennie Lou Leeder,DEM,126,45
Eastland,11/6/2018,General Election,47,6,1,2741,"United States Representative, District 11",Rhett Rosenquest Smith,LIB,14,4
Eastland,11/6/2018,General Election,47,6,1,2741,Governor,Greg Abbott,REP,969,299
Eastland,11/6/2018,General Election,47,6,1,2741,Governor,Lupe Valdez,DEM,122,40
Eastland,11/6/2018,General Election,47,6,1,2741,Governor,Mark Jay Tippetts,LIB,6,7
Eastland,11/6/2018,General Election,47,6,1,2741,Lieutenant Governor,Dan Patrick,REP,933,280
Eastland,11/6/2018,General Election,47,6,1,2741,Lieutenant Governor,Mike Collier,DEM,154,57
Eastland,11/6/2018,General Election,47,6,1,2741,Lieutenant Governor,Kerry Douglas McKennon,LIB,8,5
Eastland,11/6/2018,General Election,47,6,1,2741,Attorney General,Ken Paxton,REP,944,288
Eastland,11/6/2018,General Election,47,6,1,2741,Attorney General,Justin Nelson,DEM,139,48
Eastland,11/6/2018,General Election,47,6,1,2741,Attorney General,Michael Ray Harris,LIB,9,6
Eastland,11/6/2018,General Election,47,6,1,2741,Comptroller of Public Accounts,Glenn Hegar,REP,957,293
Eastland,11/6/2018,General Election,47,6,1,2741,Comptroller of Public Accounts,Joi Chevalier,DEM,123,41
Eastland,11/6/2018,General Election,47,6,1,2741,Comptroller of Public Accounts,Ben Sanders,LIB,8,8
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of the General Land Office,George P. Bush,REP,914,289
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of the General Land Office,Miguel Suazo,DEM,120,40
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of the General Land Office,Matt Pina,LIB,42,13
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of Agriculture,Sid Miller,REP,952,286
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of Agriculture,Kim Olson,DEM,132,47
Eastland,11/6/2018,General Election,47,6,1,2741,Commissioner of Agriculture,Richard Carpenter,LIB,6,7
Eastland,11/6/2018,General Election,47,6,1,2741,"Railroad Commissioner
",Christi Craddick,REP,953,293
Eastland,11/6/2018,General Election,47,6,1,2741,"Railroad Commissioner
",Roman McAllen,DEM,127,40
Eastland,11/6/2018,General Election,47,6,1,2741,"Railroad Commissioner
",Mike Wright,LIB,13,10
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,957,298
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,129,42
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 4",John Devine,REP,956,299
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,128,43
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 6",Jeff Brown,REP,958,297
Eastland,11/6/2018,General Election,47,6,1,2741,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,128,45
Eastland,11/6/2018,General Election,47,6,1,2741,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,948,294
Eastland,11/6/2018,General Election,47,6,1,2741,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,127,45
Eastland,11/6/2018,General Election,47,6,1,2741,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,12,3
Eastland,11/6/2018,General Election,47,6,1,2741,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,963,299
Eastland,11/6/2018,General Election,47,6,1,2741,"Judge, Court of Criminal Appeals Place 7",Ramona Franklin,DEM,124,43
Eastland,11/6/2018,General Election,47,6,1,2741,"Judge, Court of Criminal Appeals Place 8",Michelle Slaughter,REP,972,304
Eastland,11/6/2018,General Election,47,6,1,2741,"Judge, Court of Criminal Appeals Place 8",Mark Ash,LIB,65,24
Eastland,11/6/2018,General Election,47,6,1,2741,State Representative District 60,Mike Lang,REP,985,304
Eastland,11/6/2018,General Election,47,6,1,2741,"Chief Justice, 11th Court of Appeals District",John Bailey,REP,1005,310
Eastland,11/6/2018,General Election,47,6,1,2741,Criminal District Attorney,Russell (Russ) D. Thomason,REP,989,309
Eastland,11/6/2018,General Election,47,6,1,2741,County Judge,Rex Fields,REP,979,312
Eastland,11/6/2018,General Election,47,6,1,2741,District Clerk,Tessa K. Culverhouse,REP,1004,309
Eastland,11/6/2018,General Election,47,6,1,2741,County Clerk,Cathy Jentho,REP,972,304
Eastland,11/6/2018,General Election,47,6,1,2741,County Tax Assessor-Collector (unexpired term),Andrea Caye May,REP,993,311
Eastland,11/6/2018,General Election,47,6,1,2741,County Treasurer,Christina L. Dodrill,REP,988,306
Eastland,11/6/2018,General Election,47,6,1,2741,County Surveyor,Lynn Williamson,REP,1006,310
Eastland,11/6/2018,General Election,47,6,1,2741,Justice of the Peace Pct. 1,Jon Glenn,REP,956,296
Eastland,11/6/2018,General Election,47,6,2,351,Straight Party,Republican Party,REP,69,47
Eastland,11/6/2018,General Election,47,6,2,351,Straight Party,Democratic Party,DEM,6,8
Eastland,11/6/2018,General Election,47,6,2,351,Straight Party,Libertarian Party,LIB,1,0
Eastland,11/6/2018,General Election,47,6,2,351,United States Senator,Ted Cruz,REP,96,72
Eastland,11/6/2018,General Election,47,6,2,351,United States Senator,Beto O'Rourke,DEM,13,11
Eastland,11/6/2018,General Election,47,6,2,351,United States Senator,Neal M. Dikeman,LIB,1,0
Eastland,11/6/2018,General Election,47,6,2,351,"United States Representative, District 11",Mike Conaway,REP,98,73
Eastland,11/6/2018,General Election,47,6,2,351,"United States Representative, District 11",Jennie Lou Leeder,DEM,12,11
Eastland,11/6/2018,General Election,47,6,2,351,"United States Representative, District 11",Rhett Rosenquest Smith,LIB,1,0
Eastland,11/6/2018,General Election,47,6,2,351,Governor,Greg Abbott,REP,98,74
Eastland,11/6/2018,General Election,47,6,2,351,Governor,Lupe Valdez,DEM,11,9
Eastland,11/6/2018,General Election,47,6,2,351,Governor,Mark Jay Tippetts,LIB,1,1
Eastland,11/6/2018,General Election,47,6,2,351,Lieutenant Governor,Dan Patrick,REP,97,71
Eastland,11/6/2018,General Election,47,6,2,351,Lieutenant Governor,Mike Collier,DEM,12,13
Eastland,11/6/2018,General Election,47,6,2,351,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,0
Eastland,11/6/2018,General Election,47,6,2,351,Attorney General,Ken Paxton,REP,97,70
Eastland,11/6/2018,General Election,47,6,2,351,Attorney General,Justin Nelson,DEM,13,12
Eastland,11/6/2018,General Election,47,6,2,351,Attorney General,Michael Ray Harris,LIB,1,2
Eastland,11/6/2018,General Election,47,6,2,351,Comptroller of Public Accounts,Glenn Hegar,REP,96,69
Eastland,11/6/2018,General Election,47,6,2,351,Comptroller of Public Accounts,Joi Chevalier,DEM,11,12
Eastland,11/6/2018,General Election,47,6,2,351,Comptroller of Public Accounts,Ben Sanders,LIB,2,2
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of the General Land Office,George P. Bush,REP,90,69
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of the General Land Office,Miguel Suazo,DEM,11,11
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of the General Land Office,Matt Pina,LIB,8,3
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of Agriculture,Sid Miller,REP,93,71
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of Agriculture,Kim Olson,DEM,14,13
Eastland,11/6/2018,General Election,47,6,2,351,Commissioner of Agriculture,Richard Carpenter,LIB,2,0
Eastland,11/6/2018,General Election,47,6,2,351,"Railroad Commissioner
",Christi Craddick,REP,94,74
Eastland,11/6/2018,General Election,47,6,2,351,"Railroad Commissioner
",Roman McAllen,DEM,10,9
Eastland,11/6/2018,General Election,47,6,2,351,"Railroad Commissioner
",Mike Wright,LIB,4,1
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,95,73
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,14,11
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 4",John Devine,REP,96,74
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,13,10
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 6",Jeff Brown,REP,97,75
Eastland,11/6/2018,General Election,47,6,2,351,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,12,9
Eastland,11/6/2018,General Election,47,6,2,351,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,94,74
Eastland,11/6/2018,General Election,47,6,2,351,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,14,10
Eastland,11/6/2018,General Election,47,6,2,351,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,0,0
Eastland,11/6/2018,General Election,47,6,2,351,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,98,75
Eastland,11/6/2018,General Election,47,6,2,351,"Judge, Court of Criminal Appeals Place 7",Ramona Franklin,DEM,11,9
Eastland,11/6/2018,General Election,47,6,2,351,"Judge, Court of Criminal Appeals Place 8",Michelle Slaughter,REP,97,75
Eastland,11/6/2018,General Election,47,6,2,351,"Judge, Court of Criminal Appeals Place 8",Mark Ash,LIB,9,7
Eastland,11/6/2018,General Election,47,6,2,351,State Representative District 60,Mike Lang,REP,99,76
Eastland,11/6/2018,General Election,47,6,2,351,"Chief Justice, 11th Court of Appeals District",John Bailey,REP,100,75
Eastland,11/6/2018,General Election,47,6,2,351,Criminal District Attorney,Russell (Russ) D. Thomason,REP,97,74
Eastland,11/6/2018,General Election,47,6,2,351,County Judge,Rex Fields,REP,99,73
Eastland,11/6/2018,General Election,47,6,2,351,District Clerk,Tessa K. Culverhouse,REP,98,75
Eastland,11/6/2018,General Election,47,6,2,351,County Clerk,Cathy Jentho,REP,101,76
Eastland,11/6/2018,General Election,47,6,2,351,County Tax Assessor-Collector (unexpired term),Andrea Caye May,REP,97,74
Eastland,11/6/2018,General Election,47,6,2,351,County Treasurer,Christina L. Dodrill,REP,95,74
Eastland,11/6/2018,General Election,47,6,2,351,County Surveyor,Lynn Williamson,REP,101,78
Eastland,11/6/2018,General Election,47,6,2,351,County Commissioner Pct. 2,Martin Gohlke,REP,102,76
Eastland,11/6/2018,General Election,47,6,2,351,Justice of the Peace Pct. 2,Jesse Speer,REP,101,77
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Straight Party,Republican Party,REP,213,259
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Straight Party,Democratic Party,DEM,38,53
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Straight Party,Libertarian Party,LIB,2,5
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,United States Senator,Ted Cruz,REP,266,348
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,United States Senator,Beto O'Rourke,DEM,62,73
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,United States Senator,Neal M. Dikeman,LIB,1,4
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"United States Representative, District 11",Mike Conaway,REP,273,347
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"United States Representative, District 11",Jennie Lou Leeder,DEM,55,70
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"United States Representative, District 11",Rhett Rosenquest Smith,LIB,3,5
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Governor,Greg Abbott,REP,271,346
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Governor,Lupe Valdez,DEM,57,68
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Governor,Mark Jay Tippetts,LIB,3,8
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Lieutenant Governor,Dan Patrick,REP,256,337
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Lieutenant Governor,Mike Collier,DEM,67,78
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,5
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Attorney General,Ken Paxton,REP,262,341
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Attorney General,Justin Nelson,DEM,60,70
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Attorney General,Michael Ray Harris,LIB,7,8
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Comptroller of Public Accounts,Glenn Hegar,REP,265,346
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Comptroller of Public Accounts,Joi Chevalier,DEM,53,65
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Comptroller of Public Accounts,Ben Sanders,LIB,10,9
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of the General Land Office,George P. Bush,REP,259,328
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of the General Land Office,Miguel Suazo,DEM,58,73
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of the General Land Office,Matt Pina,LIB,12,18
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of Agriculture,Sid Miller,REP,265,339
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of Agriculture,Kim Olson,DEM,56,69
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Commissioner of Agriculture,Richard Carpenter,LIB,6,10
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Railroad Commissioner
",Christi Craddick,REP,266,345
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Railroad Commissioner
",Roman McAllen,DEM,53,65
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Railroad Commissioner
",Mike Wright,LIB,7,9
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,266,341
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,60,76
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 4",John Devine,REP,266,345
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,59,74
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 6",Jeff Brown,REP,270,341
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,55,75
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,266,338
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,55,71
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,7,6
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Judge, Court of Criminal Appeals Place 7",Barbara Parker Hervey,REP,271,347
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Judge, Court of Criminal Appeals Place 7",Ramona Franklin,DEM,57,69
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Judge, Court of Criminal Appeals Place 8",Michelle Slaughter,REP,276,352
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Judge, Court of Criminal Appeals Place 8",Mark Ash,LIB,35,41
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,State Representative District 60,Mike Lang,REP,278,373
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,"Chief Justice, 11th Court of Appeals District",John Bailey,REP,281,374
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Criminal District Attorney,Russell (Russ) D. Thomason,REP,284,377
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Judge,Rex Fields,REP,290,375
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,District Clerk,Tessa K. Culverhouse,REP,287,379
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Clerk,Cathy Jentho,REP,285,375
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Tax Assessor-Collector (unexpired term),Andrea Caye May,REP,285,375
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Treasurer,Christina L. Dodrill,REP,283,371
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Surveyor,Lynn Williamson,REP,288,374
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,County Commissioner Pct. 2,Martin Gohlke,REP,287,384
Eastland,11/6/2018,General Election,47,6,PCT 3,1987,Justice of the Peace Pct. 2,Jesse Speer,REP,292,381
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,Straight Party,Republican Party,REP,0,0
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,Straight Party,Democratic Party,DEM,1,0
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,Straight Party,Libertarian Party,LIB,0,0
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,United States Senator,Ted Cruz,REP,0,0
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,United States Senator,Beto O'Rourke,DEM,1,0
Eastland,11/6/2018,General Election,47,6,3 - HISD,0,United States Senator,Neal M. Dikeman,LIB,0,0
