id,poltical_subdivision,election_date,election_name,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
11,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,3,5,Governor,,1,4,Mark Jay Tippetts,C,3,LIB,314,2,1,0,0,0,0,0,241,1,1,0,73,1,0,0
12,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,314,262,3,0,0,0,0,0,241,203,3,0,73,59,0,0
13,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,4,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,314,43,3,0,0,0,0,0,241,30,3,0,73,13,0,0
14,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,4,6,Lieutenant Governor,,1,4,Kerry Douglas McKennon,C,3,LIB,314,6,3,0,0,0,0,0,241,5,3,0,73,1,0,0
15,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,314,273,3,0,0,0,0,0,241,212,2,0,73,61,1,0
16,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,5,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,314,34,3,0,0,0,0,0,241,25,2,0,73,9,1,0
17,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,5,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,314,4,3,0,0,0,0,0,241,2,2,0,73,2,1,0
18,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,314,278,4,0,0,0,0,0,241,215,3,0,73,63,1,0
19,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,6,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,314,28,4,0,0,0,0,0,241,20,3,0,73,8,1,0
20,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,314,4,4,0,0,0,0,0,241,3,3,0,73,1,1,0
21,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,314,275,8,0,0,0,0,0,241,213,6,0,73,62,2,0
22,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,7,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,314,30,8,0,0,0,0,0,241,21,6,0,73,9,2,0
23,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,7,9,Commissioner of the General Land Office,,1,3,Matt Piña,C,3,LIB,314,1,8,0,0,0,0,0,241,1,6,0,73,0,2,0
24,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,314,278,3,0,0,0,0,0,241,214,3,0,73,64,0,0
25,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,8,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,314,33,3,0,0,0,0,0,241,24,3,0,73,9,0,0
26,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,8,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,314,0,3,0,0,0,0,0,241,0,3,0,73,0,0,0
27,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,9,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,314,275,6,0,0,0,0,0,241,215,3,0,73,60,3,0
28,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,9,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,314,30,6,0,0,0,0,0,241,21,3,0,73,9,3,0
29,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,9,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,314,3,6,0,0,0,0,0,241,2,3,0,73,1,3,0
30,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,33,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,314,275,7,0,0,0,0,0,241,214,4,0,73,61,3,0
31,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,33,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,314,32,7,0,0,0,0,0,241,23,4,0,73,9,3,0
32,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,11,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,314,276,7,0,0,0,0,0,241,216,4,0,73,60,3,0
33,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,11,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,314,31,7,0,0,0,0,0,241,21,4,0,73,10,3,0
34,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,12,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,314,274,7,0,0,0,0,0,241,213,4,0,73,61,3,0
35,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,12,14,"Justice, Supreme Court, Place 6",,1,3,Kathy Cheng,C,2,DEM,314,33,7,0,0,0,0,0,241,24,4,0,73,9,3,0
36,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,39,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,314,277,6,0,0,0,0,0,241,217,3,0,73,60,3,0
37,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,39,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,314,29,6,0,0,0,0,0,241,19,3,0,73,10,3,0
38,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,39,15,"Presiding Judge, Court of Criminal Appeals",,1,3,William Bryan Strange III,C,3,LIB,314,2,6,0,0,0,0,0,241,2,3,0,73,0,3,0
39,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,13,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,314,278,7,0,0,0,0,0,241,217,4,0,73,61,3,0
40,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,13,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,314,29,7,0,0,0,0,0,241,20,4,0,73,9,3,0
41,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,14,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,314,279,18,0,0,0,0,0,241,216,13,0,73,63,5,0
42,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,14,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,314,17,18,0,0,0,0,0,241,12,13,0,73,5,5,0
43,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,17,20,"State Representative, District No. 60",,1,1,Mike Lang,C,1,REP,314,289,25,0,0,0,0,0,241,226,15,0,73,63,10,0
44,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,35,21,"Chief Justice, 11th Court of Appeals District",,1,1,John Bailey,C,1,REP,314,288,26,0,0,0,0,0,241,224,17,0,73,64,9,0
45,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,19,23,"District Judge, 259th Judicial District",,1,1,Brooks H. Hagler,C,1,DEM,314,106,208,0,0,0,0,0,241,82,159,0,73,24,49,0
46,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,29,25,County Judge,,1,1,"Robert ""Bob"" Skelton",C,1,REP,314,300,14,0,0,0,0,0,241,231,10,0,73,69,4,0
47,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,22,27,District and County Clerk,,1,1,Cheri Hawkins,C,1,REP,314,305,9,0,0,0,0,0,241,234,7,0,73,71,2,0
48,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,30,29,County Treasurer,,1,1,Tammy Brown,C,1,REP,314,298,16,0,0,0,0,0,241,231,10,0,73,67,6,0
49,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,101,,1,3,1,1,538,0.58,27,33,Justice of the Peace,,1,1,James Breeden,C,1,REP,314,293,21,0,0,0,0,0,241,228,13,0,73,65,8,0
50,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,31,2,Straight Party,,1,1,Republican Party,C,1,REP,358,227,125,0,0,0,0,0,244,160,80,0,114,67,45,0
51,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,31,2,Straight Party,,1,2,Democratic Party,C,2,DEM,358,5,125,0,0,0,0,0,244,3,80,0,114,2,45,0
52,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,31,2,Straight Party,,1,3,Libertarian Party,C,3,LIB,358,1,125,0,0,0,0,0,244,1,80,0,114,0,45,0
53,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,32,3,United States Senator,,1,1,Ted Cruz,C,1,REP,358,335,2,0,0,0,0,0,244,231,2,0,114,104,0,0
54,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,32,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,358,21,2,0,0,0,0,0,244,11,2,0,114,10,0,0
55,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,32,3,United States Senator,,1,4,Neal M. Dikeman,C,3,LIB,358,0,2,0,0,0,0,0,244,0,2,0,114,0,0,0
56,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,2,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,358,340,3,0,0,0,0,0,244,235,3,0,114,105,0,0
57,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,2,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,358,15,3,0,0,0,0,0,244,6,3,0,114,9,0,0
58,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,3,5,Governor,,1,1,Greg Abbott,C,1,REP,358,338,3,0,0,0,0,0,244,234,3,0,114,104,0,0
59,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,3,5,Governor,,1,2,Lupe Valdez,C,2,DEM,358,14,3,0,0,0,0,0,244,7,3,0,114,7,0,0
60,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,3,5,Governor,,1,4,Mark Jay Tippetts,C,3,LIB,358,3,3,0,0,0,0,0,244,0,3,0,114,3,0,0
61,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,358,314,5,0,0,0,0,0,244,218,5,0,114,96,0,0
62,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,4,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,358,30,5,0,0,0,0,0,244,17,5,0,114,13,0,0
63,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,4,6,Lieutenant Governor,,1,4,Kerry Douglas McKennon,C,3,LIB,358,9,5,0,0,0,0,0,244,4,5,0,114,5,0,0
64,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,5,7,Attorney General,,1,1,Ken Paxton,C,1,REP,358,325,6,0,0,0,0,0,244,226,5,0,114,99,1,0
65,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,5,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,358,22,6,0,0,0,0,0,244,12,5,0,114,10,1,0
66,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,5,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,358,5,6,0,0,0,0,0,244,1,5,0,114,4,1,0
67,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,6,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,358,335,6,0,0,0,0,0,244,230,6,0,114,105,0,0
68,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,6,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,358,14,6,0,0,0,0,0,244,8,6,0,114,6,0,0
69,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,6,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,358,3,6,0,0,0,0,0,244,0,6,0,114,3,0,0
70,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,7,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,358,330,6,0,0,0,0,0,244,229,6,0,114,101,0,0
71,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,7,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,358,13,6,0,0,0,0,0,244,6,6,0,114,7,0,0
72,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,7,9,Commissioner of the General Land Office,,1,3,Matt Piña,C,3,LIB,358,9,6,0,0,0,0,0,244,3,6,0,114,6,0,0
73,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,8,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,358,332,4,0,0,0,0,0,244,230,4,0,114,102,0,0
74,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,8,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,358,18,4,0,0,0,0,0,244,9,4,0,114,9,0,0
75,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,8,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,358,4,4,0,0,0,0,0,244,1,4,0,114,3,0,0
76,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,9,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,358,328,8,0,0,0,0,0,244,225,7,0,114,103,1,0
77,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,9,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,358,18,8,0,0,0,0,0,244,11,7,0,114,7,1,0
78,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,9,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,358,4,8,0,0,0,0,0,244,1,7,0,114,3,1,0
79,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,33,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,358,332,8,0,0,0,0,0,244,228,6,0,114,104,2,0
80,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,33,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,358,18,8,0,0,0,0,0,244,10,6,0,114,8,2,0
81,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,11,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,358,333,7,0,0,0,0,0,244,229,5,0,114,104,2,0
82,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,11,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,358,18,7,0,0,0,0,0,244,10,5,0,114,8,2,0
83,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,12,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,358,333,7,0,0,0,0,0,244,229,5,0,114,104,2,0
84,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,12,14,"Justice, Supreme Court, Place 6",,1,3,Kathy Cheng,C,2,DEM,358,18,7,0,0,0,0,0,244,10,5,0,114,8,2,0
85,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,39,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,358,328,9,0,0,0,0,0,244,225,7,0,114,103,2,0
86,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,39,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,358,15,9,0,0,0,0,0,244,9,7,0,114,6,2,0
87,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,39,15,"Presiding Judge, Court of Criminal Appeals",,1,3,William Bryan Strange III,C,3,LIB,358,6,9,0,0,0,0,0,244,3,7,0,114,3,2,0
88,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,13,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,358,329,11,0,0,0,0,0,244,225,9,0,114,104,2,0
89,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,13,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,358,18,11,0,0,0,0,0,244,10,9,0,114,8,2,0
90,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,14,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,358,329,14,1,0,0,0,0,244,227,11,1,114,102,3,0
91,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,14,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,358,14,14,1,0,0,0,0,244,5,11,1,114,9,3,0
92,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,17,20,"State Representative, District No. 60",,1,1,Mike Lang,C,1,REP,358,339,19,0,0,0,0,0,244,232,12,0,114,107,7,0
93,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,35,21,"Chief Justice, 11th Court of Appeals District",,1,1,John Bailey,C,1,REP,358,339,19,0,0,0,0,0,244,232,12,0,114,107,7,0
94,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,19,23,"District Judge, 259th Judicial District",,1,1,Brooks H. Hagler,C,1,DEM,358,113,245,0,0,0,0,0,244,72,172,0,114,41,73,0
95,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,29,25,County Judge,,1,1,"Robert ""Bob"" Skelton",C,1,REP,358,347,11,0,0,0,0,0,244,239,5,0,114,108,6,0
96,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,22,27,District and County Clerk,,1,1,Cheri Hawkins,C,1,REP,358,351,7,0,0,0,0,0,244,242,2,0,114,109,5,0
97,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,30,29,County Treasurer,,1,1,Tammy Brown,C,1,REP,358,342,16,0,0,0,0,0,244,237,7,0,114,105,9,0
98,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,25,31,"County Commissioner, Precinct No. 2",,1,1,Ace Reames,C,1,REP,358,350,8,0,0,0,0,0,244,242,2,0,114,108,6,0
99,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,202,,1,3,2,2,604,0.59,27,33,Justice of the Peace,,1,1,James Breeden,C,1,REP,358,343,15,0,0,0,0,0,244,236,8,0,114,107,7,0
100,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,31,2,Straight Party,,1,1,Republican Party,C,1,REP,146,100,41,0,0,0,0,0,71,51,18,0,75,49,23,0
101,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,31,2,Straight Party,,1,2,Democratic Party,C,2,DEM,146,4,41,0,0,0,0,0,71,2,18,0,75,2,23,0
102,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,31,2,Straight Party,,1,3,Libertarian Party,C,3,LIB,146,1,41,0,0,0,0,0,71,0,18,0,75,1,23,0
103,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,32,3,United States Senator,,1,1,Ted Cruz,C,1,REP,146,133,5,0,0,0,0,0,71,63,2,0,75,70,3,0
104,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,32,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,146,7,5,0,0,0,0,0,71,6,2,0,75,1,3,0
105,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,32,3,United States Senator,,1,4,Neal M. Dikeman,C,3,LIB,146,1,5,0,0,0,0,0,71,0,2,0,75,1,3,0
106,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,2,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,146,137,2,0,0,0,0,0,71,65,1,0,75,72,1,0
107,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,2,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,146,7,2,0,0,0,0,0,71,5,1,0,75,2,1,0
108,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,3,5,Governor,,1,1,Greg Abbott,C,1,REP,146,137,0,0,0,0,0,0,71,65,0,0,75,72,0,0
109,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,3,5,Governor,,1,2,Lupe Valdez,C,2,DEM,146,8,0,0,0,0,0,0,71,5,0,0,75,3,0,0
110,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,3,5,Governor,,1,4,Mark Jay Tippetts,C,3,LIB,146,1,0,0,0,0,0,0,71,1,0,0,75,0,0,0
111,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,4,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,146,129,2,0,0,0,0,0,71,62,1,0,75,67,1,0
112,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,4,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,146,12,2,0,0,0,0,0,71,8,1,0,75,4,1,0
113,SHACKELFORD COUNTY,11/6/18,GENERAL ELECTION,303,,1,3,3,3,287,0.51,4,6,Lieutenant Governor,,1,4,Kerry Douglas McKennon,C,3,LIB,146,3,2,0,0,0,0,0,71,0,1,0,75,3,1,0
