Political_subdivision,Election_date,Election_name ,Total Provisional Ballots,Total Provisional Ballots Counted,Precinct_number,Reg_Voters,Race_name,Candidate_name, Party Code,Early_Votes,Election_Votes
Hopkins County ,11/6/2018,General Election,0,0,1,0,Straight Party,Republican Party    REP,REP,515,174
Hopkins County ,11/6/2018,General Election,0,0,1,0,Straight Party,Democratic Party   DEM,DEM,102,67
Hopkins County ,11/6/2018,General Election,0,0,1,0,Straight Party,Libertarian Party    LIB,LIB,1,3
Hopkins County ,11/6/2018,General Election,2,1,1,0,United States Senator,Ted Cruz,REP,683,239
Hopkins County ,11/6/2018,General Election,2,1,1,0,United States Senator,Beto O'Rourke,DEM,174,105
Hopkins County ,11/6/2018,General Election,2,1,1,0,United States Senator,Neal M. Dikeman,LIB,4,8
Hopkins County ,11/6/2018,General Election,2,1,1,0,"United States Representative,
District No. 4",John Ratcliffe,REP,689,248
Hopkins County ,11/6/2018,General Election,2,1,1,0,"United States Representative,
District No. 4",Catherine Krantz,DEM,159,94
Hopkins County ,11/6/2018,General Election,2,1,1,0,"United States Representative,
District No. 4",Ken Ashby,LIB,3,8
Hopkins County ,11/6/2018,General Election,2,1,1,0,Governor,Greg Abbott,REP,691,257
Hopkins County ,11/6/2018,General Election,2,1,1,0,Governor,Lupe Valdez,DEM,156,88
Hopkins County ,11/6/2018,General Election,2,1,1,0,Governor,Mark Jay Tippetts,LIB,7,5
Hopkins County ,11/6/2018,General Election,2,1,1,0,Lieutenant Governor,Dan Patrick,REP,647,237
Hopkins County ,11/6/2018,General Election,2,1,1,0,Lieutenant Governor,Mike Collier,DEM,191,106
Hopkins County ,11/6/2018,General Election,2,1,1,0,Lieutenant Governor,Kerry Douglas McKennon,LIB,12,6
Hopkins County ,11/6/2018,General Election,2,1,1,0,Attorney General,Ken Paxton,REP,663,233
Hopkins County ,11/6/2018,General Election,2,1,1,0,Attorney General,Justin Nelson,DEM,178,109
Hopkins County ,11/6/2018,General Election,2,1,1,0,Attorney General,Michael Ray Harris,LIB,11,5
Hopkins County ,11/6/2018,General Election,2,1,1,0,Comptroller of Public Accounts,Glenn Hegar,REP,681,240
