political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,partycode,early_votes,election_votes
Randall County,11/6/2018,General Election,14,6,222,4300,Comptroller of Public Accounts,Glenn Hegar,REP,1683,468
Randall County,11/6/2018,General Election,14,6,222,4300,Comptroller of Public Accounts,Joi Chevalier,DEM,311,74
Randall County,11/6/2018,General Election,14,6,222,4300,Comptroller of Public Accounts,Ben Sanders,LIB,51,25
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of the General Land Office,George P. Bush,REP,1680,475
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of the General Land Office,Miguel Suazo,DEM,317,69
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of the General Land Office,Matt Pina,LIB,56,23
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of Agriculture,Sid Miller,REP,1631,462
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of Agriculture,Kim Olson,DEM,368,89
Randall County,11/6/2018,General Election,14,6,222,4300,Commissioner of Agriculture,Richard Carpenter,LIB,42,19
Randall County,11/6/2018,General Election,14,6,222,4300,Railroad Commissioner,Christi Craddick,REP,1697,470
Randall County,11/6/2018,General Election,14,6,222,4300,Railroad Commissioner,Roman McAllen,DEM,312,73
Randall County,11/6/2018,General Election,14,6,222,4300,Railroad Commissioner,Mike Wright,LIB,34,26
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1698,477
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,349,91
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 4",John Devine,REP,1706,478
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,339,87
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1703,479
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,345,88
Randall County,11/6/2018,General Election,14,6,222,4300,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1676,465
Randall County,11/6/2018,General Election,14,6,222,4300,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,334,86
Randall County,11/6/2018,General Election,14,6,222,4300,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,32,19
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1696,479
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,343,86
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1758,495
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,190,58
Randall County,11/6/2018,General Election,14,6,222,4300,"State Senator, District 31",Kel Seliger,REP,1750,506
Randall County,11/6/2018,General Election,14,6,222,4300,"State Senator, District 31",Jack B. Westbrook,LIB,220,58
Randall County,11/6/2018,General Election,14,6,222,4300,"State Representative, District 86",John Smithee,REP,1736,500
Randall County,11/6/2018,General Election,14,6,222,4300,"State Representative, District 86",Mike Purcell,DEM,317,75
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1812,530
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1811,533
Randall County,11/6/2018,General Election,14,6,222,4300,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1805,529
Randall County,11/6/2018,General Election,14,6,222,4300,"District Judge, 181st Judicial District",John B. Board,REP,1804,528
Randall County,11/6/2018,General Election,14,6,222,4300,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1814,525
Randall County,11/6/2018,General Election,14,6,222,4300,Criminal District Attorney,Robert Love,REP,1794,529
Randall County,11/6/2018,General Election,14,6,222,4300,County Judge,Ernie Houdashell,REP,1805,527
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, County Court at Law 1",James W. Anderson,REP,1796,530
Randall County,11/6/2018,General Election,14,6,222,4300,"Judge, County Court at Law 2",Matt Martindale,REP,1809,533
Randall County,11/6/2018,General Election,14,6,222,4300,District Clerk,Joel Forbis,REP,1795,530
Randall County,11/6/2018,General Election,14,6,222,4300,County Clerk,Susan Allen,REP,1796,530
Randall County,11/6/2018,General Election,14,6,222,4300,County Treasurer,Angie Parker,REP,1793,528
Randall County,11/6/2018,General Election,14,6,222,4300,"County Commissioner, Precinct 2",Mark C. Benton,REP,1786,529
Randall County,11/6/2018,General Election,14,6,222,4300,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,1794,528
Randall County,11/6/2018,General Election,20,12,227,5208,Straight Party,Republican Party,REP,1499,400
Randall County,11/6/2018,General Election,20,12,227,5208,Straight Party,Democratic Party,DEM,201,69
Randall County,11/6/2018,General Election,20,12,227,5208,Straight Party,Libertarian Party,LIB,4,0
Randall County,11/6/2018,General Election,20,12,227,5208,United States Senator,Ted Cruz,REP,2023,545
Randall County,11/6/2018,General Election,20,12,227,5208,United States Senator,Beto O'Rourke,DEM,422,133
Randall County,11/6/2018,General Election,20,12,227,5208,United States Senator,Neal M. Dikeman,LIB,8,9
Randall County,11/6/2018,General Election,20,12,227,5208,"United States Representative, District 13",Mac Thornberry,REP,2083,582
Randall County,11/6/2018,General Election,20,12,227,5208,"United States Representative, District 13",Greg Sagan,DEM,341,91
Randall County,11/6/2018,General Election,20,12,227,5208,"United States Representative, District 13",Calvin DeWeese,LIB,28,13
Randall County,11/6/2018,General Election,20,12,227,5208,Governor,Greg Abbott,REP,2078,575
Randall County,11/6/2018,General Election,20,12,227,5208,Governor,Lupe Valdez,DEM,348,99
Randall County,11/6/2018,General Election,20,12,227,5208,Governor,Mark Jay Tippetts,LIB,29,13
Randall County,11/6/2018,General Election,20,12,227,5208,Lieutenant Governor,Dan Patrick,REP,1989,535
Randall County,11/6/2018,General Election,20,12,227,5208,Lieutenant Governor,Mike Collier,DEM,422,127
Randall County,11/6/2018,General Election,20,12,227,5208,Lieutenant Governor,Kerry Douglas McKennon,LIB,34,17
Randall County,11/6/2018,General Election,20,12,227,5208,Attorney General,Ken Paxton,REP,1976,545
Randall County,11/6/2018,General Election,20,12,227,5208,Attorney General,Justin Nelson,DEM,423,120
Randall County,11/6/2018,General Election,20,12,227,5208,Attorney General,Michael Ray Harris,LIB,39,15
Randall County,11/6/2018,General Election,20,12,227,5208,Comptroller of Public Accounts,Glenn Hegar,REP,2029,548
Randall County,11/6/2018,General Election,20,12,227,5208,Comptroller of Public Accounts,Joi Chevalier,DEM,345,101
Randall County,11/6/2018,General Election,20,12,227,5208,Comptroller of Public Accounts,Ben Sanders,LIB,55,27
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of the General Land Office,George P. Bush,REP,2018,562
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of the General Land Office,Miguel Suazo,DEM,349,97
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of the General Land Office,Matt Pina,LIB,74,24
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of Agriculture,Sid Miller,REP,1982,540
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of Agriculture,Kim Olson,DEM,407,118
Randall County,11/6/2018,General Election,20,12,227,5208,Commissioner of Agriculture,Richard Carpenter,LIB,40,19
Randall County,11/6/2018,General Election,20,12,227,5208,Railroad Commissioner,Christi Craddick,REP,2031,554
Randall County,11/6/2018,General Election,20,12,227,5208,Railroad Commissioner,Roman McAllen,DEM,358,103
Randall County,11/6/2018,General Election,20,12,227,5208,Railroad Commissioner,Mike Wright,LIB,36,19
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,2042,555
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,391,121
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 4",John Devine,REP,2042,568
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,383,110
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 6",Jeff Brown,REP,2044,560
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,382,116
Randall County,11/6/2018,General Election,20,12,227,5208,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,2029,550
Randall County,11/6/2018,General Election,20,12,227,5208,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,364,108
Randall County,11/6/2018,General Election,20,12,227,5208,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,30,19
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,2040,559
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,377,115
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,2104,578
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,205,74
Randall County,11/6/2018,General Election,20,12,227,5208,"State Senator, District 31",Kel Seliger,REP,2142,589
Randall County,11/6/2018,General Election,20,12,227,5208,"State Senator, District 31",Jack B. Westbrook,LIB,212,78
Randall County,11/6/2018,General Election,20,12,227,5208,"State Representative, District 86",John Smithee,REP,2060,567
Randall County,11/6/2018,General Election,20,12,227,5208,"State Representative, District 86",Mike Purcell,DEM,367,113
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,2179,618
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,2181,616
Randall County,11/6/2018,General Election,20,12,227,5208,"District Judge, 47th Judicial District",Dan L. Schaap,REP,2174,613
Randall County,11/6/2018,General Election,20,12,227,5208,"District Judge, 181st Judicial District",John B. Board,REP,2172,612
Randall County,11/6/2018,General Election,20,12,227,5208,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,2177,615
Randall County,11/6/2018,General Election,20,12,227,5208,Criminal District Attorney,Robert Love,REP,2156,609
Randall County,11/6/2018,General Election,20,12,227,5208,County Judge,Ernie Houdashell,REP,2175,611
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, County Court at Law 1",James W. Anderson,REP,2158,610
Randall County,11/6/2018,General Election,20,12,227,5208,"Judge, County Court at Law 2",Matt Martindale,REP,2175,613
Randall County,11/6/2018,General Election,20,12,227,5208,District Clerk,Joel Forbis,REP,2153,610
Randall County,11/6/2018,General Election,20,12,227,5208,County Clerk,Susan Allen,REP,2160,612
Randall County,11/6/2018,General Election,20,12,227,5208,County Treasurer,Angie Parker,REP,2153,608
Randall County,11/6/2018,General Election,20,12,227,5208,"County Commissioner, Precinct 2",Mark C. Benton,REP,2152,609
Randall County,11/6/2018,General Election,20,12,227,5208,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,2163,610
Randall County,11/6/2018,General Election,17,12,228,4956,Straight Party,Republican Party,REP,1358,435
Randall County,11/6/2018,General Election,17,12,228,4956,Straight Party,Democratic Party,DEM,224,81
Randall County,11/6/2018,General Election,17,12,228,4956,Straight Party,Libertarian Party,LIB,5,4
Randall County,11/6/2018,General Election,17,12,228,4956,United States Senator,Ted Cruz,REP,1832,610
Randall County,11/6/2018,General Election,17,12,228,4956,United States Senator,Beto O'Rourke,DEM,447,167
Randall County,11/6/2018,General Election,17,12,228,4956,United States Senator,Neal M. Dikeman,LIB,15,14
Randall County,11/6/2018,General Election,17,12,228,4956,"United States Representative, District 13",Mac Thornberry,REP,1914,648
Randall County,11/6/2018,General Election,17,12,228,4956,"United States Representative, District 13",Greg Sagan,DEM,348,125
Randall County,11/6/2018,General Election,17,12,228,4956,"United States Representative, District 13",Calvin DeWeese,LIB,30,15
Randall County,11/6/2018,General Election,17,12,228,4956,Governor,Greg Abbott,REP,1878,650
Randall County,11/6/2018,General Election,17,12,228,4956,Governor,Lupe Valdez,DEM,383,128
Randall County,11/6/2018,General Election,17,12,228,4956,Governor,Mark Jay Tippetts,LIB,29,12
Randall County,11/6/2018,General Election,17,12,228,4956,Lieutenant Governor,Dan Patrick,REP,1796,594
Randall County,11/6/2018,General Election,17,12,228,4956,Lieutenant Governor,Mike Collier,DEM,449,160
Randall County,11/6/2018,General Election,17,12,228,4956,Lieutenant Governor,Kerry Douglas McKennon,LIB,47,29
Randall County,11/6/2018,General Election,17,12,228,4956,Attorney General,Ken Paxton,REP,1802,613
Randall County,11/6/2018,General Election,17,12,228,4956,Attorney General,Justin Nelson,DEM,449,153
Randall County,11/6/2018,General Election,17,12,228,4956,Attorney General,Michael Ray Harris,LIB,40,18
Randall County,11/6/2018,General Election,17,12,228,4956,Comptroller of Public Accounts,Glenn Hegar,REP,1861,629
Randall County,11/6/2018,General Election,17,12,228,4956,Comptroller of Public Accounts,Joi Chevalier,DEM,371,118
Randall County,11/6/2018,General Election,17,12,228,4956,Comptroller of Public Accounts,Ben Sanders,LIB,49,31
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of the General Land Office,George P. Bush,REP,1867,632
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of the General Land Office,Miguel Suazo,DEM,362,128
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of the General Land Office,Matt Pina,LIB,57,22
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of Agriculture,Sid Miller,REP,1839,618
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of Agriculture,Kim Olson,DEM,401,139
Randall County,11/6/2018,General Election,17,12,228,4956,Commissioner of Agriculture,Richard Carpenter,LIB,39,20
Randall County,11/6/2018,General Election,17,12,228,4956,Railroad Commissioner,Christi Craddick,REP,1851,636
Randall County,11/6/2018,General Election,17,12,228,4956,Railroad Commissioner,Roman McAllen,DEM,380,123
Randall County,11/6/2018,General Election,17,12,228,4956,Railroad Commissioner,Mike Wright,LIB,45,20
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1874,635
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,403,141
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 4",John Devine,REP,1882,637
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,393,137
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1873,634
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,404,141
Randall County,11/6/2018,General Election,17,12,228,4956,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1841,622
Randall County,11/6/2018,General Election,17,12,228,4956,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,390,132
Randall County,11/6/2018,General Election,17,12,228,4956,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,45,19
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1880,639
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,392,133
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1939,651
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,225,98
Randall County,11/6/2018,General Election,17,12,228,4956,"State Senator, District 31",Kel Seliger,REP,1952,663
Randall County,11/6/2018,General Election,17,12,228,4956,"State Senator, District 31",Jack B. Westbrook,LIB,240,104
Randall County,11/6/2018,General Election,17,12,228,4956,"State Representative, District 86",John Smithee,REP,1903,659
Randall County,11/6/2018,General Election,17,12,228,4956,"State Representative, District 86",Mike Purcell,DEM,377,127
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,2023,704
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,2017,709
Randall County,11/6/2018,General Election,17,12,228,4956,"District Judge, 47th Judicial District",Dan L. Schaap,REP,2017,703
Randall County,11/6/2018,General Election,17,12,228,4956,"District Judge, 181st Judicial District",John B. Board,REP,2022,707
Randall County,11/6/2018,General Election,17,12,228,4956,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,2031,706
Randall County,11/6/2018,General Election,17,12,228,4956,Criminal District Attorney,Robert Love,REP,2008,701
Randall County,11/6/2018,General Election,17,12,228,4956,County Judge,Ernie Houdashell,REP,2005,700
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, County Court at Law 1",James W. Anderson,REP,2001,699
Randall County,11/6/2018,General Election,17,12,228,4956,"Judge, County Court at Law 2",Matt Martindale,REP,2008,705
Randall County,11/6/2018,General Election,17,12,228,4956,District Clerk,Joel Forbis,REP,1999,698
Randall County,11/6/2018,General Election,17,12,228,4956,County Clerk,Susan Allen,REP,2010,697
Randall County,11/6/2018,General Election,17,12,228,4956,County Treasurer,Angie Parker,REP,2004,697
Randall County,11/6/2018,General Election,17,12,228,4956,"County Commissioner, Precinct 2",Mark C. Benton,REP,1997,698
Randall County,11/6/2018,General Election,17,12,228,4956,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,1998,695
Randall County,11/6/2018,General Election,8,2,230,3034,Straight Party,Republican Party,REP,952,207
Randall County,11/6/2018,General Election,8,2,230,3034,Straight Party,Democratic Party,DEM,126,28
Randall County,11/6/2018,General Election,8,2,230,3034,Straight Party,Libertarian Party,LIB,4,4
Randall County,11/6/2018,General Election,8,2,230,3034,United States Senator,Ted Cruz,REP,1289,302
Randall County,11/6/2018,General Election,8,2,230,3034,United States Senator,Beto O'Rourke,DEM,265,67
Randall County,11/6/2018,General Election,8,2,230,3034,United States Senator,Neal M. Dikeman,LIB,6,5
Randall County,11/6/2018,General Election,8,2,230,3034,"United States Representative, District 13",Mac Thornberry,REP,1317,313
Randall County,11/6/2018,General Election,8,2,230,3034,"United States Representative, District 13",Greg Sagan,DEM,210,52
Randall County,11/6/2018,General Election,8,2,230,3034,"United States Representative, District 13",Calvin DeWeese,LIB,24,10
Randall County,11/6/2018,General Election,8,2,230,3034,Governor,Greg Abbott,REP,1317,310
Randall County,11/6/2018,General Election,8,2,230,3034,Governor,Lupe Valdez,DEM,226,54
Randall County,11/6/2018,General Election,8,2,230,3034,Governor,Mark Jay Tippetts,LIB,11,11
Randall County,11/6/2018,General Election,8,2,230,3034,Lieutenant Governor,Dan Patrick,REP,1238,291
Randall County,11/6/2018,General Election,8,2,230,3034,Lieutenant Governor,Mike Collier,DEM,278,75
Randall County,11/6/2018,General Election,8,2,230,3034,Lieutenant Governor,Kerry Douglas McKennon,LIB,31,7
Randall County,11/6/2018,General Election,8,2,230,3034,Attorney General,Ken Paxton,REP,1265,304
Randall County,11/6/2018,General Election,8,2,230,3034,Attorney General,Justin Nelson,DEM,255,58
Randall County,11/6/2018,General Election,8,2,230,3034,Attorney General,Michael Ray Harris,LIB,28,10
Randall County,11/6/2018,General Election,8,2,230,3034,Comptroller of Public Accounts,Glenn Hegar,REP,1280,301
Randall County,11/6/2018,General Election,8,2,230,3034,Comptroller of Public Accounts,Joi Chevalier,DEM,221,49
Randall County,11/6/2018,General Election,8,2,230,3034,Comptroller of Public Accounts,Ben Sanders,LIB,37,20
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of the General Land Office,George P. Bush,REP,1297,303
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of the General Land Office,Miguel Suazo,DEM,208,52
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of the General Land Office,Matt Pina,LIB,36,17
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of Agriculture,Sid Miller,REP,1263,295
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of Agriculture,Kim Olson,DEM,249,63
Randall County,11/6/2018,General Election,8,2,230,3034,Commissioner of Agriculture,Richard Carpenter,LIB,27,12
Randall County,11/6/2018,General Election,8,2,230,3034,Railroad Commissioner,Christi Craddick,REP,1286,297
Randall County,11/6/2018,General Election,8,2,230,3034,Railroad Commissioner,Roman McAllen,DEM,224,57
Randall County,11/6/2018,General Election,8,2,230,3034,Railroad Commissioner,Mike Wright,LIB,30,19
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1303,309
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,240,62
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 4",John Devine,REP,1298,303
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,245,69
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 6",Jeff Brown,REP,1293,308
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,243,63
Randall County,11/6/2018,General Election,8,2,230,3034,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,REP,1292,297
Randall County,11/6/2018,General Election,8,2,230,3034,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,DEM,225,61
Randall County,11/6/2018,General Election,8,2,230,3034,"Presiding Judge, Court of Criminal Appeals",William Bryan Strange III,LIB,23,15
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,REP,1298,312
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,DEM,232,61
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,REP,1340,318
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, Court of Criminal Appeals, Place 8",Mark Ash,LIB,133,45
Randall County,11/6/2018,General Election,8,2,230,3034,"State Senator, District 31",Kel Seliger,REP,1343,318
Randall County,11/6/2018,General Election,8,2,230,3034,"State Senator, District 31",Jack B. Westbrook,LIB,139,50
Randall County,11/6/2018,General Election,8,2,230,3034,"State Representative, District 86",John Smithee,REP,1311,312
Randall County,11/6/2018,General Election,8,2,230,3034,"State Representative, District 86",Mike Purcell,DEM,229,62
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, 7th Court of Appeals District, Place 2",Judy Parker,REP,1378,342
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice, 7th Court of Appeals District, Place 3",Pat Pirtle,REP,1373,340
Randall County,11/6/2018,General Election,8,2,230,3034,"District Judge, 47th Judicial District",Dan L. Schaap,REP,1365,342
Randall County,11/6/2018,General Election,8,2,230,3034,"District Judge, 181st Judicial District",John B. Board,REP,1368,337
Randall County,11/6/2018,General Election,8,2,230,3034,"District Judge, 251st Judicial District",Ana Elizabeth Estevez,REP,1373,338
Randall County,11/6/2018,General Election,8,2,230,3034,Criminal District Attorney,Robert Love,REP,1366,335
Randall County,11/6/2018,General Election,8,2,230,3034,County Judge,Ernie Houdashell,REP,1374,339
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, County Court at Law 1",James W. Anderson,REP,1357,336
Randall County,11/6/2018,General Election,8,2,230,3034,"Judge, County Court at Law 2",Matt Martindale,REP,1373,337
Randall County,11/6/2018,General Election,8,2,230,3034,District Clerk,Joel Forbis,REP,1361,336
Randall County,11/6/2018,General Election,8,2,230,3034,County Clerk,Susan Allen,REP,1366,336
Randall County,11/6/2018,General Election,8,2,230,3034,County Treasurer,Angie Parker,REP,1363,336
Randall County,11/6/2018,General Election,8,2,230,3034,"County Commissioner, Precinct 2",Mark C. Benton,REP,1362,336
Randall County,11/6/2018,General Election,8,2,230,3034,"Justice of the Peace, Precinct 4",Clay Houdashell,REP,1365,336
Randall County,11/6/2018,General Election,0,0,305,25,Straight Party,Republican Party,REP,5,3
Randall County,11/6/2018,General Election,0,0,305,25,Straight Party,Democratic Party,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Straight Party,Libertarian Party,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,United States Senator,Ted Cruz,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,United States Senator,Beto O'Rourke,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,United States Senator,Neal M. Dikeman,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"United States Representative, District 13",Mac Thornberry,REP,7,3
Randall County,11/6/2018,General Election,0,0,305,25,"United States Representative, District 13",Greg Sagan,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"United States Representative, District 13",Calvin DeWeese,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Governor,Greg Abbott,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Governor,Lupe Valdez,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Governor,Mark Jay Tippetts,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Lieutenant Governor,Dan Patrick,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Lieutenant Governor,Mike Collier,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Attorney General,Ken Paxton,REP,5,3
Randall County,11/6/2018,General Election,0,0,305,25,Attorney General,Justin Nelson,DEM,4,0
Randall County,11/6/2018,General Election,0,0,305,25,Attorney General,Michael Ray Harris,LIB,1,0
Randall County,11/6/2018,General Election,0,0,305,25,Comptroller of Public Accounts,Glenn Hegar,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Comptroller of Public Accounts,Joi Chevalier,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Comptroller of Public Accounts,Ben Sanders,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of the General Land Office,George P. Bush,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of the General Land Office,Miguel Suazo,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of the General Land Office,Matt Pina,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of Agriculture,Sid Miller,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of Agriculture,Kim Olson,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Commissioner of Agriculture,Richard Carpenter,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,Railroad Commissioner,Christi Craddick,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,Railroad Commissioner,Roman McAllen,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,Railroad Commissioner,Mike Wright,LIB,0,0
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,8,3
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,3,0
Randall County,11/6/2018,General Election,0,0,305,25,"Justice, Supreme Court, Place 4",John Devine,REP,8,3
