political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Jack County,11/6/2018,General,13,2,1,1135,Straight Party,Republican Party    REP,REP,284,106
Jack County,11/6/2018,General,13,2,1,1135,Straight Party,Democratic Party   DEM,DEM,17,19
Jack County,11/6/2018,General,13,2,1,1135,Straight Party,Libertarian Party    LIB,LIB,0,2
Jack County,11/6/2018,General,13,2,1,1135,United States Senator,Ted Cruz,REP,371,133
Jack County,11/6/2018,General,13,2,1,1135,United States Senator,Beto O'Rourke,DEM,40,27
Jack County,11/6/2018,General,13,2,1,1135,United States Senator,Neal M. Dikeman,LIB,0,3
Jack County,11/6/2018,General,13,2,1,1135,"United States Representative,
District No. 13",Mac Thornberry,REP,375,133
Jack County,11/6/2018,General,13,2,1,1135,"United States Representative,
District No. 13",Greg Sagan,DEM,32,24
Jack County,11/6/2018,General,13,2,1,1135,"United States Representative,
District No. 13",Calvin DeWeese,LIB,1,5
Jack County,11/6/2018,General,13,2,1,1135,Governor,Greg Abbott,REP,378,139
Jack County,11/6/2018,General,13,2,1,1135,Governor,Lupe Valdez,DEM,33,22
Jack County,11/6/2018,General,13,2,1,1135,Governor,Mark Jay Tippetts,LIB,1,4
Jack County,11/6/2018,General,13,2,1,1135,Lieutenant Governor,Dan Patrick,REP,347,129
Jack County,11/6/2018,General,13,2,1,1135,Lieutenant Governor,Mike Collier,DEM,58,29
Jack County,11/6/2018,General,13,2,1,1135,Lieutenant Governor,Kerry Douglas McKennon,LIB,6,3
Jack County,11/6/2018,General,13,2,1,1135,Attorney General,Ken Paxton,REP,359,129
Jack County,11/6/2018,General,13,2,1,1135,Attorney General,Justin Nelson,DEM,50,28
Jack County,11/6/2018,General,13,2,1,1135,Attorney General,Michael Ray Harris,LIB,2,3
Jack County,11/6/2018,General,13,2,1,1135,Comptroller of Public Accounts,Glenn Hegar,REP,366,133
Jack County,11/6/2018,General,13,2,1,1135,Comptroller of Public Accounts,Joi Chevalier,DEM,36,20
Jack County,11/6/2018,General,13,2,1,1135,Comptroller of Public Accounts,Ben Sanders,LIB,2,6
Jack County,11/6/2018,General,13,2,1,1135,"Commissioner of the General
Land Office",George P. Bush,REP,367,132
Jack County,11/6/2018,General,13,2,1,1135,"Commissioner of the General
Land Office",Miguel Suazo,DEM,35,23
Jack County,11/6/2018,General,13,2,1,1135,"Commissioner of the General
Land Office",Matt Piña,LIB,5,4
Jack County,11/6/2018,General,13,2,1,1135,Commissioner of Agriculture,Sid Miller,REP,363,124
Jack County,11/6/2018,General,13,2,1,1135,Commissioner of Agriculture,Kim Olson,DEM,40,31
Jack County,11/6/2018,General,13,2,1,1135,Commissioner of Agriculture,Richard Carpenter,LIB,1,6
Jack County,11/6/2018,General,13,2,1,1135,Railroad Commissioner,Christi Craddick,REP,367,131
Jack County,11/6/2018,General,13,2,1,1135,Railroad Commissioner,Roman McAllen,DEM,34,25
Jack County,11/6/2018,General,13,2,1,1135,Railroad Commissioner,Mike Wright,LIB,3,4
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,363,131
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,39,29
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 4",John Devine,REP,363,131
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,35,29
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 6",Jeff Brown,REP,367,134
Jack County,11/6/2018,General,13,2,1,1135,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,34,26
Jack County,11/6/2018,General,13,2,1,1135,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,361,131
Jack County,11/6/2018,General,13,2,1,1135,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,35,23
Jack County,11/6/2018,General,13,2,1,1135,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,3,5
Jack County,11/6/2018,General,13,2,1,1135,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,362,131
Jack County,11/6/2018,General,13,2,1,1135,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,36,29
Jack County,11/6/2018,General,13,2,1,1135,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,370,136
Jack County,11/6/2018,General,13,2,1,1135,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,19,14
Jack County,11/6/2018,General,13,2,1,1135,"State Senator, District No. 30",Pat Fallon,REP,363,132
Jack County,11/6/2018,General,13,2,1,1135,"State Senator, District No. 30",Kevin Lopez,DEM,40,27
Jack County,11/6/2018,General,13,2,1,1135,"State Representative, 
District No. 68",Drew Springer,REP,385,144
Jack County,11/6/2018,General,13,2,1,1135,"Chief Justice, 2nd Court of
Appeals District",Bonnie Sudderth,REP,381,145
Jack County,11/6/2018,General,13,2,1,1135,"Justice, 2nd Court of Appeals
District, Place No. 4",Wade Birdwell,REP,379,141
