political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,,,,Absentee Voting Votes,Early Voting Votes
Gaines County,11/6/2018,General Election,,,4,8926,Railroad Commissioner,Mike Wright,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,117,30,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,1,5,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 4",John Devine,REP,117,29,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,1,5,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,116,29,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,1,5,,,,1,0
Gaines County,11/6/2018,General Election,,,4,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,115,30,,,,7,108
Gaines County,11/6/2018,General Election,,,4,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,2,4,,,,1,1
Gaines County,11/6/2018,General Election,,,4,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,115,29,,,,7,108
Gaines County,11/6/2018,General Election,,,4,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,2,5,,,,1,1
Gaines County,11/6/2018,General Election,,,4,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,116,30,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,3,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"State Senator, District No. 31",Kel Seliger,REP,117,29,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,0,5,,,,0,0
Gaines County,11/6/2018,General Election,,,4,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,116,29,,,,7,109
Gaines County,11/6/2018,General Election,,,4,8926,"State Representative, 
District No. 83",Drew Landry,DEM,4,5,,,,1,3
Gaines County,11/6/2018,General Election,,,4,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,117,29,,,,7,110
Gaines County,11/6/2018,General Election,,,4,8926,"District Judge, 106th Judicial District",Reed Filley,REP,116,30,,,,7,109
Gaines County,11/6/2018,General Election,1,1,4 - Seminole,8926,Straight Party,Republican Party    REP,REP,164,75,,,,13,151
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Straight Party,Democratic Party   DEM,DEM,37,26,,,,5,32
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Straight Party,Libertarian Party    LIB,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,United States Senator,Ted Cruz,REP,226,85,,,,18,208
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,United States Senator,Beto O'Rourke,DEM,47,33,,,,7,40
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,United States Senator,Neal M. Dikeman,LIB,1,2,,,,0,1
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,221,85,,,,17,204
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,49,32,,,,7,42
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Governor,Greg Abbott,REP,219,85,,,,18,201
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Governor,Lupe Valdez,DEM,48,31,,,,6,42
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Governor,Mark Jay Tippetts,LIB,5,2,,,,1,4
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Lieutenant Governor,Dan Patrick,REP,210,82,,,,18,192
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Lieutenant Governor,Mike Collier,DEM,56,31,,,,7,49
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,5,6,,,,0,5
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Attorney General,Ken Paxton,REP,218,85,,,,18,200
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Attorney General,Justin Nelson,DEM,50,30,,,,7,43
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Attorney General,Michael Ray Harris,LIB,2,4,,,,0,2
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Comptroller of Public Accounts,Glenn Hegar,REP,218,86,,,,18,200
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,47,28,,,,7,40
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Comptroller of Public Accounts,Ben Sanders,LIB,2,5,,,,0,2
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Commissioner of the General
Land Office",George P. Bush,REP,216,82,,,,16,200
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,47,29,,,,6,41
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,7,7,,,,3,4
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Commissioner of Agriculture,Sid Miller,REP,221,88,,,,18,203
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Commissioner of Agriculture,Kim Olson,DEM,47,29,,,,7,40
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Commissioner of Agriculture,Richard Carpenter,LIB,1,2,,,,0,1
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Railroad Commissioner,Christi Craddick,REP,220,86,,,,16,204
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Railroad Commissioner,Roman McAllen,DEM,45,27,,,,7,38
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,Railroad Commissioner,Mike Wright,LIB,5,6,,,,2,3
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,219,86,,,,17,202
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,47,31,,,,6,41
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 4",John Devine,REP,219,88,,,,17,202
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,47,30,,,,6,41
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,217,86,,,,17,200
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,47,33,,,,6,41
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,219,88,,,,17,202
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,45,29,,,,5,40
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,2,2,,,,1,1
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,220,87,,,,18,202
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,46,32,,,,5,41
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,223,94,,,,15,208
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,28,14,,,,4,24
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"State Senator, District No. 31",Kel Seliger,REP,223,90,,,,16,207
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,31,17,,,,3,28
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,214,86,,,,17,197
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"State Representative, 
District No. 83",Drew Landry,DEM,51,33,,,,6,45
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,232,99,,,,17,215
Gaines County,11/6/2018,General Election,,,4 - Seminole,8926,"District Judge, 106th Judicial District",Reed Filley,REP,233,98,,,,18,215
Gaines County,11/6/2018,General Election,1,1,5,8926,Straight Party,Republican Party    REP,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Straight Party,Democratic Party   DEM,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,United States Senator,Ted Cruz,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,United States Senator,Beto O'Rourke,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Governor,Greg Abbott,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Governor,Lupe Valdez,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Governor,Mark Jay Tippetts,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Lieutenant Governor,Dan Patrick,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Lieutenant Governor,Mike Collier,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Attorney General,Ken Paxton,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Attorney General,Justin Nelson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Attorney General,Michael Ray Harris,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Comptroller of Public Accounts,Glenn Hegar,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Commissioner of the General
Land Office",George P. Bush,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Commissioner of Agriculture,Sid Miller,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Commissioner of Agriculture,Kim Olson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Railroad Commissioner,Christi Craddick,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Railroad Commissioner,Roman McAllen,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,Railroad Commissioner,Mike Wright,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 4",John Devine,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"State Senator, District No. 31",Kel Seliger,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"State Representative, 
District No. 83",Drew Landry,DEM,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5,8926,"District Judge, 106th Judicial District",Reed Filley,REP,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Straight Party,Republican Party    REP,REP,39,36,,,,3,36
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Straight Party,Democratic Party   DEM,DEM,2,4,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Straight Party,Libertarian Party    LIB,LIB,1,0,,,,0,1
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,United States Senator,Ted Cruz,REP,57,71,,,,4,53
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,United States Senator,Beto O'Rourke,DEM,3,8,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,56,72,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,2,7,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Governor,Greg Abbott,REP,56,68,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Governor,Lupe Valdez,DEM,3,8,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Governor,Mark Jay Tippetts,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Lieutenant Governor,Dan Patrick,REP,58,56,,,,4,54
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Lieutenant Governor,Mike Collier,DEM,2,18,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,3,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Attorney General,Ken Paxton,REP,56,65,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Attorney General,Justin Nelson,DEM,3,9,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Attorney General,Michael Ray Harris,LIB,0,2,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Comptroller of Public Accounts,Glenn Hegar,REP,56,66,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,3,10,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Commissioner of the General
Land Office",George P. Bush,REP,52,69,,,,4,48
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,4,7,,,,0,4
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,3,0,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Commissioner of Agriculture,Sid Miller,REP,55,65,,,,4,51
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Commissioner of Agriculture,Kim Olson,DEM,3,11,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Railroad Commissioner,Christi Craddick,REP,55,66,,,,4,51
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Railroad Commissioner,Roman McAllen,DEM,2,9,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,Railroad Commissioner,Mike Wright,LIB,1,1,,,,0,1
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,55,63,,,,4,51
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,3,11,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 4",John Devine,REP,56,66,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,2,9,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,55,66,,,,4,51
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,3,9,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,56,68,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,2,8,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,56,66,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,2,8,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,56,68,,,,4,52
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,1,3,,,,0,1
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"State Senator, District No. 31",Kel Seliger,REP,57,68,,,,4,53
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,2,5,,,,0,2
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,57,67,,,,4,53
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"State Representative, 
District No. 83",Drew Landry,DEM,3,10,,,,0,3
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,57,69,,,,4,53
Gaines County,11/6/2018,General Election,,,5 - Loop,8926,"District Judge, 106th Judicial District",Reed Filley,REP,57,69,,,,4,53
Gaines County,11/6/2018,General Election,1,1,6,8926,Straight Party,Republican Party    REP,REP,25,39,,,,0,25
Gaines County,11/6/2018,General Election,,,6,8926,Straight Party,Democratic Party   DEM,DEM,5,15,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,Straight Party,Libertarian Party    LIB,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,United States Senator,Ted Cruz,REP,35,45,,,,2,33
Gaines County,11/6/2018,General Election,,,6,8926,United States Senator,Beto O'Rourke,DEM,6,19,,,,0,6
Gaines County,11/6/2018,General Election,,,6,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,36,47,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"United States Representative,
District No. 19",Miguel Levario,DEM,5,16,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,Governor,Greg Abbott,REP,36,45,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,Governor,Lupe Valdez,DEM,5,16,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,Governor,Mark Jay Tippetts,LIB,0,2,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,Lieutenant Governor,Dan Patrick,REP,33,44,,,,2,31
Gaines County,11/6/2018,General Election,,,6,8926,Lieutenant Governor,Mike Collier,DEM,8,19,,,,0,8
Gaines County,11/6/2018,General Election,,,6,8926,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,Attorney General,Ken Paxton,REP,33,45,,,,2,31
Gaines County,11/6/2018,General Election,,,6,8926,Attorney General,Justin Nelson,DEM,7,18,,,,0,7
Gaines County,11/6/2018,General Election,,,6,8926,Attorney General,Michael Ray Harris,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,Comptroller of Public Accounts,Glenn Hegar,REP,36,47,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,Comptroller of Public Accounts,Joi Chevalier,DEM,5,16,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,Comptroller of Public Accounts,Ben Sanders,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,"Commissioner of the General
Land Office",George P. Bush,REP,33,48,,,,0,33
Gaines County,11/6/2018,General Election,,,6,8926,"Commissioner of the General
Land Office",Miguel Suazo,DEM,5,16,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,"Commissioner of the General
Land Office",Matt Piña,LIB,3,0,,,,2,1
Gaines County,11/6/2018,General Election,,,6,8926,Commissioner of Agriculture,Sid Miller,REP,35,45,,,,2,33
Gaines County,11/6/2018,General Election,,,6,8926,Commissioner of Agriculture,Kim Olson,DEM,5,17,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,Commissioner of Agriculture,Richard Carpenter,LIB,0,2,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,Railroad Commissioner,Christi Craddick,REP,36,45,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,Railroad Commissioner,Roman McAllen,DEM,4,18,,,,0,4
Gaines County,11/6/2018,General Election,,,6,8926,Railroad Commissioner,Mike Wright,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,36,46,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,4,18,,,,0,4
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 4",John Devine,REP,36,48,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,4,16,,,,0,4
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 6",Jeff Brown,REP,35,47,,,,2,33
Gaines County,11/6/2018,General Election,,,6,8926,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,5,17,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,36,47,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,4,16,,,,0,4
Gaines County,11/6/2018,General Election,,,6,8926,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,1,,,,0,0
Gaines County,11/6/2018,General Election,,,6,8926,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,36,48,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,5,16,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,36,49,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,1,8,,,,0,1
Gaines County,11/6/2018,General Election,,,6,8926,"State Senator, District No. 31",Kel Seliger,REP,36,50,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"State Senator, District No. 31",Jack B. Westbrook,LIB,3,7,,,,0,3
Gaines County,11/6/2018,General Election,,,6,8926,"State Representative, 
District No. 83",Dustin Burrows,REP,36,46,,,,2,34
Gaines County,11/6/2018,General Election,,,6,8926,"State Representative, 
District No. 83",Drew Landry,DEM,5,18,,,,0,5
Gaines County,11/6/2018,General Election,,,6,8926,"Chief Justice, 11th Court of
Appeals District",John Bailey,REP,37,53,,,,2,35
Gaines County,11/6/2018,General Election,,,6,8926,"District Judge, 106th Judicial District",Reed Filley,REP,37,53,,,,2,35
Gaines County,11/6/2018,General Election,3,,7 - Seagraves,8926,Straight Party,Republican Party    REP,REP,51,30,,,,3,48
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Straight Party,Democratic Party   DEM,DEM,20,41,,,,0,20
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,Straight Party,Libertarian Party    LIB,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,United States Senator,Ted Cruz,REP,66,36,,,,3,63
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,United States Senator,Beto O'Rourke,DEM,24,46,,,,0,24
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,United States Senator,Neal M. Dikeman,LIB,0,0,,,,0,0
Gaines County,11/6/2018,General Election,,,7 - Seagraves,8926,"United States Representative,
District No. 19",Jodey Arrington,REP,66,37,,,,3,63
