Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Absentee Voting,Martin Castillo,,13,56.52%,359,53.42%,23,100.00%,672,100.00%,3,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Early Voting,Martin Castillo,,254,54.39%,359,53.42%,467,100.00%,672,100.00%,154,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Election Day,Martin Castillo,,92,50.55%,359,53.42%,182,100.00%,672,100.00%,75,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Absentee Voting,Sam B. Gonzalez,,10,43.48%,313,46.58%,23,100.00%,672,100.00%,3,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Early Voting,Sam B. Gonzalez,,213,45.61%,313,46.58%,467,100.00%,672,100.00%,154,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",104,Election Day,Sam B. Gonzalez,,90,49.45%,313,46.58%,182,100.00%,672,100.00%,75,232,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Absentee Voting,Martin Castillo,,18,58.06%,608,56.77%,31,100.00%,1071,100.00%,13,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Early Voting,Martin Castillo,,420,55.12%,608,56.77%,762,100.00%,1071,100.00%,253,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Election Day,Martin Castillo,,170,61.15%,608,56.77%,278,100.00%,1071,100.00%,71,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Absentee Voting,Sam B. Gonzalez,,13,41.94%,463,43.23%,31,100.00%,1071,100.00%,13,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Early Voting,Sam B. Gonzalez,,342,44.88%,463,43.23%,762,100.00%,1071,100.00%,253,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",105,Election Day,Sam B. Gonzalez,,108,38.85%,463,43.23%,278,100.00%,1071,100.00%,71,337,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Absentee Voting,Martin Castillo,,44,53.66%,1019,53.89%,82,100.00%,1891,100.00%,24,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Early Voting,Martin Castillo,,782,53.93%,1019,53.89%,1450,100.00%,1891,100.00%,447,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Election Day,Martin Castillo,,193,53.76%,1019,53.89%,359,100.00%,1891,100.00%,153,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Absentee Voting,Sam B. Gonzalez,,38,46.34%,872,46.11%,82,100.00%,1891,100.00%,24,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Early Voting,Sam B. Gonzalez,,668,46.07%,872,46.11%,1450,100.00%,1891,100.00%,447,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",106,Election Day,Sam B. Gonzalez,,166,46.24%,872,46.11%,359,100.00%,1891,100.00%,153,624,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Absentee Voting,Martin Castillo,,25,45.45%,460,52.57%,55,100.00%,875,100.00%,15,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Early Voting,Martin Castillo,,319,51.70%,460,52.57%,617,100.00%,875,100.00%,154,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Election Day,Martin Castillo,,116,57.14%,460,52.57%,203,100.00%,875,100.00%,64,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Absentee Voting,Sam B. Gonzalez,,30,54.55%,415,47.43%,55,100.00%,875,100.00%,15,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Early Voting,Sam B. Gonzalez,,298,48.30%,415,47.43%,617,100.00%,875,100.00%,154,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",107,Election Day,Sam B. Gonzalez,,87,42.86%,415,47.43%,203,100.00%,875,100.00%,64,233,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Absentee Voting,Martin Castillo,,22,75.86%,453,56.55%,29,100.00%,801,100.00%,3,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Early Voting,Martin Castillo,,327,55.90%,453,56.55%,585,100.00%,801,100.00%,109,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Election Day,Martin Castillo,,104,55.61%,453,56.55%,187,100.00%,801,100.00%,45,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Absentee Voting,Sam B. Gonzalez,,7,24.14%,348,43.45%,29,100.00%,801,100.00%,3,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Early Voting,Sam B. Gonzalez,,258,44.10%,348,43.45%,585,100.00%,801,100.00%,109,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",108,Election Day,Sam B. Gonzalez,,83,44.39%,348,43.45%,187,100.00%,801,100.00%,45,157,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Absentee Voting,Martin Castillo,,17,58.62%,504,53.67%,29,100.00%,939,100.00%,6,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Early Voting,Martin Castillo,,376,54.10%,504,53.67%,695,100.00%,939,100.00%,223,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Election Day,Martin Castillo,,111,51.63%,504,53.67%,215,100.00%,939,100.00%,72,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Absentee Voting,Sam B. Gonzalez,,12,41.38%,435,46.33%,29,100.00%,939,100.00%,6,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Early Voting,Sam B. Gonzalez,,319,45.90%,435,46.33%,695,100.00%,939,100.00%,223,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",109,Election Day,Sam B. Gonzalez,,104,48.37%,435,46.33%,215,100.00%,939,100.00%,72,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Absentee Voting,Martin Castillo,,4,23.53%,164,40.10%,17,100.00%,409,100.00%,20,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Early Voting,Martin Castillo,,123,39.30%,164,40.10%,313,100.00%,409,100.00%,215,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Election Day,Martin Castillo,,37,46.84%,164,40.10%,79,100.00%,409,100.00%,66,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Absentee Voting,Sam B. Gonzalez,,13,76.47%,245,59.90%,17,100.00%,409,100.00%,20,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Early Voting,Sam B. Gonzalez,,190,60.70%,245,59.90%,313,100.00%,409,100.00%,215,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",124,Election Day,Sam B. Gonzalez,,42,53.16%,245,59.90%,79,100.00%,409,100.00%,66,301,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Absentee Voting,Martin Castillo,,0,0.00%,16,33.33%,2,100.00%,48,100.00%,0,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Early Voting,Martin Castillo,,10,27.78%,16,33.33%,36,100.00%,48,100.00%,30,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Election Day,Martin Castillo,,6,60.00%,16,33.33%,10,100.00%,48,100.00%,9,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Absentee Voting,Sam B. Gonzalez,,2,100.00%,32,66.67%,2,100.00%,48,100.00%,0,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Early Voting,Sam B. Gonzalez,,26,72.22%,32,66.67%,36,100.00%,48,100.00%,30,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",129,Election Day,Sam B. Gonzalez,,4,40.00%,32,66.67%,10,100.00%,48,100.00%,9,39,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Absentee Voting,Martin Castillo,,22,46.81%,299,43.08%,47,100.00%,694,100.00%,29,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Early Voting,Martin Castillo,,222,44.05%,299,43.08%,504,100.00%,694,100.00%,346,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Election Day,Martin Castillo,,55,38.46%,299,43.08%,143,100.00%,694,100.00%,96,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Absentee Voting,Sam B. Gonzalez,,25,53.19%,395,56.92%,47,100.00%,694,100.00%,29,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Early Voting,Sam B. Gonzalez,,282,55.95%,395,56.92%,504,100.00%,694,100.00%,346,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",134,Election Day,Sam B. Gonzalez,,88,61.54%,395,56.92%,143,100.00%,694,100.00%,96,471,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Absentee Voting,Martin Castillo,,4,66.67%,70,55.56%,6,100.00%,126,100.00%,1,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Early Voting,Martin Castillo,,43,50.00%,70,55.56%,86,100.00%,126,100.00%,26,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Election Day,Martin Castillo,,23,67.65%,70,55.56%,34,100.00%,126,100.00%,10,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Absentee Voting,Sam B. Gonzalez,,2,33.33%,56,44.44%,6,100.00%,126,100.00%,1,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Early Voting,Sam B. Gonzalez,,43,50.00%,56,44.44%,86,100.00%,126,100.00%,26,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",151,Election Day,Sam B. Gonzalez,,11,32.35%,56,44.44%,34,100.00%,126,100.00%,10,37,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Absentee Voting,Martin Castillo,,22,56.41%,399,53.56%,39,100.00%,745,100.00%,14,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Early Voting,Martin Castillo,,291,53.30%,399,53.56%,546,100.00%,745,100.00%,174,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Election Day,Martin Castillo,,86,53.75%,399,53.56%,160,100.00%,745,100.00%,58,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Absentee Voting,Sam B. Gonzalez,,17,43.59%,346,46.44%,39,100.00%,745,100.00%,14,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Early Voting,Sam B. Gonzalez,,255,46.70%,346,46.44%,546,100.00%,745,100.00%,174,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",152,Election Day,Sam B. Gonzalez,,74,46.25%,346,46.44%,160,100.00%,745,100.00%,58,246,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Absentee Voting,Martin Castillo,,18,69.23%,385,54.00%,26,100.00%,713,100.00%,7,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Early Voting,Martin Castillo,,279,54.49%,385,54.00%,512,100.00%,713,100.00%,154,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Election Day,Martin Castillo,,88,50.29%,385,54.00%,175,100.00%,713,100.00%,50,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Absentee Voting,Sam B. Gonzalez,,8,30.77%,328,46.00%,26,100.00%,713,100.00%,7,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Early Voting,Sam B. Gonzalez,,233,45.51%,328,46.00%,512,100.00%,713,100.00%,154,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",154,Election Day,Sam B. Gonzalez,,87,49.71%,328,46.00%,175,100.00%,713,100.00%,50,211,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Absentee Voting,Martin Castillo,,15,57.69%,534,56.87%,26,100.00%,939,100.00%,7,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Early Voting,Martin Castillo,,375,55.56%,534,56.87%,675,100.00%,939,100.00%,227,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Election Day,Martin Castillo,,144,60.50%,534,56.87%,238,100.00%,939,100.00%,70,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Absentee Voting,Sam B. Gonzalez,,11,42.31%,405,43.13%,26,100.00%,939,100.00%,7,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Early Voting,Sam B. Gonzalez,,300,44.44%,405,43.13%,675,100.00%,939,100.00%,227,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",158,Election Day,Sam B. Gonzalez,,94,39.50%,405,43.13%,238,100.00%,939,100.00%,70,304,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Absentee Voting,Martin Castillo,,5,35.71%,239,43.06%,14,100.00%,555,100.00%,9,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Early Voting,Martin Castillo,,157,41.10%,239,43.06%,382,100.00%,555,100.00%,184,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Election Day,Martin Castillo,,77,48.43%,239,43.06%,159,100.00%,555,100.00%,84,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Absentee Voting,Sam B. Gonzalez,,9,64.29%,316,56.94%,14,100.00%,555,100.00%,9,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Early Voting,Sam B. Gonzalez,,225,58.90%,316,56.94%,382,100.00%,555,100.00%,184,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",161,Election Day,Sam B. Gonzalez,,82,51.57%,316,56.94%,159,100.00%,555,100.00%,84,277,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Absentee Voting,Martin Castillo,,1,100.00%,16,50.00%,1,100.00%,32,100.00%,0,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Early Voting,Martin Castillo,,12,50.00%,16,50.00%,24,100.00%,32,100.00%,9,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Election Day,Martin Castillo,,3,42.86%,16,50.00%,7,100.00%,32,100.00%,3,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Absentee Voting,Sam B. Gonzalez,,0,0.00%,16,50.00%,1,100.00%,32,100.00%,0,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Early Voting,Sam B. Gonzalez,,12,50.00%,16,50.00%,24,100.00%,32,100.00%,9,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",162,Election Day,Sam B. Gonzalez,,4,57.14%,16,50.00%,7,100.00%,32,100.00%,3,12,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Absentee Voting,Martin Castillo,,2,66.67%,16,42.11%,3,100.00%,38,100.00%,1,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Early Voting,Martin Castillo,,11,39.29%,16,42.11%,28,100.00%,38,100.00%,14,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Election Day,Martin Castillo,,3,42.86%,16,42.11%,7,100.00%,38,100.00%,6,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Absentee Voting,Sam B. Gonzalez,,1,33.33%,22,57.89%,3,100.00%,38,100.00%,1,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Early Voting,Sam B. Gonzalez,,17,60.71%,22,57.89%,28,100.00%,38,100.00%,14,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",163,Election Day,Sam B. Gonzalez,,4,57.14%,22,57.89%,7,100.00%,38,100.00%,6,21,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Absentee Voting,Martin Castillo,,2,100.00%,61,45.19%,2,100.00%,135,100.00%,0,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Early Voting,Martin Castillo,,35,43.75%,61,45.19%,80,100.00%,135,100.00%,56,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Election Day,Martin Castillo,,24,45.28%,61,45.19%,53,100.00%,135,100.00%,23,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Absentee Voting,Sam B. Gonzalez,,0,0.00%,74,54.81%,2,100.00%,135,100.00%,0,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Early Voting,Sam B. Gonzalez,,45,56.25%,74,54.81%,80,100.00%,135,100.00%,56,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",166,Election Day,Sam B. Gonzalez,,29,54.72%,74,54.81%,53,100.00%,135,100.00%,23,79,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Absentee Voting,Martin Castillo,,5,55.56%,84,50.91%,9,100.00%,165,100.00%,3,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Early Voting,Martin Castillo,,52,50.49%,84,50.91%,103,100.00%,165,100.00%,101,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Election Day,Martin Castillo,,27,50.94%,84,50.91%,53,100.00%,165,100.00%,34,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Absentee Voting,Sam B. Gonzalez,,4,44.44%,81,49.09%,9,100.00%,165,100.00%,3,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Early Voting,Sam B. Gonzalez,,51,49.51%,81,49.09%,103,100.00%,165,100.00%,101,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",167,Election Day,Sam B. Gonzalez,,26,49.06%,81,49.09%,53,100.00%,165,100.00%,34,138,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Absentee Voting,Martin Castillo,,1,16.67%,42,39.62%,6,100.00%,106,100.00%,7,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Early Voting,Martin Castillo,,35,38.46%,42,39.62%,91,100.00%,106,100.00%,68,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Election Day,Martin Castillo,,6,66.67%,42,39.62%,9,100.00%,106,100.00%,14,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Absentee Voting,Sam B. Gonzalez,,5,83.33%,64,60.38%,6,100.00%,106,100.00%,7,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Early Voting,Sam B. Gonzalez,,56,61.54%,64,60.38%,91,100.00%,106,100.00%,68,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",168,Election Day,Sam B. Gonzalez,,3,33.33%,64,60.38%,9,100.00%,106,100.00%,14,89,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Absentee Voting,Martin Castillo,,4,50.00%,157,60.38%,8,100.00%,260,100.00%,7,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Early Voting,Martin Castillo,,108,61.71%,157,60.38%,175,100.00%,260,100.00%,78,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Election Day,Martin Castillo,,45,58.44%,157,60.38%,77,100.00%,260,100.00%,43,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Absentee Voting,Sam B. Gonzalez,,4,50.00%,103,39.62%,8,100.00%,260,100.00%,7,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Early Voting,Sam B. Gonzalez,,67,38.29%,103,39.62%,175,100.00%,260,100.00%,78,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",189,Election Day,Sam B. Gonzalez,,32,41.56%,103,39.62%,77,100.00%,260,100.00%,43,128,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Absentee Voting,Martin Castillo,,4,25.00%,340,42.18%,16,100.00%,806,100.00%,11,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Early Voting,Martin Castillo,,253,43.25%,340,42.18%,585,100.00%,806,100.00%,315,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Election Day,Martin Castillo,,83,40.49%,340,42.18%,205,100.00%,806,100.00%,98,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Absentee Voting,Sam B. Gonzalez,,12,75.00%,466,57.82%,16,100.00%,806,100.00%,11,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Early Voting,Sam B. Gonzalez,,332,56.75%,466,57.82%,585,100.00%,806,100.00%,315,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",199,Election Day,Sam B. Gonzalez,,122,59.51%,466,57.82%,205,100.00%,806,100.00%,98,424,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",200,Absentee Voting,Martin Castillo,,5,26.32%,291,38.75%,19,100.00%,751,100.00%,11,455,0,0,0,0,0,0,0,0
"For South Texas I.S.D. School Board Trustee, Hidalgo County Commissioners' Pct. #4",200,Early Voting,Martin Castillo,,197,36.28%,291,38.75%,543,100.00%,751,100.00%,348,455,0,0,0,0,0,0,0,0
