Political_Subdivision,Election_Date,Election_Name,Total_Provisional_Ballots_Counted,Precinct_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,263,124,19,1,0,0,0,0,154,78,15,1,109,46,4,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,263,112,19,1,0,0,0,0,154,57,15,1,109,55,4,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,263,7,19,1,0,0,0,0,154,3,15,1,109,4,4,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,263,118,23,1,0,0,0,0,154,73,18,1,109,45,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,263,117,23,1,0,0,0,0,154,60,18,1,109,57,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,263,4,23,1,0,0,0,0,154,2,18,1,109,2,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,263,119,22,0,0,0,0,0,154,74,17,0,109,45,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,263,117,22,0,0,0,0,0,154,61,17,0,109,56,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,263,5,22,0,0,0,0,0,154,2,17,0,109,3,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,263,119,23,0,0,0,0,0,154,74,19,0,109,45,4,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,263,121,23,0,0,0,0,0,154,61,19,0,109,60,4,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,263,122,24,0,0,0,0,0,154,75,19,0,109,47,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,263,117,24,0,0,0,0,0,154,60,19,0,109,57,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,263,125,21,0,0,0,0,0,154,78,16,0,109,47,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,263,117,21,0,0,0,0,0,154,60,16,0,109,57,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,263,125,19,0,0,0,0,0,154,75,14,0,109,50,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,263,118,19,0,0,0,0,0,154,64,14,0,109,54,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,263,1,19,0,0,0,0,0,154,1,14,0,109,0,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,263,125,22,0,0,0,0,0,154,77,17,0,109,48,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,263,116,22,0,0,0,0,0,154,60,17,0,109,56,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,263,145,98,0,0,0,0,0,154,90,53,0,109,55,45,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,263,20,98,0,0,0,0,0,154,11,53,0,109,9,45,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,263,144,93,0,0,0,0,0,154,87,51,0,109,57,42,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,263,26,93,0,0,0,0,0,154,16,51,0,109,10,42,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,263,131,19,0,0,0,0,0,154,80,14,0,109,51,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,263,113,19,0,0,0,0,0,154,60,14,0,109,53,5,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,263,144,119,0,0,0,0,0,154,85,69,0,109,59,50,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,263,145,118,0,0,0,0,0,154,85,69,0,109,60,49,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,263,144,119,0,0,0,0,0,154,85,69,0,109,59,50,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,263,149,114,0,0,0,0,0,154,90,64,0,109,59,50,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,263,155,108,0,0,0,0,0,154,95,59,0,109,60,49,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,263,197,66,0,0,0,0,0,154,106,48,0,109,91,18,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,263,150,113,0,0,0,0,0,154,88,66,0,109,62,47,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,263,66,3,0,0,0,0,0,154,39,2,0,109,27,1,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,263,194,3,0,0,0,0,0,154,113,2,0,109,81,1,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,28,28,"County Commissioner, Precinct 2",,1,1,Landon Porsch,C,1,REP,263,96,5,0,0,0,0,0,154,61,4,0,109,35,1,0
Castro County,11/6/2018,General Election,1,201,1,4,3,3,751,0.35,28,28,"County Commissioner, Precinct 2",,1,2,Tim Elliott,C,2,DEM,263,162,5,0,0,0,0,0,154,89,4,0,109,73,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,2,2,Straight Party,,1,1,Republican,C,1,REP,82,37,40,0,0,0,0,0,39,10,24,0,43,27,16,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,2,2,Straight Party,,1,2,Democratic,C,2,DEM,82,5,40,0,0,0,0,0,39,5,24,0,43,0,16,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,82,0,40,0,0,0,0,0,39,0,24,0,43,0,16,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,82,67,3,0,0,0,0,0,39,26,1,0,43,41,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,82,12,3,0,0,0,0,0,39,12,1,0,43,0,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,82,0,3,0,0,0,0,0,39,0,1,0,43,0,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,82,69,3,0,0,0,0,0,39,28,1,0,43,41,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,82,10,3,0,0,0,0,0,39,10,1,0,43,0,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,5,5,Governor,,1,1,Greg Abbott,C,1,REP,82,69,2,0,0,0,0,0,39,27,1,0,43,42,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,82,11,2,0,0,0,0,0,39,11,1,0,43,0,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,82,0,2,0,0,0,0,0,39,0,1,0,43,0,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,82,65,2,0,0,0,0,0,39,25,1,0,43,40,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,82,14,2,0,0,0,0,0,39,12,1,0,43,2,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,82,1,2,0,0,0,0,0,39,1,1,0,43,0,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,82,64,4,0,0,0,0,0,39,26,1,0,43,38,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,82,13,4,0,0,0,0,0,39,12,1,0,43,1,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,82,1,4,0,0,0,0,0,39,0,1,0,43,1,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,82,65,3,0,0,0,0,0,39,25,0,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,82,13,3,0,0,0,0,0,39,13,0,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,82,1,3,0,0,0,0,0,39,1,0,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,82,61,4,0,0,0,0,0,39,22,1,0,43,39,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,82,13,4,0,0,0,0,0,39,13,1,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,82,4,4,0,0,0,0,0,39,3,1,0,43,1,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,82,68,1,0,0,0,0,0,39,27,0,0,43,41,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,82,12,1,0,0,0,0,0,39,11,0,0,43,1,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,82,1,1,0,0,0,0,0,39,1,0,0,43,0,1,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,82,67,2,0,0,0,0,0,39,27,0,0,43,40,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,82,13,2,0,0,0,0,0,39,12,0,0,43,1,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,82,0,2,0,0,0,0,0,39,0,0,0,43,0,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,82,67,2,0,0,0,0,0,39,26,0,0,43,41,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,82,13,2,0,0,0,0,0,39,13,0,0,43,0,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,82,66,3,0,0,0,0,0,39,26,0,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,82,13,3,0,0,0,0,0,39,13,0,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,82,64,4,0,0,0,0,0,39,25,1,0,43,39,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,82,14,4,0,0,0,0,0,39,13,1,0,43,1,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,82,67,3,0,0,0,0,0,39,27,0,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,82,12,3,0,0,0,0,0,39,12,0,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,82,0,3,0,0,0,0,0,39,0,0,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,Barbara Parker Hervey,C,1,REP,82,67,3,0,0,0,0,0,39,28,0,0,43,39,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,Ramona Franklin,C,2,DEM,82,12,3,0,0,0,0,0,39,11,0,0,43,1,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,Michelle Slaughter,C,1,REP,82,69,8,0,0,0,0,0,39,29,5,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,Mark Ash,C,2,LIB,82,5,8,0,0,0,0,0,39,5,5,0,43,0,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,18,18,"State Senator, District 31",,1,1,Kel Seilger,C,1,REP,82,67,9,0,0,0,0,0,39,29,6,0,43,38,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,18,18,"State Senator, District 31",,1,2,Jack B. Westbrook,C,2,LIB,82,6,9,0,0,0,0,0,39,4,6,0,43,2,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,19,19,"State Representative, District 88",,1,1,Ken King,C,1,REP,82,68,5,0,0,0,0,0,39,29,1,0,43,39,4,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,19,19,"State Representative, District 88",,1,2,Ezekiel Barron,C,2,DEM,82,9,5,0,0,0,0,0,39,9,1,0,43,0,4,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,20,20,"Justice, 7th Court of Appeals District, Place 2",,1,1,Judy Parker,C,1,REP,82,67,15,0,0,0,0,0,39,27,12,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,21,21,"Justice, 7th Court of Appeals District, Place 3",,1,1,Pat Pirtle,C,1,REP,82,68,14,0,0,0,0,0,39,28,11,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,22,22,"District Judge, 64th Judicial District",,1,1,Danah Zirpoli,C,1,REP,82,69,13,0,0,0,0,0,39,29,10,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,23,23,"District Judge, 242nd Judicial District",,1,1,Lowell Kregg Hukill,C,1,REP,82,71,11,0,0,0,0,0,39,30,9,0,43,41,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,24,24,County Judge,,1,1,Carroll U. Gerber,C,1,REP,82,68,14,0,0,0,0,0,39,28,11,0,43,40,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,25,25,District and County Clerk,,1,1,JoAnna Blanco,C,1,DEM,82,35,47,0,0,0,0,0,39,27,12,0,43,8,35,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,26,26,County Treasurer,,1,1,Elaine D. Flynt,C,1,REP,82,71,11,0,0,0,0,0,39,30,9,0,43,41,2,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,27,27,Justice of the Peace,,1,1,Flip Taylor,C,1,REP,82,54,3,0,0,0,0,0,39,18,0,0,43,36,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,27,27,Justice of the Peace,,1,2,Mary Ewing,C,2,DEM,82,25,3,0,0,0,0,0,39,21,0,0,43,4,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,28,28,"County Commissioner, Precinct 2",,1,1,Landon Porsch,C,1,REP,82,68,3,0,0,0,0,0,39,29,0,0,43,39,3,0
Castro County,11/6/2018,General Election,0,206,1,3,4,4,137,0.6,28,28,"County Commissioner, Precinct 2",,1,2,Tim Elliott,C,2,DEM,82,11,3,0,0,0,0,0,39,10,0,0,43,1,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,2,2,Straight Party,,1,1,Republican,C,1,REP,481,111,321,0,0,0,0,0,321,62,229,0,160,49,92,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,2,2,Straight Party,,1,2,Democratic,C,2,DEM,481,47,321,0,0,0,0,0,321,29,229,0,160,18,92,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,2,2,Straight Party,,1,3,Libertarian,C,3,LIB,481,2,321,0,0,0,0,0,321,1,229,0,160,1,92,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,3,3,United States Senator,,1,1,Ted Cruz,C,1,REP,481,375,9,0,0,0,0,0,321,244,7,0,160,131,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,3,3,United States Senator,,1,2,Beto O'Rourke,C,2,DEM,481,93,9,0,0,0,0,0,321,70,7,0,160,23,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,3,3,United States Senator,,1,3,Neal M. Dikerman,C,3,LIB,481,4,9,0,0,0,0,0,321,0,7,0,160,4,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,4,4,"United States Representative, District 19",,1,1,Jodey Arrington,C,1,REP,481,397,15,0,0,0,0,0,321,262,12,0,160,135,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,4,4,"United States Representative, District 19",,1,2,Miguel Levario,C,2,DEM,481,69,15,0,0,0,0,0,321,47,12,0,160,22,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,5,5,Governor,,1,1,Greg Abbott,C,1,REP,481,385,14,0,0,0,0,0,321,249,13,0,160,136,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,5,5,Governor,,1,2,Lupe Valdez,C,2,DEM,481,71,14,0,0,0,0,0,321,52,13,0,160,19,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,5,5,Governor,,1,3,Mark Jay Tippetts,C,3,LIB,481,11,14,0,0,0,0,0,321,7,13,0,160,4,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,6,6,Lieutenant Governor,,1,1,Dan Patrick,C,1,REP,481,291,14,0,0,0,0,0,321,183,11,0,160,108,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,6,6,Lieutenant Governor,,1,2,Mike Collier,C,2,DEM,481,162,14,0,0,0,0,0,321,120,11,0,160,42,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,6,6,Lieutenant Governor,,1,3,Kerry Douglas McKennon,C,3,LIB,481,14,14,0,0,0,0,0,321,7,11,0,160,7,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,7,7,Attorney General,,1,1,Ken Paxton,C,1,REP,481,350,14,0,0,0,0,0,321,220,13,0,160,130,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,7,7,Attorney General,,1,2,Justin Nelson,C,2,DEM,481,110,14,0,0,0,0,0,321,83,13,0,160,27,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,7,7,Attorney General,,1,3,Michael Ray Harris,C,3,LIB,481,7,14,0,0,0,0,0,321,5,13,0,160,2,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,8,8,Comptroller of Public Accounts,,1,1,Glenn Hegar,C,1,REP,481,362,20,0,0,0,0,0,321,233,18,0,160,129,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,8,8,Comptroller of Public Accounts,,1,2,Joi Chevalier,C,2,DEM,481,85,20,0,0,0,0,0,321,61,18,0,160,24,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,8,8,Comptroller of Public Accounts,,1,3,Ben Sanders,C,3,LIB,481,14,20,0,0,0,0,0,321,9,18,0,160,5,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,9,9,Commissioner of the General Land Office,,1,1,George P. Bush,C,1,REP,481,371,22,0,0,0,0,0,321,241,21,0,160,130,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,9,9,Commissioner of the General Land Office,,1,2,Miguel Suazo,C,2,DEM,481,80,22,0,0,0,0,0,321,54,21,0,160,26,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,9,9,Commissioner of the General Land Office,,1,3,Matt Pina,C,3,LIB,481,8,22,0,0,0,0,0,321,5,21,0,160,3,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,10,10,Commissioner of Agriculture,,1,1,Sid Miller,C,1,REP,481,359,17,0,0,0,0,0,321,232,15,0,160,127,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,10,10,Commissioner of Agriculture,,1,2,Kim Olson,C,2,DEM,481,93,17,0,0,0,0,0,321,66,15,0,160,27,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,10,10,Commissioner of Agriculture,,1,3,Richard Carpenter,C,3,LIB,481,12,17,0,0,0,0,0,321,8,15,0,160,4,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,11,11,Railroad Commissioner,,1,1,Christi Craddick,C,1,REP,481,373,19,0,0,0,0,0,321,242,18,0,160,131,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,11,11,Railroad Commissioner,,1,2,Roman McAllen,C,2,DEM,481,80,19,0,0,0,0,0,321,56,18,0,160,24,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,11,11,Railroad Commissioner,,1,3,Mike Wright,C,3,LIB,481,9,19,0,0,0,0,0,321,5,18,0,160,4,1,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,12,12,"Justice, Supreme Court, Place 2",,1,1,Jimmy Blacklock,C,1,REP,481,371,23,0,0,0,0,0,321,242,19,0,160,129,4,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,12,12,"Justice, Supreme Court, Place 2",,1,2,Steven Kirkland,C,2,DEM,481,87,23,0,0,0,0,0,321,60,19,0,160,27,4,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,13,13,"Justice, Supreme Court, Place 4",,1,1,John Devine,C,1,REP,481,371,24,0,0,0,0,0,321,240,20,0,160,131,4,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,13,13,"Justice, Supreme Court, Place 4",,1,2,R.K. Sandill,C,2,DEM,481,86,24,0,0,0,0,0,321,61,20,0,160,25,4,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,14,14,"Justice, Supreme Court, Place 6",,1,1,Jeff Brown,C,1,REP,481,374,23,0,0,0,0,0,321,241,20,0,160,133,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,14,14,"Justice, Supreme Court, Place 6",,1,2,Kathy Cheng,C,2,DEM,481,84,23,0,0,0,0,0,321,60,20,0,160,24,3,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,Sharon Keller,C,1,REP,481,368,23,0,0,0,0,0,321,238,21,0,160,130,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,Maria T. (Terri) Jackson,C,2,DEM,481,83,23,0,0,0,0,0,321,59,21,0,160,24,2,0
Castro County,11/6/2018,General Election,0,301,1,4,5,5,864,0.56,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,"William Bryan Strange, III",C,3,LIB,481,7,23,0,0,0,0,0,321,3,21,0,160,4,2,0
