Contest,PrecinctName,VotingType,Choice,Party,Votes,VotesPercent,TotalVotes,TotalVotesPercent,CastTotal,CastTotalPercent,MainTotal,MainTotalPercent,UnderVotes,TotalUnderVotes,OverVotes,TotalOverVotes,InvalidVotes,TotalInvalidVotes,RejectedWriteInVotes,TotalRejectedWriteInVotes,UnresolvedWriteInVotes,TotalUnresolvedWriteInVotes
Attorney General - Vote for One,323,Early Voting,Michael Ray Harris,LIB,24,1.93%,42,1.91%,1244,100.00%,2198,100.00%,6,15,0,0,0,0,0,0,0,0
Attorney General - Vote for One,323,Election Day Voting,Michael Ray Harris,LIB,13,1.71%,42,1.91%,760,100.00%,2198,100.00%,8,15,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Absentee Voting,Glenn Hegar,REP,156,80.41%,1849,83.89%,194,100.00%,2204,100.00%,1,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Early Voting,Glenn Hegar,REP,1051,84.42%,1849,83.89%,1245,100.00%,2204,100.00%,5,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Election Day Voting,Glenn Hegar,REP,642,83.92%,1849,83.89%,765,100.00%,2204,100.00%,3,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Absentee Voting,Joi Chevalier,DEM,34,17.53%,295,13.38%,194,100.00%,2204,100.00%,1,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Early Voting,Joi Chevalier,DEM,161,12.93%,295,13.38%,1245,100.00%,2204,100.00%,5,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Election Day Voting,Joi Chevalier,DEM,100,13.07%,295,13.38%,765,100.00%,2204,100.00%,3,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Absentee Voting,Ben Sanders,LIB,4,2.06%,60,2.72%,194,100.00%,2204,100.00%,1,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Early Voting,Ben Sanders,LIB,33,2.65%,60,2.72%,1245,100.00%,2204,100.00%,5,9,0,0,0,0,0,0,0,0
Comptroller of Public Accounts - Vote for One,323,Election Day Voting,Ben Sanders,LIB,23,3.01%,60,2.72%,765,100.00%,2204,100.00%,3,9,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Absentee Voting,George P. Bush,REP,159,82.38%,1847,84.03%,193,100.00%,2198,100.00%,2,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Early Voting,George P. Bush,REP,1051,84.49%,1847,84.03%,1244,100.00%,2198,100.00%,6,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Election Day Voting,George P. Bush,REP,637,83.71%,1847,84.03%,761,100.00%,2198,100.00%,7,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Absentee Voting,Miguel Suazo,DEM,29,15.03%,286,13.01%,193,100.00%,2198,100.00%,2,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Early Voting,Miguel Suazo,DEM,162,13.02%,286,13.01%,1244,100.00%,2198,100.00%,6,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Election Day Voting,Miguel Suazo,DEM,95,12.48%,286,13.01%,761,100.00%,2198,100.00%,7,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Absentee Voting,Matt Pina,LIB,5,2.59%,65,2.96%,193,100.00%,2198,100.00%,2,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Early Voting,Matt Pina,LIB,31,2.49%,65,2.96%,1244,100.00%,2198,100.00%,6,15,0,0,0,0,0,0,0,0
Commissioner of the General Land Office - Vote for One,323,Election Day Voting,Matt Pina,LIB,29,3.81%,65,2.96%,761,100.00%,2198,100.00%,7,15,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Absentee Voting,Sid Miller,REP,153,78.87%,1829,83.10%,194,100.00%,2201,100.00%,1,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Early Voting,Sid Miller,REP,1045,83.87%,1829,83.10%,1246,100.00%,2201,100.00%,4,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Election Day Voting,Sid Miller,REP,631,82.92%,1829,83.10%,761,100.00%,2201,100.00%,7,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Absentee Voting,Kim Olson,DEM,35,18.04%,326,14.81%,194,100.00%,2201,100.00%,1,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Early Voting,Kim Olson,DEM,180,14.45%,326,14.81%,1246,100.00%,2201,100.00%,4,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Election Day Voting,Kim Olson,DEM,111,14.59%,326,14.81%,761,100.00%,2201,100.00%,7,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Absentee Voting,Richard Carpenter,LIB,6,3.09%,46,2.09%,194,100.00%,2201,100.00%,1,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Early Voting,Richard Carpenter,LIB,21,1.69%,46,2.09%,1246,100.00%,2201,100.00%,4,12,0,0,0,0,0,0,0,0
Commissioner of Agriculture - Vote for One,323,Election Day Voting,Richard Carpenter,LIB,19,2.50%,46,2.09%,761,100.00%,2201,100.00%,7,12,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Absentee Voting,Christi Craddick,REP,154,79.38%,1866,84.82%,194,100.00%,2200,100.00%,1,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Early Voting,Christi Craddick,REP,1060,85.14%,1866,84.82%,1245,100.00%,2200,100.00%,5,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Election Day Voting,Christi Craddick,REP,652,85.68%,1866,84.82%,761,100.00%,2200,100.00%,7,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Absentee Voting,Roman McAllen,DEM,34,17.53%,292,13.27%,194,100.00%,2200,100.00%,1,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Early Voting,Roman McAllen,DEM,169,13.57%,292,13.27%,1245,100.00%,2200,100.00%,5,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Election Day Voting,Roman McAllen,DEM,89,11.70%,292,13.27%,761,100.00%,2200,100.00%,7,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Absentee Voting,Mike Wright,LIB,6,3.09%,42,1.91%,194,100.00%,2200,100.00%,1,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Early Voting,Mike Wright,LIB,16,1.29%,42,1.91%,1245,100.00%,2200,100.00%,5,13,0,0,0,0,0,0,0,0
Railroad Commissioner - Vote for One,323,Election Day Voting,Mike Wright,LIB,20,2.63%,42,1.91%,761,100.00%,2200,100.00%,7,13,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Absentee Voting,Jimmy Blacklock,REP,159,81.96%,1876,85.47%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Early Voting,Jimmy Blacklock,REP,1063,85.79%,1876,85.47%,1239,100.00%,2195,100.00%,11,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Election Day Voting,Jimmy Blacklock,REP,654,85.83%,1876,85.47%,762,100.00%,2195,100.00%,6,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Absentee Voting,Steven Kirkland,DEM,35,18.04%,319,14.53%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Early Voting,Steven Kirkland,DEM,176,14.21%,319,14.53%,1239,100.00%,2195,100.00%,11,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 2 - Vote for One",323,Election Day Voting,Steven Kirkland,DEM,108,14.17%,319,14.53%,762,100.00%,2195,100.00%,6,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Absentee Voting,John Devine,REP,162,83.51%,1877,85.51%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Early Voting,John Devine,REP,1064,85.74%,1877,85.51%,1241,100.00%,2195,100.00%,9,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Election Day Voting,John Devine,REP,651,85.66%,1877,85.51%,760,100.00%,2195,100.00%,8,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Absentee Voting,R. K. Sandill,DEM,32,16.49%,318,14.49%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Early Voting,R. K. Sandill,DEM,177,14.26%,318,14.49%,1241,100.00%,2195,100.00%,9,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 4 - Vote for One",323,Election Day Voting,R. K. Sandill,DEM,109,14.34%,318,14.49%,760,100.00%,2195,100.00%,8,18,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Absentee Voting,Jeff Brown,REP,161,83.42%,1876,85.39%,193,100.00%,2197,100.00%,2,16,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Early Voting,Jeff Brown,REP,1067,85.91%,1876,85.39%,1242,100.00%,2197,100.00%,8,16,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Election Day Voting,Jeff Brown,REP,648,85.04%,1876,85.39%,762,100.00%,2197,100.00%,6,16,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Absentee Voting,Kathy Cheng,DEM,32,16.58%,321,14.61%,193,100.00%,2197,100.00%,2,16,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Early Voting,Kathy Cheng,DEM,175,14.09%,321,14.61%,1242,100.00%,2197,100.00%,8,16,0,0,0,0,0,0,0,0
"Justice, Supreme Court, Place 6 - Vote for One",323,Election Day Voting,Kathy Cheng,DEM,114,14.96%,321,14.61%,762,100.00%,2197,100.00%,6,16,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Absentee Voting,Sharon Keller,REP,155,79.90%,1851,84.33%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Early Voting,Sharon Keller,REP,1052,84.84%,1851,84.33%,1240,100.00%,2195,100.00%,10,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Election Day Voting,Sharon Keller,REP,644,84.63%,1851,84.33%,761,100.00%,2195,100.00%,7,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Absentee Voting,Maria T. (Terri) Jackson,DEM,35,18.04%,305,13.90%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Early Voting,Maria T. (Terri) Jackson,DEM,170,13.71%,305,13.90%,1240,100.00%,2195,100.00%,10,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Election Day Voting,Maria T. (Terri) Jackson,DEM,100,13.14%,305,13.90%,761,100.00%,2195,100.00%,7,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Absentee Voting,William Bryan Strange III,LIB,4,2.06%,39,1.78%,194,100.00%,2195,100.00%,1,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Early Voting,William Bryan Strange III,LIB,18,1.45%,39,1.78%,1240,100.00%,2195,100.00%,10,18,0,0,0,0,0,0,0,0
"Presiding Judge, Court of Criminal Appeals - Vote for One",323,Election Day Voting,William Bryan Strange III,LIB,17,2.23%,39,1.78%,761,100.00%,2195,100.00%,7,18,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Absentee Voting,Barbara Parker Hervey,REP,161,83.42%,1888,86.05%,193,100.00%,2194,100.00%,2,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Early Voting,Barbara Parker Hervey,REP,1071,86.37%,1888,86.05%,1240,100.00%,2194,100.00%,10,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Election Day Voting,Barbara Parker Hervey,REP,656,86.20%,1888,86.05%,761,100.00%,2194,100.00%,7,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Absentee Voting,Ramona Franklin,DEM,32,16.58%,306,13.95%,193,100.00%,2194,100.00%,2,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Early Voting,Ramona Franklin,DEM,169,13.63%,306,13.95%,1240,100.00%,2194,100.00%,10,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 7 - Vote for One",323,Election Day Voting,Ramona Franklin,DEM,105,13.80%,306,13.95%,761,100.00%,2194,100.00%,7,19,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Absentee Voting,Michelle Slaughter,REP,161,89.44%,1901,90.27%,180,100.00%,2106,100.00%,15,107,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Early Voting,Michelle Slaughter,REP,1078,90.66%,1901,90.27%,1189,100.00%,2106,100.00%,61,107,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Election Day Voting,Michelle Slaughter,REP,662,89.82%,1901,90.27%,737,100.00%,2106,100.00%,31,107,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Absentee Voting,Mark Ash,LIB,19,10.56%,205,9.73%,180,100.00%,2106,100.00%,15,107,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Early Voting,Mark Ash,LIB,111,9.34%,205,9.73%,1189,100.00%,2106,100.00%,61,107,0,0,0,0,0,0,0,0
"Judge, Court of Criminal Appeals, Place 8 - Vote for One",323,Election Day Voting,Mark Ash,LIB,75,10.18%,205,9.73%,737,100.00%,2106,100.00%,31,107,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Absentee Voting,Kel Seliger,REP,162,91.01%,1898,89.61%,178,100.00%,2118,100.00%,17,95,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Early Voting,Kel Seliger,REP,1076,89.59%,1898,89.61%,1201,100.00%,2118,100.00%,49,95,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Election Day Voting,Kel Seliger,REP,660,89.31%,1898,89.61%,739,100.00%,2118,100.00%,29,95,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Absentee Voting,Jack B. Westbrook,LIB,16,8.99%,220,10.39%,178,100.00%,2118,100.00%,17,95,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Early Voting,Jack B. Westbrook,LIB,125,10.41%,220,10.39%,1201,100.00%,2118,100.00%,49,95,0,0,0,0,0,0,0,0
"State Senator, District 31 - Vote for One",323,Election Day Voting,Jack B. Westbrook,LIB,79,10.69%,220,10.39%,739,100.00%,2118,100.00%,29,95,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",323,Absentee Voting,Four Price,REP,169,100.00%,1993,100.00%,169,100.00%,1993,100.00%,26,220,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",323,Early Voting,Four Price,REP,1126,100.00%,1993,100.00%,1126,100.00%,1993,100.00%,124,220,0,0,0,0,0,0,0,0
"State Representative, District 87 - Vote for One",323,Election Day Voting,Four Price,REP,698,100.00%,1993,100.00%,698,100.00%,1993,100.00%,70,220,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",323,Absentee Voting,Judy Parker,REP,173,100.00%,1976,100.00%,173,100.00%,1976,100.00%,22,237,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",323,Early Voting,Judy Parker,REP,1110,100.00%,1976,100.00%,1110,100.00%,1976,100.00%,140,237,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 2 - Vote for One",323,Election Day Voting,Judy Parker,REP,693,100.00%,1976,100.00%,693,100.00%,1976,100.00%,75,237,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",323,Absentee Voting,Pat Pirtle,REP,175,100.00%,1972,100.00%,175,100.00%,1972,100.00%,20,241,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",323,Early Voting,Pat Pirtle,REP,1108,100.00%,1972,100.00%,1108,100.00%,1972,100.00%,142,241,0,0,0,0,0,0,0,0
"Justice, 7th Court of Appeals District, Place 3 - Vote for One",323,Election Day Voting,Pat Pirtle,REP,689,100.00%,1972,100.00%,689,100.00%,1972,100.00%,79,241,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",323,Absentee Voting,Dan L. Schaap,REP,171,100.00%,1964,100.00%,171,100.00%,1964,100.00%,24,249,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",323,Early Voting,Dan L. Schaap,REP,1103,100.00%,1964,100.00%,1103,100.00%,1964,100.00%,147,249,0,0,0,0,0,0,0,0
"District Judge, 47th Judicial District - Vote for One",323,Election Day Voting,Dan L. Schaap,REP,690,100.00%,1964,100.00%,690,100.00%,1964,100.00%,78,249,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",323,Absentee Voting,John B. Board,REP,170,100.00%,1963,100.00%,170,100.00%,1963,100.00%,25,250,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",323,Early Voting,John B. Board,REP,1103,100.00%,1963,100.00%,1103,100.00%,1963,100.00%,147,250,0,0,0,0,0,0,0,0
"District Judge, 181st Judicial District - Vote for One",323,Election Day Voting,John B. Board,REP,690,100.00%,1963,100.00%,690,100.00%,1963,100.00%,78,250,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",323,Absentee Voting,Ana Elizabeth Estevez,REP,170,100.00%,1955,100.00%,170,100.00%,1955,100.00%,25,258,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",323,Early Voting,Ana Elizabeth Estevez,REP,1101,100.00%,1955,100.00%,1101,100.00%,1955,100.00%,149,258,0,0,0,0,0,0,0,0
"District Judge, 251st Judicial District - Vote for One",323,Election Day Voting,Ana Elizabeth Estevez,REP,684,100.00%,1955,100.00%,684,100.00%,1955,100.00%,84,258,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",323,Absentee Voting,Pamela Cook Sirmon,REP,165,100.00%,1954,100.00%,165,100.00%,1954,100.00%,30,259,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",323,Early Voting,Pamela Cook Sirmon,REP,1106,100.00%,1954,100.00%,1106,100.00%,1954,100.00%,144,259,0,0,0,0,0,0,0,0
"District Judge, 320th Judicial District - Vote for One",323,Election Day Voting,Pamela Cook Sirmon,REP,683,100.00%,1954,100.00%,683,100.00%,1954,100.00%,85,259,0,0,0,0,0,0,0,0
County Judge - Vote for One,323,Absentee Voting,Nancy Tanner,REP,169,100.00%,1966,100.00%,169,100.00%,1966,100.00%,26,247,0,0,0,0,0,0,0,0
County Judge - Vote for One,323,Early Voting,Nancy Tanner,REP,1109,100.00%,1966,100.00%,1109,100.00%,1966,100.00%,141,247,0,0,0,0,0,0,0,0
County Judge - Vote for One,323,Election Day Voting,Nancy Tanner,REP,688,100.00%,1966,100.00%,688,100.00%,1966,100.00%,80,247,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",323,Absentee Voting,Walt Weaver,REP,168,100.00%,1964,100.00%,168,100.00%,1964,100.00%,27,249,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",323,Early Voting,Walt Weaver,REP,1106,100.00%,1964,100.00%,1106,100.00%,1964,100.00%,144,249,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 1 - Vote for One",323,Election Day Voting,Walt Weaver,REP,690,100.00%,1964,100.00%,690,100.00%,1964,100.00%,78,249,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",323,Absentee Voting,Matt Hand,REP,168,100.00%,1962,100.00%,168,100.00%,1962,100.00%,27,251,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",323,Early Voting,Matt Hand,REP,1107,100.00%,1962,100.00%,1107,100.00%,1962,100.00%,143,251,0,0,0,0,0,0,0,0
"Judge, County Court at Law, No. 2 - Vote for One",323,Election Day Voting,Matt Hand,REP,687,100.00%,1962,100.00%,687,100.00%,1962,100.00%,81,251,0,0,0,0,0,0,0,0
District Clerk - Vote for One,323,Absentee Voting,Carley Snider,REP,168,100.00%,1965,100.00%,168,100.00%,1965,100.00%,27,248,0,0,0,0,0,0,0,0
District Clerk - Vote for One,323,Early Voting,Carley Snider,REP,1108,100.00%,1965,100.00%,1108,100.00%,1965,100.00%,142,248,0,0,0,0,0,0,0,0
District Clerk - Vote for One,323,Election Day Voting,Carley Snider,REP,689,100.00%,1965,100.00%,689,100.00%,1965,100.00%,79,248,0,0,0,0,0,0,0,0
County Clerk - Vote for One,323,Absentee Voting,Julie Smith,REP,169,100.00%,1966,100.00%,169,100.00%,1966,100.00%,26,247,0,0,0,0,0,0,0,0
County Clerk - Vote for One,323,Early Voting,Julie Smith,REP,1110,100.00%,1966,100.00%,1110,100.00%,1966,100.00%,140,247,0,0,0,0,0,0,0,0
County Clerk - Vote for One,323,Election Day Voting,Julie Smith,REP,687,100.00%,1966,100.00%,687,100.00%,1966,100.00%,81,247,0,0,0,0,0,0,0,0
County Treasurer - Vote for One,323,Absentee Voting,Leann Jennings,REP,167,100.00%,1960,100.00%,167,100.00%,1960,100.00%,28,253,0,0,0,0,0,0,0,0
County Treasurer - Vote for One,323,Early Voting,Leann Jennings,REP,1104,100.00%,1960,100.00%,1104,100.00%,1960,100.00%,146,253,0,0,0,0,0,0,0,0
County Treasurer - Vote for One,323,Election Day Voting,Leann Jennings,REP,689,100.00%,1960,100.00%,689,100.00%,1960,100.00%,79,253,0,0,0,0,0,0,0,0
"Justice of the Peace, Precinct No. 3 - Vote for One",323,Absentee Voting,Gary Jackson,REP,167,100.00%,1958,100.00%,167,100.00%,1958,100.00%,28,255,0,0,0,0,0,0,0,0
"Justice of the Peace, Precinct No. 3 - Vote for One",323,Early Voting,Gary Jackson,REP,1102,100.00%,1958,100.00%,1102,100.00%,1958,100.00%,148,255,0,0,0,0,0,0,0,0
"Justice of the Peace, Precinct No. 3 - Vote for One",323,Election Day Voting,Gary Jackson,REP,689,100.00%,1958,100.00%,689,100.00%,1958,100.00%,79,255,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Absentee Voting,Republican Party,REP,156,81.68%,1493,83.69%,191,100.00%,1784,100.00%,98,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Early Voting,Republican Party,REP,909,82.94%,1493,83.69%,1096,100.00%,1784,100.00%,576,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Election Day Voting,Republican Party,REP,428,86.12%,1493,83.69%,497,100.00%,1784,100.00%,234,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Absentee Voting,Democratic Party,DEM,35,18.32%,285,15.98%,191,100.00%,1784,100.00%,98,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Early Voting,Democratic Party,DEM,182,16.61%,285,15.98%,1096,100.00%,1784,100.00%,576,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Election Day Voting,Democratic Party,DEM,68,13.68%,285,15.98%,497,100.00%,1784,100.00%,234,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Absentee Voting,Libertarian Party,LIB,0,0.00%,6,0.34%,191,100.00%,1784,100.00%,98,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Early Voting,Libertarian Party,LIB,5,0.46%,6,0.34%,1096,100.00%,1784,100.00%,576,908,0,0,0,0,0,0,0,0
Straight Party - Vote for One,324,Election Day Voting,Libertarian Party,LIB,1,0.20%,6,0.34%,497,100.00%,1784,100.00%,234,908,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Absentee Voting,Ted Cruz,REP,223,77.43%,2109,78.61%,288,100.00%,2683,100.00%,1,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Early Voting,Ted Cruz,REP,1302,78.10%,2109,78.61%,1667,100.00%,2683,100.00%,5,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Election Day Voting,Ted Cruz,REP,584,80.22%,2109,78.61%,728,100.00%,2683,100.00%,3,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Absentee Voting,Beto O'Rourke,DEM,63,21.88%,566,21.10%,288,100.00%,2683,100.00%,1,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Early Voting,Beto O'Rourke,DEM,361,21.66%,566,21.10%,1667,100.00%,2683,100.00%,5,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Election Day Voting,Beto O'Rourke,DEM,142,19.51%,566,21.10%,728,100.00%,2683,100.00%,3,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Absentee Voting,Neal M. Dikeman,LIB,2,0.69%,8,0.30%,288,100.00%,2683,100.00%,1,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Early Voting,Neal M. Dikeman,LIB,4,0.24%,8,0.30%,1667,100.00%,2683,100.00%,5,9,0,0,0,0,0,0,0,0
United States Senator - Vote for One,324,Election Day Voting,Neal M. Dikeman,LIB,2,0.27%,8,0.30%,728,100.00%,2683,100.00%,3,9,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Absentee Voting,Mac Thornberry,REP,221,78.37%,2218,83.07%,282,100.00%,2670,100.00%,7,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Early Voting,Mac Thornberry,REP,1373,82.56%,2218,83.07%,1663,100.00%,2670,100.00%,9,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Election Day Voting,Mac Thornberry,REP,624,86.07%,2218,83.07%,725,100.00%,2670,100.00%,6,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Absentee Voting,Greg Sagan,DEM,57,20.21%,420,15.73%,282,100.00%,2670,100.00%,7,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Early Voting,Greg Sagan,DEM,271,16.30%,420,15.73%,1663,100.00%,2670,100.00%,9,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Election Day Voting,Greg Sagan,DEM,92,12.69%,420,15.73%,725,100.00%,2670,100.00%,6,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Absentee Voting,Calvin DeWeese,LIB,4,1.42%,32,1.20%,282,100.00%,2670,100.00%,7,22,0,0,0,0,0,0,0,0
"United States Representative, District 13 - Vote for One",324,Early Voting,Calvin DeWeese,LIB,19,1.14%,32,1.20%,1663,100.00%,2670,100.00%,9,22,0,0,0,0,0,0,0,0
