political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,191,180,14,177
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,122,121,4,118
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,65,61,7,58
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"State Representative, 
District No. 80",Tracy KinG,DEM,253,235,20,233
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 2",Marialyn Barnard,REP,89,89,3,86
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 2",Beth Watkins,DEM,198,177,16,182
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 3",Jason Pulliam,REP,76,73,2,74
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 3",Patricia O'Connell Alvarez,DEM,213,195,18,195
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 4",Patrick Ballantyne,REP,81,78,2,79
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 4",Luz Elena Chapa,DEM,208,193,18,190
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 5",Rebecca Simmons,REP,78,77,4,74
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 5",Liza Rodriguez,DEM,213,199,16,197
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 7",Shane Stolarczyk,REP,70,70,2,68
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice, 4th Court of Appeals
District, Place No. 7",Rebeca Martinez,DEM,221,204,17,204
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"District Judge, 49th Judicial District",Joe Lopez,DEM,246,232,20,226
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,County Judge,Joe Rathmell,DEM,238,236,20,218
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,District Clerk,Dora Mtz. Castañon,DEM,245,229,19,226
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,County Clerk,Mary Jayne Villarreal Bonoan,DEM,247,238,19,228
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,County Treasurer,Romeo Salinas,DEM,242,233,19,223
Zapata County Courthouse,11/6/2018,General Eelction,4,2,1,1753,"Justice of the Peace,
Precinct No. 1",Anna Muñoz Guerra,DEM,249,239,19,230
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Straight Party,Republican Party    REP,REP,1,1,0,1
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Straight Party,Democratic Party   DEM,DEM,3,17,0,3
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Straight Party,Libertarian Party    LIB,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,United States Senator,Ted Cruz,REP,4,3,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,United States Senator,Beto O'Rourke,DEM,5,20,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,United States Senator,Neal M. Dikeman,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"United States Representative,
District No. 28",Henry Cuellar,DEM,8,22,0,8
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"United States Representative,
District No. 28",Arthur Thomas IV,LIB,1,1,0,1
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Governor,Greg Abbott,REP,4,4,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Governor,Lupe Valdez,DEM,5,18,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Governor,Mark Jay Tippetts,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Lieutenant Governor,Dan Patrick,REP,4,3,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Lieutenant Governor,Mike Collier,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Attorney General,Ken Paxton,REP,2,2,0,2
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Attorney General,Justin Nelson,DEM,7,19,0,7
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Attorney General,Michael Ray Harris,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Comptroller of Public Accounts,Glenn Hegar,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Comptroller of Public Accounts,Joi Chevalier,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Comptroller of Public Accounts,Ben Sanders,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Commissioner of the General
Land Office",George P. Bush,REP,5,2,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Commissioner of the General
Land Office",Miguel Suazo,DEM,4,19,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Commissioner of the General
Land Office",Matt Piña,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Commissioner of Agriculture,Sid Miller,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Commissioner of Agriculture,Kim Olson,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Commissioner of Agriculture,Richard Carpenter,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Railroad Commissioner,Christi Craddick,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Railroad Commissioner,Roman McAllen,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,Railroad Commissioner,Mike Wright,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 4",John Devine,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 6",Jeff Brown,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,0,0
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,2,5,0,2
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"State Representative, 
District No. 80",Tracy KinG,DEM,8,20,0,8
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 2",Marialyn Barnard,REP,4,1,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 2",Beth Watkins,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 3",Jason Pulliam,REP,4,1,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 3",Patricia O'Connell Alvarez,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 4",Patrick Ballantyne,REP,3,1,0,3
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 4",Luz Elena Chapa,DEM,6,19,0,6
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 5",Rebecca Simmons,REP,4,2,0,4
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 5",Liza Rodriguez,DEM,5,19,0,5
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 7",Shane Stolarczyk,REP,2,1,0,2
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice, 4th Court of Appeals
District, Place No. 7",Rebeca Martinez,DEM,6,22,0,6
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"District Judge, 49th Judicial District",Joe Lopez,DEM,7,21,0,7
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,County Judge,Joe Rathmell,DEM,6,20,0,6
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,District Clerk,Dora Mtz. Castañon,DEM,8,20,0,8
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,County Clerk,Mary Jayne Villarreal Bonoan,DEM,8,20,0,8
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,County Treasurer,Romeo Salinas,DEM,8,21,0,8
Falcon Community Center,11/6/2018,General Eelction,4,2,1 - A,109,"Justice of the Peace,
Precinct No. 1",Anna Muñoz Guerra,DEM,7,21,0,7
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Straight Party,Republican Party    REP,REP,0,1,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Straight Party,Democratic Party   DEM,DEM,11,16,2,9
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Straight Party,Libertarian Party    LIB,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,United States Senator,Ted Cruz,REP,2,8,0,2
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,United States Senator,Beto O'Rourke,DEM,12,21,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,United States Senator,Neal M. Dikeman,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"United States Representative,
District No. 28",Henry Cuellar,DEM,13,27,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"United States Representative,
District No. 28",Arthur Thomas IV,LIB,0,1,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Governor,Greg Abbott,REP,1,6,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Governor,Lupe Valdez,DEM,13,23,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Governor,Mark Jay Tippetts,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Lieutenant Governor,Dan Patrick,REP,1,7,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Lieutenant Governor,Mike Collier,DEM,13,20,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Lieutenant Governor,Kerry Douglas McKennon,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Attorney General,Ken Paxton,REP,1,5,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Attorney General,Justin Nelson,DEM,12,21,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Attorney General,Michael Ray Harris,LIB,1,0,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Comptroller of Public Accounts,Glenn Hegar,REP,2,5,0,2
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Comptroller of Public Accounts,Joi Chevalier,DEM,12,20,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Comptroller of Public Accounts,Ben Sanders,LIB,0,1,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Commissioner of the General
Land Office",George P. Bush,REP,1,8,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Commissioner of the General
Land Office",Miguel Suazo,DEM,13,18,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Commissioner of the General
Land Office",Matt Piña,LIB,0,1,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Commissioner of Agriculture,Sid Miller,REP,1,9,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Commissioner of Agriculture,Kim Olson,DEM,12,17,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Commissioner of Agriculture,Richard Carpenter,LIB,1,0,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Railroad Commissioner,Christi Craddick,REP,1,5,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Railroad Commissioner,Roman McAllen,DEM,13,21,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,Railroad Commissioner,Mike Wright,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 2",Jimmy Blacklock,REP,1,7,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 2",Steven Kirkland,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 4",John Devine,REP,2,7,0,2
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 4",R.K. Sandill,DEM,12,19,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 6",Jeff Brown,REP,2,7,0,2
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, Supreme Court, Place 6",Kathy Cheng,DEM,12,19,2,10
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Presiding Judge, Court of
Criminal Appeals",Sharon Keller,REP,1,6,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Presiding Judge, Court of
Criminal Appeals",Maria T. (Terri) Jackson,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Presiding Judge, Court of
Criminal Appeals",William Bryan Strange III,LIB,0,0,0,0
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Judge, Court of Criminal Appeals,
Place 7",Barbara Parker Hervey,REP,1,6,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Judge, Court of Criminal Appeals,
Place 7",Ramona Franklin,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Judge, Court of Criminal Appeals,
Place 8",Michelle Slaughter,REP,4,10,0,4
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Judge, Court of Criminal Appeals,
Place 8",Mark Ash,LIB,1,4,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"State Representative, 
District No. 80",Tracy KinG,DEM,13,24,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 2",Marialyn Barnard,REP,1,5,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 2",Beth Watkins,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 3",Jason Pulliam,REP,1,5,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 3",Patricia O'Connell Alvarez,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 4",Patrick Ballantyne,REP,1,5,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 4",Luz Elena Chapa,DEM,13,19,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 5",Rebecca Simmons,REP,1,6,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 5",Liza Rodriguez,DEM,13,20,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 7",Shane Stolarczyk,REP,1,6,0,1
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice, 4th Court of Appeals
District, Place No. 7",Rebeca Martinez,DEM,13,20,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"District Judge, 49th Judicial District",Joe Lopez,DEM,13,25,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,County Judge,Joe Rathmell,DEM,13,27,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,District Clerk,Dora Mtz. Castañon,DEM,13,26,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,County Clerk,Mary Jayne Villarreal Bonoan,DEM,13,25,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,County Treasurer,Romeo Salinas,DEM,13,26,2,11
Lopeno Community Center,11/6/2018,General Eelction,4,2,1 - B,144,"Justice of the Peace,
Precinct No. 1",Anna Muñoz Guerra,DEM,13,25,2,11
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Straight Party,Republican Party    REP,REP,21,38,0,21
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Straight Party,Democratic Party   DEM,DEM,63,113,2,61
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Straight Party,Libertarian Party    LIB,LIB,1,1,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,United States Senator,Ted Cruz,REP,46,93,0,46
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,United States Senator,Beto O'Rourke,DEM,105,170,4,101
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,United States Senator,Neal M. Dikeman,LIB,1,0,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,"United States Representative,
District No. 28",Henry Cuellar,DEM,130,226,4,126
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,"United States Representative,
District No. 28",Arthur Thomas IV,LIB,13,6,0,13
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Governor,Greg Abbott,REP,47,100,1,46
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Governor,Lupe Valdez,DEM,101,145,3,98
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Governor,Mark Jay Tippetts,LIB,1,3,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Lieutenant Governor,Dan Patrick,REP,43,72,0,43
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Lieutenant Governor,Mike Collier,DEM,104,165,4,100
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Lieutenant Governor,Kerry Douglas McKennon,LIB,1,5,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Attorney General,Ken Paxton,REP,46,70,0,46
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Attorney General,Justin Nelson,DEM,102,165,4,98
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Attorney General,Michael Ray Harris,LIB,1,6,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Comptroller of Public Accounts,Glenn Hegar,REP,42,70,0,42
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Comptroller of Public Accounts,Joi Chevalier,DEM,102,156,4,98
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Comptroller of Public Accounts,Ben Sanders,LIB,3,13,0,3
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,"Commissioner of the General
Land Office",George P. Bush,REP,48,89,0,48
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,"Commissioner of the General
Land Office",Miguel Suazo,DEM,98,156,4,94
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,"Commissioner of the General
Land Office",Matt Piña,LIB,1,3,0,1
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Commissioner of Agriculture,Sid Miller,REP,43,68,0,43
Zapata County Pavillion,11/6/2018,General Eelction,4,2,2,1243,Commissioner of Agriculture,Kim Olson,DEM,103,163,4,99
