political_subdivision,11/6/2018,2018 NOVEMBER 6TH GENERAL ELECTION,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
FANNIN COUNTY,11/6/2018,2067 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,24,24,County Judge,,1,1,RANDY MOORE,C,1,REP,649,540,109,0,0,0,0,0,471,396,75,0,178,144,34,0
FANNIN COUNTY,11/6/2018,2068 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,25,25,"Judge, County Court-at-Law",,1,1,CHARLES BUTLER,C,1,REP,649,535,114,0,0,0,0,0,471,391,80,0,178,144,34,0
FANNIN COUNTY,11/6/2018,2069 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,26,26,District Clerk,,1,1,NANCY YOUNG,C,1,REP,649,540,109,0,0,0,0,0,471,393,78,0,178,147,31,0
FANNIN COUNTY,11/6/2018,2070 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,27,27,County Clerk,,1,1,TAMMY BIGGAR,C,1,REP,649,546,103,0,0,0,0,0,471,399,72,0,178,147,31,0
FANNIN COUNTY,11/6/2018,2071 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,28,28,County Treasurer,,1,1,DAVID E. WOODSON,C,1,REP,649,539,110,0,0,0,0,0,471,395,76,0,178,144,34,0
FANNIN COUNTY,11/6/2018,2072 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,31,31,"Justice of the Peace, Precinct 1",,1,1,ROYCE SMITHEY,C,1,REP,649,534,115,0,0,0,0,0,471,389,82,0,178,145,33,0
FANNIN COUNTY,11/6/2018,2073 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,2,2,Straight Party,,1,1,REPUBLICAN,C,1,REP,687,413,226,0,0,0,0,0,294,172,102,0,393,241,124,0
FANNIN COUNTY,11/6/2018,2074 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,2,2,Straight Party,,1,2,DEMOCRATIC,C,2,DEM,687,45,226,0,0,0,0,0,294,20,102,0,393,25,124,0
FANNIN COUNTY,11/6/2018,2075 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,2,2,Straight Party,,1,3,LIBERTARIAN,C,3,LIB,687,3,226,0,0,0,0,0,294,0,102,0,393,3,124,0
FANNIN COUNTY,11/6/2018,2076 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,3,3,U.S. Senator,,1,1,TED CRUZ,C,1,REP,687,591,3,0,0,0,0,0,294,247,2,0,393,344,1,0
FANNIN COUNTY,11/6/2018,2077 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,3,3,U.S. Senator,,1,2,BETO O'ROURKE,C,2,DEM,687,85,3,0,0,0,0,0,294,44,2,0,393,41,1,0
FANNIN COUNTY,11/6/2018,2078 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,3,3,U.S. Senator,,1,3,NEAL M. DIKEMAN,C,3,LIB,687,8,3,0,0,0,0,0,294,1,2,0,393,7,1,0
FANNIN COUNTY,11/6/2018,2079 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,4,4,"United States Representative, District 4",,1,1,JOHN RATCLIFFE,C,1,REP,687,592,5,0,0,0,0,0,294,246,2,0,393,346,3,0
FANNIN COUNTY,11/6/2018,2080 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,4,4,"United States Representative, District 4",,1,2,CATHERINE KRANTZ,C,2,DEM,687,79,5,0,0,0,0,0,294,44,2,0,393,35,3,0
FANNIN COUNTY,11/6/2018,2081 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,4,4,"United States Representative, District 4",,1,3,KEN ASHBY,C,3,LIB,687,11,5,0,0,0,0,0,294,2,2,0,393,9,3,0
FANNIN COUNTY,11/6/2018,2082 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,5,5,Governor,,1,1,GREG ABBOTT,C,1,REP,687,610,5,0,0,0,0,0,294,256,0,0,393,354,5,0
FANNIN COUNTY,11/6/2018,2083 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,5,5,Governor,,1,2,LUPE VALDEZ,C,2,DEM,687,65,5,0,0,0,0,0,294,37,0,0,393,28,5,0
FANNIN COUNTY,11/6/2018,2084 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,5,5,Governor,,1,3,MARK JAY TIPPETTS,C,3,LIB,687,7,5,0,0,0,0,0,294,1,0,0,393,6,5,0
FANNIN COUNTY,11/6/2018,2085 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,6,6,Lieutenant Governor,,1,1,DAN PATRICK,C,1,REP,687,569,3,0,0,0,0,0,294,241,1,0,393,328,2,0
FANNIN COUNTY,11/6/2018,2086 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,6,6,Lieutenant Governor,,1,2,MIKE COLLIER,C,2,DEM,687,96,3,0,0,0,0,0,294,47,1,0,393,49,2,0
FANNIN COUNTY,11/6/2018,2087 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,6,6,Lieutenant Governor,,1,3,KERRY DOUGLAS McKENNON,C,3,LIB,687,19,3,0,0,0,0,0,294,5,1,0,393,14,2,0
FANNIN COUNTY,11/6/2018,2088 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,7,7,Attorney General,,1,1,KEN PAXTON,C,1,REP,687,573,8,0,0,0,0,0,294,241,1,0,393,332,7,0
FANNIN COUNTY,11/6/2018,2089 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,7,7,Attorney General,,1,2,JUSTIN NELSON,C,2,DEM,687,89,8,0,0,0,0,0,294,46,1,0,393,43,7,0
FANNIN COUNTY,11/6/2018,2090 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,7,7,Attorney General,,1,3,MICHAEL RAY HARRIS,C,3,LIB,687,17,8,0,0,0,0,0,294,6,1,0,393,11,7,0
FANNIN COUNTY,11/6/2018,2091 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,8,8,Comptroller of Public Accounts,,1,1,GLENN HEGAR,C,1,REP,687,587,11,0,0,0,0,0,294,244,4,0,393,343,7,0
FANNIN COUNTY,11/6/2018,2092 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,8,8,Comptroller of Public Accounts,,1,2,JOI CHEVALIER,C,2,DEM,687,73,11,0,0,0,0,0,294,44,4,0,393,29,7,0
FANNIN COUNTY,11/6/2018,2093 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,8,8,Comptroller of Public Accounts,,1,3,BEN SANDERS,C,3,LIB,687,16,11,0,0,0,0,0,294,2,4,0,393,14,7,0
FANNIN COUNTY,11/6/2018,2094 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,9,9,Commissioner of the General Land Office,,1,1,GEORGE P. BUSH,C,1,REP,687,588,6,0,0,0,0,0,294,244,3,0,393,344,3,0
FANNIN COUNTY,11/6/2018,2095 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,9,9,Commissioner of the General Land Office,,1,2,MIGUEL SUAZO,C,2,DEM,687,70,6,0,0,0,0,0,294,39,3,0,393,31,3,0
FANNIN COUNTY,11/6/2018,2096 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,9,9,Commissioner of the General Land Office,,1,3,MATT PINA,C,3,LIB,687,23,6,0,0,0,0,0,294,8,3,0,393,15,3,0
FANNIN COUNTY,11/6/2018,2097 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,10,10,Commissioner of Agriculture,,1,1,SID MILLER,C,1,REP,687,582,7,0,0,0,0,0,294,242,3,0,393,340,4,0
FANNIN COUNTY,11/6/2018,2098 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,10,10,Commissioner of Agriculture,,1,2,KIM OLSON,C,2,DEM,687,83,7,0,0,0,0,0,294,45,3,0,393,38,4,0
FANNIN COUNTY,11/6/2018,2099 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,10,10,Commissioner of Agriculture,,1,3,RICHARD CARPENTER,C,3,LIB,687,15,7,0,0,0,0,0,294,4,3,0,393,11,4,0
FANNIN COUNTY,11/6/2018,2100 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,11,11,Railroad Commissioner,,1,1,CHRISTI CRADDICK,C,1,REP,687,585,8,0,0,0,0,0,294,244,3,0,393,341,5,0
FANNIN COUNTY,11/6/2018,2101 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,11,11,Railroad Commissioner,,1,2,ROMAN McALLEN,C,2,DEM,687,72,8,0,0,0,0,0,294,41,3,0,393,31,5,0
FANNIN COUNTY,11/6/2018,2102 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,11,11,Railroad Commissioner,,1,3,MIKE WRIGHT,C,3,LIB,687,22,8,0,0,0,0,0,294,6,3,0,393,16,5,0
FANNIN COUNTY,11/6/2018,2103 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,12,12,"Justice, Supreme Court, Place 2",,1,1,JIMMY BLACKLOCK,C,1,REP,687,596,8,0,0,0,0,0,294,248,2,0,393,348,6,0
FANNIN COUNTY,11/6/2018,2104 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,12,12,"Justice, Supreme Court, Place 2",,1,2,STEVEN KIRKLAND,C,2,DEM,687,83,8,0,0,0,0,0,294,44,2,0,393,39,6,0
FANNIN COUNTY,11/6/2018,2105 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,13,13,"Justice, Supreme Court, Place 4",,1,1,JOHN DEVINE,C,1,REP,687,595,12,0,0,0,0,0,294,248,4,0,393,347,8,0
FANNIN COUNTY,11/6/2018,2106 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,13,13,"Justice, Supreme Court, Place 4",,1,2,R. K. SANDILL,C,2,DEM,687,80,12,0,0,0,0,0,294,42,4,0,393,38,8,0
FANNIN COUNTY,11/6/2018,2107 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,14,14,"Justice, Supreme Court, Place 6",,1,1,JEFF BROWN,C,1,REP,687,594,11,0,0,0,0,0,294,248,4,0,393,346,7,0
FANNIN COUNTY,11/6/2018,2108 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,14,14,"Justice, Supreme Court, Place 6",,1,2,KATHY CHENG,C,2,DEM,687,82,11,0,0,0,0,0,294,42,4,0,393,40,7,0
FANNIN COUNTY,11/6/2018,2109 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,SHARON KELLER,C,1,REP,687,582,14,0,0,0,0,0,294,243,5,0,393,339,9,0
FANNIN COUNTY,11/6/2018,2110 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,MARIA T. (TERRI) JACKSON,C,2,DEM,687,79,14,0,0,0,0,0,294,43,5,0,393,36,9,0
FANNIN COUNTY,11/6/2018,2111 NOVEMBER 6TH GENERAL ELECTION,2 SAVOY CHURCH,,1,6,2,2,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,WILLIAM BRYAN STRANGE III,C,3,LIB,687,12,14,0,0,0,0,0,294,3,5,0,393,9,9,0
