political_subdivision,11/6/2018,2018 NOVEMBER 6TH GENERAL ELECTION,Precinct_name,Split_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes
FANNIN COUNTY,11/6/2018,2018 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,2,2,Straight Party,,1,1,REPUBLICAN,C,1,REP,649,325,248,0,0,0,0,0,471,243,179,0,178,82,69,0
FANNIN COUNTY,11/6/2018,2018 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,2,2,Straight Party,,1,2,DEMOCRATIC,C,2,DEM,649,73,248,0,0,0,0,0,471,48,179,0,178,25,69,0
FANNIN COUNTY,11/6/2018,2019 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,2,2,Straight Party,,1,3,LIBERTARIAN,C,3,LIB,649,3,248,0,0,0,0,0,471,1,179,0,178,2,69,0
FANNIN COUNTY,11/6/2018,2020 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,3,3,U.S. Senator,,1,1,TED CRUZ,C,1,REP,649,501,6,0,0,0,0,0,471,368,4,0,178,133,2,0
FANNIN COUNTY,11/6/2018,2021 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,3,3,U.S. Senator,,1,2,BETO O'ROURKE,C,2,DEM,649,135,6,0,0,0,0,0,471,95,4,0,178,40,2,0
FANNIN COUNTY,11/6/2018,2022 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,3,3,U.S. Senator,,1,3,NEAL M. DIKEMAN,C,3,LIB,649,7,6,0,0,0,0,0,471,4,4,0,178,3,2,0
FANNIN COUNTY,11/6/2018,2023 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,4,4,"United States Representative, District 4",,1,1,JOHN RATCLIFFE,C,1,REP,649,505,7,0,0,0,0,0,471,376,2,0,178,129,5,0
FANNIN COUNTY,11/6/2018,2024 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,4,4,"United States Representative, District 4",,1,2,CATHERINE KRANTZ,C,2,DEM,649,128,7,0,0,0,0,0,471,90,2,0,178,38,5,0
FANNIN COUNTY,11/6/2018,2025 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,4,4,"United States Representative, District 4",,1,3,KEN ASHBY,C,3,LIB,649,9,7,0,0,0,0,0,471,3,2,0,178,6,5,0
FANNIN COUNTY,11/6/2018,2026 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,5,5,Governor,,1,1,GREG ABBOTT,C,1,REP,649,508,4,0,0,0,0,0,471,373,2,0,178,135,2,0
FANNIN COUNTY,11/6/2018,2027 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,5,5,Governor,,1,2,LUPE VALDEZ,C,2,DEM,649,124,4,0,0,0,0,0,471,92,2,0,178,32,2,0
FANNIN COUNTY,11/6/2018,2028 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,5,5,Governor,,1,3,MARK JAY TIPPETTS,C,3,LIB,649,13,4,0,0,0,0,0,471,4,2,0,178,9,2,0
FANNIN COUNTY,11/6/2018,2029 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,6,6,Lieutenant Governor,,1,1,DAN PATRICK,C,1,REP,649,488,10,0,0,0,0,0,471,360,7,0,178,128,3,0
FANNIN COUNTY,11/6/2018,2030 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,6,6,Lieutenant Governor,,1,2,MIKE COLLIER,C,2,DEM,649,142,10,0,0,0,0,0,471,101,7,0,178,41,3,0
FANNIN COUNTY,11/6/2018,2031 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,6,6,Lieutenant Governor,,1,3,KERRY DOUGLAS McKENNON,C,3,LIB,649,9,10,0,0,0,0,0,471,3,7,0,178,6,3,0
FANNIN COUNTY,11/6/2018,2032 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,7,7,Attorney General,,1,1,KEN PAXTON,C,1,REP,649,475,12,0,0,0,0,0,471,349,7,0,178,126,5,0
FANNIN COUNTY,11/6/2018,2033 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,7,7,Attorney General,,1,2,JUSTIN NELSON,C,2,DEM,649,148,12,0,0,0,0,0,471,105,7,0,178,43,5,0
FANNIN COUNTY,11/6/2018,2034 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,7,7,Attorney General,,1,3,MICHAEL RAY HARRIS,C,3,LIB,649,14,12,0,0,0,0,0,471,10,7,0,178,4,5,0
FANNIN COUNTY,11/6/2018,2035 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,8,8,Comptroller of Public Accounts,,1,1,GLENN HEGAR,C,1,REP,649,490,17,0,0,0,0,0,471,363,10,0,178,127,7,0
FANNIN COUNTY,11/6/2018,2036 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,8,8,Comptroller of Public Accounts,,1,2,JOI CHEVALIER,C,2,DEM,649,118,17,0,0,0,0,0,471,85,10,0,178,33,7,0
FANNIN COUNTY,11/6/2018,2037 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,8,8,Comptroller of Public Accounts,,1,3,BEN SANDERS,C,3,LIB,649,24,17,0,0,0,0,0,471,13,10,0,178,11,7,0
FANNIN COUNTY,11/6/2018,2038 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,9,9,Commissioner of the General Land Office,,1,1,GEORGE P. BUSH,C,1,REP,649,489,14,0,0,0,0,0,471,361,7,0,178,128,7,0
FANNIN COUNTY,11/6/2018,2039 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,9,9,Commissioner of the General Land Office,,1,2,MIGUEL SUAZO,C,2,DEM,649,123,14,0,0,0,0,0,471,87,7,0,178,36,7,0
FANNIN COUNTY,11/6/2018,2040 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,9,9,Commissioner of the General Land Office,,1,3,MATT PINA,C,3,LIB,649,23,14,0,0,0,0,0,471,16,7,0,178,7,7,0
FANNIN COUNTY,11/6/2018,2041 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,10,10,Commissioner of Agriculture,,1,1,SID MILLER,C,1,REP,649,490,14,0,0,0,0,0,471,362,7,0,178,128,7,0
FANNIN COUNTY,11/6/2018,2042 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,10,10,Commissioner of Agriculture,,1,2,KIM OLSON,C,2,DEM,649,130,14,0,0,0,0,0,471,93,7,0,178,37,7,0
FANNIN COUNTY,11/6/2018,2043 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,10,10,Commissioner of Agriculture,,1,3,RICHARD CARPENTER,C,3,LIB,649,15,14,0,0,0,0,0,471,9,7,0,178,6,7,0
FANNIN COUNTY,11/6/2018,2044 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,11,11,Railroad Commissioner,,1,1,CHRISTI CRADDICK,C,1,REP,649,494,13,0,0,0,0,0,471,364,6,0,178,130,7,0
FANNIN COUNTY,11/6/2018,2045 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,11,11,Railroad Commissioner,,1,2,ROMAN McALLEN,C,2,DEM,649,127,13,0,0,0,0,0,471,92,6,0,178,35,7,0
FANNIN COUNTY,11/6/2018,2046 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,11,11,Railroad Commissioner,,1,3,MIKE WRIGHT,C,3,LIB,649,15,13,0,0,0,0,0,471,9,6,0,178,6,7,0
FANNIN COUNTY,11/6/2018,2047 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,12,12,"Justice, Supreme Court, Place 2",,1,1,JIMMY BLACKLOCK,C,1,REP,649,496,13,0,0,0,0,0,471,368,6,0,178,128,7,0
FANNIN COUNTY,11/6/2018,2048 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,12,12,"Justice, Supreme Court, Place 2",,1,2,STEVEN KIRKLAND,C,2,DEM,649,140,13,0,0,0,0,0,471,97,6,0,178,43,7,0
FANNIN COUNTY,11/6/2018,2049 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,13,13,"Justice, Supreme Court, Place 4",,1,1,JOHN DEVINE,C,1,REP,649,499,15,0,0,0,0,0,471,368,8,0,178,131,7,0
FANNIN COUNTY,11/6/2018,2050 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,13,13,"Justice, Supreme Court, Place 4",,1,2,R. K. SANDILL,C,2,DEM,649,135,15,0,0,0,0,0,471,95,8,0,178,40,7,0
FANNIN COUNTY,11/6/2018,2051 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,14,14,"Justice, Supreme Court, Place 6",,1,1,JEFF BROWN,C,1,REP,649,493,15,0,0,0,0,0,471,366,8,0,178,127,7,0
FANNIN COUNTY,11/6/2018,2052 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,14,14,"Justice, Supreme Court, Place 6",,1,2,KATHY CHENG,C,2,DEM,649,141,15,0,0,0,0,0,471,97,8,0,178,44,7,0
FANNIN COUNTY,11/6/2018,2053 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,1,SHARON KELLER,C,1,REP,649,492,10,0,0,0,0,0,471,366,4,0,178,126,6,0
FANNIN COUNTY,11/6/2018,2054 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,2,MARIA T. (TERRI) JACKSON,C,2,DEM,649,135,10,0,0,0,0,0,471,95,4,0,178,40,6,0
FANNIN COUNTY,11/6/2018,2055 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,15,15,"Presiding Judge, Court of Criminal Appeals",,1,3,WILLIAM BRYAN STRANGE III,C,3,LIB,649,12,10,0,0,0,0,0,471,6,4,0,178,6,6,0
FANNIN COUNTY,11/6/2018,2056 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,1,BARBARA PARKER HERVEY,C,1,REP,649,503,14,0,0,0,0,0,471,368,8,0,178,135,6,0
FANNIN COUNTY,11/6/2018,2057 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,16,16,"Judge, Court of Criminal Appeals, Place 7",,1,2,RAMONA FRANKLIN,C,2,DEM,649,132,14,0,0,0,0,0,471,95,8,0,178,37,6,0
FANNIN COUNTY,11/6/2018,2058 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,1,MICHELLE SLAUGHTER,C,1,REP,649,512,75,0,0,0,0,0,471,375,51,0,178,137,24,0
FANNIN COUNTY,11/6/2018,2059 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,17,17,"Judge, Court of Criminal Appeals, Place 8",,1,2,MARK ASH,C,2,LIB,649,62,75,0,0,0,0,0,471,45,51,0,178,17,24,0
FANNIN COUNTY,11/6/2018,2060 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,19,19,"State Senator, District 2",,1,1,BOB HALL,C,1,REP,649,498,8,0,0,0,0,0,471,367,4,0,178,131,4,0
FANNIN COUNTY,11/6/2018,2061 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,19,19,"State Senator, District 2",,1,2,KENDALL SCUDDER,C,2,DEM,649,143,8,0,0,0,0,0,471,100,4,0,178,43,4,0
FANNIN COUNTY,11/6/2018,2062 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,20,20,"State Representative, District 62",,1,1,REGGIE SMITH,C,1,REP,649,503,7,0,0,0,0,0,471,373,2,0,178,130,5,0
FANNIN COUNTY,11/6/2018,2063 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,20,20,"State Representative, District 62",,1,2,VALERIE N. HEFNER,C,2,DEM,649,127,7,0,0,0,0,0,471,89,2,0,178,38,5,0
FANNIN COUNTY,11/6/2018,2064 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,20,20,"State Representative, District 62",,1,3,DAVID SCHAAB,C,3,LIB,649,12,7,0,0,0,0,0,471,7,2,0,178,5,5,0
FANNIN COUNTY,11/6/2018,2065 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,22,22,"SPECIAL ELECTION (Unexpired Term) State Representative, District 62",,1,1,REGGIE SMITH,C,1,REP,649,534,115,0,0,0,0,0,471,392,79,0,178,142,36,0
FANNIN COUNTY,11/6/2018,2066 NOVEMBER 6TH GENERAL ELECTION,1 W BON-ARMORY,,1,3,1,1,0,0,23,23,"Justice, 6th Court of Appeals District, Place 2",,1,1,SCOTT STEVENS,C,1,REP,649,531,118,0,0,0,0,0,471,387,84,0,178,144,34,0
