Uvalde County,11/6/2018,November 2018 General Election,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisional Ballots Cast,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Provisional Ballots Counted,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Straight Party, Vote For 1",Republican Party,112,32,144,37.99%,Republican Party,7,105,32,144,37.99%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Democratic Party,163,72,235,62.01%,Democratic Party,44,119,72,235,62.01%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Libertarian Party,0,0,0,0.00%,Libertarian Party,0,0,0,0,0.00%,Cast Votes:,275,43.17%,104,51.74%,379,Over Votes:,0,0,0,0.00%,Under Votes:,362,97,459,54.77%,Cast Votes:,51,224,104,51.74%,379,45.23%,Over Votes:,0,0,0,0,0.00%,Under Votes:,30,332,97,459,54.77%,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),"United States Senator, Vote For 1",Ted Cruz,341,67,408,49.16%,Ted Cruz,25,316,67,408,49.16%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Beto O'Rourke,288,129,417,50.24%,Beto O'Rourke,56,232,129,417,50.24%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Neal M. Dikeman,3,2,5,0.60%,Neal M. Dikeman,0,3,2,5,0.60%,Cast Votes:,632,99.22%,198,98.51%,830,Over Votes:,0,0,0,0.00%,Under Votes:,5,3,8,0.95%,Cast Votes:,81,551,198,98.51%,830,99.05%,Over Votes:,0,0,0,0,0.00%,Under Votes:,0,5,3,8,0.95%,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),"United States Representative, District 23, Vote For 1",Will Hurd,351,75,426,51.33%,Will Hurd,24,327,75,426,51.33%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Gina Ortiz Jones,270,116,386,46.51%,Gina Ortiz Jones,56,214,116,386,46.51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Page 1 of 1,11/27/2018 9:03,,,,,Party,Candidate,,,,Total,Party,Candidate,,,Total,Precinct 1  (Ballots Cast: 838),Ruben Corvalan,10,8,18,2.17%,Ruben Corvalan,0,10,8,18,2.17%,Cast Votes:,631,99.06%,199,99.00%,830,Over Votes:,0,0,0,0.00%,Under Votes:,6,2,8,0.95%,Cast Votes:,80,551,199,99.00%,830,99.05%,Over Votes:,0,0,0,0,0.00%,Under Votes:,1,5,2,8,0.95%,
