political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precint_number,reg_voters,race_name,candidate_name,Choice ID,party code,early_votes,election_votes
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Judge,Paul W. Lewallen,0,,7,22
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Judge,Rex Fields,0,,53,98
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Judge,Ken Knowles,0,,9,46
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Judge,Teresa Slaughter,0,,4,22
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,District Clerk,Tessa K. Culverhouse,0,,75,217
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Clerk,Cathy Jentho,0,,73,213
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Treasurer,Christina L. Dodrill,0,,75,212
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Surveyor,Lynn Williamson,0,,80,225
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"County Commissioner, Precinct 2",Jay Gentry,0,,8,30
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"County Commissioner, Precinct 2",Jason Marks,0,,17,33
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"County Commissioner, Precinct 2",Wendell Tipton,0,,9,21
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"County Commissioner, Precinct 2",Travis Griffin,0,,0,5
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"County Commissioner, Precinct 2",Martin Gohlke,0,,55,168
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice of the Peace, Precinct 2",Jesse Speer,0,,73,200
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,6,13
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice of the Peace, Precinct 2",D. J. Walker,0,,10,33
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Chairman,Sean C. Schaefer,0,,74,207
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Edward Kimbrough,0,,3,8
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Sema Hernandez,0,,1,5
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,United States Senator,Beto O'Rourke,0,,6,14
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"United States Representative, District 11",Eric Pfalzgraf,0,,3,9
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"United States Representative, District 11",Jennie Lou Leeder,0,,6,17
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Tom Wakely,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Grady Yarbrough,0,,4,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Jeffrey Payne,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,"Cedric Davis, Sr.",0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Andrew White,0,,2,7
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,James Jolly Clark,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Adrian Ocegueda,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Governor,Lupe Valdez,0,,2,8
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Lieutenant Governor,Michael Cooper,0,,8,7
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Lieutenant Governor,Mike Collier,0,,1,18
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Attorney General,Justin Nelson,0,,9,25
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Comptroller of Public Accounts,Tim Mahoney,0,,5,18
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Comptroller of Public Accounts,Joi Chevalier,0,,5,7
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,Miguel Suazo,0,,7,16
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of the General Land Office,Tex Morgan,0,,3,9
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Commissioner of Agriculture,Kim Olson,0,,9,24
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Railroad Commissioner,Roman McAllen,0,,5,15
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Railroad Commissioner,Chris Spellmon,0,,5,9
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,8,23
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,8,22
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,9,24
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,8,23
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,8,22
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,County Chairman,Kelly McMichael,0,,9,22
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #1,FOR,0,,10,26
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #1,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #2,FOR,0,,10,27
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #2,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #3,FOR,0,,9,24
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #3,AGAINST,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #4,FOR,0,,10,25
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #4,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #5,FOR,0,,10,24
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #5,AGAINST,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #6,FOR,0,,10,26
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #6,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #7,FOR,0,,10,27
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #7,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #8,FOR,0,,9,25
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #8,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #9,FOR,0,,10,23
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #9,AGAINST,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #10,FOR,0,,9,25
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #10,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #11,FOR,0,,10,23
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #11,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #12,FOR,0,,9,24
eastland county,3/6/2018,2018 joint primary,12,1,3,1971,Proposition #12,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Stefano de Stefano,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Ted Cruz,0,,25,56
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Geraldine Sam,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Mary Miller,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,"Bruce Jacobson, Jr.",0,,2,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Representative District 11,Mike Conaway,0,,21,44
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Representative District 11,Paul Myers,0,,5,8
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Greg Abbott,0,,27,58
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Barbara Krueger,0,,3,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,SECEDE Kilgore,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Lieutenant Governor,Dan Patrick,0,,21,46
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Lieutenant Governor,Scott Milder,0,,10,12
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Attorney General,Ken Paxton,0,,28,49
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Comptroller of Public Accounts,Glenn Hegar,0,,28,45
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,Rick Range,0,,4,6
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,Davey Edwards,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,Jerry Patterson,0,,8,15
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,George P. Bush,0,,19,29
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of Agriculture,Sid Miller,0,,25,48
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of Agriculture,Trey Blocker,0,,5,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of Agriculture,Jim Hogan,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Railroad Commissioner,Christi Craddick,0,,22,41
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Railroad Commissioner,Weston Martinez,0,,4,12
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,23,44
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 4",John Devine,0,,22,45
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 6",Jeff Brown,0,,20,45
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,13,34
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,10,13
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,20,45
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,17,24
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,5,14
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,0,9
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"State Representative, District 60",Jim Largent,0,,15,17
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"State Representative, District 60",Mike Lang,0,,15,38
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"State Representative, District 60",Gregory Risse,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,25,45
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Criminal District Attorney,Russell (Russ) D. Thomason,0,,24,48
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Judge,James R. King,0,,9,12
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Judge,Paul W. Lewallen,0,,1,6
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Judge,Rex Fields,0,,11,23
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Judge,Ken Knowles,0,,2,6
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Judge,Teresa Slaughter,0,,6,7
eastland county,3/6/2018,2018 joint primary,12,1,4,301,District Clerk,Tessa K. Culverhouse,0,,28,48
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Clerk,Cathy Jentho,0,,28,47
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Treasurer,Christina L. Dodrill,0,,25,44
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Surveyor,Lynn Williamson,0,,26,47
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"County Commissioner, Precinct 2",Jay Gentry,0,,7,9
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"County Commissioner, Precinct 2",Jason Marks,0,,9,6
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"County Commissioner, Precinct 2",Wendell Tipton,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"County Commissioner, Precinct 2",Travis Griffin,0,,3,20
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"County Commissioner, Precinct 2",Martin Gohlke,0,,8,17
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice of the Peace, Precinct 2",Jesse Speer,0,,19,24
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,4,12
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice of the Peace, Precinct 2",D. J. Walker,0,,7,15
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Chairman,Sean C. Schaefer,0,,20,39
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Precinct Chairman, Precinct 4",Toni Hart,0,,22,44
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Edward Kimbrough,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Sema Hernandez,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,United States Senator,Beto O'Rourke,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"United States Representative, District 11",Eric Pfalzgraf,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"United States Representative, District 11",Jennie Lou Leeder,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Tom Wakely,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Grady Yarbrough,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Jeffrey Payne,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,"Cedric Davis, Sr.",0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Joe Mumbach,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Andrew White,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,James Jolly Clark,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Adrian Ocegueda,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Governor,Lupe Valdez,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Lieutenant Governor,Michael Cooper,0,,1,2
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Lieutenant Governor,Mike Collier,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Attorney General,Justin Nelson,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Comptroller of Public Accounts,Tim Mahoney,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Comptroller of Public Accounts,Joi Chevalier,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,Miguel Suazo,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of the General Land Office,Tex Morgan,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Commissioner of Agriculture,Kim Olson,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Railroad Commissioner,Roman McAllen,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Railroad Commissioner,Chris Spellmon,0,,3,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,"Judge, Court of Criminal Appeals, Place 7",Ramona Franklin,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,County Chairman,Kelly McMichael,0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #1,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #1,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #2,FOR,0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #2,AGAINST,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #3,FOR,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #3,AGAINST,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #4,FOR,0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #4,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #5,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #5,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #6,FOR,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #6,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #7,FOR,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #7,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #8,FOR,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #8,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #9,FOR,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #9,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #10,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #10,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #11,FOR,0,,2,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #11,AGAINST,0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #12,FOR,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,4,301,Proposition #12,AGAINST,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Stefano de Stefano,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Ted Cruz,0,,28,99
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Geraldine Sam,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Mary Miller,0,,4,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,"Bruce Jacobson, Jr.",0,,3,3
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Representative District 11,Mike Conaway,0,,28,98
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Representative District 11,Paul Myers,0,,7,11
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Greg Abbott,0,,31,100
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Barbara Krueger,0,,2,9
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,SECEDE Kilgore,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Lieutenant Governor,Dan Patrick,0,,26,83
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Lieutenant Governor,Scott Milder,0,,9,32
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Attorney General,Ken Paxton,0,,27,98
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Comptroller of Public Accounts,Glenn Hegar,0,,26,91
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,Rick Range,0,,4,13
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,Davey Edwards,0,,1,10
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,Jerry Patterson,0,,16,26
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,George P. Bush,0,,13,60
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of Agriculture,Sid Miller,0,,25,94
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of Agriculture,Trey Blocker,0,,0,11
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of Agriculture,Jim Hogan,0,,9,9
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Railroad Commissioner,Christi Craddick,0,,23,74
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Railroad Commissioner,Weston Martinez,0,,7,20
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 2",Jimmy Blacklock,0,,26,91
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 4",John Devine,0,,27,89
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 6",Jeff Brown,0,,26,90
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Presiding Judge, Court of Criminal Appeals",David Bridges,0,,16,60
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Presiding Judge, Court of Criminal Appeals",Sharon Keller,0,,11,33
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Judge, Court of Criminal Appeals, Place 7",Barbara Parker Hervey,0,,26,88
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Judge, Court of Criminal Appeals, Place 8",Michelle Slaughter,0,,13,52
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Judge, Court of Criminal Appeals, Place 8",Jay Brandon,0,,11,34
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Judge, Court of Criminal Appeals, Place 8",Dib Waldrip,0,,4,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"State Representative, District 60",Jim Largent,0,,16,35
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"State Representative, District 60",Mike Lang,0,,18,78
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"State Representative, District 60",Gregory Risse,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Chief Justice, 11th Court of Appeals District",John Bailey,0,,28,96
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Criminal District Attorney,Russell (Russ) D. Thomason,0,,29,94
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Judge,James R. King,0,,6,11
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Judge,Paul W. Lewallen,0,,2,4
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Judge,Rex Fields,0,,24,67
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Judge,Ken Knowles,0,,3,23
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Judge,Teresa Slaughter,0,,0,7
eastland county,3/6/2018,2018 joint primary,12,1,5,699,District Clerk,Tessa K. Culverhouse,0,,27,88
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Clerk,Cathy Jentho,0,,25,97
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Treasurer,Christina L. Dodrill,0,,24,89
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Surveyor,Lynn Williamson,0,,28,87
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice of the Peace, Precinct 2",Jesse Speer,0,,12,51
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice of the Peace, Precinct 2",Stephanie Johnson,0,,6,40
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice of the Peace, Precinct 2",D. J. Walker,0,,16,21
eastland county,3/6/2018,2018 joint primary,12,1,5,699,County Chairman,Sean C. Schaefer,0,,25,87
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Precinct Chairman, Precinct 5",Frank Bussey,0,,27,95
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Edward Kimbrough,0,,2,3
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Sema Hernandez,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,United States Senator,Beto O'Rourke,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"United States Representative, District 11",Eric Pfalzgraf,0,,1,3
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"United States Representative, District 11",Jennie Lou Leeder,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Tom Wakely,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Grady Yarbrough,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Jeffrey Payne,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,"Cedric Davis, Sr.",0,,1,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Joe Mumbach,0,,0,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Andrew White,0,,1,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,James Jolly Clark,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Adrian Ocegueda,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Governor,Lupe Valdez,0,,0,0
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Lieutenant Governor,Michael Cooper,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Lieutenant Governor,Mike Collier,0,,3,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Attorney General,Justin Nelson,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Comptroller of Public Accounts,Tim Mahoney,0,,2,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Comptroller of Public Accounts,Joi Chevalier,0,,0,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,Miguel Suazo,0,,0,3
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of the General Land Office,Tex Morgan,0,,3,2
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Commissioner of Agriculture,Kim Olson,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Railroad Commissioner,Roman McAllen,0,,1,4
eastland county,3/6/2018,2018 joint primary,12,1,5,699,Railroad Commissioner,Chris Spellmon,0,,2,1
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 2",Steven Kirkland,0,,3,5
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 4",R. K. Sandill,0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Justice, Supreme Court, Place 6",Kathy Cheng,0,,3,4
eastland county,3/6/2018,2018 joint primary,12,1,5,699,"Presiding Judge, Court of Criminal Appeals",Maria T. (Terri) Jackson,0,,3,5
