political_subdivision,election_date,election_name,number provisional ballots,number provisional ballots counted,precinct_number,Precinct_name,REP Ballots Cast,DEM Ballots Cast,race_name,p,election_votes,Party_Code,candidate_name,early_votes,absentee,Early Voting Votes
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"State Senator, District No. 5",,132,REP,Charles Schwertner,215,39,176
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"State Senator, District No. 5",,54,REP,Harold Ramm,84,3,81
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"State Representative, 
District No. 57",,201,REP,Trent Ashby,303,42,261
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Chief Justice, 10th Court of Appeals District",,180,REP,Tom Gray,288,39,249
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"District Judge, 278th Judicial District",,189,REP,Hal  R. Ridley,282,37,245
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Criminal District Attorney Madison County,,201,REP,Brian L. Risinger,301,40,261
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,17,REP,Douglas R. Holly,22,1,21
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,54,REP,Tony Leago,78,10,68
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,39,REP,Norann McDonnell,50,2,48
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,10,REP,"David H. Culbreth, SR",11,3,8
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,54,REP,"C. E. ""Butch"" McDaniel",78,8,70
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Judge,,59,REP,Andre Dean,101,20,81
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,District Clerk,,209,REP,Rhonda Cook Savage,313,41,272
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Clerk,,207,REP,Susanne Morris,301,41,260
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Treasurer,,209,REP,Judi Williams Delesandri,308,42,266
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"County Commissioner,
Precinct No. 2",,127,REP,Carl Wiseman,167,30,137
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"County Commissioner,
Precinct No. 2",,21,REP,Ken Wamsley,39,2,37
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"County Commissioner,
Precinct No. 2",,90,REP,Thomas M. Collard,138,14,124
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Justice of the Peace,
Precinct No. 1",,92,REP,Karla Plotts Clark,128,22,106
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,"Justice of the Peace,
Precinct No. 1",,135,REP,Jon Stevens,211,22,189
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,County Chairman,,198,REP,Kevin Counsil,292,38,254
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,United States Senator,,2,DEM,Beto O'Rourke,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,United States Senator,,2,DEM,Edward Kimbrough,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,United States Senator,,2,DEM,Sema Hernandez,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"United States Representative, District No. 8",,6,DEM,Steven David,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,0,DEM,Adrian Ocegueda,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,2,DEM,Andrew White,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,0,DEM,"Cedric Davis, Sr.",0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,1,DEM,Grady Yarbrough,1,1,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,0,DEM,James Jolly Clark,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,1,DEM,Jeffrey Payne,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,0,DEM,Joe Mumbach,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,1,DEM,Lupe Valdez,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Governor,,0,DEM,Tom Wakely,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Lieutenant Governor,,1,DEM,Michael Cooper,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Lieutenant Governor,,5,DEM,Mike Collier,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Attorney General,,6,DEM,Justin Nelson,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Comptroller of Public Accounts,,3,DEM,Joi Chevalier,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Comptroller of Public Accounts,,3,DEM,Tim Mahoney,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,3,DEM,Miguel Suazo,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Commissioner of the General Land Office,,3,DEM,Tex Morgan,6,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Commissioner of Agriculture,,6,DEM,Kim Olson,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Railroad Commissioner,,1,DEM,Chris Spellmon,4,3,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Railroad Commissioner,,5,DEM,Roman McAllen,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 2",,6,DEM,Steven Kirkland,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 4",,6,DEM,R.K. Sandill,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"Justice, Supreme Court, Place 6",,5,DEM,Kathy Cheng,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"Presiding Judge, Court of Criminal Appeals",,6,DEM,Maria T. (Terri) Jackson,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"Judge, Court of Criminal Appeals, Place 7",,5,DEM,Ramona Franklin,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"State Senator, District No. 5",,0,DEM,Brian E. Cronin,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"State Senator, District No. 5",,1,DEM,"Glenn ""Grumpy"" Williams",2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"State Senator, District No. 5",,5,DEM,Meg Walsh,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,"State Representative,
District No. 57",,6,DEM,Jason Rogers,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #1,,6,DEM,Yes,6,4,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #1,,0,DEM,No,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #2,,6,DEM,Yes,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #2,,0,DEM,No,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #3,,5,DEM,Yes,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #3,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #4,,6,DEM,Yes,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #4,,0,DEM,No,2,2,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #5,,6,DEM,Yes,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #5,,0,DEM,No,2,2,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #6,,5,DEM,Yes,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #6,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #7,,5,DEM,Yes,7,4,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #7,,0,DEM,No,0,0,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #8,,6,DEM,Yes,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #8,,0,DEM,No,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #9,,6,DEM,Yes,5,4,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #9,,0,DEM,No,1,0,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #10,,6,DEM,Yes,6,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #10,,0,DEM,No,1,1,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #11,,6,DEM,Yes,5,3,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #11,,0,DEM,No,2,1,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #12,,6,DEM,Yes,6,3,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,202,1886,591,15,Proposition #12,,0,DEM,No,1,1,0
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 1,,134,REP,YES,184,25,159
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 1,,70,REP,NO,132,16,116
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 2,,210,REP,YES,304,39,265
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 2,,12,REP,NO,23,6,17
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 3,,182,REP,YES,266,42,224
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 3,,37,REP,NO,56,3,53
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 4,,202,REP,YES,287,39,248
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 4,,15,REP,NO,39,3,36
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 5,,179,REP,YES,222,30,192
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 5,,44,REP,NO,102,13,89
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 6,,225,REP,YES,314,45,269
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 6,,4,REP,NO,14,0,14
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 7,,159,REP,YES,224,35,189
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 7,,58,REP,NO,94,10,84
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 8,,218,REP,YES,319,44,275
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 8,,6,REP,NO,12,0,12
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 9,,199,REP,YES,289,42,247
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 9,,24,REP,NO,44,2,42
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 10,,203,REP,YES,293,38,255
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 10,,10,REP,NO,30,3,27
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 11,,174,REP,YES,281,39,242
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,202,1886,591,15,Proposition 11,,41,REP,NO,44,4,40
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,United States Senator,,8,REP,"Bruce Jacobson, Jr.",12,3,9
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,United States Senator,,5,REP,Geraldine Sam,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,United States Senator,,11,REP,Mary Miller,11,2,9
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,United States Senator,,5,REP,Stefano de Stefano,6,0,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,United States Senator,,143,REP,Ted Cruz,134,26,108
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"United States Representative, District No. 8",,159,REP,Kevin Brady,161,34,127
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Governor,,15,REP,Barbara Krueger,18,0,18
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Governor,,151,REP,Greg Abbott,148,35,113
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Governor,,2,REP,SECEDE Kilgore,2,0,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Lieutenant Governor,,114,REP,Dan Patrick,105,35,70
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Lieutenant Governor,,60,REP,Scott Milder,68,1,67
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Attorney General,,154,REP,Ken Paxton,153,31,122
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Comptroller of Public Accounts,,153,REP,Glenn Hegar,146,29,117
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,11,REP,Davey Edwards,19,3,16
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,99,REP,George P. Bush,79,10,69
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,41,REP,Jerry Patterson,45,15,30
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of the General Land Office,,13,REP,Rick Range,14,2,12
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of Agriculture,,40,REP,Jim Hogan,32,5,27
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of Agriculture,,81,REP,Sid Miller,87,16,71
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Commissioner of Agriculture,,29,REP,Trey Blocker,35,5,30
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Railroad Commissioner,,119,REP,Christi Craddick,99,14,85
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Railroad Commissioner,,35,REP,Weston Martinez,44,12,32
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 2",,148,REP,Jimmy Blacklock,140,27,113
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 4",,142,REP,John Devine,136,26,110
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice, Supreme Court, Place 6",,148,REP,Jeff Brown,138,27,111
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Presiding Judge, Court of Criminal Appeals",,101,REP,David Bridges,87,16,71
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Presiding Judge, Court of Criminal Appeals",,42,REP,Sharon Keller,57,11,46
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Judge, Court of Criminal Appeals, Place 7",,143,REP,Barbara Parker Hervey,134,26,108
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Judge, Court of Criminal Appeals, Place 8",,40,REP,Dib Waldrip,42,8,34
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Judge, Court of Criminal Appeals, Place 8",,48,REP,Jay Brandon,45,9,36
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Judge, Court of Criminal Appeals, Place 8",,44,REP,Michelle Slaughter,47,9,38
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"State Senator, District No. 5",,118,REP,Charles Schwertner,112,23,89
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"State Senator, District No. 5",,32,REP,Harold Ramm,37,7,30
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"State Representative, 
District No. 57",,159,REP,Trent Ashby,160,34,126
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Chief Justice, 10th Court of Appeals District",,140,REP,Tom Gray,139,28,111
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"District Judge, 278th Judicial District",,142,REP,Hal  R. Ridley,138,27,111
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,Criminal District Attorney Madison County,,154,REP,Brian L. Risinger,156,30,126
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,10,REP,Douglas R. Holly,9,0,9
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,38,REP,Tony Leago,36,5,31
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,51,REP,Norann McDonnell,60,8,52
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,7,REP,"David H. Culbreth, SR",7,3,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,49,REP,"C. E. ""Butch"" McDaniel",45,12,33
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Judge,,23,REP,Andre Dean,26,7,19
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,District Clerk,,158,REP,Rhonda Cook Savage,157,32,125
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Clerk,,153,REP,Susanne Morris,161,33,128
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Treasurer,,160,REP,Judi Williams Delesandri,160,32,128
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,17,REP,Mitchell Dill,41,7,34
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,9,REP,Stan Rodgers,5,1,4
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,29,REP,Lynn Jeffries,27,2,25
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,73,REP,Steven Cole,81,21,60
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,19,REP,Richard Gilbreath,15,1,14
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,"Justice of the Peace,
Precinct No. 2",,27,REP,Kelly Navarro,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH REPUBLICAN PRIMARY,0,0,303,1711,374,40,County Chairman,,147,REP,Kevin Counsil,145,29,116
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,United States Senator,,7,DEM,Beto O'Rourke,5,2,3
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,United States Senator,,4,DEM,Edward Kimbrough,10,8,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,United States Senator,,6,DEM,Sema Hernandez,3,2,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,"United States Representative, District No. 8",,17,DEM,Steven David,17,11,6
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,4,DEM,Adrian Ocegueda,4,2,2
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,6,DEM,Andrew White,5,4,1
Madison County,3/6/18,03/06/2018--2018 MARCH 6TH DEMOCRATIC PRIMARY,0,0,303,1711,374,40,Governor,,3,DEM,"Cedric Davis, Sr.",3,1,2
