Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,PrecinctBallotsCast_VT1,VotingTypeName3,PrecinctBallotsCast_VT2,VotingTypeName4,PrecinctBallotsCast_VT3,VotingTypeName5,PrecinctBallotsCast_VT4,VotingTypeName6,PrecinctBallotsCast_VT5,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
1,George P. Bush,4,22,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,16,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,22,0,0.00%
1,Ken Paxton,18,22,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,16,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,22,0,0.00%
2,George P. Bush,21,93,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,85, Ballots Cast,0, Ballots Cast,0,93,0,0.00%
2,Ken Paxton,72,93,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,85, Ballots Cast,0, Ballots Cast,0,93,0,0.00%
3,George P. Bush,22,107,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,100, Ballots Cast,0, Ballots Cast,0,107,0,0.00%
3,Ken Paxton,85,107,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,100, Ballots Cast,0, Ballots Cast,0,107,0,0.00%
4,George P. Bush,15,77,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,68, Ballots Cast,0, Ballots Cast,0,79,0,0.00%
4,Ken Paxton,62,77,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,68, Ballots Cast,0, Ballots Cast,0,79,0,0.00%
5,George P. Bush,16,65,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,Early Voting Ballots Cast,30,Election Day Voting Ballots Cast,30, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
5,Ken Paxton,49,65,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,Early Voting Ballots Cast,30,Election Day Voting Ballots Cast,30, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
6,George P. Bush,6,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,28, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
6,Ken Paxton,23,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,28, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
7,George P. Bush,6,35,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,18,Election Day Voting Ballots Cast,16, Ballots Cast,0, Ballots Cast,0,36,0,0.00%
7,Ken Paxton,29,35,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,18,Election Day Voting Ballots Cast,16, Ballots Cast,0, Ballots Cast,0,36,0,0.00%
8,George P. Bush,11,33,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,24,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,33,0,0.00%
8,Ken Paxton,22,33,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,24,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,33,0,0.00%
9,George P. Bush,3,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
9,Ken Paxton,2,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
10,George P. Bush,7,14,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,14,0,0.00%
10,Ken Paxton,7,14,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,14,0,0.00%
11,George P. Bush,7,32,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,6,Election Day Voting Ballots Cast,24, Ballots Cast,0, Ballots Cast,0,32,0,0.00%
11,Ken Paxton,25,32,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,6,Election Day Voting Ballots Cast,24, Ballots Cast,0, Ballots Cast,0,32,0,0.00%
12,George P. Bush,14,65,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,27, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
12,Ken Paxton,51,65,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,27, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
13,George P. Bush,12,42,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,22,Election Day Voting Ballots Cast,19, Ballots Cast,0, Ballots Cast,0,42,0,0.00%
13,Ken Paxton,30,42,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,22,Election Day Voting Ballots Cast,19, Ballots Cast,0, Ballots Cast,0,42,0,0.00%
14,George P. Bush,8,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,27, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
14,Ken Paxton,21,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,27, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
1,Tim Westley,7,22,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,16,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,22,0,0.00%
1,Dawn Buckingham,15,22,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,16,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,22,0,0.00%
2,Tim Westley,34,90,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,85, Ballots Cast,0, Ballots Cast,0,93,0,0.00%
2,Dawn Buckingham,56,90,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,85, Ballots Cast,0, Ballots Cast,0,93,0,0.00%
3,Tim Westley,38,98,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,100, Ballots Cast,0, Ballots Cast,0,107,0,0.00%
3,Dawn Buckingham,60,98,9,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,3,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,100, Ballots Cast,0, Ballots Cast,0,107,0,0.00%
4,Tim Westley,31,73,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,68, Ballots Cast,0, Ballots Cast,0,79,0,0.00%
4,Dawn Buckingham,42,73,6,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,68, Ballots Cast,0, Ballots Cast,0,79,0,0.00%
5,Tim Westley,21,60,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,Early Voting Ballots Cast,30,Election Day Voting Ballots Cast,30, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
5,Dawn Buckingham,39,60,5,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,5,Early Voting Ballots Cast,30,Election Day Voting Ballots Cast,30, Ballots Cast,0, Ballots Cast,0,65,0,0.00%
6,Tim Westley,13,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,28, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
6,Dawn Buckingham,16,29,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,28, Ballots Cast,0, Ballots Cast,0,29,0,0.00%
7,Tim Westley,11,33,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,18,Election Day Voting Ballots Cast,16, Ballots Cast,0, Ballots Cast,0,36,0,0.00%
7,Dawn Buckingham,22,33,3,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,18,Election Day Voting Ballots Cast,16, Ballots Cast,0, Ballots Cast,0,36,0,0.00%
8,Tim Westley,9,32,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,24,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,33,0,0.00%
8,Dawn Buckingham,23,32,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,24,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,33,0,0.00%
9,Tim Westley,3,4,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
9,Dawn Buckingham,1,4,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
10,Tim Westley,5,12,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,14,0,0.00%
10,Dawn Buckingham,7,12,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,14,0,0.00%
11,Tim Westley,12,30,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,6,Election Day Voting Ballots Cast,24, Ballots Cast,0, Ballots Cast,0,32,0,0.00%
11,Dawn Buckingham,18,30,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,2,Early Voting Ballots Cast,6,Election Day Voting Ballots Cast,24, Ballots Cast,0, Ballots Cast,0,32,0,0.00%
