tbContestName,Textbox25,Textbox29,Textbox33,ChoiceName,ChoicePartyNames,ID1__Votes,ID1__VotesP,ID2__Votes,ID2__VotesP,ID3__Votes,ID3__VotesP,Textbox46,Textbox54,Textbox31,Textbox32,Textbox34,Textbox35,Textbox36,Textbox38,Textbox47,Textbox55,Textbox3,Textbox5,Textbox7,Textbox13,Textbox17,Textbox19,Textbox22,Textbox49,Textbox50,Textbox56,Textbox87,Textbox93,Textbox53,Textbox57,Textbox59,Textbox61,Textbox67,Textbox69,Textbox71,Textbox73,Textbox75,Textbox81
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,0,0.00%,2,10.53%,10,43.48%,12,26.09%,4,100.00%,19,100.00%,23,100.00%,46,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,1,25.00%,2,11.76%,5,22.73%,8,18.60%,4,100.00%,17,100.00%,22,100.00%,43,100.00%,0,2,1,3,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,3,75.00%,15,88.24%,17,77.27%,35,81.40%,4,100.00%,17,100.00%,22,100.00%,43,100.00%,0,2,1,3,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,1,25.00%,3,20.00%,5,25.00%,9,23.08%,4,100.00%,15,100.00%,20,100.00%,39,100.00%,0,4,3,7,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,3,75.00%,12,80.00%,15,75.00%,30,76.92%,4,100.00%,15,100.00%,20,100.00%,39,100.00%,0,4,3,7,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,3,75.00%,13,68.42%,15,65.22%,31,67.39%,4,100.00%,19,100.00%,23,100.00%,46,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,1,25.00%,6,31.58%,8,34.78%,15,32.61%,4,100.00%,19,100.00%,23,100.00%,46,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,25,73.53%,69,56.56%,106,70.67%,200,65.36%,34,100.00%,122,100.00%,150,100.00%,306,100.00%,0,6,3,9,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,9,26.47%,53,43.44%,44,29.33%,106,34.64%,34,100.00%,122,100.00%,150,100.00%,306,100.00%,0,6,3,9,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,3,8.82%,13,10.83%,20,13.61%,36,11.96%,34,100.00%,120,100.00%,147,100.00%,301,100.00%,0,8,6,14,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,31,91.18%,107,89.17%,127,86.39%,265,88.04%,34,100.00%,120,100.00%,147,100.00%,301,100.00%,0,8,6,14,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,6,18.18%,29,25.89%,54,38.57%,89,31.23%,33,100.00%,112,100.00%,140,100.00%,285,100.00%,1,16,13,30,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,27,81.82%,83,74.11%,86,61.43%,196,68.77%,33,100.00%,112,100.00%,140,100.00%,285,100.00%,1,16,13,30,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,11,34.38%,103,81.10%,102,68.00%,216,69.90%,32,100.00%,127,100.00%,150,100.00%,309,100.00%,2,1,3,6,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,21,65.63%,24,18.90%,48,32.00%,93,30.10%,32,100.00%,127,100.00%,150,100.00%,309,100.00%,2,1,3,6,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,11,68.75%,52,65.00%,44,74.58%,107,69.03%,16,100.00%,80,100.00%,59,100.00%,155,100.00%,0,0,2,2,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,5,31.25%,28,35.00%,15,25.42%,48,30.97%,16,100.00%,80,100.00%,59,100.00%,155,100.00%,0,0,2,2,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,3,18.75%,14,17.72%,12,21.43%,29,19.21%,16,100.00%,79,100.00%,56,100.00%,151,100.00%,0,1,5,6,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,13,81.25%,65,82.28%,44,78.57%,122,80.79%,16,100.00%,79,100.00%,56,100.00%,151,100.00%,0,1,5,6,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,2,13.33%,20,28.57%,17,34.69%,39,29.10%,15,100.00%,70,100.00%,49,100.00%,134,100.00%,1,10,12,23,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,13,86.67%,50,71.43%,32,65.31%,95,70.90%,15,100.00%,70,100.00%,49,100.00%,134,100.00%,1,10,12,23,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,6,37.50%,50,64.10%,36,59.02%,92,59.35%,16,100.00%,78,100.00%,61,100.00%,155,100.00%,0,2,0,2,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,10,62.50%,28,35.90%,25,40.98%,63,40.65%,16,100.00%,78,100.00%,61,100.00%,155,100.00%,0,2,0,2,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Joel Kelton,,7,46.67%,41,53.25%,20,37.74%,68,46.90%,15,100.00%,77,100.00%,53,100.00%,145,100.00%,1,3,8,12,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Jeff Hoskinson,,8,53.33%,36,46.75%,33,62.26%,77,53.10%,15,100.00%,77,100.00%,53,100.00%,145,100.00%,1,3,8,12,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,14,77.78%,57,72.15%,41,65.08%,112,70.00%,18,100.00%,79,100.00%,63,100.00%,160,100.00%,0,2,1,3,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,4,22.22%,22,27.85%,22,34.92%,48,30.00%,18,100.00%,79,100.00%,63,100.00%,160,100.00%,0,2,1,3,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,2,12.50%,14,18.67%,13,22.03%,29,19.33%,16,100.00%,75,100.00%,59,100.00%,150,100.00%,2,6,5,13,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,14,87.50%,61,81.33%,46,77.97%,121,80.67%,16,100.00%,75,100.00%,59,100.00%,150,100.00%,2,6,5,13,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,3,18.75%,26,37.14%,15,27.78%,44,31.43%,16,100.00%,70,100.00%,54,100.00%,140,100.00%,2,11,10,23,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,13,81.25%,44,62.86%,39,72.22%,96,68.57%,16,100.00%,70,100.00%,54,100.00%,140,100.00%,2,11,10,23,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,5,27.78%,52,64.20%,33,51.56%,90,55.21%,18,100.00%,81,100.00%,64,100.00%,163,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,13,72.22%,29,35.80%,31,48.44%,73,44.79%,18,100.00%,81,100.00%,64,100.00%,163,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Joel Kelton,,11,61.11%,33,43.42%,25,46.30%,69,46.62%,18,100.00%,76,100.00%,54,100.00%,148,100.00%,0,5,10,15,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Jeff Hoskinson,,7,38.89%,43,56.58%,29,53.70%,79,53.38%,18,100.00%,76,100.00%,54,100.00%,148,100.00%,0,5,10,15,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,5,62.50%,41,71.93%,117,69.64%,163,69.96%,8,100.00%,57,100.00%,168,100.00%,233,100.00%,0,1,10,11,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,3,37.50%,16,28.07%,51,30.36%,70,30.04%,8,100.00%,57,100.00%,168,100.00%,233,100.00%,0,1,10,11,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,0,0.00%,8,13.79%,33,20.25%,41,17.90%,8,100.00%,58,100.00%,163,100.00%,229,100.00%,0,0,15,15,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,8,100.00%,50,86.21%,130,79.75%,188,82.10%,8,100.00%,58,100.00%,163,100.00%,229,100.00%,0,0,15,15,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,4,57.14%,9,17.65%,46,30.87%,59,28.50%,7,100.00%,51,100.00%,149,100.00%,207,100.00%,1,7,29,37,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,3,42.86%,42,82.35%,103,69.13%,148,71.50%,7,100.00%,51,100.00%,149,100.00%,207,100.00%,1,7,29,37,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,4,50.00%,45,77.59%,131,75.72%,180,75.31%,8,100.00%,58,100.00%,173,100.00%,239,100.00%,0,0,5,5,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,4,50.00%,13,22.41%,42,24.28%,59,24.69%,8,100.00%,58,100.00%,173,100.00%,239,100.00%,0,0,5,5,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Joel Kelton,,7,87.50%,42,72.41%,139,78.53%,188,77.37%,8,100.00%,58,100.00%,177,100.00%,243,100.00%,0,0,1,1,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Jeff Hoskinson,,1,12.50%,16,27.59%,38,21.47%,55,22.63%,8,100.00%,58,100.00%,177,100.00%,243,100.00%,0,0,1,1,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,13,68.42%,44,63.77%,41,66.13%,98,65.33%,19,100.00%,69,100.00%,62,100.00%,150,100.00%,2,2,0,4,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,6,31.58%,25,36.23%,21,33.87%,52,34.67%,19,100.00%,69,100.00%,62,100.00%,150,100.00%,2,2,0,4,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,0,0.00%,7,10.45%,10,16.95%,17,11.64%,20,100.00%,67,100.00%,59,100.00%,146,100.00%,1,4,3,8,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,20,100.00%,60,89.55%,49,83.05%,129,88.36%,20,100.00%,67,100.00%,59,100.00%,146,100.00%,1,4,3,8,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,7,35.00%,20,32.79%,21,34.43%,48,33.80%,20,100.00%,61,100.00%,61,100.00%,142,100.00%,1,10,1,12,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Wayne Christian,,13,65.00%,41,67.21%,40,65.57%,94,66.20%,20,100.00%,61,100.00%,61,100.00%,142,100.00%,1,10,1,12,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Shane Britton,,9,50.00%,30,44.12%,25,40.98%,64,43.54%,18,100.00%,68,100.00%,61,100.00%,147,100.00%,3,3,1,7,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
County Judge - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Paul Lilly,,9,50.00%,38,55.88%,36,59.02%,83,56.46%,18,100.00%,68,100.00%,61,100.00%,147,100.00%,3,3,1,7,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Joel Kelton,,7,35.00%,23,32.39%,23,37.10%,53,34.64%,20,100.00%,71,100.00%,62,100.00%,153,100.00%,1,0,0,1,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
"County Commissioner, Precinct No. 2 - REPUBLICAN PARTY",Absentee Voting,Early Voting,Election Day Voting,Jeff Hoskinson,,13,65.00%,48,67.61%,39,62.90%,100,65.36%,20,100.00%,71,100.00%,62,100.00%,153,100.00%,1,0,0,1,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Ken Paxton,,3,75.00%,10,83.33%,19,76.00%,32,78.05%,4,100.00%,12,100.00%,25,100.00%,41,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Attorney General - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,George P. Bush,,1,25.00%,2,16.67%,6,24.00%,9,21.95%,4,100.00%,12,100.00%,25,100.00%,41,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Tim Westley,,1,25.00%,2,16.67%,3,12.00%,6,14.63%,4,100.00%,12,100.00%,25,100.00%,41,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Commissioner of the General Land Office - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Dawn Buckingham,,3,75.00%,10,83.33%,22,88.00%,35,85.37%,4,100.00%,12,100.00%,25,100.00%,41,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
Railroad Commissioner - REPUBLICAN PARTY,Absentee Voting,Early Voting,Election Day Voting,Sarah Stogner,,1,25.00%,2,16.67%,9,36.00%,12,29.27%,4,100.00%,12,100.00%,25,100.00%,41,100.00%,0,0,0,0,0,0,0,0,0,0,0,0,Rejected write-in votes:,0,0,0,0,Unresolved write-in votes:,0,0,0,0
