political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,party_code,candidate_name,early_votes,election_votes
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Lieutenant Governor,DEM,Michelle Beckley,13,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Attorney General,DEM,Joe Jaworski,15,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Attorney General,DEM,Rochelle Mercedes Garza,21,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Comptroller of Public Accounts,DEM,Janet T. Dudding,27,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Comptroller of Public Accounts,DEM,Angel Luis Vega,9,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Commissioner of the General Land Office,DEM,Jay Kleberg,23,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,46 - BS4,4957,Commissioner of the General Land Office,DEM,Sandragrace Martinez,13,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Lieutenant Governor,DEM,Mike Collier,17,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Lieutenant Governor,DEM,Michelle Beckley,8,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Attorney General,DEM,Joe Jaworski,12,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Attorney General,DEM,Rochelle Mercedes Garza,13,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Comptroller of Public Accounts,DEM,Janet T. Dudding,20,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Comptroller of Public Accounts,DEM,Angel Luis Vega,5,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Commissioner of the General Land Office,DEM,Jay Kleberg,13,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,47 - BS4,3058,Commissioner of the General Land Office,DEM,Sandragrace Martinez,12,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Lieutenant Governor,DEM,Mike Collier,7,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Lieutenant Governor,DEM,Michelle Beckley,6,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Attorney General,DEM,Joe Jaworski,5,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Attorney General,DEM,Rochelle Mercedes Garza,8,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Comptroller of Public Accounts,DEM,Janet T. Dudding,3,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Comptroller of Public Accounts,DEM,Angel Luis Vega,9,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Commissioner of the General Land Office,DEM,Jay Kleberg,2,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,48 - BS3,3382,Commissioner of the General Land Office,DEM,Sandragrace Martinez,10,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Lieutenant Governor,DEM,Mike Collier,9,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Lieutenant Governor,DEM,Michelle Beckley,4,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Attorney General,DEM,Joe Jaworski,6,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Attorney General,DEM,Rochelle Mercedes Garza,7,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Comptroller of Public Accounts,DEM,Janet T. Dudding,10,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Comptroller of Public Accounts,DEM,Angel Luis Vega,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Commissioner of the General Land Office,DEM,Jay Kleberg,10,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,49 - BS3,1881,Commissioner of the General Land Office,DEM,Sandragrace Martinez,3,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Lieutenant Governor,DEM,Mike Collier,17,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Lieutenant Governor,DEM,Michelle Beckley,10,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Attorney General,DEM,Joe Jaworski,19,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Attorney General,DEM,Rochelle Mercedes Garza,8,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Comptroller of Public Accounts,DEM,Janet T. Dudding,23,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Comptroller of Public Accounts,DEM,Angel Luis Vega,4,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Commissioner of the General Land Office,DEM,Jay Kleberg,17,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,50 - BS2,3078,Commissioner of the General Land Office,DEM,Sandragrace Martinez,10,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Lieutenant Governor,DEM,Mike Collier,15,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Lieutenant Governor,DEM,Michelle Beckley,5,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Attorney General,DEM,Joe Jaworski,12,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Attorney General,DEM,Rochelle Mercedes Garza,8,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Comptroller of Public Accounts,DEM,Janet T. Dudding,15,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Comptroller of Public Accounts,DEM,Angel Luis Vega,5,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Commissioner of the General Land Office,DEM,Jay Kleberg,11,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,51 - BS4,3444,Commissioner of the General Land Office,DEM,Sandragrace Martinez,8,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Lieutenant Governor,DEM,Mike Collier,14,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Lieutenant Governor,DEM,Michelle Beckley,7,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Attorney General,DEM,Joe Jaworski,8,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Attorney General,DEM,Rochelle Mercedes Garza,13,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Comptroller of Public Accounts,DEM,Janet T. Dudding,17,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Comptroller of Public Accounts,DEM,Angel Luis Vega,4,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Commissioner of the General Land Office,DEM,Jay Kleberg,10,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,52 - BS4,3134,Commissioner of the General Land Office,DEM,Sandragrace Martinez,11,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Lieutenant Governor,DEM,Mike Collier,5,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Lieutenant Governor,DEM,Michelle Beckley,21,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Attorney General,DEM,Joe Jaworski,9,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Attorney General,DEM,Rochelle Mercedes Garza,17,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Comptroller of Public Accounts,DEM,Janet T. Dudding,14,27
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Comptroller of Public Accounts,DEM,Angel Luis Vega,12,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Commissioner of the General Land Office,DEM,Jay Kleberg,9,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,53 - BS2,2849,Commissioner of the General Land Office,DEM,Sandragrace Martinez,18,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Lieutenant Governor,DEM,Mike Collier,31,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Lieutenant Governor,DEM,Michelle Beckley,25,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Attorney General,DEM,Joe Jaworski,31,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Attorney General,DEM,Rochelle Mercedes Garza,25,21
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Comptroller of Public Accounts,DEM,Janet T. Dudding,40,34
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Comptroller of Public Accounts,DEM,Angel Luis Vega,16,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Commissioner of the General Land Office,DEM,Jay Kleberg,39,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,54 - BS4,3115,Commissioner of the General Land Office,DEM,Sandragrace Martinez,17,27
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Lieutenant Governor,DEM,Mike Collier,15,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Lieutenant Governor,DEM,Michelle Beckley,9,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Attorney General,DEM,Joe Jaworski,17,5
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Attorney General,DEM,Rochelle Mercedes Garza,7,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Comptroller of Public Accounts,DEM,Janet T. Dudding,13,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Comptroller of Public Accounts,DEM,Angel Luis Vega,10,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Commissioner of the General Land Office,DEM,Jay Kleberg,11,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,55 - BS3,3313,Commissioner of the General Land Office,DEM,Sandragrace Martinez,13,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Lieutenant Governor,DEM,Mike Collier,25,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Lieutenant Governor,DEM,Michelle Beckley,18,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Attorney General,DEM,Joe Jaworski,25,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Attorney General,DEM,Rochelle Mercedes Garza,18,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Comptroller of Public Accounts,DEM,Janet T. Dudding,21,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Comptroller of Public Accounts,DEM,Angel Luis Vega,22,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Commissioner of the General Land Office,DEM,Jay Kleberg,19,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,56 - BS3,4813,Commissioner of the General Land Office,DEM,Sandragrace Martinez,24,19
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Lieutenant Governor,DEM,Mike Collier,6,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Lieutenant Governor,DEM,Michelle Beckley,3,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Attorney General,DEM,Joe Jaworski,6,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Attorney General,DEM,Rochelle Mercedes Garza,3,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Comptroller of Public Accounts,DEM,Janet T. Dudding,7,4
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Comptroller of Public Accounts,DEM,Angel Luis Vega,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Commissioner of the General Land Office,DEM,Jay Kleberg,6,3
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,57 - BS3,1272,Commissioner of the General Land Office,DEM,Sandragrace Martinez,3,2
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Lieutenant Governor,DEM,Mike Collier,33,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Lieutenant Governor,DEM,Michelle Beckley,11,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Attorney General,DEM,Joe Jaworski,22,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Attorney General,DEM,Rochelle Mercedes Garza,21,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Comptroller of Public Accounts,DEM,Janet T. Dudding,33,37
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Comptroller of Public Accounts,DEM,Angel Luis Vega,11,12
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Commissioner of the General Land Office,DEM,Jay Kleberg,30,27
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,58 - BS2,3392,Commissioner of the General Land Office,DEM,Sandragrace Martinez,14,23
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Lieutenant Governor,DEM,Mike Collier,41,31
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Lieutenant Governor,DEM,Michelle Beckley,17,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Attorney General,DEM,Joe Jaworski,32,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Attorney General,DEM,Rochelle Mercedes Garza,26,33
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Comptroller of Public Accounts,DEM,Janet T. Dudding,47,36
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Comptroller of Public Accounts,DEM,Angel Luis Vega,11,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Commissioner of the General Land Office,DEM,Jay Kleberg,42,29
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,59 - BS2,2600,Commissioner of the General Land Office,DEM,Sandragrace Martinez,16,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Lieutenant Governor,DEM,Mike Collier,47,39
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Lieutenant Governor,DEM,Michelle Beckley,32,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Attorney General,DEM,Joe Jaworski,42,32
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Attorney General,DEM,Rochelle Mercedes Garza,36,30
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Comptroller of Public Accounts,DEM,Janet T. Dudding,60,48
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Comptroller of Public Accounts,DEM,Angel Luis Vega,18,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Commissioner of the General Land Office,DEM,Jay Kleberg,47,38
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,60 - BS2,4954,Commissioner of the General Land Office,DEM,Sandragrace Martinez,31,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Lieutenant Governor,DEM,Mike Collier,4,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Lieutenant Governor,DEM,Michelle Beckley,2,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Attorney General,DEM,Joe Jaworski,2,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Attorney General,DEM,Rochelle Mercedes Garza,4,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Comptroller of Public Accounts,DEM,Janet T. Dudding,5,1
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Comptroller of Public Accounts,DEM,Angel Luis Vega,1,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Commissioner of the General Land Office,DEM,Jay Kleberg,6,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,61 - BS4,1039,Commissioner of the General Land Office,DEM,Sandragrace Martinez,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Lieutenant Governor,DEM,Mike Collier,26,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Lieutenant Governor,DEM,Michelle Beckley,16,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Attorney General,DEM,Joe Jaworski,21,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Attorney General,DEM,Rochelle Mercedes Garza,20,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Comptroller of Public Accounts,DEM,Janet T. Dudding,29,25
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Comptroller of Public Accounts,DEM,Angel Luis Vega,13,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Commissioner of the General Land Office,DEM,Jay Kleberg,23,22
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,62 - BS2,4565,Commissioner of the General Land Office,DEM,Sandragrace Martinez,19,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Lieutenant Governor,DEM,Mike Collier,29,18
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Lieutenant Governor,DEM,Michelle Beckley,31,26
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Attorney General,DEM,Joe Jaworski,27,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Attorney General,DEM,Rochelle Mercedes Garza,33,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Comptroller of Public Accounts,DEM,Janet T. Dudding,38,30
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Comptroller of Public Accounts,DEM,Angel Luis Vega,23,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Commissioner of the General Land Office,DEM,Jay Kleberg,32,20
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,63 - BS2,4226,Commissioner of the General Land Office,DEM,Sandragrace Martinez,29,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Lieutenant Governor,DEM,Mike Collier,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Lieutenant Governor,DEM,Michelle Beckley,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Attorney General,DEM,Joe Jaworski,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Attorney General,DEM,Rochelle Mercedes Garza,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Comptroller of Public Accounts,DEM,Janet T. Dudding,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Comptroller of Public Accounts,DEM,Angel Luis Vega,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Commissioner of the General Land Office,DEM,Jay Kleberg,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,64 - BS4,40,Commissioner of the General Land Office,DEM,Sandragrace Martinez,0,0
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Lieutenant Governor,DEM,Mike Collier,25,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Lieutenant Governor,DEM,Michelle Beckley,19,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Attorney General,DEM,Joe Jaworski,26,6
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Attorney General,DEM,Rochelle Mercedes Garza,19,17
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Comptroller of Public Accounts,DEM,Janet T. Dudding,24,15
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Comptroller of Public Accounts,DEM,Angel Luis Vega,20,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Commissioner of the General Land Office,DEM,Jay Kleberg,24,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,65 - BS4,3435,Commissioner of the General Land Office,DEM,Sandragrace Martinez,21,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Lieutenant Governor,DEM,Mike Collier,31,24
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Lieutenant Governor,DEM,Michelle Beckley,28,46
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Attorney General,DEM,Joe Jaworski,27,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Attorney General,DEM,Rochelle Mercedes Garza,32,54
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Comptroller of Public Accounts,DEM,Janet T. Dudding,38,41
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Comptroller of Public Accounts,DEM,Angel Luis Vega,21,28
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Commissioner of the General Land Office,DEM,Jay Kleberg,32,29
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,66 - BS2,4402,Commissioner of the General Land Office,DEM,Sandragrace Martinez,27,41
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Lieutenant Governor,DEM,Mike Collier,21,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Lieutenant Governor,DEM,Michelle Beckley,10,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Attorney General,DEM,Joe Jaworski,19,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Attorney General,DEM,Rochelle Mercedes Garza,12,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Comptroller of Public Accounts,DEM,Janet T. Dudding,21,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Comptroller of Public Accounts,DEM,Angel Luis Vega,8,8
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Commissioner of the General Land Office,DEM,Jay Kleberg,20,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,67 - BS2,2590,Commissioner of the General Land Office,DEM,Sandragrace Martinez,10,11
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Lieutenant Governor,DEM,Mike Collier,15,10
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Lieutenant Governor,DEM,Michelle Beckley,16,13
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Attorney General,DEM,Joe Jaworski,6,7
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Attorney General,DEM,Rochelle Mercedes Garza,25,16
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Comptroller of Public Accounts,DEM,Janet T. Dudding,17,14
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Comptroller of Public Accounts,DEM,Angel Luis Vega,14,9
BRAZORIA COUNTY,5/24/2022,Democratic Party Primary Runoff Election,,,68 - BS2,2543,Commissioner of the General Land Office,DEM,Jay Kleberg,9,9
