Political_Subdivision,Precinct_name,Reporting_flag,Update_count,Pct_Id,Pct_seq_nbr,Reg_voters,Turn_Out,Contest_Id,Contest_seq_nbr,Contest_title,Contest_party_name,Selectable_Options,candidate_id,candidate_name,Candidate_Type,cand_seq_nbr,Party_Code,total_ballots,total_votes,total_under_votes,total_over_votes,absentee_ballots,absentee_votes,absentee_under_votes,absentee_over_votes,early_ballots,early_votes,early_under_votes,early_over_votes,election_ballots,election_votes,election_under_votes,election_over_votes,Provisional Votes
Castro County,101,1,5,1,1,614,0.04,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,24,3,0,0,0,0,0,0,5,0,0,0,19,3,0,0,0
Castro County,101,1,5,1,1,614,0.04,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,24,5,0,0,0,0,0,0,5,3,0,0,19,2,0,0,0
Castro County,101,1,5,1,1,614,0.04,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,24,4,0,0,0,0,0,0,5,0,0,0,19,4,0,0,0
Castro County,101,1,5,1,1,614,0.04,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,24,4,0,0,0,0,0,0,5,3,0,0,19,1,0,0,0
Castro County,101,1,5,1,1,614,0.04,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,24,5,0,0,0,0,0,0,5,0,0,0,19,5,0,0,0
Castro County,101,1,5,1,1,614,0.04,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,24,3,0,0,0,0,0,0,5,3,0,0,19,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,8,5,0,0,0,0,0,0,7,4,0,0,1,1,0,0,0
Castro County,105,1,4,2,2,140,0.06,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,8,3,0,0,0,0,0,0,7,3,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,8,4,2,0,0,0,0,0,7,4,1,0,1,0,1,0,0
Castro County,105,1,4,2,2,140,0.06,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,8,2,2,0,0,0,0,0,7,2,1,0,1,0,1,0,0
Castro County,105,1,4,2,2,140,0.06,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,8,3,2,0,0,0,0,0,7,3,1,0,1,0,1,0,0
Castro County,105,1,4,2,2,140,0.06,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,8,3,2,0,0,0,0,0,7,3,1,0,1,0,1,0,0
Castro County,105,1,4,2,2,140,0.06,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,8,2,0,0,0,0,0,0,7,1,0,0,1,1,0,0,0
Castro County,105,1,4,2,2,140,0.06,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,8,6,0,0,0,0,0,0,7,6,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,105,1,4,2,2,140,0.06,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,8,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
Castro County,201,1,6,3,3,737,0.09,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,70,22,2,0,0,0,0,0,37,14,2,0,33,8,0,0,0
Castro County,201,1,6,3,3,737,0.09,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,70,39,2,0,0,0,0,0,37,16,2,0,33,23,0,0,0
Castro County,201,1,6,3,3,737,0.09,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,70,33,14,0,0,0,0,0,37,17,9,0,33,16,5,0,0
Castro County,201,1,6,3,3,737,0.09,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,70,16,14,0,0,0,0,0,37,6,9,0,33,10,5,0,0
Castro County,201,1,6,3,3,737,0.09,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,70,38,9,0,0,0,0,0,37,17,7,0,33,21,2,0,0
Castro County,201,1,6,3,3,737,0.09,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,70,16,9,0,0,0,0,0,37,8,7,0,33,8,2,0,0
Castro County,201,1,6,3,3,737,0.09,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,70,38,0,0,0,0,0,0,37,19,0,0,33,19,0,0,0
Castro County,201,1,6,3,3,737,0.09,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,70,25,0,0,0,0,0,0,37,13,0,0,33,12,0,0,0
Castro County,201,1,6,3,3,737,0.09,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,70,3,2,0,0,0,0,0,37,2,2,0,33,1,0,0,0
Castro County,201,1,6,3,3,737,0.09,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,70,2,2,0,0,0,0,0,37,1,2,0,33,1,0,0,0
Castro County,201,1,6,3,3,737,0.09,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,70,7,0,0,0,0,0,0,37,5,0,0,33,2,0,0,0
Castro County,201,1,6,3,3,737,0.09,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,70,0,0,0,0,0,0,0,37,0,0,0,33,0,0,0,0
Castro County,201,1,6,3,3,737,0.09,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,70,5,2,0,0,0,0,0,37,3,2,0,33,2,0,0,0
Castro County,201,1,6,3,3,737,0.09,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,70,0,2,0,0,0,0,0,37,0,2,0,33,0,0,0,0
Castro County,201,1,6,3,3,737,0.09,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,70,5,2,0,0,0,0,0,37,3,2,0,33,2,0,0,0
Castro County,201,1,6,3,3,737,0.09,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,70,0,2,0,0,0,0,0,37,0,2,0,33,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,17,3,1,0,0,0,0,0,8,1,1,0,9,2,0,0,0
Castro County,206,1,5,4,4,133,0.13,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,17,12,1,0,0,0,0,0,8,5,1,0,9,7,0,0,0
Castro County,206,1,5,4,4,133,0.13,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,17,10,5,0,0,0,0,0,8,6,1,0,9,4,4,0,0
Castro County,206,1,5,4,4,133,0.13,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,17,1,5,0,0,0,0,0,8,0,1,0,9,1,4,0,0
Castro County,206,1,5,4,4,133,0.13,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,17,9,2,0,0,0,0,0,8,3,1,0,9,6,1,0,0
Castro County,206,1,5,4,4,133,0.13,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,17,5,2,0,0,0,0,0,8,3,1,0,9,2,1,0,0
Castro County,206,1,5,4,4,133,0.13,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,17,7,0,0,0,0,0,0,8,3,0,0,9,4,0,0,0
Castro County,206,1,5,4,4,133,0.13,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,17,9,0,0,0,0,0,0,8,4,0,0,9,5,0,0,0
Castro County,206,1,5,4,4,133,0.13,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,17,1,0,0,0,0,0,0,8,1,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,17,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,17,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,17,1,0,0,0,0,0,0,8,1,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,17,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,17,1,0,0,0,0,0,0,8,1,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,17,0,0,0,0,0,0,0,8,0,0,0,9,0,0,0,0
Castro County,206,1,5,4,4,133,0.13,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,17,1,0,0,0,0,0,0,8,1,0,0,9,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,178,63,6,0,0,0,0,0,84,32,5,0,94,31,1,0,0
Castro County,301,1,6,5,5,811,0.22,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,178,103,6,0,0,0,0,0,84,41,5,0,94,62,1,0,0
Castro County,301,1,6,5,5,811,0.22,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,178,62,26,0,0,0,0,0,84,22,16,0,94,40,10,0,0
Castro County,301,1,6,5,5,811,0.22,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,178,84,26,0,0,0,0,0,84,40,16,0,94,44,10,0,0
Castro County,301,1,6,5,5,811,0.22,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,178,101,22,0,0,0,0,0,84,45,13,0,94,56,9,0,0
Castro County,301,1,6,5,5,811,0.22,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,178,49,22,0,0,0,0,0,84,20,13,0,94,29,9,0,0
Castro County,301,1,6,5,5,811,0.22,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,178,81,0,0,0,0,0,0,84,31,0,0,94,50,0,0,0
Castro County,301,1,6,5,5,811,0.22,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,178,91,0,0,0,0,0,0,84,47,0,0,94,44,0,0,0
Castro County,301,1,6,5,5,811,0.22,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,178,3,0,0,0,0,0,0,84,3,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,178,3,0,0,0,0,0,0,84,3,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,178,3,0,0,0,0,0,0,84,3,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,178,3,0,0,0,0,0,0,84,3,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,178,1,0,0,0,0,0,0,84,1,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,178,5,0,0,0,0,0,0,84,5,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,178,4,0,0,0,0,0,0,84,4,0,0,94,0,0,0,0
Castro County,301,1,6,5,5,811,0.22,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,178,2,0,0,0,0,0,0,84,2,0,0,94,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,12,4,0,0,0,0,0,0,7,2,0,0,5,2,0,0,0
Castro County,307,1,3,6,6,218,0.06,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,12,8,0,0,0,0,0,0,7,5,0,0,5,3,0,0,0
Castro County,307,1,3,6,6,218,0.06,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,12,9,1,0,0,0,0,0,7,6,0,0,5,3,1,0,0
Castro County,307,1,3,6,6,218,0.06,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,12,2,1,0,0,0,0,0,7,1,0,0,5,1,1,0,0
Castro County,307,1,3,6,6,218,0.06,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,12,9,1,0,0,0,0,0,7,6,0,0,5,3,1,0,0
Castro County,307,1,3,6,6,218,0.06,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,12,2,1,0,0,0,0,0,7,1,0,0,5,1,1,0,0
Castro County,307,1,3,6,6,218,0.06,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,12,5,0,0,0,0,0,0,7,2,0,0,5,3,0,0,0
Castro County,307,1,3,6,6,218,0.06,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,12,7,0,0,0,0,0,0,7,5,0,0,5,2,0,0,0
Castro County,307,1,3,6,6,218,0.06,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,307,1,3,6,6,218,0.06,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,12,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0
Castro County,401,1,4,7,7,402,0.07,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,27,8,4,0,0,0,0,0,18,5,4,0,9,3,0,0,0
Castro County,401,1,4,7,7,402,0.07,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,27,12,4,0,0,0,0,0,18,8,4,0,9,4,0,0,0
Castro County,401,1,4,7,7,402,0.07,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,27,10,7,0,0,0,0,0,18,7,5,0,9,3,2,0,0
Castro County,401,1,4,7,7,402,0.07,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,27,7,7,0,0,0,0,0,18,5,5,0,9,2,2,0,0
Castro County,401,1,4,7,7,402,0.07,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,27,14,6,0,0,0,0,0,18,10,4,0,9,4,2,0,0
Castro County,401,1,4,7,7,402,0.07,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,27,4,6,0,0,0,0,0,18,3,4,0,9,1,2,0,0
Castro County,401,1,4,7,7,402,0.07,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,27,16,0,0,0,0,0,0,18,12,0,0,9,4,0,0,0
Castro County,401,1,4,7,7,402,0.07,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,27,8,0,0,0,0,0,0,18,5,0,0,9,3,0,0,0
Castro County,401,1,4,7,7,402,0.07,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,27,3,0,0,0,0,0,0,18,1,0,0,9,2,0,0,0
Castro County,401,1,4,7,7,402,0.07,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,27,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0
Castro County,401,1,4,7,7,402,0.07,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,27,2,0,0,0,0,0,0,18,1,0,0,9,1,0,0,0
Castro County,401,1,4,7,7,402,0.07,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,27,1,0,0,0,0,0,0,18,0,0,0,9,1,0,0,0
Castro County,401,1,4,7,7,402,0.07,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,27,3,0,0,0,0,0,0,18,1,0,0,9,2,0,0,0
Castro County,401,1,4,7,7,402,0.07,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,27,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0
Castro County,401,1,4,7,7,402,0.07,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,27,3,0,0,0,0,0,0,18,1,0,0,9,2,0,0,0
Castro County,401,1,4,7,7,402,0.07,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,27,0,0,0,0,0,0,0,18,0,0,0,9,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,3,3,Attorney General,,1,1,George P. Bush,C,1,Republican Party,75,21,2,0,0,0,0,0,15,8,0,0,60,13,2,0,0
Castro County,408,1,6,8,8,591,0.13,3,3,Attorney General,,1,2,Ken Paxton,C,2,Republican Party,75,48,2,0,0,0,0,0,15,3,0,0,60,45,2,0,0
Castro County,408,1,6,8,8,591,0.13,4,4,Commissioner Of The General Land Office,,1,1,Tim Westley,C,1,Republican Party,75,29,9,0,0,0,0,0,15,4,1,0,60,25,8,0,0
Castro County,408,1,6,8,8,591,0.13,4,4,Commissioner Of The General Land Office,,1,2,Dawn Buckingham,C,2,Republican Party,75,33,9,0,0,0,0,0,15,6,1,0,60,27,8,0,0
Castro County,408,1,6,8,8,591,0.13,5,5,Railroad Commissioner,,1,1,Wayne Christian,C,1,Republican Party,75,46,4,0,0,0,0,0,15,8,0,0,60,38,4,0,0
Castro County,408,1,6,8,8,591,0.13,5,5,Railroad Commissioner,,1,2,Sarah Stogner,C,2,Republican Party,75,21,4,0,0,0,0,0,15,3,0,0,60,18,4,0,0
Castro County,408,1,6,8,8,591,0.13,6,6,Justice Of The Peace,,1,1,Mary F. Ewing,C,1,Republican Party,75,35,2,0,0,0,0,0,15,4,0,0,60,31,2,0,0
Castro County,408,1,6,8,8,591,0.13,6,6,Justice Of The Peace,,1,2,"Stephen Y. ""Flip"" Taylor",C,2,Republican Party,75,34,2,0,0,0,0,0,15,7,0,0,60,27,2,0,0
Castro County,408,1,6,8,8,591,0.13,8,8,Lieutenant Governor,,1,1,Michelle Beckley,C,1,Democratic Party,75,1,0,0,0,0,0,0,15,1,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,8,8,Lieutenant Governor,,1,2,Mike Collier,C,2,Democratic Party,75,3,0,0,0,0,0,0,15,3,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,9,9,Attorney General,,1,1,Rochelle Mercedes Garza,C,1,Democratic Party,75,3,0,0,0,0,0,0,15,3,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,9,9,Attorney General,,1,2,Joe Jaworski,C,2,Democratic Party,75,1,0,0,0,0,0,0,15,1,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,10,10,Comptroller Of Public Accounts,,1,1,Angel Luis Vega,C,1,Democratic Party,75,2,0,0,0,0,0,0,15,2,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,10,10,Comptroller Of Public Accounts,,1,2,Janet T. Dudding,C,2,Democratic Party,75,2,0,0,0,0,0,0,15,2,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,11,11,Commissioner Of The General Land Office,,1,1,Sandragrace Martinez,C,1,Democratic Party,75,3,0,0,0,0,0,0,15,3,0,0,60,0,0,0,0
Castro County,408,1,6,8,8,591,0.13,11,11,Commissioner Of The General Land Office,,1,2,Jay Kleberg,C,2,Democratic Party,75,1,0,0,0,0,0,0,15,1,0,0,60,0,0,0,0
