political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,ATTORNEY GENERAL,KEN PAXTON,REP,23,24
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,ATTORNEY GENERAL,GEORGE P. BUSH,REP,25,16
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,REP,12,17
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,28,19
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,RAILROAD COMMISSIONER,SARAH STOGNER,REP,20,19
Gregg County,5/24/2022,Joint Primary Runoff,3,2,1,1696,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,25,21
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,ATTORNEY GENERAL,KEN PAXTON,REP,73,69
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,ATTORNEY GENERAL,GEORGE P. BUSH,REP,52,41
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,REP,21,36
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,89,61
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,RAILROAD COMMISSIONER,SARAH STOGNER,REP,46,43
Gregg County,5/24/2022,Joint Primary Runoff,3,2,2,3807,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,74,60
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,ATTORNEY GENERAL,KEN PAXTON,REP,33,52
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,ATTORNEY GENERAL,GEORGE P. BUSH,REP,17,24
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,REP,14,16
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,35,52
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,RAILROAD COMMISSIONER,SARAH STOGNER,REP,18,29
Gregg County,5/24/2022,Joint Primary Runoff,3,2,3,2262,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,30,41
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,ATTORNEY GENERAL,KEN PAXTON,REP,52,101
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,ATTORNEY GENERAL,GEORGE P. BUSH,REP,44,38
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,REP,26,45
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,60,90
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,RAILROAD COMMISSIONER,SARAH STOGNER,REP,30,63
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,61,73
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,PRECINCT CHAIR 4,DAVID SIMMS,REP,40,79
Gregg County,5/24/2022,Joint Primary Runoff,3,2,4,3331,PRECINCT CHAIR 4,BONNIE WALTERS,REP,36,34
Gregg County,5/24/2022,Joint Primary Runoff,3,2,5,3996,ATTORNEY GENERAL,KEN PAXTON,REP,44,95
Gregg County,5/24/2022,Joint Primary Runoff,3,2,5,3996,ATTORNEY GENERAL,GEORGE P. BUSH,REP,31,38
Gregg County,5/24/2022,Joint Primary Runoff,3,2,5,3996,COMMISSIONER OF THE GENERAL LAND OFFICE,TIM WESTLEY,REP,30,44
Gregg County,5/24/2022,Joint Primary Runoff,3,2,5,3996,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,43,86
