Precinct,Choice,Votes,CastTotal,UnderVotes,OverVotes,InvalidVotes,RejectedCategoryName,RejectedWriteInVotes,UnresolvedCategoryName,UnresolvedWriteInVotes,VotingTypeName,PrecinctBallotsCast_VT1,VotingTypeName3,PrecinctBallotsCast_VT2,VotingTypeName4,PrecinctBallotsCast_VT3,VotingTypeName5,PrecinctBallotsCast_VT4,VotingTypeName6,PrecinctBallotsCast_VT5,TotalBallotsCast,RegisteredVotes,TurnoutPercentage
12,Joe Jaworski,23,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
12,Rochelle Mercedes Garza,33,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
13,Joe Jaworski,38,193,60,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,38,Early Voting Ballots Cast,155,Election Day Voting Ballots Cast,60, Ballots Cast,0, Ballots Cast,0,253,0,0.00%
13,Rochelle Mercedes Garza,155,193,60,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,38,Early Voting Ballots Cast,155,Election Day Voting Ballots Cast,60, Ballots Cast,0, Ballots Cast,0,253,0,0.00%
14,Joe Jaworski,2,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
14,Rochelle Mercedes Garza,1,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
1,Angel Luis Vega,15,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,6,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,7, Ballots Cast,0, Ballots Cast,0,20,0,0.00%
1,Janet T. Dudding,4,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,6,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,7, Ballots Cast,0, Ballots Cast,0,20,0,0.00%
2,Angel Luis Vega,20,28,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,13, Ballots Cast,0, Ballots Cast,0,28,0,0.00%
2,Janet T. Dudding,8,28,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,13, Ballots Cast,0, Ballots Cast,0,28,0,0.00%
3,Angel Luis Vega,3,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,6,0,0.00%
3,Janet T. Dudding,3,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,6,0,0.00%
4,Angel Luis Vega,2,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
4,Janet T. Dudding,3,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
5,Angel Luis Vega,14,25,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,Early Voting Ballots Cast,12,Election Day Voting Ballots Cast,4, Ballots Cast,0, Ballots Cast,0,26,0,0.00%
5,Janet T. Dudding,11,25,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,Early Voting Ballots Cast,12,Election Day Voting Ballots Cast,4, Ballots Cast,0, Ballots Cast,0,26,0,0.00%
6,Angel Luis Vega,1,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
6,Janet T. Dudding,2,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
7,Angel Luis Vega,2,7,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,3,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,7,0,0.00%
7,Janet T. Dudding,5,7,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,3,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,7,0,0.00%
8,Angel Luis Vega,26,34,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,22,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,34,0,0.00%
8,Janet T. Dudding,8,34,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,22,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,34,0,0.00%
9,Angel Luis Vega,40,52,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,30,Early Voting Ballots Cast,14,Election Day Voting Ballots Cast,9, Ballots Cast,0, Ballots Cast,0,53,0,0.00%
9,Janet T. Dudding,12,52,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,30,Early Voting Ballots Cast,14,Election Day Voting Ballots Cast,9, Ballots Cast,0, Ballots Cast,0,53,0,0.00%
10,Angel Luis Vega,50,59,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,18, Ballots Cast,0, Ballots Cast,0,70,0,0.00%
10,Janet T. Dudding,9,59,11,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,18, Ballots Cast,0, Ballots Cast,0,70,0,0.00%
11,Angel Luis Vega,3,7,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,5, Ballots Cast,0, Ballots Cast,0,9,0,0.00%
11,Janet T. Dudding,4,7,2,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,5, Ballots Cast,0, Ballots Cast,0,9,0,0.00%
12,Angel Luis Vega,38,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
12,Janet T. Dudding,18,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
13,Angel Luis Vega,154,190,63,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,38,Early Voting Ballots Cast,155,Election Day Voting Ballots Cast,60, Ballots Cast,0, Ballots Cast,0,253,0,0.00%
13,Janet T. Dudding,36,190,63,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,38,Early Voting Ballots Cast,155,Election Day Voting Ballots Cast,60, Ballots Cast,0, Ballots Cast,0,253,0,0.00%
14,Angel Luis Vega,1,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
14,Janet T. Dudding,2,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
1,Sandragrace Martinez,17,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,6,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,7, Ballots Cast,0, Ballots Cast,0,20,0,0.00%
1,Jay Kleberg,2,19,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,6,Early Voting Ballots Cast,7,Election Day Voting Ballots Cast,7, Ballots Cast,0, Ballots Cast,0,20,0,0.00%
2,Sandragrace Martinez,18,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,13, Ballots Cast,0, Ballots Cast,0,28,0,0.00%
2,Jay Kleberg,9,27,1,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,13,Early Voting Ballots Cast,2,Election Day Voting Ballots Cast,13, Ballots Cast,0, Ballots Cast,0,28,0,0.00%
3,Sandragrace Martinez,3,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,6,0,0.00%
3,Jay Kleberg,3,6,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,6, Ballots Cast,0, Ballots Cast,0,6,0,0.00%
4,Sandragrace Martinez,1,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
4,Jay Kleberg,4,5,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,5,0,0.00%
5,Sandragrace Martinez,14,26,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,Early Voting Ballots Cast,12,Election Day Voting Ballots Cast,4, Ballots Cast,0, Ballots Cast,0,26,0,0.00%
5,Jay Kleberg,12,26,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,10,Early Voting Ballots Cast,12,Election Day Voting Ballots Cast,4, Ballots Cast,0, Ballots Cast,0,26,0,0.00%
6,Sandragrace Martinez,1,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
6,Jay Kleberg,2,3,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,0,Early Voting Ballots Cast,1,Election Day Voting Ballots Cast,2, Ballots Cast,0, Ballots Cast,0,3,0,0.00%
7,Sandragrace Martinez,5,7,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,3,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,7,0,0.00%
7,Jay Kleberg,2,7,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,1,Early Voting Ballots Cast,3,Election Day Voting Ballots Cast,3, Ballots Cast,0, Ballots Cast,0,7,0,0.00%
8,Sandragrace Martinez,23,34,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,22,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,34,0,0.00%
8,Jay Kleberg,11,34,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,22,Early Voting Ballots Cast,4,Election Day Voting Ballots Cast,8, Ballots Cast,0, Ballots Cast,0,34,0,0.00%
9,Sandragrace Martinez,42,53,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,30,Early Voting Ballots Cast,14,Election Day Voting Ballots Cast,9, Ballots Cast,0, Ballots Cast,0,53,0,0.00%
9,Jay Kleberg,11,53,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,30,Early Voting Ballots Cast,14,Election Day Voting Ballots Cast,9, Ballots Cast,0, Ballots Cast,0,53,0,0.00%
10,Sandragrace Martinez,51,60,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,18, Ballots Cast,0, Ballots Cast,0,70,0,0.00%
10,Jay Kleberg,9,60,10,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,17,Early Voting Ballots Cast,35,Election Day Voting Ballots Cast,18, Ballots Cast,0, Ballots Cast,0,70,0,0.00%
11,Sandragrace Martinez,2,9,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,5, Ballots Cast,0, Ballots Cast,0,9,0,0.00%
11,Jay Kleberg,7,9,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,4,Early Voting Ballots Cast,0,Election Day Voting Ballots Cast,5, Ballots Cast,0, Ballots Cast,0,9,0,0.00%
12,Sandragrace Martinez,37,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
12,Jay Kleberg,19,56,0,0,0,Rejected write-in votes,0,Unresolved write-in votes,0,Absentee Voting Ballots Cast,18,Early Voting Ballots Cast,27,Election Day Voting Ballots Cast,11, Ballots Cast,0, Ballots Cast,0,56,0,0.00%
