political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,Candidate name,party code,early_votes,election_votes
Brazos County,5/24/2022,Primary Runoff,,,25,1061,ATTORNEY GENERAL,Ken Paxton,REP,2,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,ATTORNEY GENERAL,George P. Bush,REP,1,0
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,49,14
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,ATTORNEY GENERAL,Joe Jaworski,DEM,35,12
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,61,18
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,21,9
Brazos County,5/24/2022,Primary Runoff,,,25,1061,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,2,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,1,0
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,53,16
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,29,11
Brazos County,5/24/2022,Primary Runoff,,,25,1061,RAILROAD COMMISSIONER,Wayne Christian,REP,2,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,RAILROAD COMMISSIONER,Sarah Stogner,REP,1,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,3,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,0,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,DISTRICT CLERK,Gabriel Garcia,REP,3,0
Brazos County,5/24/2022,Primary Runoff,,,25,1061,DISTRICT CLERK,Margaret Meece,REP,0,0
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,60,12
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,30,15
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,61,11
Brazos County,5/24/2022,Primary Runoff,1,1,25,1061,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,29,17
Brazos County,5/24/2022,Primary Runoff,,,26,3726,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,14,18
Brazos County,5/24/2022,Primary Runoff,,,26,3726,LIEUTENANT GOVERNOR,Mike Collier,DEM,16,9
Brazos County,5/24/2022,Primary Runoff,,,26,3726,ATTORNEY GENERAL,Ken Paxton,REP,153,115
Brazos County,5/24/2022,Primary Runoff,,,26,3726,ATTORNEY GENERAL,George P. Bush,REP,90,90
Brazos County,5/24/2022,Primary Runoff,,,26,3726,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,13,22
Brazos County,5/24/2022,Primary Runoff,,,26,3726,ATTORNEY GENERAL,Joe Jaworski,DEM,16,5
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,23,19
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,6,8
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,85,80
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,136,110
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,13,15
Brazos County,5/24/2022,Primary Runoff,,,26,3726,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,17,12
Brazos County,5/24/2022,Primary Runoff,,,26,3726,RAILROAD COMMISSIONER,Wayne Christian,REP,157,116
Brazos County,5/24/2022,Primary Runoff,,,26,3726,RAILROAD COMMISSIONER,Sarah Stogner,REP,73,79
Brazos County,5/24/2022,Primary Runoff,,,26,3726,DISTRICT CLERK,Gabriel Garcia,REP,133,122
Brazos County,5/24/2022,Primary Runoff,,,26,3726,DISTRICT CLERK,Margaret Meece,REP,108,81
Brazos County,5/24/2022,Primary Runoff,,,26,3726,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,117,91
Brazos County,5/24/2022,Primary Runoff,,,26,3726,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,126,112
Brazos County,5/24/2022,Primary Runoff,,,27,2670,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,9,5
Brazos County,5/24/2022,Primary Runoff,,,27,2670,LIEUTENANT GOVERNOR,Mike Collier,DEM,8,7
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,ATTORNEY GENERAL,Ken Paxton,REP,211,141
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,ATTORNEY GENERAL,George P. Bush,REP,132,81
Brazos County,5/24/2022,Primary Runoff,,,27,2670,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,12,8
Brazos County,5/24/2022,Primary Runoff,,,27,2670,ATTORNEY GENERAL,Joe Jaworski,DEM,5,4
Brazos County,5/24/2022,Primary Runoff,,,27,2670,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,13,12
Brazos County,5/24/2022,Primary Runoff,,,27,2670,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,4,0
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,100,68
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,215,125
Brazos County,5/24/2022,Primary Runoff,,,27,2670,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,10,2
Brazos County,5/24/2022,Primary Runoff,,,27,2670,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,7,10
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,RAILROAD COMMISSIONER,Wayne Christian,REP,196,128
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,RAILROAD COMMISSIONER,Sarah Stogner,REP,120,77
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,251,141
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,95,80
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,DISTRICT CLERK,Gabriel Garcia,REP,200,128
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,DISTRICT CLERK,Margaret Meece,REP,139,91
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,149,94
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,198,126
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,PRECINCT CHAIR 27,Keith Ballasy,REP,135,78
Brazos County,5/24/2022,Primary Runoff,1,1,27,2670,PRECINCT CHAIR 27,Rudy Schultz,REP,151,93
Brazos County,5/24/2022,Primary Runoff,,,28,596,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,1,1
Brazos County,5/24/2022,Primary Runoff,,,28,596,LIEUTENANT GOVERNOR,Mike Collier,DEM,0,0
Brazos County,5/24/2022,Primary Runoff,,,28,596,ATTORNEY GENERAL,Ken Paxton,REP,26,19
Brazos County,5/24/2022,Primary Runoff,,,28,596,ATTORNEY GENERAL,George P. Bush,REP,10,16
Brazos County,5/24/2022,Primary Runoff,,,28,596,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,1,1
Brazos County,5/24/2022,Primary Runoff,,,28,596,ATTORNEY GENERAL,Joe Jaworski,DEM,0,0
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,0,1
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,1,0
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,11,16
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,20,17
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,0,1
Brazos County,5/24/2022,Primary Runoff,,,28,596,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,1,0
Brazos County,5/24/2022,Primary Runoff,,,28,596,RAILROAD COMMISSIONER,Wayne Christian,REP,21,14
Brazos County,5/24/2022,Primary Runoff,,,28,596,RAILROAD COMMISSIONER,Sarah Stogner,REP,10,20
Brazos County,5/24/2022,Primary Runoff,,,28,596,"STATE REPRESENTATIVE, DISTRICT 12",Kyle Kacal,REP,25,25
Brazos County,5/24/2022,Primary Runoff,,,28,596,"STATE REPRESENTATIVE, DISTRICT 12",Ben Bius,REP,11,9
Brazos County,5/24/2022,Primary Runoff,,,28,596,DISTRICT CLERK,Gabriel Garcia,REP,27,15
Brazos County,5/24/2022,Primary Runoff,,,28,596,DISTRICT CLERK,Margaret Meece,REP,6,19
Brazos County,5/24/2022,Primary Runoff,,,29,855,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,9,8
Brazos County,5/24/2022,Primary Runoff,,,29,855,LIEUTENANT GOVERNOR,Mike Collier,DEM,18,12
Brazos County,5/24/2022,Primary Runoff,1,,29,855,ATTORNEY GENERAL,Ken Paxton,REP,35,30
Brazos County,5/24/2022,Primary Runoff,1,,29,855,ATTORNEY GENERAL,George P. Bush,REP,26,25
Brazos County,5/24/2022,Primary Runoff,,,29,855,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,18,14
Brazos County,5/24/2022,Primary Runoff,,,29,855,ATTORNEY GENERAL,Joe Jaworski,DEM,10,6
Brazos County,5/24/2022,Primary Runoff,,,29,855,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,22,17
Brazos County,5/24/2022,Primary Runoff,,,29,855,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,6,3
Brazos County,5/24/2022,Primary Runoff,1,,29,855,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,26,13
Brazos County,5/24/2022,Primary Runoff,1,,29,855,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,31,34
Brazos County,5/24/2022,Primary Runoff,,,29,855,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,10,8
Brazos County,5/24/2022,Primary Runoff,,,29,855,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,17,11
Brazos County,5/24/2022,Primary Runoff,1,,29,855,RAILROAD COMMISSIONER,Wayne Christian,REP,41,30
Brazos County,5/24/2022,Primary Runoff,1,,29,855,RAILROAD COMMISSIONER,Sarah Stogner,REP,18,20
Brazos County,5/24/2022,Primary Runoff,1,,29,855,DISTRICT CLERK,Gabriel Garcia,REP,43,33
Brazos County,5/24/2022,Primary Runoff,1,,29,855,DISTRICT CLERK,Margaret Meece,REP,16,21
Brazos County,5/24/2022,Primary Runoff,,,29,855,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,13,7
Brazos County,5/24/2022,Primary Runoff,,,29,855,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,15,13
Brazos County,5/24/2022,Primary Runoff,,,29,855,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,13,9
Brazos County,5/24/2022,Primary Runoff,,,29,855,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,14,11
Brazos County,5/24/2022,Primary Runoff,,,30,2493,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,60,27
Brazos County,5/24/2022,Primary Runoff,,,30,2493,LIEUTENANT GOVERNOR,Mike Collier,DEM,37,12
Brazos County,5/24/2022,Primary Runoff,,,30,2493,ATTORNEY GENERAL,Ken Paxton,REP,35,27
Brazos County,5/24/2022,Primary Runoff,,,30,2493,ATTORNEY GENERAL,George P. Bush,REP,20,11
Brazos County,5/24/2022,Primary Runoff,,,30,2493,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,64,31
Brazos County,5/24/2022,Primary Runoff,,,30,2493,ATTORNEY GENERAL,Joe Jaworski,DEM,32,8
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,58,15
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,36,24
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,17,11
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,36,23
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,58,28
Brazos County,5/24/2022,Primary Runoff,,,30,2493,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,37,11
Brazos County,5/24/2022,Primary Runoff,,,30,2493,RAILROAD COMMISSIONER,Wayne Christian,REP,26,19
Brazos County,5/24/2022,Primary Runoff,,,30,2493,RAILROAD COMMISSIONER,Sarah Stogner,REP,27,15
Brazos County,5/24/2022,Primary Runoff,,,30,2493,DISTRICT CLERK,Gabriel Garcia,REP,38,20
Brazos County,5/24/2022,Primary Runoff,,,30,2493,DISTRICT CLERK,Margaret Meece,REP,18,16
Brazos County,5/24/2022,Primary Runoff,,,30,2493,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,54,12
Brazos County,5/24/2022,Primary Runoff,,,30,2493,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,47,29
Brazos County,5/24/2022,Primary Runoff,,,30,2493,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,57,11
Brazos County,5/24/2022,Primary Runoff,,,30,2493,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,43,31
Brazos County,5/24/2022,Primary Runoff,,,31,3243,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,7,7
Brazos County,5/24/2022,Primary Runoff,,,31,3243,LIEUTENANT GOVERNOR,Mike Collier,DEM,19,17
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,ATTORNEY GENERAL,Ken Paxton,REP,32,35
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,ATTORNEY GENERAL,George P. Bush,REP,45,28
Brazos County,5/24/2022,Primary Runoff,,,31,3243,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,14,14
Brazos County,5/24/2022,Primary Runoff,,,31,3243,ATTORNEY GENERAL,Joe Jaworski,DEM,12,10
Brazos County,5/24/2022,Primary Runoff,,,31,3243,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,24,17
Brazos County,5/24/2022,Primary Runoff,,,31,3243,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,2,7
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,28,21
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,45,39
Brazos County,5/24/2022,Primary Runoff,,,31,3243,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,6,16
Brazos County,5/24/2022,Primary Runoff,,,31,3243,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,20,8
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,RAILROAD COMMISSIONER,Wayne Christian,REP,41,29
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,RAILROAD COMMISSIONER,Sarah Stogner,REP,33,31
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,DISTRICT CLERK,Gabriel Garcia,REP,49,31
Brazos County,5/24/2022,Primary Runoff,1,1,31,3243,DISTRICT CLERK,Margaret Meece,REP,27,33
Brazos County,5/24/2022,Primary Runoff,,,32,623,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,2,3
Brazos County,5/24/2022,Primary Runoff,,,32,623,LIEUTENANT GOVERNOR,Mike Collier,DEM,0,12
Brazos County,5/24/2022,Primary Runoff,,,32,623,ATTORNEY GENERAL,Ken Paxton,REP,12,8
Brazos County,5/24/2022,Primary Runoff,,,32,623,ATTORNEY GENERAL,George P. Bush,REP,21,16
Brazos County,5/24/2022,Primary Runoff,,,32,623,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,1,10
Brazos County,5/24/2022,Primary Runoff,,,32,623,ATTORNEY GENERAL,Joe Jaworski,DEM,1,5
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,2,15
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,0,0
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,7,6
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,20,12
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,1,4
Brazos County,5/24/2022,Primary Runoff,,,32,623,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,1,11
Brazos County,5/24/2022,Primary Runoff,,,32,623,RAILROAD COMMISSIONER,Wayne Christian,REP,18,8
Brazos County,5/24/2022,Primary Runoff,,,32,623,RAILROAD COMMISSIONER,Sarah Stogner,REP,12,13
Brazos County,5/24/2022,Primary Runoff,,,32,623,DISTRICT CLERK,Gabriel Garcia,REP,25,18
Brazos County,5/24/2022,Primary Runoff,,,32,623,DISTRICT CLERK,Margaret Meece,REP,7,7
Brazos County,5/24/2022,Primary Runoff,,,32,623,"COUNTY COMMISSIONER, PRECINCT 2",Russ Ford,REP,17,11
Brazos County,5/24/2022,Primary Runoff,,,32,623,"COUNTY COMMISSIONER, PRECINCT 2",Chuck Konderla,REP,13,12
Brazos County,5/24/2022,Primary Runoff,,,33,1443,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,7,6
Brazos County,5/24/2022,Primary Runoff,,,33,1443,LIEUTENANT GOVERNOR,Mike Collier,DEM,10,4
Brazos County,5/24/2022,Primary Runoff,,,33,1443,ATTORNEY GENERAL,Ken Paxton,REP,0,5
Brazos County,5/24/2022,Primary Runoff,,,33,1443,ATTORNEY GENERAL,George P. Bush,REP,0,1
Brazos County,5/24/2022,Primary Runoff,,,33,1443,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,13,5
Brazos County,5/24/2022,Primary Runoff,,,33,1443,ATTORNEY GENERAL,Joe Jaworski,DEM,5,5
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,8,9
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,9,1
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,0,4
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,0,1
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,9,4
Brazos County,5/24/2022,Primary Runoff,,,33,1443,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,8,6
Brazos County,5/24/2022,Primary Runoff,,,33,1443,RAILROAD COMMISSIONER,Wayne Christian,REP,0,5
Brazos County,5/24/2022,Primary Runoff,,,33,1443,RAILROAD COMMISSIONER,Sarah Stogner,REP,0,1
Brazos County,5/24/2022,Primary Runoff,,,33,1443,DISTRICT CLERK,Gabriel Garcia,REP,0,4
Brazos County,5/24/2022,Primary Runoff,,,33,1443,DISTRICT CLERK,Margaret Meece,REP,0,1
Brazos County,5/24/2022,Primary Runoff,,,33,1443,"COUNTY COMMISSIONER, PRECINCT 4",Prentiss E Madison Sr,DEM,4,5
Brazos County,5/24/2022,Primary Runoff,,,33,1443,"COUNTY COMMISSIONER, PRECINCT 4",Wanda J Watson,DEM,15,6
Brazos County,5/24/2022,Primary Runoff,,,33,1443,"JUSTICE OF THE PEACE, PRECINCT 4",Darrell Booker,DEM,14,9
Brazos County,5/24/2022,Primary Runoff,,,33,1443,"JUSTICE OF THE PEACE, PRECINCT 4",Celina Vasquez,DEM,5,2
Brazos County,5/24/2022,Primary Runoff,,,34,2105,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,5,6
Brazos County,5/24/2022,Primary Runoff,,,34,2105,LIEUTENANT GOVERNOR,Mike Collier,DEM,4,6
Brazos County,5/24/2022,Primary Runoff,,,34,2105,ATTORNEY GENERAL,Ken Paxton,REP,6,10
Brazos County,5/24/2022,Primary Runoff,,,34,2105,ATTORNEY GENERAL,George P. Bush,REP,5,6
Brazos County,5/24/2022,Primary Runoff,,,34,2105,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,5,12
Brazos County,5/24/2022,Primary Runoff,,,34,2105,ATTORNEY GENERAL,Joe Jaworski,DEM,4,0
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,7,9
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,3,3
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,3,7
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,5,8
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,6,4
Brazos County,5/24/2022,Primary Runoff,,,34,2105,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,4,8
Brazos County,5/24/2022,Primary Runoff,,,34,2105,RAILROAD COMMISSIONER,Wayne Christian,REP,7,10
Brazos County,5/24/2022,Primary Runoff,,,34,2105,RAILROAD COMMISSIONER,Sarah Stogner,REP,3,5
Brazos County,5/24/2022,Primary Runoff,,,34,2105,DISTRICT CLERK,Gabriel Garcia,REP,8,7
Brazos County,5/24/2022,Primary Runoff,,,34,2105,DISTRICT CLERK,Margaret Meece,REP,3,7
Brazos County,5/24/2022,Primary Runoff,,,35,4191,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,4,4
Brazos County,5/24/2022,Primary Runoff,,,35,4191,LIEUTENANT GOVERNOR,Mike Collier,DEM,6,10
Brazos County,5/24/2022,Primary Runoff,,,35,4191,ATTORNEY GENERAL,Ken Paxton,REP,25,9
Brazos County,5/24/2022,Primary Runoff,,,35,4191,ATTORNEY GENERAL,George P. Bush,REP,8,11
Brazos County,5/24/2022,Primary Runoff,,,35,4191,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,5,13
Brazos County,5/24/2022,Primary Runoff,,,35,4191,ATTORNEY GENERAL,Joe Jaworski,DEM,5,2
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,6,10
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,4,5
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,14,8
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,17,12
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,6,8
Brazos County,5/24/2022,Primary Runoff,,,35,4191,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,4,6
Brazos County,5/24/2022,Primary Runoff,,,35,4191,RAILROAD COMMISSIONER,Wayne Christian,REP,20,14
Brazos County,5/24/2022,Primary Runoff,,,35,4191,RAILROAD COMMISSIONER,Sarah Stogner,REP,13,5
Brazos County,5/24/2022,Primary Runoff,,,35,4191,DISTRICT CLERK,Gabriel Garcia,REP,16,8
Brazos County,5/24/2022,Primary Runoff,,,35,4191,DISTRICT CLERK,Margaret Meece,REP,16,12
Brazos County,5/24/2022,Primary Runoff,,,36,4289,LIEUTENANT GOVERNOR,Michelle Beckley,DEM,15,22
Brazos County,5/24/2022,Primary Runoff,,,36,4289,LIEUTENANT GOVERNOR,Mike Collier,DEM,23,13
Brazos County,5/24/2022,Primary Runoff,,,36,4289,ATTORNEY GENERAL,Ken Paxton,REP,75,59
Brazos County,5/24/2022,Primary Runoff,,,36,4289,ATTORNEY GENERAL,George P. Bush,REP,85,72
Brazos County,5/24/2022,Primary Runoff,,,36,4289,ATTORNEY GENERAL,Rochelle Mercedes Garza,DEM,22,25
Brazos County,5/24/2022,Primary Runoff,,,36,4289,ATTORNEY GENERAL,Joe Jaworski,DEM,16,9
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMPTROLLER OF PUBLIC ACCOUNTS,Janet T. Dudding,DEM,30,27
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMPTROLLER OF PUBLIC ACCOUNTS,Angel Luis Vega,DEM,8,8
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMMISSIONER OF THE GENERAL LAND OFFICE,Tim Westley,REP,46,44
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMMISSIONER OF THE GENERAL LAND OFFICE,Dawn Buckingham,REP,94,76
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMMISSIONER OF THE GENERAL LAND OFFICE,Sandragrace Martinez,DEM,17,14
Brazos County,5/24/2022,Primary Runoff,,,36,4289,COMMISSIONER OF THE GENERAL LAND OFFICE,Jay Kleberg,DEM,21,21
Brazos County,5/24/2022,Primary Runoff,,,36,4289,RAILROAD COMMISSIONER,Wayne Christian,REP,87,65
Brazos County,5/24/2022,Primary Runoff,,,36,4289,RAILROAD COMMISSIONER,Sarah Stogner,REP,58,60
