#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes"
"1",1,Reporting         ,0,92,6,0,0.00,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",5,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Attorney General",42,"DEM","Joe Jaworski",3,"",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",5,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Commissioner of the General Land Office",24,"DEM","Jay Kleberg",4,"",3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Commissioner of the General Land Office",24,"DEM","Sandragrace Martinez",2,"",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Attorney General",41,"REP","Ken Paxton",3,"",81,0,1,0,11,0,0,0,19,0,1,0,51,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Attorney General",41,"REP","George P. Bush",4,"",10,0,1,0,1,0,0,0,2,0,1,0,7,0,0,0
"1",1,Reporting         ,0,92,6,0,0.00,"Commissioner of the General Land Office",22,"REP","Dawn Buckingham",2,"",82,0,1,0,12,0,0,0,20,0,0,0,50,0,1,0
"1",1,Reporting         ,0,92,6,0,0.00,"Commissioner of the General Land Office",22,"REP","Tim Westley",3,"",9,0,1,0,0,0,0,0,2,0,0,0,7,0,1,0
"1",1,Reporting         ,0,92,6,0,0.00,"Railroad Commissioner",64,"REP","Sarah Stogner",2,"",16,0,8,0,4,0,2,0,2,0,2,0,10,0,4,0
"1",1,Reporting         ,0,92,6,0,0.00,"Railroad Commissioner",64,"REP","Wayne Christian",3,"",68,0,8,0,6,0,2,0,18,0,2,0,44,0,4,0
"2",4,Reporting         ,0,148,8,0,0.00,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",4,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",3,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Attorney General",42,"DEM","Joe Jaworski",3,"",5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",5,0,1,0,4,0,1,0,1,0,0,0,0,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Commissioner of the General Land Office",24,"DEM","Jay Kleberg",4,"",5,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Commissioner of the General Land Office",24,"DEM","Sandragrace Martinez",2,"",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Attorney General",41,"REP","Ken Paxton",3,"",124,0,1,0,25,0,1,0,11,0,0,0,88,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Attorney General",41,"REP","George P. Bush",4,"",23,0,1,0,8,0,1,0,2,0,0,0,13,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Commissioner of the General Land Office",22,"REP","Dawn Buckingham",2,"",134,0,1,0,31,0,1,0,11,0,0,0,92,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Commissioner of the General Land Office",22,"REP","Tim Westley",3,"",13,0,1,0,2,0,1,0,2,0,0,0,9,0,0,0
"2",4,Reporting         ,0,148,8,0,0.00,"Railroad Commissioner",64,"REP","Sarah Stogner",2,"",36,0,9,0,8,0,3,0,3,0,0,0,25,0,6,0
"2",4,Reporting         ,0,148,8,0,0.00,"Railroad Commissioner",64,"REP","Wayne Christian",3,"",103,0,9,0,23,0,3,0,10,0,0,0,70,0,6,0
"3",7,Reporting         ,0,173,8,0,0.00,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",5,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Attorney General",42,"DEM","Joe Jaworski",3,"",3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",4,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Commissioner of the General Land Office",24,"DEM","Jay Kleberg",4,"",4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Commissioner of the General Land Office",24,"DEM","Sandragrace Martinez",2,"",4,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Attorney General",41,"REP","Ken Paxton",3,"",133,0,2,0,16,0,0,0,25,0,0,0,92,0,2,0
"3",7,Reporting         ,0,173,8,0,0.00,"Attorney General",41,"REP","George P. Bush",4,"",38,0,2,0,4,0,0,0,16,0,0,0,18,0,2,0
"3",7,Reporting         ,0,173,8,0,0.00,"Commissioner of the General Land Office",22,"REP","Dawn Buckingham",2,"",146,0,2,0,19,0,0,0,36,0,1,0,91,0,1,0
"3",7,Reporting         ,0,173,8,0,0.00,"Commissioner of the General Land Office",22,"REP","Tim Westley",3,"",25,0,2,0,1,0,0,0,4,0,1,0,20,0,1,0
"3",7,Reporting         ,0,173,8,0,0.00,"Railroad Commissioner",64,"REP","Sarah Stogner",2,"",53,0,3,0,5,0,1,0,8,0,2,0,40,0,0,0
"3",7,Reporting         ,0,173,8,0,0.00,"Railroad Commissioner",64,"REP","Wayne Christian",3,"",117,0,3,0,14,0,1,0,31,0,2,0,72,0,0,0
"4",3,Reporting         ,0,335,8,0,0.00,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"4",3,Reporting         ,0,335,8,0,0.00,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",3,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0
"4",3,Reporting         ,0,335,8,0,0.00,"Attorney General",42,"DEM","Joe Jaworski",3,"",7,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0
