political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,8,6,4,4
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,"United States Representative, District No. 1",Victor D. Dunn,,2,3,2,0
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Lieutenant Governor,Michelle Beckley,,5,6,4,1
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Lieutenant Governor,Mike Collier,,5,3,2,3
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Attorney General,Joe Jaworski,,2,3,2,0
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Attorney General,Rochelle Mercedes Garza,,8,6,4,4
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Comptroller of Public Accounts,Angel Luis Vega,,5,2,3,2
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Comptroller of Public Accounts,Janet T. Dudding,,5,7,3,2
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Commissioner of the General Land Office,Jay Kleberg,,5,2,3,2
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Commissioner of the General Land Office,Sandragrace Martinez,,5,6,3,2
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Attorney General,George P. Bush,,5,19,2,3
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Attorney General,Ken Paxton,,50,80,15,35
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Commissioner of the General Land Office,Dawn Buckingham,,34,53,8,26
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Commissioner of the General Land Office,Tim Westley,,20,45,10,10
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Railroad Commissioner,Sarah Stogner,,17,27,2,15
Sabine County,24-May-22,Primary Runoff,0,0,1,1963,Railroad Commissioner,Wayne Christian,,39,72,16,23
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,4,2,1,3
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,"United States Representative, District No. 1",Victor D. Dunn,,3,1,0,3
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Lieutenant Governor,Michelle Beckley,,6,1,1,5
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Lieutenant Governor,Mike Collier,,1,2,0,1
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Attorney General,Joe Jaworski,,4,2,1,3
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Attorney General,Rochelle Mercedes Garza,,3,1,0,3
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Comptroller of Public Accounts,Angel Luis Vega,,2,0,0,2
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Comptroller of Public Accounts,Janet T. Dudding,,5,3,1,4
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Commissioner of the General Land Office,Jay Kleberg,,5,2,0,5
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Commissioner of the General Land Office,Sandragrace Martinez,,2,1,1,1
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Attorney General,George P. Bush,,59,34,6,53
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Attorney General,Ken Paxton,,153,134,13,140
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Commissioner of the General Land Office,Dawn Buckingham,,102,99,12,90
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Commissioner of the General Land Office,Tim Westley,,90,63,6,84
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Railroad Commissioner,Sarah Stogner,,59,57,3,56
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,Railroad Commissioner,Wayne Christian,,152,108,15,137
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,"County Commissioner, Precinct No. 2",Keith Nabours,,128,90,8,120
Sabine County,24-May-22,Primary Runoff,1,1,2,1532,"County Commissioner, Precinct No. 2",Randy Barnett,,92,80,11,81
Sabine County,24-May-22,Primary Runoff,1,1,3,604,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,2,9,2,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,"United States Representative, District No. 1",Victor D. Dunn,,0,3,0,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Lieutenant Governor,Michelle Beckley,,0,3,0,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Lieutenant Governor,Mike Collier,,2,9,2,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Attorney General,Joe Jaworski,,1,10,1,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Attorney General,Rochelle Mercedes Garza,,0,2,0,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Comptroller of Public Accounts,Angel Luis Vega,,1,4,1,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Comptroller of Public Accounts,Janet T. Dudding,,1,8,1,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Commissioner of the General Land Office,Jay Kleberg,,0,8,0,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Commissioner of the General Land Office,Sandragrace Martinez,,2,4,2,0
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Attorney General,George P. Bush,,6,17,0,6
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Attorney General,Ken Paxton,,13,30,0,13
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Commissioner of the General Land Office,Dawn Buckingham,,13,21,0,13
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Commissioner of the General Land Office,Tim Westley,,6,18,0,6
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Railroad Commissioner,Sarah Stogner,,2,19,0,2
Sabine County,24-May-22,Primary Runoff,1,1,3,604,Railroad Commissioner,Wayne Christian,,17,26,0,17
Sabine County,24-May-22,Primary Runoff,1,1,3,604,"County Commissioner, Precinct No. 2",Keith Nabours,,11,14,0,11
Sabine County,24-May-22,Primary Runoff,1,1,3,604,"County Commissioner, Precinct No. 2",Randy Barnett,,8,33,0,8
Sabine County,24-May-22,Primary Runoff,0,0,4,289,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,,0,0,0,0
Sabine County,24-May-22,Primary Runoff,0,0,4,289,"United States Representative, District No. 1",Victor D. Dunn,,0,0,0,0
Sabine County,24-May-22,Primary Runoff,0,0,4,289,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Sabine County,24-May-22,Primary Runoff,0,0,4,289,Lieutenant Governor,Mike Collier,,0,0,0,0
