political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes,Absentee Voting Votes,Early Voting Votes
Palo Pinto County,8/18/2022,"May 24, 2022 primary run off",,,6,0,Comptroller of Public Accounts,Angel Luis Vega,,3,3,2,1
Palo Pinto County,8/19/2022,"May 24, 2022 primary run off",,,6,0,Comptroller of Public Accounts,Janet T. Dudding,,5,1,4,1
Palo Pinto County,8/20/2022,"May 24, 2022 primary run off",,,6,0,Commissioner of the General Land Office,Sandragrace Martinez,,5,2,4,1
Palo Pinto County,8/21/2022,"May 24, 2022 primary run off",,,6,0,Commissioner of the General Land Office,Jay Kleberg,,3,4,2,1
Palo Pinto County,8/22/2022,"May 24, 2022 primary run off",,,6,0,Attorney General,Ken Paxton,,65,86,15,50
Palo Pinto County,8/23/2022,"May 24, 2022 primary run off",,,6,0,Attorney General,George P. Bush,,42,72,15,27
Palo Pinto County,8/24/2022,"May 24, 2022 primary run off",,,6,0,Commissioner of the General Land Office,Tim Westley,,33,42,12,21
Palo Pinto County,8/25/2022,"May 24, 2022 primary run off",,,6,0,Commissioner of the General Land Office,Dawn Buckingham,,61,94,16,45
Palo Pinto County,8/26/2022,"May 24, 2022 primary run off",,,6,0,Railroad Commissioner,Sarah Stogner,,47,78,9,38
Palo Pinto County,8/27/2022,"May 24, 2022 primary run off",,,6,0,Railroad Commissioner,Wayne Christian,,53,70,21,32
Palo Pinto County,8/28/2022,"May 24, 2022 primary run off",,,6,0,"State Representative,  District No. 60",Glenn Rogers,,59,100,17,42
Palo Pinto County,8/29/2022,"May 24, 2022 primary run off",,,6,0,"State Representative,  District No. 60",Mike Olcott,,49,61,13,36
Palo Pinto County,8/30/2022,"May 24, 2022 primary run off",,,7,0,Lieutenant Governor,Mike Collier,,1,2,1,0
Palo Pinto County,8/31/2022,"May 24, 2022 primary run off",,,7,0,Lieutenant Governor,Michelle Beckley,,0,1,0,0
Palo Pinto County,9/1/2022,"May 24, 2022 primary run off",,,7,0,Attorney General,Rochelle Mercedes Garza,,1,1,1,0
Palo Pinto County,9/2/2022,"May 24, 2022 primary run off",,,7,0,Attorney General,Joe Jaworski,,0,2,0,0
Palo Pinto County,9/3/2022,"May 24, 2022 primary run off",,,7,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Palo Pinto County,9/4/2022,"May 24, 2022 primary run off",,,7,0,Comptroller of Public Accounts,Janet T. Dudding,,1,2,1,0
Palo Pinto County,9/5/2022,"May 24, 2022 primary run off",,,7,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,1,0,0
Palo Pinto County,9/6/2022,"May 24, 2022 primary run off",,,7,0,Commissioner of the General Land Office,Jay Kleberg,,1,2,1,0
Palo Pinto County,9/7/2022,"May 24, 2022 primary run off",,,7,0,Attorney General,Ken Paxton,,24,62,3,21
Palo Pinto County,9/8/2022,"May 24, 2022 primary run off",,,7,0,Attorney General,George P. Bush,,24,43,3,21
Palo Pinto County,9/9/2022,"May 24, 2022 primary run off",,,7,0,Commissioner of the General Land Office,Tim Westley,,16,37,3,13
Palo Pinto County,9/10/2022,"May 24, 2022 primary run off",,,7,0,Commissioner of the General Land Office,Dawn Buckingham,,27,53,2,25
Palo Pinto County,9/11/2022,"May 24, 2022 primary run off",,,7,0,Railroad Commissioner,Sarah Stogner,,25,46,2,23
Palo Pinto County,9/12/2022,"May 24, 2022 primary run off",,,7,0,Railroad Commissioner,Wayne Christian,,20,50,4,16
Palo Pinto County,9/13/2022,"May 24, 2022 primary run off",,,7,0,"State Representative,  District No. 60",Glenn Rogers,,41,90,7,34
Palo Pinto County,9/14/2022,"May 24, 2022 primary run off",,,7,0,"State Representative,  District No. 60",Mike Olcott,,9,18,0,9
Palo Pinto County,9/15/2022,"May 24, 2022 primary run off",,,7,0,"Justice of the Peace, Precinct No. 2",Jason Rhea Sheehy,,22,61,3,19
Palo Pinto County,9/16/2022,"May 24, 2022 primary run off",,,7,0,"Justice of the Peace, Precinct No. 2",Johnny McKee Jr,,27,46,4,23
Palo Pinto County,9/17/2022,"May 24, 2022 primary run off",,,8,0,Lieutenant Governor,Mike Collier,,3,1,2,1
Palo Pinto County,9/18/2022,"May 24, 2022 primary run off",,,8,0,Lieutenant Governor,Michelle Beckley,,2,1,2,0
Palo Pinto County,9/19/2022,"May 24, 2022 primary run off",,,8,0,Attorney General,Rochelle Mercedes Garza,,3,1,3,0
Palo Pinto County,9/20/2022,"May 24, 2022 primary run off",,,8,0,Attorney General,Joe Jaworski,,2,1,1,1
Palo Pinto County,9/21/2022,"May 24, 2022 primary run off",,,8,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Palo Pinto County,9/22/2022,"May 24, 2022 primary run off",,,8,0,Comptroller of Public Accounts,Janet T. Dudding,,5,1,4,1
Palo Pinto County,9/23/2022,"May 24, 2022 primary run off",,,8,0,Commissioner of the General Land Office,Sandragrace Martinez,,3,1,2,1
Palo Pinto County,9/24/2022,"May 24, 2022 primary run off",,,8,0,Commissioner of the General Land Office,Jay Kleberg,,2,1,2,0
Palo Pinto County,9/25/2022,"May 24, 2022 primary run off",,,8,0,Attorney General,Ken Paxton,,69,155,24,45
Palo Pinto County,9/26/2022,"May 24, 2022 primary run off",,,8,0,Attorney General,George P. Bush,,33,63,7,26
Palo Pinto County,9/27/2022,"May 24, 2022 primary run off",,,8,0,Commissioner of the General Land Office,Tim Westley,,38,71,16,22
Palo Pinto County,9/28/2022,"May 24, 2022 primary run off",,,8,0,Commissioner of the General Land Office,Dawn Buckingham,,61,124,13,48
Palo Pinto County,9/29/2022,"May 24, 2022 primary run off",,,8,0,Railroad Commissioner,Sarah Stogner,,35,92,9,26
Palo Pinto County,9/30/2022,"May 24, 2022 primary run off",,,8,0,Railroad Commissioner,Wayne Christian,,62,109,20,42
Palo Pinto County,10/1/2022,"May 24, 2022 primary run off",,,8,0,"State Representative,  District No. 60",Glenn Rogers,,70,164,22,48
Palo Pinto County,10/2/2022,"May 24, 2022 primary run off",,,8,0,"State Representative,  District No. 60",Mike Olcott,,32,55,9,23
Palo Pinto County,10/3/2022,"May 24, 2022 primary run off",,,9,0,Lieutenant Governor,Mike Collier,,1,2,1,0
Palo Pinto County,10/4/2022,"May 24, 2022 primary run off",,,9,0,Lieutenant Governor,Michelle Beckley,,2,2,2,0
Palo Pinto County,10/5/2022,"May 24, 2022 primary run off",,,9,0,Attorney General,Rochelle Mercedes Garza,,2,4,2,0
Palo Pinto County,10/6/2022,"May 24, 2022 primary run off",,,9,0,Attorney General,Joe Jaworski,,1,0,1,0
Palo Pinto County,10/7/2022,"May 24, 2022 primary run off",,,9,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Palo Pinto County,10/8/2022,"May 24, 2022 primary run off",,,9,0,Comptroller of Public Accounts,Janet T. Dudding,,3,3,3,0
Palo Pinto County,10/9/2022,"May 24, 2022 primary run off",,,9,0,Commissioner of the General Land Office,Sandragrace Martinez,,1,1,1,0
Palo Pinto County,10/10/2022,"May 24, 2022 primary run off",,,9,0,Commissioner of the General Land Office,Jay Kleberg,,2,3,2,0
Palo Pinto County,10/11/2022,"May 24, 2022 primary run off",,,9,0,Attorney General,Ken Paxton,,35,22,6,29
Palo Pinto County,10/12/2022,"May 24, 2022 primary run off",,,9,0,Attorney General,George P. Bush,,20,14,0,20
Palo Pinto County,10/13/2022,"May 24, 2022 primary run off",,,9,0,Commissioner of the General Land Office,Tim Westley,,21,8,1,20
Palo Pinto County,10/14/2022,"May 24, 2022 primary run off",,,9,0,Commissioner of the General Land Office,Dawn Buckingham,,31,25,5,26
Palo Pinto County,10/15/2022,"May 24, 2022 primary run off",,,9,0,Railroad Commissioner,Sarah Stogner,,19,16,0,19
Palo Pinto County,10/16/2022,"May 24, 2022 primary run off",,,9,0,Railroad Commissioner,Wayne Christian,,34,20,6,28
Palo Pinto County,10/17/2022,"May 24, 2022 primary run off",,,9,0,"State Representative,  District No. 60",Glenn Rogers,,37,27,4,33
Palo Pinto County,10/18/2022,"May 24, 2022 primary run off",,,9,0,"State Representative,  District No. 60",Mike Olcott,,18,9,2,16
Palo Pinto County,10/19/2022,"May 24, 2022 primary run off",,,11,0,Lieutenant Governor,Mike Collier,,0,1,0,0
Palo Pinto County,10/20/2022,"May 24, 2022 primary run off",,,11,0,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Palo Pinto County,10/21/2022,"May 24, 2022 primary run off",,,11,0,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Palo Pinto County,10/22/2022,"May 24, 2022 primary run off",,,11,0,Attorney General,Joe Jaworski,,0,1,0,0
Palo Pinto County,10/23/2022,"May 24, 2022 primary run off",,,11,0,Comptroller of Public Accounts,Angel Luis Vega,,0,1,0,0
Palo Pinto County,10/24/2022,"May 24, 2022 primary run off",,,11,0,Comptroller of Public Accounts,Janet T. Dudding,,0,0,0,0
Palo Pinto County,10/25/2022,"May 24, 2022 primary run off",,,11,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Palo Pinto County,10/26/2022,"May 24, 2022 primary run off",,,11,0,Commissioner of the General Land Office,Jay Kleberg,,0,1,0,0
Palo Pinto County,10/27/2022,"May 24, 2022 primary run off",,,11,0,Attorney General,Ken Paxton,,13,9,2,11
Palo Pinto County,10/28/2022,"May 24, 2022 primary run off",,,11,0,Attorney General,George P. Bush,,2,7,0,2
Palo Pinto County,10/29/2022,"May 24, 2022 primary run off",,,11,0,Commissioner of the General Land Office,Tim Westley,,7,6,0,7
Palo Pinto County,10/30/2022,"May 24, 2022 primary run off",,,11,0,Commissioner of the General Land Office,Dawn Buckingham,,8,8,2,6
Palo Pinto County,10/31/2022,"May 24, 2022 primary run off",,,11,0,Railroad Commissioner,Sarah Stogner,,6,9,0,6
Palo Pinto County,11/1/2022,"May 24, 2022 primary run off",,,11,0,Railroad Commissioner,Wayne Christian,,9,6,2,7
Palo Pinto County,11/2/2022,"May 24, 2022 primary run off",,,11,0,"State Representative,  District No. 60",Glenn Rogers,,9,10,0,9
Palo Pinto County,11/3/2022,"May 24, 2022 primary run off",,,11,0,"State Representative,  District No. 60",Mike Olcott,,6,6,2,4
Palo Pinto County,11/4/2022,"May 24, 2022 primary run off",,,12,0,Lieutenant Governor,Mike Collier,,0,2,0,0
Palo Pinto County,11/5/2022,"May 24, 2022 primary run off",,,12,0,Lieutenant Governor,Michelle Beckley,,4,0,2,2
Palo Pinto County,11/6/2022,"May 24, 2022 primary run off",,,12,0,Attorney General,Rochelle Mercedes Garza,,4,0,2,2
Palo Pinto County,11/7/2022,"May 24, 2022 primary run off",,,12,0,Attorney General,Joe Jaworski,,0,2,0,0
Palo Pinto County,11/8/2022,"May 24, 2022 primary run off",,,12,0,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Palo Pinto County,11/9/2022,"May 24, 2022 primary run off",,,12,0,Comptroller of Public Accounts,Janet T. Dudding,,4,2,2,2
Palo Pinto County,11/10/2022,"May 24, 2022 primary run off",,,12,0,Commissioner of the General Land Office,Sandragrace Martinez,,4,0,2,2
Palo Pinto County,11/11/2022,"May 24, 2022 primary run off",,,12,0,Commissioner of the General Land Office,Jay Kleberg,,0,2,0,0
Palo Pinto County,11/12/2022,"May 24, 2022 primary run off",,,12,0,Attorney General,Ken Paxton,,31,11,7,24
Palo Pinto County,11/13/2022,"May 24, 2022 primary run off",,,12,0,Attorney General,George P. Bush,,13,13,1,12
Palo Pinto County,11/14/2022,"May 24, 2022 primary run off",,,12,0,Commissioner of the General Land Office,Tim Westley,,17,9,3,14
Palo Pinto County,11/15/2022,"May 24, 2022 primary run off",,,12,0,Commissioner of the General Land Office,Dawn Buckingham,,24,14,5,19
Palo Pinto County,11/16/2022,"May 24, 2022 primary run off",,,12,0,Railroad Commissioner,Sarah Stogner,,23,7,4,19
Palo Pinto County,11/17/2022,"May 24, 2022 primary run off",,,12,0,Railroad Commissioner,Wayne Christian,,19,16,4,15
Palo Pinto County,11/18/2022,"May 24, 2022 primary run off",,,12,0,"State Representative,  District No. 60",Glenn Rogers,,37,14,7,30
Palo Pinto County,11/19/2022,"May 24, 2022 primary run off",,,12,0,"State Representative,  District No. 60",Mike Olcott,,7,10,1,6
Palo Pinto County,11/20/2022,"May 24, 2022 primary run off",,,13,0,Lieutenant Governor,Mike Collier,,2,3,1,1
Palo Pinto County,11/21/2022,"May 24, 2022 primary run off",,,13,0,Lieutenant Governor,Michelle Beckley,,4,0,0,4
Palo Pinto County,11/22/2022,"May 24, 2022 primary run off",,,13,0,Attorney General,Rochelle Mercedes Garza,,3,2,0,3
Palo Pinto County,11/23/2022,"May 24, 2022 primary run off",,,13,0,Attorney General,Joe Jaworski,,3,1,1,2
Palo Pinto County,11/24/2022,"May 24, 2022 primary run off",,,13,0,Comptroller of Public Accounts,Angel Luis Vega,,3,0,1,2
Palo Pinto County,11/25/2022,"May 24, 2022 primary run off",,,13,0,Comptroller of Public Accounts,Janet T. Dudding,,3,2,0,3
Palo Pinto County,11/26/2022,"May 24, 2022 primary run off",,,13,0,Commissioner of the General Land Office,Sandragrace Martinez,,5,1,0,5
Palo Pinto County,11/27/2022,"May 24, 2022 primary run off",,,13,0,Commissioner of the General Land Office,Jay Kleberg,,1,2,1,0
Palo Pinto County,11/28/2022,"May 24, 2022 primary run off",,,13,0,Attorney General,Ken Paxton,,50,32,11,39
Palo Pinto County,11/29/2022,"May 24, 2022 primary run off",,,13,0,Attorney General,George P. Bush,,29,21,4,25
Palo Pinto County,11/30/2022,"May 24, 2022 primary run off",,,13,0,Commissioner of the General Land Office,Tim Westley,,23,18,7,16
Palo Pinto County,12/1/2022,"May 24, 2022 primary run off",,,13,0,Commissioner of the General Land Office,Dawn Buckingham,,53,31,7,46
Palo Pinto County,12/2/2022,"May 24, 2022 primary run off",,,13,0,Railroad Commissioner,Sarah Stogner,,20,17,4,16
Palo Pinto County,12/3/2022,"May 24, 2022 primary run off",,,13,0,Railroad Commissioner,Wayne Christian,,55,31,10,45
Palo Pinto County,12/4/2022,"May 24, 2022 primary run off",,,13,0,"State Representative,  District No. 60",Glenn Rogers,,62,41,8,54
Palo Pinto County,12/5/2022,"May 24, 2022 primary run off",,,13,0,"State Representative,  District No. 60",Mike Olcott,,18,12,7,11
Palo Pinto County,12/6/2022,"May 24, 2022 primary run off",,,14,0,Lieutenant Governor,Mike Collier,,0,2,0,0
Palo Pinto County,12/7/2022,"May 24, 2022 primary run off",,,14,0,Lieutenant Governor,Michelle Beckley,,0,0,0,0
Palo Pinto County,12/8/2022,"May 24, 2022 primary run off",,,14,0,Attorney General,Rochelle Mercedes Garza,,0,0,0,0
Palo Pinto County,12/9/2022,"May 24, 2022 primary run off",,,14,0,Attorney General,Joe Jaworski,,0,2,0,0
Palo Pinto County,12/10/2022,"May 24, 2022 primary run off",,,14,0,Comptroller of Public Accounts,Angel Luis Vega,,0,0,0,0
Palo Pinto County,12/11/2022,"May 24, 2022 primary run off",,,14,0,Comptroller of Public Accounts,Janet T. Dudding,,0,2,0,0
Palo Pinto County,12/12/2022,"May 24, 2022 primary run off",,,14,0,Commissioner of the General Land Office,Sandragrace Martinez,,0,0,0,0
Palo Pinto County,12/13/2022,"May 24, 2022 primary run off",,,14,0,Commissioner of the General Land Office,Jay Kleberg,,0,2,0,0
Palo Pinto County,12/14/2022,"May 24, 2022 primary run off",,,14,0,Attorney General,Ken Paxton,,4,9,1,3
Palo Pinto County,12/15/2022,"May 24, 2022 primary run off",,,14,0,Attorney General,George P. Bush,,3,11,0,3
Palo Pinto County,12/16/2022,"May 24, 2022 primary run off",,,14,0,Commissioner of the General Land Office,Tim Westley,,3,8,0,3
Palo Pinto County,12/17/2022,"May 24, 2022 primary run off",,,14,0,Commissioner of the General Land Office,Dawn Buckingham,,4,9,1,3
Palo Pinto County,12/18/2022,"May 24, 2022 primary run off",,,14,0,Railroad Commissioner,Sarah Stogner,,3,10,0,3
Palo Pinto County,12/19/2022,"May 24, 2022 primary run off",,,14,0,Railroad Commissioner,Wayne Christian,,3,10,1,2
Palo Pinto County,12/20/2022,"May 24, 2022 primary run off",,,14,0,"State Representative,  District No. 60",Glenn Rogers,,5,16,0,5
Palo Pinto County,12/21/2022,"May 24, 2022 primary run off",,,14,0,"State Representative,  District No. 60",Mike Olcott,,2,5,1,1
Palo Pinto County,12/22/2022,"May 24, 2022 primary run off",,,15,0,Lieutenant Governor,Mike Collier,,6,2,4,2
