#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","REP Ballots Cast","DEM Ballots Cast","NON Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes"
"101",1,Reporting         ,493,24,4,0,5.68,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Attorney General",42,"DEM","Joe Jaworski",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Commissioner of the General Land Office",24,"DEM","Sandragrace Martinez",2,"",3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Commissioner of the General Land Office",24,"DEM","Jay Kleberg",4,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Attorney General",41,"REP","George P. Bush",4,"",9,0,0,0,2,0,0,0,4,0,0,0,3,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Attorney General",41,"REP","Ken Paxton",3,"",15,0,0,0,3,0,0,0,4,0,0,0,8,0,0,0
"101",1,Reporting         ,493,24,4,0,5.68,"Commissioner of the General Land Office",22,"REP","Dawn Buckingham",2,"",9,0,2,0,3,0,0,0,4,0,1,0,2,0,1,0
"101",1,Reporting         ,493,24,4,0,5.68,"Commissioner of the General Land Office",22,"REP","Tim Westley",3,"",13,0,2,0,2,0,0,0,3,0,1,0,8,0,1,0
"101",1,Reporting         ,493,24,4,0,5.68,"Railroad Commissioner",64,"REP","Wayne Christian",3,"",10,0,2,0,2,0,0,0,5,0,1,0,3,0,1,0
"101",1,Reporting         ,493,24,4,0,5.68,"Railroad Commissioner",64,"REP","Sarah Stogner",2,"",12,0,2,0,3,0,0,0,2,0,1,0,7,0,1,0
"102",13,Reporting         ,158,3,1,0,2.53,"Lieutenant Governor",25,"DEM","Mike Collier",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",13,Reporting         ,158,3,1,0,2.53,"Lieutenant Governor",25,"DEM","Michelle Beckley",3,"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"102",13,Reporting         ,158,3,1,0,2.53,"Attorney General",42,"DEM","Joe Jaworski",3,"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"102",13,Reporting         ,158,3,1,0,2.53,"Attorney General",42,"DEM","Rochelle Mercedes Garza",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",13,Reporting         ,158,3,1,0,2.53,"Comptroller of Public Accounts",58,"DEM","Angel Luis Vega",1,"",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"102",13,Reporting         ,158,3,1,0,2.53,"Comptroller of Public Accounts",58,"DEM","Janet T. Dudding",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
