COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST - Democratic,BALLOTS CAST BLANK,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Lieutenant Governor,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Attorney General,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Comptroller of Public Accounts,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,DEM Commissioner of the General Land Office,"DEM State Representative, District 70","DEM State Representative, District 70","DEM State Representative, District 70","DEM State Representative, District 70",DEM County Chair,DEM County Chair,DEM County Chair,DEM County Chair,"DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28","DEM Precinct Chair, Precinct 28",
COLN,0033,PCT 033,4764,189,20,0,12,8,0,0,17,3,0,0,11,9,0,0,6,14,0,0,0,0,0,0,12,7,0,1,0,0,0,0,
COLN,0033,PCT 033,4764,106,20,0,8,12,0,0,14,6,0,0,5,14,0,1,13,7,0,0,0,0,0,0,7,12,0,1,0,0,0,0,
COLN,0033,PCT 033,4764,22,5,0,1,4,0,0,4,1,0,0,0,5,0,0,4,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0,
COLN,0033,PCT 033,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0033,PCT 033,4764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0034,PCT 034,4383,124,31,0,8,22,0,1,18,10,0,3,6,21,0,4,22,6,0,3,0,0,0,0,15,16,0,0,0,0,0,0,
COLN,0034,PCT 034,4383,189,63,0,16,45,0,2,32,30,0,1,12,50,0,1,41,21,0,1,0,0,0,0,42,18,0,3,0,0,0,0,
COLN,0034,PCT 034,4383,19,9,0,0,9,0,0,1,8,0,0,2,7,0,0,8,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,
COLN,0034,PCT 034,4383,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0034,PCT 034,4383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0035,PCT 035,1691,55,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
COLN,0035,PCT 035,1691,35,3,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
COLN,0035,PCT 035,1691,8,5,0,3,2,0,0,2,3,0,0,1,4,0,0,3,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,
COLN,0035,PCT 035,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0035,PCT 035,1691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0036,PCT 036,1960,122,32,0,8,24,0,0,8,24,0,0,5,26,0,1,24,7,0,1,19,12,0,1,15,17,0,0,0,0,0,0,
COLN,0036,PCT 036,1960,189,55,0,13,41,0,1,22,32,0,1,11,42,0,2,40,12,0,3,23,32,0,0,19,33,0,3,0,0,0,0,
COLN,0036,PCT 036,1960,23,16,0,5,9,0,2,2,12,0,2,0,11,0,5,10,3,0,3,8,7,0,1,6,7,0,3,0,0,0,0,
COLN,0036,PCT 036,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0036,PCT 036,1960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0037,PCT 037,2493,81,5,0,1,4,0,0,2,3,0,0,4,1,0,0,4,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,
COLN,0037,PCT 037,2493,67,10,0,2,8,0,0,4,6,0,0,4,6,0,0,5,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,
COLN,0037,PCT 037,2493,13,3,0,0,3,0,0,1,2,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,
COLN,0037,PCT 037,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0037,PCT 037,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0038,PCT 038,2955,63,21,0,10,11,0,0,15,4,0,2,6,13,0,2,12,7,0,2,0,0,0,0,13,7,0,1,0,0,0,0,
COLN,0038,PCT 038,2955,67,25,0,11,13,0,1,13,11,0,1,7,16,0,2,11,13,0,1,0,0,0,0,16,8,0,1,0,0,0,0,
COLN,0038,PCT 038,2955,8,2,0,0,2,0,0,1,1,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,
COLN,0038,PCT 038,2955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0038,PCT 038,2955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0039,PCT 039,3034,77,29,0,10,19,0,0,17,12,0,0,12,15,0,2,14,15,0,0,0,0,0,0,18,10,0,1,0,0,0,0,
COLN,0039,PCT 039,3034,122,53,0,19,33,0,1,34,19,0,0,14,38,0,1,34,19,0,0,0,0,0,0,33,18,0,2,0,0,0,0,
COLN,0039,PCT 039,3034,20,8,0,3,5,0,0,6,2,0,0,2,6,0,0,4,4,0,0,0,0,0,0,3,5,0,0,0,0,0,0,
COLN,0039,PCT 039,3034,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0039,PCT 039,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0040,PCT 040,3608,135,28,0,16,12,0,0,18,10,0,0,9,19,0,0,16,12,0,0,0,0,0,0,17,11,0,0,0,0,0,0,
COLN,0040,PCT 040,3608,173,29,0,9,20,0,0,14,15,0,0,10,19,0,0,16,13,0,0,0,0,0,0,13,14,0,2,0,0,0,0,
COLN,0040,PCT 040,3608,51,12,0,5,7,0,0,10,2,0,0,5,7,0,0,5,7,0,0,0,0,0,0,7,5,0,0,0,0,0,0,
COLN,0040,PCT 040,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0040,PCT 040,3608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0041,PCT 041,4187,136,21,0,13,8,0,0,13,8,0,0,7,14,0,0,8,13,0,0,0,0,0,0,10,11,0,0,0,0,0,0,
COLN,0041,PCT 041,4187,76,12,0,4,8,0,0,9,3,0,0,6,6,0,0,7,5,0,0,0,0,0,0,7,5,0,0,0,0,0,0,
COLN,0041,PCT 041,4187,25,8,0,2,6,0,0,4,4,0,0,1,7,0,0,5,3,0,0,0,0,0,0,1,7,0,0,0,0,0,0,
COLN,0041,PCT 041,4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0041,PCT 041,4187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0042,PCT 042,1863,58,8,0,5,3,0,0,5,3,0,0,3,5,0,0,4,4,0,0,0,0,0,0,6,2,0,0,0,0,0,0,
COLN,0042,PCT 042,1863,23,4,0,1,3,0,0,2,2,0,0,2,2,0,0,1,3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,
COLN,0042,PCT 042,1863,12,4,0,4,0,0,0,2,2,0,0,1,3,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,
COLN,0042,PCT 042,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0042,PCT 042,1863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0043,PCT 043,3418,95,29,0,12,17,0,0,21,8,0,0,10,19,0,0,17,11,0,1,0,0,0,0,19,10,0,0,0,0,0,0,
COLN,0043,PCT 043,3418,113,23,0,7,16,0,0,16,7,0,0,6,17,0,0,14,9,0,0,0,0,0,0,14,8,0,1,0,0,0,0,
COLN,0043,PCT 043,3418,10,7,0,7,0,0,0,5,2,0,0,2,5,0,0,3,4,0,0,0,0,0,0,5,2,0,0,0,0,0,0,
COLN,0043,PCT 043,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0043,PCT 043,3418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0044,PCT 044,1690,45,16,0,7,9,0,0,12,4,0,0,4,12,0,0,9,7,0,0,0,0,0,0,9,6,0,1,0,0,0,0,
COLN,0044,PCT 044,1690,64,10,0,6,4,0,0,7,3,0,0,5,4,0,1,5,5,0,0,0,0,0,0,6,3,0,1,0,0,0,0,
COLN,0044,PCT 044,1690,14,4,0,1,3,0,0,1,3,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,
COLN,0044,PCT 044,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0044,PCT 044,1690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0045,PCT 045,3342,131,23,0,13,10,0,0,16,7,0,0,9,13,0,1,9,13,0,1,0,0,0,0,13,9,0,1,0,0,0,0,
COLN,0045,PCT 045,3342,142,25,0,11,14,0,0,13,12,0,0,6,18,0,1,14,10,0,1,0,0,0,0,12,13,0,0,0,0,0,0,
COLN,0045,PCT 045,3342,51,19,1,6,13,0,0,14,5,0,0,4,15,0,0,12,6,0,1,0,0,0,0,9,9,0,1,0,0,0,0,
COLN,0045,PCT 045,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0045,PCT 045,3342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0046,PCT 046,3083,115,55,0,20,32,0,3,29,24,0,2,25,29,0,1,32,22,0,1,29,25,0,1,35,19,0,1,0,0,0,0,
COLN,0046,PCT 046,3083,99,40,0,9,31,0,0,14,25,0,1,8,31,0,1,28,11,0,1,27,13,0,0,24,15,0,1,0,0,0,0,
COLN,0046,PCT 046,3083,23,10,0,7,3,0,0,6,4,0,0,5,5,0,0,4,4,0,2,2,8,0,0,6,4,0,0,0,0,0,0,
COLN,0046,PCT 046,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0046,PCT 046,3083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0047,PCT 047,2590,95,33,0,11,22,0,0,21,12,0,0,15,17,0,1,16,16,0,1,0,0,0,0,10,22,0,1,0,0,0,0,
COLN,0047,PCT 047,2590,112,43,0,16,27,0,0,26,16,0,1,16,24,0,3,30,12,0,1,0,0,0,0,24,18,0,1,0,0,0,0,
COLN,0047,PCT 047,2590,27,16,0,9,7,0,0,12,4,0,0,7,9,0,0,7,9,0,0,0,0,0,0,9,6,0,1,0,0,0,0,
COLN,0047,PCT 047,2590,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0047,PCT 047,2590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0048,PCT 048,3745,163,52,0,20,32,0,0,26,25,0,1,15,36,0,1,32,19,0,1,0,0,0,0,21,28,0,3,0,0,0,0,
COLN,0048,PCT 048,3745,118,53,0,14,39,0,0,24,29,0,0,16,37,0,0,36,17,0,0,0,0,0,0,17,35,0,1,0,0,0,0,
COLN,0048,PCT 048,3745,40,19,0,3,16,0,0,5,14,0,0,4,14,0,1,14,4,0,1,0,0,0,0,3,16,0,0,0,0,0,0,
COLN,0048,PCT 048,3745,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
COLN,0048,PCT 048,3745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0049,PCT 049,2308,145,40,0,10,30,0,0,17,23,0,0,10,26,0,4,21,16,0,3,20,20,0,0,23,17,0,0,0,0,0,0,
COLN,0049,PCT 049,2308,242,69,0,23,43,0,3,36,29,0,4,12,52,0,5,36,30,0,3,34,34,0,1,43,24,0,2,0,0,0,0,
COLN,0049,PCT 049,2308,49,22,0,9,13,0,0,12,10,0,0,6,16,0,0,13,9,0,0,8,14,0,0,12,9,0,1,0,0,0,0,
COLN,0049,PCT 049,2308,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
COLN,0049,PCT 049,2308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0050,PCT 050,3054,54,28,0,18,10,0,0,19,9,0,0,12,16,0,0,17,10,0,1,0,0,0,0,17,10,0,1,0,0,0,0,
COLN,0050,PCT 050,3054,65,33,0,12,21,0,0,20,13,0,0,13,19,0,1,19,14,0,0,0,0,0,0,14,18,0,1,0,0,0,0,
COLN,0050,PCT 050,3054,13,6,0,2,4,0,0,3,2,0,1,2,4,0,0,2,3,0,1,0,0,0,0,4,2,0,0,0,0,0,0,
COLN,0050,PCT 050,3054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0050,PCT 050,3054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0051,PCT 051,1695,42,18,0,6,12,0,0,10,8,0,0,5,11,0,2,11,7,0,0,0,0,0,0,7,9,0,2,0,0,0,0,
COLN,0051,PCT 051,1695,48,24,0,3,21,0,0,12,12,0,0,7,16,0,1,13,10,0,1,0,0,0,0,3,20,0,1,0,0,0,0,
COLN,0051,PCT 051,1695,7,4,0,1,3,0,0,1,3,0,0,0,4,0,0,2,1,0,1,0,0,0,0,2,2,0,0,0,0,0,0,
COLN,0051,PCT 051,1695,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
COLN,0051,PCT 051,1695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0052,PCT 052,4269,94,39,0,13,25,0,1,22,16,0,1,17,20,0,2,17,19,0,3,0,0,0,0,14,22,0,3,0,0,0,0,
COLN,0052,PCT 052,4269,82,29,0,11,18,0,0,17,11,0,1,7,22,0,0,14,14,0,1,0,0,0,0,16,13,0,0,0,0,0,0,
COLN,0052,PCT 052,4269,26,11,0,4,6,0,1,5,6,0,0,4,6,0,1,2,8,0,1,0,0,0,0,6,5,0,0,0,0,0,0,
COLN,0052,PCT 052,4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0052,PCT 052,4269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0053,PCT 053,2221,125,37,0,14,23,0,0,12,25,0,0,5,31,0,1,21,15,0,1,25,11,0,1,25,11,0,1,0,0,0,0,
COLN,0053,PCT 053,2221,247,68,0,23,42,0,3,26,40,0,2,17,46,0,5,41,24,0,3,28,40,0,0,33,30,0,5,0,0,0,0,
COLN,0053,PCT 053,2221,44,16,0,3,13,0,0,7,9,0,0,3,13,0,0,9,7,0,0,6,10,0,0,6,10,0,0,0,0,0,0,
COLN,0053,PCT 053,2221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0053,PCT 053,2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0054,PCT 054,3492,101,45,0,20,24,0,1,25,19,0,1,15,28,0,2,22,22,0,1,26,19,0,0,28,16,0,1,0,0,0,0,
COLN,0054,PCT 054,3492,106,39,0,14,25,0,0,24,14,0,1,14,23,0,2,20,17,0,2,17,22,0,0,24,15,0,0,0,0,0,0,
COLN,0054,PCT 054,3492,26,14,0,5,9,0,0,7,7,0,0,3,11,0,0,9,5,0,0,7,6,0,1,3,11,0,0,0,0,0,0,
COLN,0054,PCT 054,3492,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,
COLN,0054,PCT 054,3492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0055,PCT 055,3630,152,61,0,19,41,0,1,23,38,0,0,13,48,0,0,42,19,0,0,38,23,0,0,40,17,0,4,0,0,0,0,
COLN,0055,PCT 055,3630,113,36,0,12,23,0,1,15,19,0,2,10,25,0,1,25,10,0,1,18,18,0,0,15,20,0,1,0,0,0,0,
COLN,0055,PCT 055,3630,33,18,0,6,12,0,0,8,10,0,0,7,11,0,0,13,5,0,0,3,15,0,0,5,13,0,0,0,0,0,0,
COLN,0055,PCT 055,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0055,PCT 055,3630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0056,PCT 056,3283,97,17,0,4,13,0,0,5,12,0,0,8,9,0,0,14,3,0,0,0,0,0,0,7,9,0,1,0,0,0,0,
COLN,0056,PCT 056,3283,80,23,0,10,13,0,0,14,9,0,0,8,14,0,1,12,10,0,1,0,0,0,0,13,9,0,1,0,0,0,0,
COLN,0056,PCT 056,3283,21,6,0,4,2,0,0,3,3,0,0,1,4,0,1,2,3,0,1,0,0,0,0,3,2,0,1,0,0,0,0,
COLN,0056,PCT 056,3283,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
COLN,0056,PCT 056,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0057,PCT 057,4955,185,40,0,21,18,0,1,26,14,0,0,18,22,0,0,15,24,0,1,0,0,0,0,23,16,0,1,0,0,0,0,
COLN,0057,PCT 057,4955,297,41,0,17,24,0,0,28,13,0,0,18,23,0,0,24,17,0,0,0,0,0,0,26,14,0,1,0,0,0,0,
COLN,0057,PCT 057,4955,31,12,0,4,8,0,0,4,8,0,0,2,10,0,0,9,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,
COLN,0057,PCT 057,4955,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
COLN,0057,PCT 057,4955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0058,PCT 058,3655,160,54,1,19,33,0,2,24,27,0,3,11,40,0,3,36,14,0,4,31,21,0,2,35,16,0,3,0,0,0,0,
COLN,0058,PCT 058,3655,175,48,0,13,31,0,4,18,26,0,4,12,32,0,4,31,14,0,3,22,25,0,1,26,19,0,3,0,0,0,0,
COLN,0058,PCT 058,3655,58,27,0,11,15,0,1,12,14,0,1,3,21,0,3,17,8,0,2,9,17,0,1,8,19,0,0,0,0,0,0,
COLN,0058,PCT 058,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0058,PCT 058,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0059,PCT 059,4002,153,34,0,13,20,0,1,26,8,0,0,14,19,0,1,15,18,0,1,0,0,0,0,20,13,0,1,0,0,0,0,
COLN,0059,PCT 059,4002,133,38,0,12,26,0,0,15,23,0,0,12,26,0,0,28,10,0,0,0,0,0,0,14,24,0,0,0,0,0,0,
COLN,0059,PCT 059,4002,26,9,0,3,6,0,0,6,3,0,0,2,7,0,0,5,4,0,0,0,0,0,0,4,5,0,0,0,0,0,0,
COLN,0059,PCT 059,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0059,PCT 059,4002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0060,PCT 060,2904,146,20,1,6,13,0,1,8,11,0,1,4,15,0,1,10,9,0,1,0,0,0,0,12,7,0,1,0,0,0,0,
COLN,0060,PCT 060,2904,120,24,0,10,14,0,0,12,12,0,0,11,12,0,1,13,10,0,1,0,0,0,0,11,13,0,0,0,0,0,0,
COLN,0060,PCT 060,2904,17,12,0,7,4,0,1,9,2,0,1,1,10,0,1,4,7,0,1,0,0,0,0,4,8,0,0,0,0,0,0,
COLN,0060,PCT 060,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0060,PCT 060,2904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0061,PCT 061,1667,62,11,0,6,5,0,0,8,3,0,0,3,8,0,0,8,2,0,1,0,0,0,0,9,2,0,0,0,0,0,0,
COLN,0061,PCT 061,1667,96,18,0,6,12,0,0,7,11,0,0,7,10,0,1,13,5,0,0,0,0,0,0,6,12,0,0,0,0,0,0,
COLN,0061,PCT 061,1667,25,8,0,1,7,0,0,4,4,0,0,5,3,0,0,6,2,0,0,0,0,0,0,3,5,0,0,0,0,0,0,
COLN,0061,PCT 061,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0061,PCT 061,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0062,PCT 062,2532,122,38,0,18,20,0,0,23,15,0,0,11,27,0,0,28,10,0,0,0,0,0,0,21,17,0,0,0,0,0,0,
COLN,0062,PCT 062,2532,101,39,0,10,29,0,0,16,23,0,0,6,33,0,0,24,15,0,0,0,0,0,0,19,19,0,1,0,0,0,0,
COLN,0062,PCT 062,2532,46,10,0,2,8,0,0,5,5,0,0,1,9,0,0,7,3,0,0,0,0,0,0,3,6,0,1,0,0,0,0,
COLN,0062,PCT 062,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0062,PCT 062,2532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0063,PCT 063,2027,124,32,0,7,25,0,0,10,21,0,1,5,27,0,0,24,7,0,1,0,0,0,0,18,12,0,2,0,0,0,0,
COLN,0063,PCT 063,2027,158,34,0,12,22,0,0,22,12,0,0,9,24,0,1,23,10,0,1,0,0,0,0,18,16,0,0,0,0,0,0,
COLN,0063,PCT 063,2027,56,17,0,5,9,0,3,8,6,0,3,4,10,0,3,9,6,0,2,0,0,0,0,2,15,0,0,0,0,0,0,
COLN,0063,PCT 063,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0063,PCT 063,2027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0064,PCT 064,2682,133,36,0,15,21,0,0,18,18,0,0,13,22,0,1,21,15,0,0,26,10,0,0,26,10,0,0,0,0,0,0,
COLN,0064,PCT 064,2682,183,58,0,11,44,0,3,19,36,0,3,13,42,0,3,43,13,0,2,35,22,0,1,32,24,0,2,0,0,0,0,
COLN,0064,PCT 064,2682,28,10,0,3,7,0,0,3,7,0,0,2,8,0,0,9,1,0,0,6,4,0,0,2,8,0,0,0,0,0,0,
COLN,0064,PCT 064,2682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0064,PCT 064,2682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0065,PCT 065,1249,60,25,0,11,14,0,0,18,7,0,0,8,17,0,0,11,14,0,0,16,9,0,0,15,8,0,2,0,0,0,0,
COLN,0065,PCT 065,1249,92,21,0,8,13,0,0,12,9,0,0,5,16,0,0,14,6,0,1,10,11,0,0,10,11,0,0,0,0,0,0,
COLN,0065,PCT 065,1249,6,4,0,1,3,0,0,4,0,0,0,1,3,0,0,1,3,0,0,1,3,0,0,2,2,0,0,0,0,0,0,
COLN,0065,PCT 065,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0065,PCT 065,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0066,PCT 066,2160,96,23,0,9,14,0,0,10,13,0,0,9,13,0,1,13,9,0,1,0,0,0,0,8,15,0,0,0,0,0,0,
COLN,0066,PCT 066,2160,79,30,0,9,20,0,1,17,13,0,0,8,21,0,1,17,13,0,0,0,0,0,0,14,14,0,2,0,0,0,0,
COLN,0066,PCT 066,2160,20,6,0,0,6,0,0,3,3,0,0,2,4,0,0,5,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,
COLN,0066,PCT 066,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0066,PCT 066,2160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
COLN,0067,PCT 067,2811,126,28,0,7,20,0,1,9,18,0,1,6,21,0,1,15,11,0,2,15,13,0,0,16,12,0,0,0,0,0,0,
