#FormatVersion 1
#Precinct,Precinct ID,Precinct Reporting,"Registered Voters","Ballots Cast","Turnout Percentage",Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,"Absentee Voting Votes","Absentee Voting Overvotes","Absentee Voting Undervotes","Absentee Voting Invalid Votes","Early Voting Votes","Early Voting Overvotes","Early Voting Undervotes","Early Voting Invalid Votes","Election Day Voting Votes","Election Day Voting Overvotes","Election Day Voting Undervotes","Election Day Voting Invalid Votes"
"1 Holliday",1,Reporting         ,1422,779,54.78,"United States Representative, District No. 13",3,"","Ronny Jackson",1,"REP",706,0,7,0,10,0,0,0,376,0,3,0,320,0,4,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"United States Representative, District No. 13",3,"","Kathleen Brown",2,"DEM",66,0,7,0,6,0,0,0,26,0,3,0,34,0,4,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Greg Abbott",1,"REP",723,0,1,0,10,0,0,0,382,0,0,0,331,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Beto O'Rourke",2,"DEM",54,0,1,0,6,0,0,0,23,0,0,0,25,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Mark Tippetts",4,"LIB",1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Delilah Barrios",3,"GRN",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Jacqueline Abernathy",0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Mark V Goloby",0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Rejected write-ins",0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"1 Holliday",1,Reporting         ,1422,779,54.78,"Governor",14,"","Unassigned write-ins",0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
