Pol Subdivision,Election Date,Election Name,Total Prov.,Total Prov Counted,#FormatVersion 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Co,11.08.2022,2022 General,1,1,#Precinct,Precinct ID,Precinct Reporting,Registered Voters,Ballots Cast,Turnout Percentage,Contest Title,Contest ID,Contest Party,Choice Name,Choice ID,Choice Party,Total Votes,Total Overvotes,Total Undervotes,Total Invalid Votes,Absentee Voting Votes,Absentee Voting Overvotes,Absentee Voting Undervotes,Absentee Voting Invalid Votes,Early Voting Votes,Early Voting Overvotes,Early Voting Undervotes,Early Voting Invalid Votes,Election Day Voting Votes,Election Day Voting Overvotes,Election Day Voting Undervotes,Election Day Voting Invalid Votes
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Lieutenant Governor,12,,Dan Patrick,2,REP,237,0,3,0,4,0,1,0,147,0,2,0,86,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Lieutenant Governor,12,,Mike Collier,1,DEM,27,0,3,0,1,0,1,0,21,0,2,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Lieutenant Governor,12,,Shanna Steele,3,LIB,13,0,3,0,0,0,1,0,8,0,2,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Attorney General,10,,Ken Paxton,2,REP,242,0,1,0,4,0,0,0,150,0,0,0,88,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Attorney General,10,,Rochelle Mercedes Garza,1,DEM,26,0,1,0,2,0,0,0,20,0,0,0,4,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Attorney General,10,,Mark Ash,3,LIB,11,0,1,0,0,0,0,0,8,0,0,0,3,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Comptroller of Public Accounts,6,,Glenn Hegar,2,REP,247,0,4,0,4,0,0,0,153,0,4,0,90,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Comptroller of Public Accounts,6,,Janet T. Dudding,1,DEM,22,0,4,0,2,0,0,0,16,0,4,0,4,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Comptroller of Public Accounts,6,,V. Alonzo Echevarria-Garza,3,LIB,7,0,4,0,0,0,0,0,5,0,4,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of the General Land Office,8,,Dawn Buckingham,1,REP,254,0,4,0,4,0,0,0,159,0,4,0,91,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of the General Land Office,8,,Jay Kleberg,2,DEM,20,0,4,0,2,0,0,0,15,0,4,0,3,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of the General Land Office,8,,"Alfred Molison, Jr.",3,GRN,2,0,4,0,0,0,0,0,0,0,4,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of the General Land Office,8,,Rejected write-ins,0,,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of the General Land Office,8,,Unassigned write-ins,0,,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of Agriculture,16,,Sid Miller,2,REP,254,0,2,0,4,0,0,0,163,0,1,0,87,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Commissioner of Agriculture,16,,Susan Hays,1,DEM,24,0,2,0,2,0,0,0,14,0,1,0,8,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Railroad Commissioner,2,,Wayne Christian,1,REP,242,0,4,0,4,0,0,0,152,0,4,0,86,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Railroad Commissioner,2,,Luke Warford,2,DEM,22,0,4,0,2,0,0,0,15,0,4,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Railroad Commissioner,2,,Jaime Andres Diez,4,LIB,11,0,4,0,0,0,0,0,7,0,4,0,4,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,Railroad Commissioner,2,,Hunter Wayne Crow,3,GRN,1,0,4,0,0,0,0,0,0,0,4,0,1,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 3",9,,Debra Lehrmann,2,REP,246,0,7,0,4,0,0,0,150,0,7,0,92,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 3",9,,Erin A. Nowell,1,DEM,21,0,7,0,2,0,0,0,17,0,7,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 3",9,,Thomas Edward Oxford,3,LIB,6,0,7,0,0,0,0,0,4,0,7,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 5",17,,Rebeca Huddle,1,REP,252,0,6,0,4,0,0,0,156,0,5,0,92,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 5",17,,Amanda Reichek,2,DEM,22,0,6,0,2,0,0,0,17,0,5,0,3,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 9",23,,Evan Young,2,REP,247,0,6,0,4,0,0,0,153,0,5,0,90,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Justice, Supreme Court, Place 9",23,,Julia Maldonado,1,DEM,27,0,6,0,2,0,0,0,20,0,5,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Judge, Court of Criminal Appeals, Place 5",24,,Scott Walker,2,REP,248,0,9,0,2,0,2,0,157,0,5,0,89,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Judge, Court of Criminal Appeals, Place 5",24,,Dana Huffman,1,DEM,23,0,9,0,2,0,2,0,16,0,5,0,5,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Judge, Court of Criminal Appeals, Place 6",5,,Jesse F. McClure III,2,REP,248,0,9,0,2,0,2,0,155,0,6,0,91,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4,12,Reporting         ,590,280,47.46,"Judge, Court of Criminal Appeals, Place 6",5,,Robert Johnson,1,DEM,23,0,9,0,2,0,2,0,17,0,6,0,4,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"United States Representative, District No. 19",3,,Jodey C. Arrington,1,REP,105,0,0,0,4,0,0,0,49,0,0,0,52,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"United States Representative, District No. 19",3,,Nathan Lewis,2,IND,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Greg Abbott,1,REP,106,0,0,0,4,0,0,0,50,0,0,0,52,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Beto O'Rourke,2,DEM,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Mark Tippetts,4,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Delilah Barrios,3,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Rejected write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Governor,14,,Unassigned write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Lieutenant Governor,12,,Dan Patrick,2,REP,104,0,0,0,4,0,0,0,49,0,0,0,51,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Lieutenant Governor,12,,Mike Collier,1,DEM,6,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Lieutenant Governor,12,,Shanna Steele,3,LIB,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Attorney General,10,,Ken Paxton,2,REP,103,0,1,0,4,0,0,0,49,0,0,0,50,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Attorney General,10,,Rochelle Mercedes Garza,1,DEM,6,0,1,0,0,0,0,0,1,0,0,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Attorney General,10,,Mark Ash,3,LIB,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Comptroller of Public Accounts,6,,Glenn Hegar,2,REP,105,0,1,0,4,0,0,0,50,0,0,0,51,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Comptroller of Public Accounts,6,,Janet T. Dudding,1,DEM,5,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Comptroller of Public Accounts,6,,V. Alonzo Echevarria-Garza,3,LIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of the General Land Office,8,,Dawn Buckingham,1,REP,104,0,1,0,4,0,0,0,50,0,0,0,50,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of the General Land Office,8,,Jay Kleberg,2,DEM,6,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of the General Land Office,8,,"Alfred Molison, Jr.",3,GRN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of the General Land Office,8,,Rejected write-ins,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of the General Land Office,8,,Unassigned write-ins,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of Agriculture,16,,Sid Miller,2,REP,106,0,1,0,4,0,0,0,49,0,1,0,53,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Commissioner of Agriculture,16,,Susan Hays,1,DEM,4,0,1,0,0,0,0,0,0,0,1,0,4,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Railroad Commissioner,2,,Wayne Christian,1,REP,99,0,1,0,4,0,0,0,47,0,0,0,48,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Railroad Commissioner,2,,Luke Warford,2,DEM,8,0,1,0,0,0,0,0,2,0,0,0,6,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Railroad Commissioner,2,,Jaime Andres Diez,4,LIB,3,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,Railroad Commissioner,2,,Hunter Wayne Crow,3,GRN,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 3",9,,Debra Lehrmann,2,REP,103,0,1,0,4,0,0,0,48,0,0,0,51,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 3",9,,Erin A. Nowell,1,DEM,5,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 3",9,,Thomas Edward Oxford,3,LIB,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 5",17,,Rebeca Huddle,1,REP,105,0,1,0,4,0,0,0,50,0,0,0,51,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 5",17,,Amanda Reichek,2,DEM,5,0,1,0,0,0,0,0,0,0,0,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 9",23,,Evan Young,2,REP,106,0,0,0,4,0,0,0,50,0,0,0,52,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Justice, Supreme Court, Place 9",23,,Julia Maldonado,1,DEM,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Judge, Court of Criminal Appeals, Place 5",24,,Scott Walker,2,REP,106,0,0,0,4,0,0,0,50,0,0,0,52,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Judge, Court of Criminal Appeals, Place 5",24,,Dana Huffman,1,DEM,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Judge, Court of Criminal Appeals, Place 6",5,,Jesse F. McClure III,2,REP,104,0,2,0,3,0,1,0,50,0,0,0,51,0,1,0
Martin Co,11.08.2022,2022 General,1,1,3A,11,Reporting         ,168,111,66.07,"Judge, Court of Criminal Appeals, Place 6",5,,Robert Johnson,1,DEM,5,0,2,0,0,0,1,0,0,0,0,0,5,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"United States Representative, District No. 19",3,,Jodey C. Arrington,1,REP,119,0,2,0,4,0,1,0,79,0,0,0,36,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"United States Representative, District No. 19",3,,Nathan Lewis,2,IND,5,0,2,0,0,0,1,0,1,0,0,0,4,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Greg Abbott,1,REP,122,0,0,0,4,0,0,0,79,0,0,0,39,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Beto O'Rourke,2,DEM,4,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Mark Tippetts,4,LIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Delilah Barrios,3,GRN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Rejected write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Governor,14,,Unassigned write-ins,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Lieutenant Governor,12,,Dan Patrick,2,REP,117,0,1,0,4,0,0,0,76,0,0,0,37,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Lieutenant Governor,12,,Mike Collier,1,DEM,6,0,1,0,1,0,0,0,3,0,0,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Lieutenant Governor,12,,Shanna Steele,3,LIB,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Attorney General,10,,Ken Paxton,2,REP,118,0,1,0,4,0,0,0,77,0,0,0,37,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Attorney General,10,,Rochelle Mercedes Garza,1,DEM,5,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Attorney General,10,,Mark Ash,3,LIB,2,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Comptroller of Public Accounts,6,,Glenn Hegar,2,REP,119,0,2,0,4,0,0,0,78,0,0,0,37,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Comptroller of Public Accounts,6,,Janet T. Dudding,1,DEM,5,0,2,0,1,0,0,0,2,0,0,0,2,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Comptroller of Public Accounts,6,,V. Alonzo Echevarria-Garza,3,LIB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of the General Land Office,8,,Dawn Buckingham,1,REP,119,0,2,0,4,0,0,0,78,0,0,0,37,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of the General Land Office,8,,Jay Kleberg,2,DEM,5,0,2,0,1,0,0,0,2,0,0,0,2,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of the General Land Office,8,,"Alfred Molison, Jr.",3,GRN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of the General Land Office,8,,Rejected write-ins,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of the General Land Office,8,,Unassigned write-ins,0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of Agriculture,16,,Sid Miller,2,REP,119,0,2,0,4,0,0,0,78,0,0,0,37,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Commissioner of Agriculture,16,,Susan Hays,1,DEM,5,0,2,0,1,0,0,0,2,0,0,0,2,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Railroad Commissioner,2,,Wayne Christian,1,REP,119,0,2,0,4,0,0,0,78,0,0,0,37,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Railroad Commissioner,2,,Luke Warford,2,DEM,5,0,2,0,1,0,0,0,2,0,0,0,2,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Railroad Commissioner,2,,Jaime Andres Diez,4,LIB,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,Railroad Commissioner,2,,Hunter Wayne Crow,3,GRN,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 3",9,,Debra Lehrmann,2,REP,117,0,3,0,4,0,0,0,75,0,2,0,38,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 3",9,,Erin A. Nowell,1,DEM,5,0,3,0,1,0,0,0,2,0,2,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 3",9,,Thomas Edward Oxford,3,LIB,1,0,3,0,0,0,0,0,1,0,2,0,0,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 5",17,,Rebeca Huddle,1,REP,120,0,1,0,4,0,0,0,78,0,0,0,38,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 5",17,,Amanda Reichek,2,DEM,5,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 9",23,,Evan Young,2,REP,120,0,1,0,4,0,0,0,78,0,0,0,38,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Justice, Supreme Court, Place 9",23,,Julia Maldonado,1,DEM,5,0,1,0,1,0,0,0,2,0,0,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Judge, Court of Criminal Appeals, Place 5",24,,Scott Walker,2,REP,119,0,2,0,4,0,0,0,77,0,1,0,38,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Judge, Court of Criminal Appeals, Place 5",24,,Dana Huffman,1,DEM,5,0,2,0,1,0,0,0,2,0,1,0,2,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Judge, Court of Criminal Appeals, Place 6",5,,Jesse F. McClure III,2,REP,119,0,1,0,4,0,0,0,78,0,0,0,37,0,1,0
Martin Co,11.08.2022,2022 General,1,1,4A,9,Reporting         ,192,126,65.63,"Judge, Court of Criminal Appeals, Place 6",5,,Robert Johnson,1,DEM,6,0,1,0,1,0,0,0,2,0,0,0,3,0,1,0
Martin Co,11.08.2022,City of Midland,,,Midland City,5,Reporting         ,88,22,25,CITY OF MIDLAND Mayor,47,,Jerry F. Morales,2,,13,0,0,0,0,0,0,0,8,0,0,0,5,0,0,0
Martin Co,11.08.2022,City of Midland,,,Midland City,5,Reporting         ,88,22,25,CITY OF MIDLAND Mayor,47,,Robert Allen Dickson,1,,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Martin Co,11.08.2022,City of Midland,,,Midland City,5,Reporting         ,88,22,25,CITY OF MIDLAND Mayor,47,,Lori Blong,3,,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
Martin Co,11.08.2022,Stanton ISD,,,Stanton ISD,2,Reporting         ,2754,933,33.88,STANTON INDEPENDENT SCHOOL DISTRICT PROPOSITION A,43,,FOR,2,,574,0,2,0,2,0,0,0,379,0,1,0,193,0,1,0
Martin Co,11.08.2022,Stanton ISD,,,Stanton ISD,2,Reporting         ,2754,933,33.88,STANTON INDEPENDENT SCHOOL DISTRICT PROPOSITION A,43,,AGAINST,1,,357,0,2,0,14,0,0,0,191,0,1,0,152,0,1,0
Martin Co,11.08.2022,Stanton ISD,,,Stanton ISD,2,Reporting         ,2754,933,33.88,STANTON INDEPENDENT SCHOOL DISTRICT PROPOSITION B,48,,FOR,1,,607,0,2,0,2,0,0,0,400,0,2,0,205,0,0,0
Martin Co,11.08.2022,Stanton ISD,,,Stanton ISD,2,Reporting         ,2754,933,33.88,STANTON INDEPENDENT SCHOOL DISTRICT PROPOSITION B,48,,AGAINST,2,,324,0,2,0,14,0,0,0,169,0,2,0,141,0,0,0
Martin Co,11.08.2022,Sands CISD,,,Sands CISD,8,Reporting         ,99,57,57.58,SANDS CONSOLIDATED INDEPENDENT SCHOOL DISTRICT PROPOSITION A,45,,FOR,2,,52,0,0,0,4,0,0,0,35,0,0,0,13,0,0,0
Martin Co,11.08.2022,Sands CISD,,,Sands CISD,8,Reporting         ,99,57,57.58,SANDS CONSOLIDATED INDEPENDENT SCHOOL DISTRICT PROPOSITION A,45,,AGAINST,1,,5,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0
Martin Co,11.08.2022,Grady ISD,,,Grady ISD,7,Reporting         ,389,171,43.96,GRADY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,46,,FOR,2,,129,0,0,0,2,0,0,0,63,0,0,0,64,0,0,0
Martin Co,11.08.2022,Grady ISD,,,Grady ISD,7,Reporting         ,389,171,43.96,GRADY INDEPENDENT SCHOOL DISTRICT PROPOSITION A,46,,AGAINST,1,,42,0,0,0,1,0,0,0,21,0,0,0,20,0,0,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Freddy Vargas,5,,1,0,8,0,0,0,0,0,0,0,0,0,1,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Brent Hill,1,,13,0,8,0,0,0,0,0,0,0,0,0,13,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Kelley O'Brien,7,,8,0,8,0,0,0,0,0,0,0,0,0,8,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,John Friesen,4,,13,0,8,0,0,0,0,0,0,0,0,0,13,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Kenny Ferguson,2,,9,0,8,0,0,0,0,0,0,0,0,0,9,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Quinton Kearney,3,,19,0,8,0,0,0,0,0,0,0,0,0,19,0,8,0
Martin Co,11.08.2022,Klondike ISD,,,Klondike ISD,6,Reporting         ,113,25,22.12,KLONDIKE INDEPENDENT SCHOOL DISTRICT Trustee,44,,Jessica Estes,6,,4,0,8,0,0,0,0,0,0,0,0,0,4,0,8,0
