political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"United States Representative, District No. 27",Michael Cloud,REP,61,39
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"United States Representative, District No. 27",Maclovio Perez Jr.,DEM,48,22
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Greg Abbott,REP,63,44
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Beto O'Rourke,DEM,49,16
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Mark Tippetts,LIB,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Delilah Barrios,GRN,0,1
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,JACQUELINE ABERNATHY,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,MARK V GOLOBY,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Governor,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Lieutenant Governor,Dan Patrick,REP,57,40
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Lieutenant Governor,Mike Collier,DEM,50,19
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Lieutenant Governor,Shanna Steele,LIB,1,1
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Attorney General,Ken Paxton,REP,55,40
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Attorney General,Rochelle Mercedes Garza,DEM,50,21
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Attorney General,Mark Ash,LIB,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Comptroller of Public Accounts,Glenn Hegar,REP,56,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Comptroller of Public Accounts,Janet T. Dudding,DEM,46,19
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,4,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,Dawn Buckingham,REP,54,39
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,Jay Kleberg,DEM,49,20
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,CARRIE EVELYN,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of Agriculture,Sid Miller,REP,55,40
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Commissioner of Agriculture,Susan Hays,DEM,50,20
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Railroad Commissioner,Wayne Christian,REP,55,40
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Railroad Commissioner,Luke Warford,DEM,44,19
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Railroad Commissioner,Jaime Andres Diez,LIB,3,0
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Railroad Commissioner,Hunter Wayne Crow,GRN,2,1
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,57,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,45,17
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,3,2
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,58,42
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,46,18
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 9",Evan Young,REP,57,43
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,47,17
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,58,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,46,19
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,57,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,47,18
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Member, State Board of Education, District No. 2",LJ Francis,REP,58,40
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Member, State Board of Education, District No. 2",Victor Perez,DEM,46,21
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"State Senator, District No. 18",Lois W. Kolkhorst,REP,60,42
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"State Senator, District No. 18",Josh Tutt,DEM,47,19
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,REP,56,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,DEM,48,20
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Justice of the Peace No. 1,Roberta Shipp Fagan,REP,66,41
Refugio County,11/8/2022,November 8th General Election,1,0,1,477,Justice of the Peace No. 1,Mary Canales,DEM,43,20
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"United States Representative, District No. 27",Michael Cloud,REP,54,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"United States Representative, District No. 27",Maclovio Perez Jr.,DEM,65,47
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Greg Abbott,REP,60,54
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Beto O'Rourke,DEM,61,43
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Mark Tippetts,LIB,1,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Delilah Barrios,GRN,1,1
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,JACQUELINE ABERNATHY,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,MARK V GOLOBY,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Governor,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Lieutenant Governor,Dan Patrick,REP,54,50
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Lieutenant Governor,Mike Collier,DEM,61,41
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Lieutenant Governor,Shanna Steele,LIB,3,6
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Attorney General,Ken Paxton,REP,52,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Attorney General,Rochelle Mercedes Garza,DEM,62,44
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Attorney General,Mark Ash,LIB,1,3
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Comptroller of Public Accounts,Glenn Hegar,REP,55,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Comptroller of Public Accounts,Janet T. Dudding,DEM,58,40
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,5,6
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,Dawn Buckingham,REP,50,46
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,Jay Kleberg,DEM,66,43
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,6
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,CARRIE EVELYN,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of Agriculture,Sid Miller,REP,55,48
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Commissioner of Agriculture,Susan Hays,DEM,63,48
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Railroad Commissioner,Wayne Christian,REP,54,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Railroad Commissioner,Luke Warford,DEM,58,42
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Railroad Commissioner,Jaime Andres Diez,LIB,3,2
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Railroad Commissioner,Hunter Wayne Crow,GRN,2,4
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,55,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,60,44
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,3
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,55,51
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,61,45
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 9",Evan Young,REP,54,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,64,47
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,55,48
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,63,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,55,50
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,62,47
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Member, State Board of Education, District No. 2",LJ Francis,REP,54,48
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Member, State Board of Education, District No. 2",Victor Perez,DEM,62,48
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"State Senator, District No. 18",Lois W. Kolkhorst,REP,55,50
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"State Senator, District No. 18",Josh Tutt,DEM,61,47
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,REP,52,49
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,DEM,65,47
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Justice of the Peace No. 1,Roberta Shipp Fagan,REP,74,61
Refugio County,11/8/2022,November 8th General Election,0,0,1A,547,Justice of the Peace No. 1,Mary Canales,DEM,47,38
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"United States Representative, District No. 27",Michael Cloud,REP,227,149
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"United States Representative, District No. 27",Maclovio Perez Jr.,DEM,50,41
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Greg Abbott,REP,230,152
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Beto O'Rourke,DEM,49,42
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Mark Tippetts,LIB,0,1
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Delilah Barrios,GRN,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,JACQUELINE ABERNATHY,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,MARK V GOLOBY,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Governor,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Lieutenant Governor,Dan Patrick,REP,227,146
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Lieutenant Governor,Mike Collier,DEM,46,41
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Lieutenant Governor,Shanna Steele,LIB,6,5
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Attorney General,Ken Paxton,REP,228,145
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Attorney General,Rochelle Mercedes Garza,DEM,49,42
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Attorney General,Mark Ash,LIB,2,5
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Comptroller of Public Accounts,Glenn Hegar,REP,228,150
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Comptroller of Public Accounts,Janet T. Dudding,DEM,42,35
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,6,3
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,Dawn Buckingham,REP,218,138
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,Jay Kleberg,DEM,56,44
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,4
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,CARRIE EVELYN,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,Rejected write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of Agriculture,Sid Miller,REP,228,147
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Commissioner of Agriculture,Susan Hays,DEM,49,40
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Railroad Commissioner,Wayne Christian,REP,224,148
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Railroad Commissioner,Luke Warford,DEM,42,38
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Railroad Commissioner,Jaime Andres Diez,LIB,6,4
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,Railroad Commissioner,Hunter Wayne Crow,GRN,3,1
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,226,149
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,47,38
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,2,3
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,226,148
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,47,38
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 9",Evan Young,REP,225,146
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,48,41
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,226,147
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,49,39
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,224,147
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,49,40
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Member, State Board of Education, District No. 2",LJ Francis,REP,223,144
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Member, State Board of Education, District No. 2",Victor Perez,DEM,50,44
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"State Senator, District No. 18",Lois W. Kolkhorst,REP,229,147
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"State Senator, District No. 18",Josh Tutt,DEM,47,40
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, 13th Court of Appeals District, Place No. 3",Aaron Peña,REP,221,144
Refugio County,11/8/2022,November 8th General Election,0,0,2,908,"Justice, 13th Court of Appeals District, Place No. 3",Leticia Hinojosa,DEM,51,41
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,"United States Representative, District No. 27",Michael Cloud,REP,66,52
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,"United States Representative, District No. 27",Maclovio Perez Jr.,DEM,4,7
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,Governor,Greg Abbott,REP,66,56
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,Governor,Beto O'Rourke,DEM,4,4
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,Governor,Mark Tippetts,LIB,0,0
Refugio County,11/8/2022,November 8th General Election,0,0,2A,204,Governor,Delilah Barrios,GRN,0,0
