political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Randall County,11/8/2022,Joint General ,1,0,103,945,"United States Representative, District 13",Ronny Jackson,REP,119,71
Randall County,11/8/2022,Joint General ,1,0,103,945,"United States Representative, District 13",Kathleen Brown,DEM,67,57
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Greg Abbott,REP,127,67
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Beto O'Rourke,DEM,72,58
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Mark Tippetts,LIB,1,3
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Delilah Barrios,GRN,1,1
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Jacqueline Abernathy,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Mark V. Goloby,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Rejected write-ins,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Governor,Unassigned write-ins,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Lieutenant Governor,Dan Patrick,REP,124,65
Randall County,11/8/2022,Joint General ,1,0,103,945,Lieutenant Governor,Mike Collier,DEM,67,51
Randall County,11/8/2022,Joint General ,1,0,103,945,Lieutenant Governor,Shanna Steele,LIB,8,11
Randall County,11/8/2022,Joint General ,1,0,103,945,Attorney General,Ken Paxton,REP,119,68
Randall County,11/8/2022,Joint General ,1,0,103,945,Attorney General,Rochelle Mercedes Garza,DEM,73,52
Randall County,11/8/2022,Joint General ,1,0,103,945,Attorney General,Mark Ash,LIB,8,6
Randall County,11/8/2022,Joint General ,1,0,103,945,Comptroller of Public Accounts,Glenn Hegar,REP,132,67
Randall County,11/8/2022,Joint General ,1,0,103,945,Comptroller of Public Accounts,Janet T. Dudding,DEM,61,52
Randall County,11/8/2022,Joint General ,1,0,103,945,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,6,9
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,Dawn Buckingham,REP,129,74
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,Jay Kleberg,DEM,63,48
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,6,5
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,Rejected write-ins,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of Agriculture,Sid Miller,REP,128,72
Randall County,11/8/2022,Joint General ,1,0,103,945,Commissioner of Agriculture,Susan Hays,DEM,69,53
Randall County,11/8/2022,Joint General ,1,0,103,945,Railroad Commissioner,Wayne Christian,REP,130,68
Randall County,11/8/2022,Joint General ,1,0,103,945,Railroad Commissioner,Luke Warford,DEM,59,46
Randall County,11/8/2022,Joint General ,1,0,103,945,Railroad Commissioner,Jaime Andres Diez,LIB,3,10
Randall County,11/8/2022,Joint General ,1,0,103,945,Railroad Commissioner,Hunter Wayne Crow,GRN,6,2
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,129,67
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,61,53
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,8,8
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,129,74
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,69,54
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 9",Evan Young,REP,128,73
Randall County,11/8/2022,Joint General ,1,0,103,945,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,71,55
Randall County,11/8/2022,Joint General ,1,0,103,945,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,129,74
Randall County,11/8/2022,Joint General ,1,0,103,945,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,70,54
Randall County,11/8/2022,Joint General ,1,0,103,945,"Judge, Court of Criminal Appeals, Place 6","Jesse F. McClure, III",REP,130,73
Randall County,11/8/2022,Joint General ,1,0,103,945,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,68,55
Randall County,11/8/2022,Joint General ,7,2,110,3861,"United States Representative, District 13",Ronny Jackson,REP,1188,544
Randall County,11/8/2022,Joint General ,7,2,110,3861,"United States Representative, District 13",Kathleen Brown,DEM,126,59
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Greg Abbott,REP,1186,534
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Beto O'Rourke,DEM,123,66
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Mark Tippetts,LIB,7,3
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Delilah Barrios,GRN,2,1
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Jacqueline Abernathy,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Mark V. Goloby,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Rejected write-ins,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Governor,Unassigned write-ins,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Lieutenant Governor,Dan Patrick,REP,1174,523
Randall County,11/8/2022,Joint General ,7,2,110,3861,Lieutenant Governor,Mike Collier,DEM,120,65
Randall County,11/8/2022,Joint General ,7,2,110,3861,Lieutenant Governor,Shanna Steele,LIB,22,14
Randall County,11/8/2022,Joint General ,7,2,110,3861,Attorney General,Ken Paxton,REP,1170,531
Randall County,11/8/2022,Joint General ,7,2,110,3861,Attorney General,Rochelle Mercedes Garza,DEM,125,66
Randall County,11/8/2022,Joint General ,7,2,110,3861,Attorney General,Mark Ash,LIB,19,6
Randall County,11/8/2022,Joint General ,7,2,110,3861,Comptroller of Public Accounts,Glenn Hegar,REP,1174,535
Randall County,11/8/2022,Joint General ,7,2,110,3861,Comptroller of Public Accounts,Janet T. Dudding,DEM,117,59
Randall County,11/8/2022,Joint General ,7,2,110,3861,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,17,7
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,Dawn Buckingham,REP,1179,537
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,Jay Kleberg,DEM,116,57
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,11,8
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,Rejected write-ins,,1,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of the General Land Office,Unassigned write-ins,,0,0
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of Agriculture,Sid Miller,REP,1178,542
Randall County,11/8/2022,Joint General ,7,2,110,3861,Commissioner of Agriculture,Susan Hays,DEM,125,60
Randall County,11/8/2022,Joint General ,7,2,110,3861,Railroad Commissioner,Wayne Christian,REP,1170,531
Randall County,11/8/2022,Joint General ,7,2,110,3861,Railroad Commissioner,Luke Warford,DEM,112,52
Randall County,11/8/2022,Joint General ,7,2,110,3861,Railroad Commissioner,Jaime Andres Diez,LIB,23,12
Randall County,11/8/2022,Joint General ,7,2,110,3861,Railroad Commissioner,Hunter Wayne Crow,GRN,6,7
Randall County,11/8/2022,Joint General ,7,2,110,3861,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,1165,533
Randall County,11/8/2022,Joint General ,7,2,110,3861,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,120,58
Randall County,11/8/2022,Joint General ,7,2,110,3861,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,24,10
