political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
Gregg County,11/08/2022,General,105,63,1,1729,U.S. REPRESENTATIVE DISTRICT 1,NATHANIEL MORAN,REP,496,165
Gregg County,11/08/2022,General,105,63,1,1729,U.S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,DEM,163,69
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,GREG ABBOTT,REP,485,160
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,BETO O'ROURKE,DEM,165,67
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,MARK TIPPETTS,LIB,5,5
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,DELILAH BARRIOS,GRN,3,2
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,JACQUELINE ABERNATHY,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,MARK V. GOLOBY,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,Rejected write-ins,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,GOVERNOR,Unassigned write-ins,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,LIEUTENANT GOVERNOR,DAN PATRICK,REP,470,156
Gregg County,11/08/2022,General,105,63,1,1729,LIEUTENANT GOVERNOR,MIKE COLLIER,DEM,167,63
Gregg County,11/08/2022,General,105,63,1,1729,LIEUTENANT GOVERNOR,SHANNA STEELE,LIB,17,14
Gregg County,11/08/2022,General,105,63,1,1729,ATTORNEY GENERAL,KEN PAXTON,REP,467,158
Gregg County,11/08/2022,General,105,63,1,1729,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,DEM,165,70
Gregg County,11/08/2022,General,105,63,1,1729,ATTORNEY GENERAL,MARK ASH,LIB,20,6
Gregg County,11/08/2022,General,105,63,1,1729,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,REP,485,164
Gregg County,11/08/2022,General,105,63,1,1729,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,DEM,155,62
Gregg County,11/08/2022,General,105,63,1,1729,COMPTROLLER OF PUBLIC ACCOUNTS,V. ALONZO ECHEVARRIA-GARZA,LIB,12,6
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,474,160
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,DEM,167,66
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,"ALFRED MOLISON, JR",LIB,11,6
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,CARRIE EVELYN MENGER,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,Rejected write-ins,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF THE GENERAL LAND OFFICE,Unassigned write-ins,,0,0
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF AGRICULTURE,SID MILLER,REP,480,162
Gregg County,11/08/2022,General,105,63,1,1729,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,DEM,173,69
Gregg County,11/08/2022,General,105,63,1,1729,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,478,164
Gregg County,11/08/2022,General,105,63,1,1729,RAILROAD COMMISSIONER,LUKE WARFORD,DEM,158,60
Gregg County,11/08/2022,General,105,63,1,1729,RAILROAD COMMISSIONER,JAIME ANDRES DIEZ,LIB,12,7
Gregg County,11/08/2022,General,105,63,1,1729,RAILROAD COMMISSIONER,HUNTER WAYNE CROW,GRN,6,2
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,REP,476,161
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,DEM,155,63
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 3",THOMAS EDWARD OXFORD,LIB,20,11
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 5",REBECA HUDDLE,REP,487,166
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 5",AMANDA REICHEK,DEM,160,68
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 9",EVAN YOUNG,REP,487,165
Gregg County,11/08/2022,General,105,63,1,1729,"JUSTICE, SUPREME COURT, PLACE 9",JULIA MALDONADO,DEM,161,66
Gregg County,11/08/2022,General,105,63,1,1729,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",SCOTT WALKER,REP,490,165
Gregg County,11/08/2022,General,105,63,1,1729,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 5",DANA HUFFMAN,DEM,160,66
Gregg County,11/08/2022,General,105,63,1,1729,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6","JESSE F. MCCLURE, III",REP,488,167
Gregg County,11/08/2022,General,105,63,1,1729,"JUDGE, COURT OF CRIMINAL APPEALS, PLACE 6",ROBERT JOHNSON,DEM,161,64
Gregg County,11/08/2022,General,105,63,1,1729,COUNTY TAX ASSESSOR-COLLECTOR - UNEXPIRED TERM,MICHELLE TERRY,REP,504,169
Gregg County,11/08/2022,General,105,63,1,1729,COUNTY TAX ASSESSOR-COLLECTOR - UNEXPIRED TERM,KEETH JOHNSON,DEM,150,63
Gregg County,11/08/2022,General,105,63,2,3889,U.S. REPRESENTATIVE DISTRICT 1,NATHANIEL MORAN,REP,1130,333
Gregg County,11/08/2022,General,105,63,2,3889,U.S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,DEM,351,159
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,GREG ABBOTT,REP,1107,329
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,BETO O'ROURKE,DEM,356,158
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,MARK TIPPETTS,LIB,15,5
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,DELILAH BARRIOS,GRN,3,1
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,JACQUELINE ABERNATHY,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,MARK V. GOLOBY,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,Rejected write-ins,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,GOVERNOR,Unassigned write-ins,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,LIEUTENANT GOVERNOR,DAN PATRICK,REP,1071,321
Gregg County,11/08/2022,General,105,63,2,3889,LIEUTENANT GOVERNOR,MIKE COLLIER,DEM,368,156
Gregg County,11/08/2022,General,105,63,2,3889,LIEUTENANT GOVERNOR,SHANNA STEELE,LIB,40,14
Gregg County,11/08/2022,General,105,63,2,3889,ATTORNEY GENERAL,KEN PAXTON,REP,1041,322
Gregg County,11/08/2022,General,105,63,2,3889,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,DEM,383,153
Gregg County,11/08/2022,General,105,63,2,3889,ATTORNEY GENERAL,MARK ASH,LIB,42,16
Gregg County,11/08/2022,General,105,63,2,3889,COMPTROLLER OF PUBLIC ACCOUNTS,GLENN HEGAR,REP,1103,325
Gregg County,11/08/2022,General,105,63,2,3889,COMPTROLLER OF PUBLIC ACCOUNTS,JANET T. DUDDING,DEM,345,145
Gregg County,11/08/2022,General,105,63,2,3889,COMPTROLLER OF PUBLIC ACCOUNTS,V. ALONZO ECHEVARRIA-GARZA,LIB,23,16
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,DAWN BUCKINGHAM,REP,1070,306
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,JAY KLEBERG,DEM,374,161
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,"ALFRED MOLISON, JR",LIB,18,18
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,CARRIE EVELYN MENGER,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,Rejected write-ins,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF THE GENERAL LAND OFFICE,Unassigned write-ins,,0,0
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF AGRICULTURE,SID MILLER,REP,1088,325
Gregg County,11/08/2022,General,105,63,2,3889,COMMISSIONER OF AGRICULTURE,SUSAN HAYS,DEM,381,162
Gregg County,11/08/2022,General,105,63,2,3889,RAILROAD COMMISSIONER,WAYNE CHRISTIAN,REP,1095,323
Gregg County,11/08/2022,General,105,63,2,3889,RAILROAD COMMISSIONER,LUKE WARFORD,DEM,343,147
Gregg County,11/08/2022,General,105,63,2,3889,RAILROAD COMMISSIONER,JAIME ANDRES DIEZ,LIB,26,11
Gregg County,11/08/2022,General,105,63,2,3889,RAILROAD COMMISSIONER,HUNTER WAYNE CROW,GRN,6,4
Gregg County,11/08/2022,General,105,63,2,3889,"JUSTICE, SUPREME COURT, PLACE 3",DEBRA LEHRMANN,REP,1108,321
Gregg County,11/08/2022,General,105,63,2,3889,"JUSTICE, SUPREME COURT, PLACE 3",ERIN A NOWELL,DEM,341,153
