,,,,,#FormatVersion 1,,,,,,,,
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Lieutenant Governor,Dan Patrick,REP,66,114,7,66
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Lieutenant Governor,Mike Collier,DEM,10,8,6,10
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Lieutenant Governor,Shanna Steele,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Attorney General,Ken Paxton,REP,67,113,6,67
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Attorney General,Rochelle Mercedes Garza,DEM,8,8,7,8
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Attorney General,Mark Ash,LIB,1,1,0,1
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Comptroller of Public Accounts,Glenn Hegar,REP,67,112,7,67
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Comptroller of Public Accounts,Janet T. Dudding,DEM,9,8,6,9
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,Dawn Buckingham,REP,67,111,6,67
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,Jay Kleberg,DEM,8,8,5,8
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,1,1,1
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of Agriculture,Sid Miller,REP,69,113,7,69
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Commissioner of Agriculture,Susan Hays,DEM,7,8,6,7
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Railroad Commissioner,Wayne Christian,REP,67,111,7,67
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Railroad Commissioner,Luke Warford,DEM,8,8,5,8
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Railroad Commissioner,Jaime Andres Diez,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,Railroad Commissioner,Hunter Wayne Crow,GRN,1,1,1,1
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,66,109,6,66
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,8,8,6,8
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,3,1,1
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,66,111,5,66
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,9,9,7,9
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 9",Evan Young,REP,66,110,7,66
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,9,9,6,9
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,65,109,8,65
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,9,9,5,9
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,67,110,6,67
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,9,8,7,9
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Pam Little,REP,66,108,7,66
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,8,8,6,8
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,1,2,0,1
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,17,404,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"United States Representative, District No. 1",Nathaniel Moran,REP,39,84,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,2,9,1,2
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Greg Abbott,REP,39,83,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Beto O'Rourke,DEM,1,10,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Mark Tippetts,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Delilah Barrios,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Lieutenant Governor,Dan Patrick,REP,38,82,0,38
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Lieutenant Governor,Mike Collier,DEM,3,8,1,3
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Lieutenant Governor,Shanna Steele,LIB,0,3,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Attorney General,Ken Paxton,REP,38,82,0,38
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Attorney General,Rochelle Mercedes Garza,DEM,2,8,1,2
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Attorney General,Mark Ash,LIB,1,3,0,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Comptroller of Public Accounts,Glenn Hegar,REP,40,84,0,40
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Comptroller of Public Accounts,Janet T. Dudding,DEM,1,8,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,Dawn Buckingham,REP,40,84,0,40
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,Jay Kleberg,DEM,1,9,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of Agriculture,Sid Miller,REP,40,85,0,40
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Commissioner of Agriculture,Susan Hays,DEM,1,9,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Railroad Commissioner,Wayne Christian,REP,40,82,0,40
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Railroad Commissioner,Luke Warford,DEM,1,9,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Railroad Commissioner,Jaime Andres Diez,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,39,83,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,1,8,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,2,0,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,39,84,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,2,9,1,2
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 9",Evan Young,REP,39,82,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,2,9,1,2
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,40,84,0,40
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,1,9,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,39,84,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,2,9,1,2
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Pam Little,REP,39,79,0,39
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,1,8,1,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,1,5,0,1
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-1,259,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"United States Representative, District No. 4",Pat Fallon,REP,78,94,5,78
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"United States Representative, District No. 4",Iro Omere,DEM,11,12,4,11
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"United States Representative, District No. 4",John Simmons,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Greg Abbott,REP,78,93,5,78
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Beto O'Rourke,DEM,10,15,4,10
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Mark Tippetts,LIB,2,0,0,2
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Delilah Barrios,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Lieutenant Governor,Dan Patrick,REP,74,94,5,74
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Lieutenant Governor,Mike Collier,DEM,15,12,4,15
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Lieutenant Governor,Shanna Steele,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Attorney General,Ken Paxton,REP,76,91,5,76
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Attorney General,Rochelle Mercedes Garza,DEM,13,14,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Attorney General,Mark Ash,LIB,1,3,0,1
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Comptroller of Public Accounts,Glenn Hegar,REP,77,94,5,77
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Comptroller of Public Accounts,Janet T. Dudding,DEM,13,13,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,Dawn Buckingham,REP,75,95,5,75
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,Jay Kleberg,DEM,14,12,4,14
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of Agriculture,Sid Miller,REP,76,95,5,76
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Commissioner of Agriculture,Susan Hays,DEM,14,13,4,14
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Railroad Commissioner,Wayne Christian,REP,75,94,5,75
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Railroad Commissioner,Luke Warford,DEM,14,13,4,14
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Railroad Commissioner,Jaime Andres Diez,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,74,90,5,74
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,13,15,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,76,95,5,76
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,14,13,4,14
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 9",Evan Young,REP,76,93,5,76
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,14,13,4,14
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,77,93,5,77
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,13,15,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,77,95,5,77
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,13,13,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Pam Little,REP,77,93,5,77
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,13,14,4,13
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,19-4,385,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"United States Representative, District No. 1",Nathaniel Moran,REP,93,183,9,93
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,9,7,1,9
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Greg Abbott,REP,92,183,9,92
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Beto O'Rourke,DEM,10,7,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Mark Tippetts,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Delilah Barrios,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Lieutenant Governor,Dan Patrick,REP,90,175,9,90
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Lieutenant Governor,Mike Collier,DEM,11,9,2,11
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Lieutenant Governor,Shanna Steele,LIB,0,3,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Attorney General,Ken Paxton,REP,90,180,9,90
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Attorney General,Rochelle Mercedes Garza,DEM,10,8,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Attorney General,Mark Ash,LIB,2,1,0,2
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Comptroller of Public Accounts,Glenn Hegar,REP,89,179,9,89
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Comptroller of Public Accounts,Janet T. Dudding,DEM,10,6,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,1,5,0,1
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,Dawn Buckingham,REP,91,180,9,91
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,Jay Kleberg,DEM,10,9,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,0,1,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of Agriculture,Sid Miller,REP,91,180,9,91
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Commissioner of Agriculture,Susan Hays,DEM,11,10,2,11
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Railroad Commissioner,Wayne Christian,REP,89,182,9,89
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Railroad Commissioner,Luke Warford,DEM,11,6,2,11
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Railroad Commissioner,Jaime Andres Diez,LIB,0,2,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,Railroad Commissioner,Hunter Wayne Crow,GRN,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,89,179,9,89
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,11,7,2,11
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,0,4,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,89,182,9,89
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,11,8,2,11
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 9",Evan Young,REP,90,183,8,90
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,10,7,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,91,182,9,91
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,10,8,2,10
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,92,182,9,92
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Judge, Court of Criminal Appeals, Place 6",Robert Johnson,DEM,9,8,2,9
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Pam Little,REP,92,178,9,92
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Alex Cornwallis,DEM,9,9,2,9
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Christy Mowrey,LIB,1,3,0,1
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Rosiland Davis,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,27,574,"Member, State Board of Education, District No. 12",Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"United States Representative, District No. 1",Nathaniel Moran,REP,97,64,2,97
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"United States Representative, District No. 1",Jrmar (JJ) Jefferson,DEM,31,18,2,31
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Greg Abbott,REP,97,67,2,97
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Beto O'Rourke,DEM,31,18,2,31
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Mark Tippetts,LIB,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Delilah Barrios,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Jacqueline Abernathy,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Mark V Goloby,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Governor,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Lieutenant Governor,Dan Patrick,REP,97,65,2,97
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Lieutenant Governor,Mike Collier,DEM,31,18,2,31
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Lieutenant Governor,Shanna Steele,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Attorney General,Ken Paxton,REP,95,64,2,95
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Attorney General,Rochelle Mercedes Garza,DEM,30,16,2,30
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Attorney General,Mark Ash,LIB,3,3,0,3
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Comptroller of Public Accounts,Glenn Hegar,REP,97,65,2,97
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Comptroller of Public Accounts,Janet T. Dudding,DEM,31,18,2,31
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Comptroller of Public Accounts,V. Alonzo Echevarria-Garza,LIB,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,Dawn Buckingham,REP,97,63,2,97
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,Jay Kleberg,DEM,29,19,2,29
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,"Alfred Molison, Jr.",GRN,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,Carrie Evelyn Menger,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,Rejected write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of the General Land Office,Unassigned write-ins,,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of Agriculture,Sid Miller,REP,98,63,2,98
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Commissioner of Agriculture,Susan Hays,DEM,30,20,2,30
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Railroad Commissioner,Wayne Christian,REP,101,65,2,101
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Railroad Commissioner,Luke Warford,DEM,25,18,2,25
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Railroad Commissioner,Jaime Andres Diez,LIB,1,0,0,1
RED RIVER,11/8/2022,GENERAL,4,0,29,393,Railroad Commissioner,Hunter Wayne Crow,GRN,0,0,0,0
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 3",Debra Lehrmann,REP,100,64,2,100
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 3",Erin A. Nowell,DEM,27,18,2,27
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 3",Thomas Edward Oxford,LIB,1,1,0,1
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 5",Rebeca Huddle,REP,98,65,2,98
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 5",Amanda Reichek,DEM,30,18,2,30
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 9",Evan Young,REP,98,64,2,98
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Justice, Supreme Court, Place 9",Julia Maldonado,DEM,29,18,2,29
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Judge, Court of Criminal Appeals, Place 5",Scott Walker,REP,99,64,2,99
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Judge, Court of Criminal Appeals, Place 5",Dana Huffman,DEM,28,18,2,28
RED RIVER,11/8/2022,GENERAL,4,0,29,393,"Judge, Court of Criminal Appeals, Place 6",Jesse F. McClure III,REP,97,64,2,97
