political_subdivision,election_date,election_name,total provisional ballots,total provisional ballots counted,precinct_number,reg_voters,race_name,candidate_name,party code,early_votes,election_votes
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,U.S. REPRESENTATIVE DISTRICT 1,NATHANIEL MORAN,REP,544,287
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,U.S. REPRESENTATIVE DISTRICT 1,JRMAR (JJ) JEFFERSON,DEM,88,45
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,GREG ABBOTT,REP,547,283
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,BETO O'ROURKE,DEM,88,45
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,MARK TIPPETTS,LIB,3,4
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,DELILAH BARRIOS,GRN,0,0
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,JACQUELINE ABERNATHY,,0,0
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,MARK V GOLOBY,,0,0
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,Rejected write-ins,,0,0
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,GOVERNOR,Unassigned write-ins,,0,0
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,LIEUTENANT GOVERNOR,DAN PATRICK,REP,533,279
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,LIEUTENANT GOVERNOR,MIKE COLLIER,DEM,95,46
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,LIEUTENANT GOVERNOR,SHANNA STEELE,LIB,7,8
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,ATTORNEY GENERAL,KEN PAXTON,REP,533,280
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,ATTORNEY GENERAL,ROCHELLE MERCEDES GARZA,DEM,93,46
UPSHUR COUNTY,11/8/2022,2022 NOVEMBER 8TH GENERAL ELECTION,0,0,1,1805,ATTORNEY GENERAL,MARK ASH,LIB,9,6
